Band Number,Original Date,Original Site,Species,Original Sex,Original Age,Recapture Year,Recapture 1,Recapture 2,Recapture 3,Recapture 4,Recapture 5,Recapture 6,Recapture 7,Recapture 8,Recapture 9,Recapture 10,Recapture 11,Recapture 12,Recapture 13,Recapture 14,Recapture 15,Recapture 16,Recapture 17,Comments
9000-39970,08/03/07,MCGC,BTLH,F,AHY,2011,"6/27, 3.7g","7/15, 3.8g E9","7/30, 4.2g","8/12, 4.0g 2X","8/15, 3.4g","8/20, 3.4g","8/27, 3.3g",,,,,,,,,,,
9000-39976,08/08/07,MP1,BTLH,F,AHY,2011,"7/8, 3.45g",,,,,,,,,,,,,,,,,
9000-39980,08/08/07,MP1,BTLH,F,AHY,2011,"7/14, 3.75g",,,,,,,,,,,,,,,,,
9000-39990,08/12/07,MCGC,BTLH,F,HY,2011,"6/16, 3.4g","6/20, 4.1g","7/23, 3.4g","8/12, 3.4g",,,,,,,,,,,,,,
9000-40091,08/15/07,MCGC,BTLH,F,AHY,2011,"7/3, 3.95g",,,,,,,,,,,,,,,,,
9000-40108,08/14/07,HOLZ,BTLH,F,AHY,2011,"6/22, 3.54g 2X","8/3, 3.5g","8/10, 4.0g","8/17, 3.60g",,,,,,,,,,,,,,
9000-40135,08/23/07,MCGC,BTLH,F,HY,2011,"6/19, 3.4g",,,,,,,,,,,,,,,,,
9000-89901,06/06/08,HPK1,BTLH,M,AHY,2011,4/16 and 5/1 at ARIZONA,,,,,,,,,,,,,,,,,
9000-89948,06/21/08,GNMTN,BTLH,M,AHY,2011,"6/22, 3.2g","6/26, 3.14g 2X",,"7/9, 3.2g",,,,,,,,,,,,,,
9000-90126,06/02/08,MP1,BTLH,F,AHY,2011,"7/8, 4.14 E8",,,,,,,,,,,,,,,,,
9000-90129,06/07/08,GNMTN,BTLH,F,AHY,2011,"6/26, 3.37g",,,,,,,,,,,,,,,,,new p9
9000-90143,06/07/08,GNMTN,BTLH,F,AHY,2011,"6/30, 4.0g E8",,,,,,,,,,,,,,,,,
9000-90146,06/07/08,KV1,BTLH,F,AHY,2011,"6/22, nw","7/24, 3.6g",,,,,,,,,,,,,,,,
9000-90219,06/16/08,MP1,BTLH,F,AHY,2011,"7/8, 3.8g E8",,,,,,,,,,,,,,,,,
9000-90235,06/17/08,HPK1,BTLH,F,AHY,2011,"6/10, 3.6g at HPK2",,,,,,,,,,,,,,,,,
9000-90244,06/17/08,HPK1,BTLH,F,AHY,2011,"6/12, 3.7g at HPK2",,,,,,,,,,,,,,,,,
9000-90263,06/18/08,CC3,BTLH,F,AHY,2011,"8/7, 3.7g at MCGC","8/15, 3.4g at MCGC",,,,,,,,,,,,,,,,
9000-90266,06/19/08,MCGC,BTLH,F,AHY,2011,"5/20, 3.6g",,,,,,,,,,,,,,,,,
9000-90307,06/21/08,HOLZ,BTLH,F,AHY,2011,"8/3, 3.5g",,,,,,,,,,,,,,,,,
9000-90310,06/23/08,MCGC,BTLH,F,AHY,2011,"7/16, 3.5g",,,,,,,,,,,,,,,,,
9000-90323,06/24/08,MCGC,BTLH,F,AHY,2011,"8/9, 3.6g","6/11, 3.5g","6/13, 3.6g","6/29, 3.9g",,,,,,,,,,,,,,new: L59034 
9000-90368,06/28/08,GNMTN,BTLH,F,AHY,2011,"6/30, 3.85g E6-","8/17, 3.67g",,,,,,,,,,,,,,,,
9000-90401,07/02/08,MP1,BTLH,F,AHY,2011,"7/14, 4.06g E8",,,,,,,,,,,,,,,,,
9000-90421,07/04/08,HPK1,BTLH,F,AHY,2011,"6/25, 3.65g at MP1",,,,,,,,,,,,,,,,,
9000-90424,07/04/08,MCGC,BTLH,F,AHY,2011,"5/22, 4.3g E7+ ",,,,,,,,,,,,,,,,,
9000-90426,07/05/08,KV1,BTLH,F,AHY,2011,"6/22, 3.5g",,,,,,,,,,,,,,,,,
9000-90449,07/06/08,MCGC,BTLH,F,AHY,2011,"5/21, 3.8g E8","6/16, 3.57g E7","6/20, 3.9g",,,,,,,,,,,,,,,
9000-90462,07/08/08,MCGC,BTLH,F,AHY,2011,"5/27, 3.6g","5/28, 3.7g",,,,,,,,,,,,,,,,
9000-90549,07/11/08,MCGC,BTLH,F,AHY,2011,"5/20, 4.0g","6/20, 4.1g",,,,,,,,,,,,,,,,
9000-90560,07/12/08,HOLZ,BTLH,M,AHY,2011,"6/22, 3.26g",,,,,,,,,,,,,,,,,
9000-90671,07/20/08,MP1,BTLH,F,AHY,2011,"7/8, 3.5g",,,,,,,,,,,,,,,,,
9000-90675,07/20/08,MP1,BTLH,F,AHY,2011,"6/18, 4.1g E7",,,,,,,,,,,,,,,,,
9000-90677,07/20/08,MP1,BTLH,F,AHY,2011,"7/8, 3.42g",,,,,,,,,,,,,,,,,
9000-90745,07/24/08,MP1,BTLH,F,AHY,2011,"8/13, 3.46g","9/3, 3.33g",,,,,,,,,,,,,,,,
9000-90869,07/14/08,MCGC,BTLH,F,AHY,2011,"7/15, 3.5g",,,,,,,,,,,,,,,,,
9000-90886,07/18/08,MCGC,BTLH,F,AHY,2011,"6/27, 3.5g",,,,,,,,,,,,,,,,,
9000-90910,07/26/08,MCGC,BTLH,F,AHY,2011,"7/8, 3.3g",,,,,,,,,,,,,,,,,new: L59344
9000-90915,07/26/08,MP1,BTLH,F,AHY,2011,"8/6, 3.62g",,,,,,,,,,,,,,,,,
9000-90937,07/29/08,MP1,BTLH,F,AHY,2011,"7/14, 3.61g",,,,,,,,,,,,,,,,,
9000-90938,07/29/08,MCGC,BTLH,F,AHY,2011,"7/15, 3.9g","7/20, 3.8g",,,,,,,,,,,,,,,,
9000-90941,07/29/08,MCGC,BTLH,F,AHY,2011,"5/27, 4.0g E7+ 2X","5/28, 3.9g E7+","6/8, 3.6g",,,,,,,,,,,,,,,
9000-90946,07/30/08,CC3,BTLH,F,AHY,2011,"6/3, 3.3g",,,,,,,,,,,,,,,,,
9000-91022,08/06/08,HOLZ,BTLH,F,AHY,2011,"8/10, 3.4g","8/17, 3.51g","8/25, 3.8g","8/31, 3.7g",,,,,,,,,,,,,,
9000-91054,08/10/08,MCGC,BTLH,F,AHY,2011,"6/13, 3.4g","6/24, 3.3g","7/15, 3.6g 2X",7/21. 3.32g,,,,,,,,,,,,,,
9000-91171,07/31/08,KV1,BTLH,F,AHY,2011,"6/26, 3.51g",,,,,,,,,,,,,,,,,
9000-91173,07/31/08,KV1,BTLH,M,HY,2011,"8/10, 3.18g, female",,,,,,,,,,,,,,,,,"band removed, not rebanded"
9000-91176,07/31/08,HOLZ,BTLH,F,AHY,2011,"8/3, 3.66g",,,,,,,,,,,,,,,,,
9000-91190,08/01/08,MP1,BTLH,F,HY,2011,"7/8, 4.1g E8",,,,,,,,,,,,,,,,,
9000-91273,08/25/08,HPK1,BTLH,F,AHY,2011,"7/14, nw at MP1",,,,,,,,,,,,,,,,,
9000-91274,08/25/08,HPK1,BTLH,F,AHY,2011,"6/18, 4.0g E6",,,,,,,,,,,,,,,,,
9000-91316,08/13/08,HPK1,BTLH,F,HY,2011,"9/8, 3.62g at MP1",,,,,,,,,,,,,,,,,
9000-91329,08/14/08,MP1,BTLH,F,AHY,2011,"7/14, 3.63g",,,,,,,,,,,,,,,,,
9000-91339,08/14/08,MP1,BTLH,F,HY,2011,"7/8, 3.8g",,,,,,,,,,,,,,,,,
9000-91347,08/15/08,KV1,BTLH,F,AHY,2011,"6/26, 3.35g",,,,,,,,,,,,,,,,,
9000-41412,08/26/08,MP1,BTLH,F,HY,2011,"7/5, 3.65g",,,,,,,,,,,,,,,,,
3100-41414,08/26/08,HPK1,BTLH,F,AHY,2011,"5/31, 3.8g at MP1","7/13, 3.7g at HPK2",,,,,,,,,,,,,,,,
3100-41452,08/26/08,MCGC,BTLH,M,AHY,2011,"5/20, 3.4g",,,,,,,,,,,,,,,,,
3100-41515,09/13/08,MP1,BTLH,F,HY,2011,"6/25, 3.34g",,,,,,,,,,,,,,,,,
3100-41536,05/11/09,MP1,BTLH,F,AHY,2011,"6/2, 3.5g",,,,,,,,,,,,,,,,,
3100-41540,05/11/09,MCGC,BTLH,F,AHY,2011,"6/19, 3.7g","7/4, 3.4g",,,,,,,,,,,,,,,,
3100-41588,05/15/09,MCGC,BTLH,M,AHY,2011,"6/13, 3.3g",,,,,,,,,,,,,,,,,
3100-41599,05/14/09,MP1,BTLH,F,AHY,2011,"7/5, 3.6g",,,,,,,,,,,,,,,,,
3100-41648,05/17/09,MP1,BTLH,F,AHY,2011,"7/8, 3.77g",,,,,,,,,,,,,,,,,
3100-41674,05/22/09,KV1,BTLH,F,AHY,2011,"6/26, 3.4g",,,,,,,,,,,,,,,,,
3100-41688,05/25/09,MP1,BTLH,F,AHY,2011,"8/23, 3.9g",,,,,,,,,,,,,,,,,
3100-41700,05/30/09,GNMTN,BTLH,F,AHY,2011,"7/9, 3.42g",,,,,,,,,,,,,,,,,
3100-41739,05/28/09,MP1,BTLH,F,AHY,2011,"7/8, 3.61g",,,,,,,,,,,,,,,,,
3100-41740,06/04/09,MP1,BTLH,F,AHY,2011,"6/8, 3.7g",,,,,,,,,,,,,,,,,
3100-41750,06/05/09,HPK1,BTLH,F,AHY,2011,"6/12, 3.75g at HPK2",,,,,,,,,,,,,,,,,
3100-41753,06/06/09,HOLZ,BTLH,F,AHY,2011,"6/22, 3.96 3X E6+",,,,,,,,,,,,,,,,,
3100-41779,06/05/09,HPK1,BTLH,M,AHY,2011,"6/29, 3.3g at HPK2",,,,,,,,,,,,,,,,,
3100-41814,06/03/09,MP1,BTLH,F,AHY,2011,"7/8, 4.3g E8+","8/23, 3.7g",,,,,,,,,,,,,,,,
3100-41832,06/10/09,HPK1,BTLH,M,AHY,2011,"6/9, 3.1g at HPK2 ","7/13, 3.0g at HPK2",,,,,,,,,,,,,,,,
3100-41877,06/03/09,MP1,BTLH,F,AHY,2011,"7/8, 3.9g",,,,,,,,,,,,,,,,,
3100-41878,06/08/09,MCGC,BTLH,F,AHY,2011,"6/16, 3.29g","7/23, 3.34g","8/1, 3.4g","8/2, 3.25g","8/5, 3.4g","8/15, 4.0g",,,,,,,,,,,,
3100-41884,06/09/09,MCGC,BTLH,F,AHY,2011,"7/5, 3.2g",,,,,,,,,,,,,,,,,
3100-41893,06/09/09,MP1,BTLH,F,AHY,2011,"5/30, 4.2g E8","7/8, 4.9g E9",,,,,,,,,,,,,,,,
3100-41930,06/12/09,MCGC,BTLH,F,AHY,2011,"5/25, 3.7g E6-","6/13, 3.6g","6/16, 3.48g ","7/12, 3.64g","7/14, 3.6g","7/15, 3.9g","7/16, 3.6g","7/20, 3.51g","7/29, 3.9g",,,,,,,,,
3100-41932,06/17/09,HPK1,BTLH,F,AHY,2011,"7/13, 3.3g at HPK2",,,,,,,,,,,,,,,,,
3100-41952,06/21/09,KV1,BTLH,M,AHY,2011,"6/22, 3.4g","6/30, 3.3g",,,,,,,,,,,,,,,,
3100-41967,06/12/09,HPK1,BTLH,F,AHY,2011,"6/18, 3.5g at MP1","7/13, 3.7g E7 at HPK2",,,,,,,,,,,,,,,,
3100-41972,06/12/09,MP1,BTLH,F,AHY,2011,"6/2, 3.7g E7",,,,,,,,,,,,,,,,,p9 4.5 mm<p10
3100-41974,06/12/09,MP1,BTLH,F,A,2011,"6/18, 3.3g E6",,,,,,,,,,,,,,,,,
3100-41981,06/13/09,MCGC,BTLH,F,AHY,2011,"5/22, 3.9g E6-",,,,,,,,,,,,,,,,,
3100-41995,06/17/09,MCGC,BTLH,F,AHY,2011,"5/25, 3.5g",,,,,,,,,,,,,,,,,
3100-42000,06/17/09,HPK1,BTLH,F,AHY,2011,"6/18, 3.3g at HPK2",,,,,,,,,,,,,,,,,
3100-42001,06/27/09,MP1,BTLH,F,AHY,2011,"8/13, 3.26g",,,,,,,,,,,,,,,,,
3100-42018,06/28/09,KV1,BTLH,F,AHY,2011,"8/10, 3.7g",,,,,,,,,,,,,,,,,
3100-42020,06/28/09,KV1,BTLH,F,AHY,2011,"6/22, 3.8g",,,,,,,,,,,,,,,,,
3100-42035,06/28/09,GNMTN,BTLH,F,AHY,2011,"7/9, 3.60g",,,,,,,,,,,,,,,,,
3100-42040,06/29/09,HPK1,BTLH,F,AHY,2011,"6/29, 3.71g 2X at HPK2",,,,,,,,,,,,,,,,,
3100-42043,06/30/09,HPK1,BTLH,F,AHY,2011,"8/2, 3.59g at HPK2",,,,,,,,,,,,,,,,,
3100-42056,06/30/09,MCGC,BTLH,F,AHY,2011,"7/30, 3.4g at CC3",,,,,,,,,,,,,,,,,
3100-42078,07/03/09,MCGC,BTLH,F,AHY,2011,"7/1, 3.3g","7/3, 3.50g","7/4, 3.2g","7/14, 3.3g","7/20, 3.5g",,,,,,,,,,,,,
3100-42080,07/03/09,MCGC,BTLH,F,AHY,2011,"6/16, 3.65g E6",,,,,,,,,,,,,,,,,
3100-42089,07/05/09,KV1,BTLH,F,AHY,2011,"6/22, 3.9g",,,,,,,,,,,,,,,,,
3100-42110,07/09/09,MCGC,BTLH,F,AHY,2011,"6/13, 3.6g","6/19, 3.9g","8/15, 3.7g",,,,,,,,,,,,,,,
3100-42154,07/11/09,KV1,BTLH,F,AHY,2011,"6/30, 3.72g",,,,,,,,,,,,,,,,,
3100-42157,07/11/09,KV1,BTLH,F,AHY,2011,"6/30, 3.5g",,,,,,,,,,,,,,,,,
3100-42160,07/11/09,KV1,BTLH,F,AHY,2011,"6/30, 3.6g",,,,,,,,,,,,,,,,,
3100-42164,07/11/09,KV1,BTLH,F,AHY,2011,"7/24, 3.6g",,,,,,,,,,,,,,,,,
3100-42188,07/14/09,MCGC,BTLH,F,AHY,2011,"6/20, 3.6g",,,,,,,,,,,,,,,,,
3100-42190,07/15/09,MCGC,BTLH,F,AHY,2011,"5/27, 3.6g","6/16, 3.5g","6/19, 3.4g","7/15, 3.3g","7/20, 3.6g","7/21, 3.55g","7/22, 4.2g","7/23, 3.6g",,,,,,,,,,
3100-42192,07/15/09,MCGC,BTLH,F,AHY,2011,"7/16, 3.5g","8/2, 3.4g","8/22, 3.7g at CC3","8/27, 3.6g",,,,,,,,,,,,,,
3100-42195,07/15/09,MCGC,BTLH,F,AHY,2011,"5/25, 3.5g","7/1, 3.4g","7/4, 3.3g",,,,,,,,,,,,,,,
3100-42214,06/19/09,MCGC,BTLH,F,AHY,2011,"6/23, 3.5g E6-","6/24, 3.4g","7/20, 3.82g","7/30, 3.7g","8/1, 3.24g",,,,,,,,,,,,,
3100-42220,06/20/09,MCGC,BTLH,F,AHY,2011,"6/13, 3.6g","6/20, 4.1g","6/24, 3.8g",,,,,,,,,,,,,,,
3100-42228,06/21/09,GNMTN,BTLH,F,AHY,2011,"6/26, 3.59g",,,,,,,,,,,,,,,,,
3100-42237,06/25/09,MCGC,BTLH,F,AHY,2011,"6/18, 4.2g E9",,,,,,,,,,,,,,,,,
3100-42243,06/26/09,MCGC,BTLH,F,AHY,2011,"6/20, 4.0g",,,,,,,,,,,,,,,,,
3100-42266,06/21/09,GNMTN,BTLH,F,AHY,2011,"6/22, 3.6g",,,,,,,,,,,,,,,,,
3100-42278,06/26/09,MCGC,BTLH,M,AHY,2011,"5/25, 3.5g","5/30, 3.3g","6/11, 3.3g","6/13, 3.3g","6/24, 3.3g",,,,,,,,,,,,,
3100-42301,07/23/09,MP1,BTLH,F,AHY,2011,"6/25, 3.41g",,,,,,,,,,,,,,,,,
3100-42304,07/23/09,MP1,BTLH,F,AHY,2011,"6/17, 3.54g","7/8, 3.68g 2X",,,,,,,,,,,,,,,,
3100-42311,07/23/09,MCGC,BTLH,F,AHY,2011,"6/23, 3.5g","7/10, 3.7g",,,,,,,,,,,,,,,,
3100-42313,07/24/09,MCGC,BTLH,F,AHY,2011,"5/22, 3.5g E6-",,,,,,,,,,,,,,,,,
3100-42314,07/24/09,HPK1,BTLH,F,AHY,2011,"6/10, 3.3g at HPK2",,,,,,,,,,,,,,,,,
3100-42320,08/04/09,HPK1,BTLH,F,AHY,2011,5/29. 3.9g E6 at MP1,,,,,,,,,,,,,,,,,
3100-42324,08/04/09,MCGC,BTLH,F,AHY,2011,"6/16, 3.97g E7","7/26, 3.4g","7/30, 3.6g","8/12, 3.8g",,,,,,,,,,,,,,"band removed, not rebanded"
3100-42325,08/04/09,MCGC,BTLH,F,AHY,2011,"6/20, 3.3g 2X","7/5, 4.3g E8","7/23, 3.3g","7/26, 3.3g","7/30, 3.5g","8/1, 3.4g",,,,,,,,,,,,
3100-42327,07/27/09,MCGC,BTLH,F,AHY,2011,"7/3, 4.0g E8",,,,,,,,,,,,,,,,,
3100-42341,08/09/09,MCGC,BTLH,F,AHY,2011,"6/26, 3.6g","7/20, 3.3g",,,,,,,,,,,,,,,,
3100-42366,07/28/09,MCGC,BTLH,F,AHY,2011,"6/13, 3.4g","7/10, 3.4g",,,,,,,,,,,,,,,,
3100-42390,08/10/09,MCGC,BTLH,M,HY,2011,"6/13, 3.3g",,,,,,,,,,,,,,,,,
3100-42437,07/24/09,HPK1,BTLH,M,AHY,2011,"6/12, 3.2g at HPK2","6/29, 3.24g at HPK2",,,,,,,,,,,,,,,,
3100-42452,07/26/09,HOLZ,BTLH,F,AHY,2011,"8/10, 3.6g","8/25, 3.7g",,,,,,,,,,,,,,,,
3100-42464,07/19/09,KV1,BTLH,F,AHY,2011,"6/22, 3.65 E6",,,,,,,,,,,,,,,,,
3100-42469,07/19/09,GNMTN,BTLH,F,AHY,2011,"6/30, 4.0g",,,,,,,,,,,,,,,,,
3100-42474,07/19/09,GNMTN,BTLH,F,AHY,2011,"6/26, 4.21g E8","6/30, 3.71g E6- 2X",,,,,,,,,,,,,,,,p9 and 10 growing in
3100-42475,07/19/09,GNMTN,BTLH,F,AHY,2011,"6/22, 3.9g E7","6/30, 3.7g","7/9, 3.4g 3X",,,,,,,,,,,,,,,
3100-42511,07/15/09,MCGC,BTLH,F,AHY,2011,"6/16, 4.4g 2X","6/24, 3.9g","8/7, 4.2g",,,,,,,,,,,,,,,
3100-42512,07/15/09,MCGC,BTLH,F,AHY,2011,"6/24, 3.8g","7/4, 4.1g E7","7/21, 3.55g","7/22, 3.5g","8/7, 3.8g","8/18, 3.8g",,,,,,,,,,,,
3100-42514,07/15/09,MCGC,BTLH,F,AHY,2011,"7/20, 4.0g","8/7, 3.6g",,,,,,,,,,,,,,,,New: L59564
3100-42530,07/17/09,MCGC,BTLH,F,AHY,2011,"5/17, 3.6g","5/25, 4.2g E8","5/28, 3.9g E6 at CC3","7/25, 3.5g",,,,,,,,,,,,,,
3100-42531,07/17/09,MCGC,BTLH,F,AHY,2011,"6/23, 3.7g E6-","7/10, 3.6g","7/22, 3.55g",,,,,,,,,,,,,,,
3100-42534,07/18/09,MCGC,BTLH,F,AHY,2011,"5/27, 3.6g E6-","6/16, 3.7g","7/15, 3.9g",,,,,,,,,,,,,,,
3100-42546,07/18/09,MCGC,BTLH,F,AHY,2011,"7/16, nw",,,,,,,,,,,,,,,,,"band removed, sw and debris"
3100-42550,07/19/09,KV1,BTLH,F,AHY,2011,"6/22, 3.79g",,,,,,,,,,,,,,,,,
3100-42601,08/17/09,HOLZ,BTLH,F,AHY,2011,"8/17, 3.42g","8/31, 3.3g","9/8, 3.3g 2X","9/11, nw",,,,,,,,,,,,,,
3100-42623,08/24/09,HPK1,BTLH,F,HY,2011,"7/14, 3.45g at MP1",,,,,,,,,,,,,,,,,
3100-42625,08/24/09,HPK1,BTLH,F,HY,2011,"5/20, 3.6g at MP1",,,,,,,,,,,,,,,,,
3100-42657,08/24/09,MP1,BTLH,M,HY,2011,"7/14, 3.51g",,,,,,,,,,,,,,,,,
3100-42679,08/24/09,MP1,BTLH,F,AHY,2011,"7/8, 3.53g",,,,,,,,,,,,,,,,,
3100-42685,08/16/09,MP1,BTLH,F,AHY,2011,"7/8, 3.36g",,,,,,,,,,,,,,,,,
3100-42687,08/16/09,MP1,BTLH,F,AHY,2011,"7/8, 4.19g E7+",,,,,,,,,,,,,,,,,
3100-42698,08/26/09,KV1,BTLH,F,AHY,2011,"6/26, 3.29g E6","7/24, 3.05g",,,,,,,,,,,,,,,,
3100-42709,08/16/09,MCGC,BTLH,M,HY,2011,"5/29, 3.2g","7/1, 3.0g","7/12, 3.13g",,,,,,,,,,,,,,,
3100-42712,08/15/09,MCGC,BTLH,F,AHY ,2011,"6/16, 3.9g",,,,,,,,,,,,,,,,,
3100-42713,08/15/09,MCGC,BTLH,F,AHY,2011,"6/23, 4.3g E7","6/27, 4.1g",,,,,,,,,,,,,,,,
3100-42730,08/15/09,HPK1,BTLH,F,HY,2011,"6/19, 3.4g",,,,,,,,,,,,,,,,,
3100-42738,08/16/09,MP1,BTLH,F,AHY,2011,"5/30, 3.3g",,,,,,,,,,,,,,,,,
3100-42768,08/13/09,MP1,BTLH,F,AHY,2011,"9/2, 3.6g",,,,,,,,,,,,,,,,,
3100-42772,08/13/09,MP1,BTLH,F,AHY,2011,"6/25, 3.43g",,,,,,,,,,,,,,,,,
3100-42792,08/12/09,KV1,BTLH,F,AHY,2011,"7/9, 3.52g 2X",,,,,,,,,,,,,,,,,
3100-42797,08/12/09,KV1,BTLH,F,AHY,2011,"7/24, 4.04g",,,,,,,,,,,,,,,,,
3100-42802,08/05/09,GNMTN,BTLH,F,AHY,2011,"7/9, 4.4g E8",,,,,,,,,,,,,,,,,
3100-42806,08/05/09,GNMTN,BTLH,F,AHY,2011,"6/26, 3.41g",,,,,,,,,,,,,,,,,
3100-42811,08/05/09,KV1,BTLH,F,AHY,2011,"6/30, 3.7g E6-",,,,,,,,,,,,,,,,,
3100-42821,08/05/09,HOLZ,BTLH,F,AHY,2011,"6/22, 3.6g",,,,,,,,,,,,,,,,,
3100-42825,08/06/09,MCGC,BTLH,F,AHY,2011,"6/8, 4.0g E8","6/18, 3.6g","7/15, 3.45g","8/20, 3.5g",,,,,,,,,,,,,,
3100-42850,8/102009,MCGC,BTLH,F,AHY,2011,"7/21, 3.71g",,,,,,,,,,,,,,,,,
