Band Number,Recapture Date,Recapture Site,Species,Recaptured Sex,Recapture Age,Recapture Year,Recapture 1,Comments
4100-59259,5/29/2012,MCGC,BTLH,M,AHY,2012,3.32,band slipped off 9100-22805
9100-23029,5/29/2012,MCGC,BTLH,M,AHY,2012,3.5,
4100-59527,5/29/2012,MCGC,BTLH,F,AHY,2012,3.6,
4100-58648,5/29/2012,MCGC,BTLH,F,AHY,2012,"E6, 3.4",
4100-59762,5/29/2012,MCGC,BTLH,M,AHY,2012,3.6,
4100-59574,5/29/2012,MCGC,BTLH,F,AHY,2012,"E6, 3.59",
4100-08138,5/29/2012,MCGC,BTLH,F,AHY,2012,3.59,
4100-59200,5/29/2012,MCGC,BTLH,F,AHY,2012,"E6, 3.5",
9000-90263,5/29/2012,MCGC,BTLH,F,AHY,2012,3.43,
3100-42712,5/29/2012,MCGC,BTLH,F,AHY,2012,3.18,
4100-59165,5/29/2012,MCGC,BTLH,F,AHY,2012,3.44,
4100-59450,5/29/2012,MCGC,BTLH,F,AHY,2012,"E7, 3.39",
4100-08590,5/29/2012,MCGC,BTLH,F,AHY,2012,"E6, 3.4",
4100-59067,5/29/2012,MCGC,BTLH,M,AHY,2012,3.1,
3100-42214,5/29/2012,MCGC,BTLH,F,AHY,2012,3.8,
4100-08996,5/29/2012,MCGC,BTLH,F,AHY,2012,"E6, 3.5",
4100-59762,5/29/2012,MCGC,BTLH,M,AHY,2012,3.3,again
9100-23035,5/29/2012,MCGC,BTLH,M,AHY,2012,3.2,
9100-23032,5/29/2012,MCGC,BTLH,M,AHY,2012,3.32,
9100-22913,5/29/2012,MCGC,BTLH,F,AHY,2012,3.5,
3100-42511,5/29/2012,MCGC,BTLH,F,AHY,2012,"E6, 3.6",
9100-23805,5/29/2012,MCGC,BTLH,M,AHY,2012,3.1,again
9100-23066,5/29/2012,MCGC,BTLH,M,AHY,2012, ,again
4100-08590,5/29/2012,MCGC,BTLH,F,AHY,2012,3.3,
4100-59815,5/29/2012,MCGC,BTLH,F,AHY,2012,3.8,
9100-22905,5/29/2012,MCGC,BTLH,F,AHY,2012,3.7,
4100-08367,5/29/2012,MCGC,BTLH,F,AHY,2012,3.6,
4100-08202,5/29/2012,MCGC,BTLH,F,AHY,2012,3.3,
4100-59355,5/29/2012,MCGC,BTLH,F,AHY,2012,"E6, 3.8",
3100-42195,5/29/2012,MCGC,BTLH,F,AHY,2012,3.4,
4100-59576,5/29/2012,MCGC,BTLH,F,AHY,2012,"E8, 4.1",
9100-23007,5/29/2012,MCGC,BTLH,M,AHY,2012,3.2,
9100-22805,5/29/2012,MCGC,BTLH,M,AHY,2012,3,
4100-59207,5/29/2012,MCGC,BTLH,M,AHY,2012,3.4,
4100-59452,5/29/2012,MCGC,BTLH,F,AHY,2012,"E9, 4.1",
4100-08959,5/29/2012,MCGC,BTLH,F,AHY,2012,3.4,
4100-08138,5/31/2012,MCGC,BTLH,F,AHY,2012,3.8,
4100-59762,5/31/2012,MCGC,BTLH,M,AHY,2012,3.1,
4100-59067,5/31/2012,MCGC,BTLH,M,AHY,2012,3,
9000-90654,5/31/2012,MCGC,BTLH,F,AHY,2012,"E7, 3.8",
9100-23016,5/31/2012,MCGC,BTLH,M,AHY,2012,,
4100-08326,5/31/2012,MCGC,BTLH,F,AHY,2012,3.9,
9100-22902,5/31/2012,MCGC,BTLH,F,AHY,2012,"E6, 3.6",
4100-08723,5/31/2012,MCGC,BTLH,F,AHY,2012,3.9,
9100-23073,5/31/2012,MCGC,BTLH,M,AHY,2012,3.4,
9100-23006,5/31/2012,MCGC,BTLH,M,AHY,2012,3.1,
4100-59574,5/31/2012,MCGC,BTLH,F,AHY,2012,3.6,
9199-22916,5/31/2012,MCGC,BTLH,F,AHY,2012,3.5,
4100-59303,5/31/2012,MCGC,BTLH,F,AHY,2012,"E7, 4",
3100-42195,5/31/2012,MCGC,BTLH,F,AHY,2012,3.6,
9100-22914,5/31/2012,MCGC,BTLH,F,AHY,2012,3.7,
3100-42325,5/31/2012,MCGC,BTLH,F,AHY,2012,3.3,
4100-59303,5/31/2012,MCGC,BTLH,F,AHY,2012, ,again
4100-59398,5/31/2012,MCGC,BTLH,F,AHY,2012,"E7, 3.8",
9100-22805,5/31/2012,MCGC,BTLH,M,AHY,2012,2.8,
9100-23032,5/31/2012,MCGC,BTLH,M,AHY,2012,3.4,
4100-59574,5/31/2012,MCGC,BTLH,F,AHY,2012,3.5,again
9100-22805,5/31/2012,MCGC,BTLH,M,AHY,2012,2.8,again
4100-59452,5/31/2012,MCGC,BTLH,F,AHY,2012,3.4,
9100-23006,5/31/2012,MCGC,BTLH,M,AHY,2012, ,again
3100-42097,5/31/2012,MCGC,BTLH,F,AHY,2012,"E6, 3.7",
9000-39582,5/31/2012,MCGC,BTLH,F,AHY,2012,"E6, 4.5",
3100-41930,5/31/2012,MCGC,BTLH,F,AHY,2012,3.6,
9100-23029,5/31/2012,MCGC,BTLH,M,AHY,2012,3.1,
4100-59326,5/31/2012,MCGC,BTLH,F,AHY,2012, ,again
4100-08113,5/31/2012,MCGC,BTLH,F,AHY,2012,3.3,
9100-23091,5/31/2012,MCGC,BTLH,M,AHY,2012,,banded today
9100-22914,5/31/2012,MCGC,BTLH,F,AHY,2012, ,again
4100-08724,5/31/2012,MCGC,BTLH,F,AHY,2012,3.4,
9100-22837,5/31/2012,MCGC,BTLH,M,AHY,2012,3.3,p9 6.3mm<p10
9100-22891,5/31/2012,MCGC,BTLH,M,AHY,2012,3.3,
4100-59261,5/31/2012,MCGC,BTLH,M,AHY,2012,3.6,
9100-23095,5/31/2012,MCGC,BTLH,M,AHY,2012, ,again
4100-59675,5/31/2012,MCGC,BTLH,F,AHY,2012,3.4,again
4100-59264,5/31/2012,MCGC,BTLH,M,AHY,2012,3.24,
4100-59684,5/31/2012,MCGC,BTLH,F,AHY,2012,"E7, 3.8",
9000-12410,5/31/2012,MCGC,BTLH,F,AHY,2012,"E6, 3.5",
9100-23061,5/31/2012,MCGC,BTLH,M,AHY,2012,3.02,
4100-59678,5/31/2012,MCGC,BTLH,F,AHY,2012,3.37,
9100-23016,5/31/2012,MCGC,BTLH,M,AHY,2012,3.17,
4100-59067,5/31/2012,MCGC,BTLH,M,AHY,2012,3.29,
9100-22920,5/31/2012,MCGC,BTLH,F,AHY,2012,3.63,
9100-23066,5/31/2012,MCGC,BTLH,M,AHY,2012,3.23,
9100-59270,5/31/2012,MCGC,BTLH,M,AHY,2012,3.24,
4100-08127,5/31/2012,MCGC,BTLH,F,AHY,2012,3.6,
4100-59684,5/31/2012,MCGC,BTLH,F,AHY,2012,"E6, 3.37",
4100-08724,5/31/2012,MCGC,BTLH,F,AHY,2012,3.3,
4100-59329,5/31/2012,MCGC,BTLH,F,AHY,2012,3.59,
4100-59205,5/31/2012,MCGC,BTLH,M,AHY,2012,3.17,
4100-59534,5/31/2012,MCGC,BTLH,F,AHY,2012,3.43,
3100-42188,5/31/2012,MCGC,BTLH,F,AHY,2012,3.5,
4100-59447,5/31/2012,MCGC,BTLH,F,AHY,2012,3.56,
9000-90549,5/31/2012,MCGC,BTLH,F,AHY,2012,3.5,
4100-59574,5/31/2012,MCGC,BTLH,F,AHY,2012,"E6, 3.41",
4100-59679,5/31/2012,MCGC,BTLH,F,AHY,2012,"E8, 3.57",
9100-22959,5/31/2012,MCGC,BTLH,F,AHY,2012,"E6, 4.79",
4100-59740,5/31/2012,MCGC,BTLH,F,AHY,2012,"E6, 3.3",
4100-08723,5/31/2012,MCGC,BTLH,F,AHY,2012,"E7, 3.7",
4100-08590,5/31/2012,MCGC,BTLH,F,AHY,2012,"E6, 3.38",
4100-59031,5/31/2012,MCGC,BTLH,F,AHY,2012,"E6, 3.6",
9000-40135,5/31/2012,MCGC,BTLH,F,AHY,2012,3.4,
3100-42195,5/31/2012,MCGC,BTLH,F,AHY,2012,"E6, 3.37",
4100-07959,5/31/2012,MCGC,BTLH,M,AHY,2012,3.3,
9100-22984,7/1/2012,MCGC,BTLH,F,AHY,2012,"E6+, 4.1",
4100-59196,7/1/2012,MCGC,BTLH,F,AHY,2012,3.7,
4100-59950,7/1/2012,MCGC,BTLH,F,AHY,2012,"E6, 3.3",
9100-22915,7/1/2012,MCGC,BTLH,F,AHY,2012,3.8,
4100-59527,7/1/2012,MCGC,BTLH,F,AHY,2012,3.9,
4100-08113,7/1/2012,MCGC,BTLH,F,AHY,2012,3.4,
4100-59303,7/1/2012,MCGC,BTLH,F,AHY,2012,"E8, 4.1",
9100-22902,7/1/2012,MCGC,BTLH,F,AHY,2012,3.6,
4100-08367,7/1/2012,MCGC,BTLH,F,AHY,2012,,
9100-23064,6/2/2012,MCGC,BTLH,M,AHY,2012,3.3,
9100-23035,6/2/2012,MCGC,BTLH,M,AHY,2012,3.2,
9100-23006,6/2/2012,MCGC,BTLH,M,AHY,2012,3.1,
9100-22984,6/2/2012,MCGC,BTLH,F,AHY,2012, ,again
4100-08998,6/2/2012,MCGC,BTLH,F,AHY,2012,3.5,
4100-08724,6/2/2012,MCGC,BTLH,F,AHY,2012,3.6,
4100-08952,6/2/2012,MCGC,BTLH,F,AHY,2012,3.8,
4100-59524,6/2/2012,MCGC,BTLH,F,AHY,2012,3.3,
9100-23036,6/2/2012,MCGC,BTLH,M,AHY,2012,4.2,
9100-23091,6/2/2012,MCGC,BTLH,M,AHY,2012,3.4,
4100-59264,6/5/2012,MCGC,BTLH,M,AHY,2012,3.3,
4100-59326,6/5/2012,MCGC,BTLH,F,AHY,2012,3.5,
4100-59990,6/5/2012,MCGC,BTLH,F,AHY,2012,3.8,
4100-59252,6/5/2012,MCGC,BTLH,M,AHY,2012,3.1,
9100-23006,6/2/2012,MCGC,BTLH,M,AHY,2012,3.1,
4100-59203,6/5/2012,MCGC,BTLH,M,AHY,2012,3.3,
3100-42713,6/5/2012,MCGC,BTLH,F,AHY,2012,3.5,
4100-59242,6/5/2012,MCGC,BTLH,M,AHY,2012,3.6,
9100-23073,6/5/2012,MCGC,BTLH,M,AHY,2012,3.36,
9000-90654,6/5/2012,MCGC,BTLH,F,AHY,2012,3.52,
9100-23070,6/5/2012,MCGC,BTLH,M,AHY,2012,3.42,
4100-59762,6/5/2012,MCGC,BTLH,M,AHY,2012,3.11,
3100-42325,6/5/2012,MCGC,BTLH,F,AHY,2012,3.56,
9100-23018,6/5/2012,MCGC,BTLH,M,AHY,2012,3.35,
4100-08998,6/5/2012,MCGC,BTLH,F,AHY,2012,3.79,
4100-58634,6/5/2012,MCGC,BTLH,F,AHY,2012,3.52,
4100-59844,6/5/2012,MCGC,BTLH,F,AHY,2012,"E8+, 3.89",
9100-23228,6/5/2012,MCGC,BTLH,M,AHY,2012,3.14,
4100-59031,6/5/2012,MCGC,BTLH,F,AHY,2012,3.4,
9100-23223,6/5/2012,MCGC,BTLH,M,AHY,2012,3.04,
4100-59270,6/5/2012,MCGC,BTLH,M,AHY,2012,3.19,
4100-23221,6/5/2012,MCGC,BTLH,M,AHY,2012,3.25,
9100-23073,6/5/2012,MCGC,BTLH,M,AHY,2012,3.29,
4100-59853,6/5/2012,MCGC,BTLH,M,AHY,2012,3.29,
9100-23016,6/8/2012,MCGC,BTLH,M,AHY,2012,3.2,
4100-59620,6/8/2012,MCGC,BTLH,F,AHY,2012,4.1,
4100-59534,6/8/2012,MCGC,BTLH,F,AHY,2012,3.6,
9100-23091,6/8/2012,MCGC,BTLH,M,AHY,2012,3.4,
4100-59679,6/8/2012,MCGC,BTLH,F,AHY,2012,"E6, 3.8",
9100-22908,6/8/2012,MCGC,BTLH,F,AHY,2012,3.5,
4100-59398,6/8/2012,MCGC,BTLH,F,AHY,2012,3.8,
4100-08996,6/8/2012,MCGC,BTLH,F,AHY,2012,3.5,
3100-42219,6/8/2012,MCGC,BTLH,F,AHY,2012,"E6, 3.7",
4100-59303,6/8/2012,MCGC,BTLH,F,AHY,2012,"E6, 3.9",
4100-59697,6/8/2012,MCGC,BTLH,F,AHY,2012,3.4,
4100-59532,6/8/2012,MCGC,BTLH,F,AHY,2012,3.5,
4100-59682,6/8/2012,MCGC,BTLH,F,AHY,2012,"E8, 4.3",
9100-23026,6/10/2012,MCGC,BTLH,M,AHY,2012,3.2,
4100-58608,6/10/2012,MCGC,BTLH,F,AHY,2012,3.7,
3100-42709,6/10/2012,MCGC,BTLH,M,AHY,2012,3.1,
4100-59205,6/10/2012,MCGC,BTLH,M,AHY,2012,3.3,
4100-59207,6/10/2012,MCGC,BTLH,M,AHY,2012,3.2,
4100-08590,6/10/2012,MCGC,BTLH,F,AHY,2012,3.4,
3100-42097,6/10/2012,MCGC,BTLH,F,AHY,2012,3.8,
9100-22902,6/10/2012,MCGC,BTLH,F,AHY,2012,3.8,
4100-59067,6/10/2012,MCGC,BTLH,M,AHY,2012,3.3,
4100-59347,6/10/2012,MCGC,BTLH,F,AHY,2012,3.7,
9100-23097,6/10/2012,MCGC,BTLH,M,AHY,2012,3.2,
4100-59748,6/10/2012,MCGC,BTLH,F,AHY,2012,3.4,
4100-08321,6/10/2012,MCGC,BTLH,F,AHY,2012,3.8,
9100-23007,6/10/2012,MCGC,BTLH,M,AHY,2012,3.2,
4100-08643,6/10/2012,MCGC,BTLH,F,AHY,2012,3.76,
3100-42366,6/10/2012,MCGC,BTLH,F,AHY,2012,3.4,
9100-22964,6/10/2012,MCGC,BTLH,F,AHY,2012,3.57,
9100-22984,6/10/2012,MCGC,BTLH,F,AHY,2012,3.5,
9100-23395,6/10/2012,MCGC,BTLH,F,AHY,2012,"E9+, 3.77",
9100-23121,6/10/2012,MCGC,BTLH,F,AHY,2012,3.39,
9100-22916,6/10/2012,MCGC,BTLH,F,AHY,2012,3.45,
9100-23234,6/10/2012,MCGC,BTLH,M,AHY,2012,3.25,
3100-42460,6/10/2012,MCGC,BTLH,F,AHY,2012,"E7, 3.47",
9100-23109,6/10/2012,MCGC,BTLH,F,AHY,2012,"E8, 3.44",
4100-59169,6/10/2012,MCGC,BTLH,F,AHY,2012,3.23,
4100-08724,6/10/2012,MCGC,BTLH,F,AHY,2012,3.4,
9100-23280,6/10/2012,MCGC,BTLH,F,AHY,2012,3.24,
4100-59620,6/10/2012,MCGC,BTLH,F,AHY,2012,3.39,
4100-59439,6/10/2012,MCGC,BTLH,F,AHY,2012,"E7, 3.85",
4100-59700,6/10/2012,MCGC,BTLH,F,AHY,2012,3.5,
9100-23070,6/10/2012,MCGC,BTLH,M,AHY,2012,3.21,
4100-59504,6/10/2012,MCGC,BTLH,F,AHY,2012,3.54,
9100-23167,6/12/2012,MCGC,BTLH,M,AHY,2012,3.3,
9100-23016,6/12/2012,MCGC,BTLH,M,AHY,2012,3.4,
4100-59169,6/12/2012,MCGC,BTLH,F,AHY,2012,3.2,
9100-23120,6/12/2012,MCGC,BTLH,F,AHY,2012,4,
4100-08998,6/12/2012,MCGC,BTLH,F,AHY,2012,3.5,
4100-58634,6/12/2012,MCGC,BTLH,F,AHY,2012,3.5,
4100-59928,6/12/2012,MCGC,BTLH,M,AHY,2012,3.3,
9100-23006,6/12/2012,MCGC,BTLH,M,AHY,2012,3,
9100-22890,6/12/2012,MCGC,BTLH,M,AHY,2012,3.3,
4100-59696,6/12/2012,MCGC,BTLH,F,AHY,2012,3.3,
9100-22907,6/12/2012,MCGC,BTLH,F,AHY,2012,4,
9000-90869,6/12/2012,MCGC,BTLH,F,AHY,2012,3.3,
4100-58865,6/12/2012,MCGC,BTLH,F,AHY,2012,4.1,
4100-59171,6/12/2012,MCGC,BTLH,F,AHY,2012,3.3,
9100-22903,6/12/2012,MCGC,BTLH,F,AHY,2012,3.5,
9100-23190,6/12/2012,MCGC,BTLH,M,AHY,2012,3.1,
3100-42325,6/12/2012,MCGC,BTLH,F,AHY,2012,3.5,
4100-59460,6/12/2012,MCGC,BTLH,F,AHY,2012,3.5,
9100-23284,6/12/2012,MCGC,BTLH,F,AHY,2012,3.5,
9100-23123,6/12/2012,MCGC,BTLH,F,AHY,2012,3.6,
9100-23281,6/12/2012,MCGC,BTLH,F,AHY,2012,3.2,
9100-23100,6/12/2012,MCGC,BTLH,F,AHY,2012,3.8,
4100-59762,6/12/2012,MCGC,BTLH,M,AHY,2012,3,
9100-23233,6/12/2012,MCGC,BTLH,M,AHY,2012,3.3,
4100-59649,6/12/2012,MCGC,BTLH,F,AHY,2012,3.6,
9100-23284,6/12/2012,MCGC,BTLH,F,AHY,2012,3.3,
4100-58634,6/12/2012,MCGC,BTLH,F,AHY,2012,3.3,
4100-59624,6/12/2012,MCGC,BTLH,F,AHY,2012,3.45,
9100-23284,6/12/2012,MCGC,BTLH,F,AHY,2012,3.29,
4100-08725,6/12/2012,MCGC,BTLH,F,AHY,2012,3.6,
9111-12257,6/12/2012,MCGC,BTLH,F,AHY,2012,3.76,
4100-08554,6/12/2012,MCGC,BTLH,F,AHY,2012,3.86,
3100-42214,6/12/2012,MCGC,BTLH,F,AHY,2012,,
4100-58582,6/12/2012,MCGC,BTLH,F,AHY,2012,,
9100-22919,6/12/2012,MCGC,BTLH,F,AHY,2012,0.28125,
3100-42850,6/12/2012,MCGC,BTLH,F,AHY,2012,3.63,
3100-42195,6/12/2012,MCGC,BTLH,F,AHY,2012,3.2,
9100-23227,6/12/2012,MCGC,BTLH,M,AHY,2012,2.9,
4100-08809,6/12/2012,MCGC,BTLH,F,AHY,2012,4.11,
4100-58585,6/12/2012,MCGC,BTLH,F,AHY,2012,3.58,
4100-59791,6/12/2012,MCGC,BTLH,M,AHY,2012,3.29,
9100-22984,6/12/2012,MCGC,BTLH,F,AHY,2012,3.66,
9100-23363,6/12/2012,MCGC,BTLH,F,AHY,2012,3.39,again
9100-23098,6/12/2012,MCGC,BTLH,M,AHY,2012,3.29,
4100-58644,6/12/2012,MCGC,BTLH,F,AHY,2012,3.43,
9100-23266,6/12/2012,MCGC,BTLH,F,AHY,2012,"E7+, 4.55",
4100-58606,6/12/2012,MCGC,BTLH,F,AHY,2012,3.57,
4100-59200,6/12/2012,MCGC,BTLH,F,AHY,2012,3.04,
9100-22805,6/12/2012,MCGC,BTLH,M,AHY,2012,2.89,
3100-42713,6/12/2012,MCGC,BTLH,F,AHY,2012,3.99,
9100-23287,6/12/2012,MCGC,BTLH,F,AHY,2012,3.5,
3100-42325,6/12/2012,MCGC,BTLH,F,AHY,2012,3.2,
4100-59879,6/13/2012,MCGC,BTLH,F,AHY,2012,3.3,
3100-42460,6/16/2012,MCGC,BTLH,F,AHY,2012,3.3,
4100-58572,6/16/2012,MCGC,BTLH,F,AHY,2012,3.5,
4100-59206,6/16/2012,MCGC,BTLH,M,AHY,2012,3.3,
9000-23006,6/16/2012,MCGC,BTLH,M,AHY,2012,3.1,
4100-08723,6/16/2012,MCGC,BTLH,F,AHY,2012,4.3,
9100-22916,6/16/2012,MCGC,BTLH,F,AHY,2012,3.5,
4100-59347,6/16/2012,MCGC,BTLH,F,AHY,2012,"E6, 3.9",
9100-23120,6/16/2012,MCGC,BTLH,F,AHY,2012,3.8,
4100-59815,6/16/2012,MCGC,BTLH,F,AHY,2012,3.1,
9100-23284,6/16/2012,MCGC,BTLH,F,AHY,2012,"E6-, 4",
4100-59507,6/16/2012,MCGC,BTLH,F,AHY,2012,3.4,
9100-23125,6/16/2012,MCGC,BTLH,F,AHY,2012,"E6+, 4.3",
9100-22981,6/16/2012,MCGC,BTLH,F,AHY,2012,"E6-, 3.9",
4100-59911,6/16/2012,MCGC,BTLH,F,AHY,2012,3.7,
9100-22907,6/16/2012,MCGC,BTLH,F,AHY,2012,"E6-, 3.9",
9100-23064,6/16/2012,MCGC,BTLH,M,AHY,2012,3.5,
3100-42097,6/16/2012,MCGC,BTLH,F,AHY,2012,3.7,
9100-23364,6/16/2012,MCGC,BTLH,F,AHY,2012,3.6,
9100-23117,6/16/2012,MCGC,BTLH,F,AHY,2012,3.8,
4100-08998,6/16/2012,MCGC,BTLH,F,AHY,2012,3.5,
9100-23232,6/16/2012,MCGC,BTLH,M,AHY,2012,3.2,
4100-59238,6/16/2012,MCGC,BTLH,M,AHY,2012,3.4,
9100-22905,6/16/2012,MCGC,BTLH,F,AHY,2012,3.6,
9100-23196,6/16/2012,MCGC,BTLH,M,AHY,2012,3.1,
4100-59206,6/16/2012,MCGC,BTLH,M,AHY,2012,3.3,
9100-23176,6/16/2012,MCGC,BTLH,F,AHY,2012,3.3,
4100-08326,6/16/2012,MCGC,BTLH,F,AHY,2012,"E6, 3.5",
3100-42825,6/16/2012,MCGC,BTLH,F,AHY,2012,3.5,
4100-59170,6/16/2012,MCGC,BTLH,F,AHY,2012,3.7,
3100-42713,6/16/2012,MCGC,BTLH,F,AHY,2012,4,
9100-23016,6/16/2012,MCGC,BTLH,M,AHY,2012,3.3,
4100-59452,6/18/2012,MCGC,BTLH,F,AHY,2012,3.7,
4100-59532,6/18/2012,MCGC,BTLH,F,AHY,2012,3.8,
9100-23371,6/18/2012,MCGC,BTLH,F,AHY,2012,"E8, 4",
4100-59576,6/18/2012,MCGC,BTLH,F,AHY,2012,3.6,
9100-23283,6/18/2012,MCGC,BTLH,F,AHY,2012,"E9, 4.5",
9100-23108,6/18/2012,MCGC,BTLH,F,AHY,2012,"E8, 4.2",
4100-08998,6/18/2012,MCGC,BTLH,F,AHY,2012,3.9,
3100-42192,6/18/2012,MCGC,BTLH,F,AHY,2012,3.6,
9100-23282,6/18/2012,MCGC,BTLH,F,AHY,2012,4,
9100-22905,6/18/2012,MCGC,BTLH,F,AHY,2012,3.3,
9100-23117,6/18/2012,MCGC,BTLH,F,AHY,2012,3.7,
3100-42512,6/18/2012,MCGC,BTLH,F,AHY,2012,3.8,
9100-22805,6/18/2012,MCGC,BTLH,M,AHY,2012,3,
9100-22891,6/18/2012,MCGC,BTLH,M,AHY,2012,3.5,
9100-23363,6/18/2012,MCGC,BTLH,F,AHY,2012,3.4,
9100-23034,6/18/2012,MCGC,BTLH,M,AHY,2012,3.3,
4100-08590,6/18/2012,MCGC,BTLH,F,AHY,2012,3.3,
9100-22913,6/18/2012,MCGC,BTLH,F,AHY,2012,3.4,
9100-23176,6/18/2012,MCGC,BTLH,M,AHY,2012,3.3,
4100-59203,6/18/2012,MCGC,BTLH,M,AHY,2012,3.5,
4100-59357,6/18/2012,MCGC,BTLH,F,AHY,2012,3.9,
4100-59431,6/18/2012,MCGC,BTLH,F,AHY,2012,3.8,
4100-59270,6/18/2012,MCGC,BTLH,M,AHY,2012,3.3,
9100-23387,6/18/2012,MCGC,BTLH,F,AHY,2012,"E7, 4.5",
9100-22964,6/18/2012,MCGC,BTLH,F,AHY,2012,3.4,
9100-22915,6/18/2012,MCGC,BTLH,F,AHY,2012,3.7,
9100-23193,6/18/2012,MCGC,BTLH,M,AHY,2012,3.43,
4100-59238,6/18/2012,MCGC,BTLH,M,AHY,2012,3.26,
4100-59206,6/18/2012,MCGC,BTLH,M,AHY,2012,3.21,
9100-23287,6/18/2012,MCGC,BTLH,F,AHY,2012,3.66,
9100-23116,6/18/2012,MCGC,BTLH,F,AHY,2012,3.62,
9100-23016,6/18/2012,MCGC,BTLH,M,AHY,2012,3.13,
3100-41930,6/18/2012,MCGC,BTLH,F,AHY,2012,"E6, 3.62",
4100-59243,6/18/2012,MCGC,BTLH,M,AHY,2012,3.3,
4100-59436,6/18/2012,MCGC,BTLH,F,AHY,2012,"E6, 3.86",
9100-90940,6/18/2012,MCGC,BTLH,F,AHY,2012,3.56,
4100-59067,6/18/2012,MCGC,BTLH,M,AHY,2012,3.26,
4100-59678,6/18/2012,MCGC,BTLH,F,AHY,2012,3.4,
4100-59205,6/18/2012,MCGC,BTLH,M,AHY,2012,3.23,
9100-23119,6/20/2012,MCGC,BTLH,F,AHY,2012,3.3,
9100-23366,6/20/2012,MCGC,BTLH,F,AHY,2012,3.7,
4100-59304,6/20/2012,MCGC,BTLH,F,AHY,2012,3.3,
4100-59438,6/20/2012,MCGC,BTLH,F,AHY,2012,3.5,
9100-23116,6/20/2012,MCGC,BTLH,F,AHY,2012,3.6,
4100-08761,6/20/2012,MCGC,BTLH,F,AHY,2012,3.7,
4100-59169,6/20/2012,MCGC,BTLH,F,AHY,2012,3.3,
9000-91054,6/20/2012,MCGC,BTLH,F,AHY,2012,3.5,
9100-23120,6/20/2012,MCGC,BTLH,F,AHY,2012,3.5,
9100-23188,6/20/2012,MCGC,BTLH,M,AHY,2012,3.4,
9100-23284,6/20/2012,MCGC,BTLH,F,AHY,2012,3.5,
4100-59329,6/20/2012,MCGC,BTLH,F,AHY,2012,3.5,
4100-59700,6/20/2012,MCGC,BTLH,F,AHY,2012,3.9,
4100-59206,6/20/2012,MCGC,BTLH,M,AHY,2012,3.2,
9100-23210,6/20/2012,MCGC,BTLH,M,AHY,2012,3.4,
9100-23117,6/20/2012,MCGC,BTLH,F,AHY,2012,3.3,
4100-59303,6/20/2012,MCGC,BTLH,F,AHY,2012,"E6-, 3.6",
9100-22890,6/20/2012,MCGC,BTLH,M,AHY,2012,3.4,
4100-59799,6/20/2012,MCGC,BTLH,M,AHY,2012,3,
9100-23233,6/20/2012,MCGC,BTLH,M,AHY,2012,3.3,
4100-08723,6/20/2012,MCGC,BTLH,F,AHY,2012,3.6,
4100-59728,6/20/2012,MCGC,BTLH,F,AHY,2012,3.7,
9100-23435,6/20/2012,MCGC,BTLH,F,AHY,2012,3.4,
4100-59524,6/20/2012,MCGC,BTLH,F,AHY,2012,3,
9100-23314,6/20/2012,MCGC,BTLH,M,AHY,2012,3.3,
9100-23313,6/20/2012,MCGC,BTLH,M,AHY,2012,3.2,
9100-23365,6/20/2012,MCGC,BTLH,F,AHY,2012,3.8,
9100-23016,6/20/2012,MCGC,BTLH,M,AHY,2012,3.1,
9100-23284,6/20/2012,MCGC,BTLH,F,AHY,2012,3.4,
4100-59327,6/20/2012,MCGC,BTLH,F,AHY,2012,3.9,
9100-23390,6/20/2012,MCGC,BTLH,F,AHY,2012,3.2,
9000-90869,6/20/2012,MCGC,BTLH,F,AHY,2012,3.47,
9100-23388,6/20/2012,MCGC,BTLH,F,AHY,2012,3.48,
9100-22964,6/20/2012,MCGC,BTLH,F,AHY,2012,3.33,
4100-59504,6/20/2012,MCGC,BTLH,F,AHY,2012,3.19,
4100-08137,6/20/2012,MCGC,BTLH,F,AHY,2012,3.73,
4100-59309,6/20/2012,MCGC,BTLH,F,AHY,2012,3.28,
4100-59238,6/20/2012,MCGC,BTLH,M,AHY,2012,3.11,
9100-22986,6/20/2012,MCGC,BTLH,F,AHY,2012,3.52,
9100-23026,6/20/2012,MCGC,BTLH,M,AHY,2012,2.95,
4100-58606,6/20/2012,MCGC,BTLH,F,AHY,2012,3.36,
9100-22963,6/20/2012,MCGC,BTLH,F,AHY,2012,3.89,
4100-08996,6/20/2012,MCGC,BTLH,F,AHY,2012,3.19,
3100-42110,6/20/2012,MCGC,BTLH,F,AHY,2012,2.97,
4100-58572,6/20/2012,MCGC,BTLH,F,AHY,2012,3.66,
9100-22907,6/20/2012,MCGC,BTLH,F,AHY,2012,3.75,
9100-23233,6/20/2012,MCGC,BTLH,M,AHY,2012,3.43,
4100-59911,6/20/2012,MCGC,BTLH,F,AHY,2012,3.37,
9100-23451,6/20/2012,MCGC,BTLH,F,AHY,2012,3.43,
9100-23292,6/20/2012,MCGC,BTLH,F,AHY,2012,3.8,
4100-59452,6/20/2012,CC3,BTLH,F,AHY,2012,3.33,
4100-08444,6/20/2012,CC3,BTLH,F,AHY,2012,3.41,
4100-08351,6/20/2012,CC3,BTLH,F,AHY,2012,3.3,
4100-08199,6/20/2012,CC3,BTLH,F,AHY,2012,3.3,
4100-08554,6/20/2012,CC3,BTLH,F,AHY,2012,3.89,
4100-59277,6/20/2012,CC3,BTLH,F,AHY,2012,3.35,
