Band Number,Original Date,Original Site,Species,Original Sex,Original Age,Recapture Year,Recapture 1,Recapture 2,Recapture 3,Recapture 4,Recapture 5,Recapture 6,Recapture 7,Recapture 8,Recapture 9,Recapture 10,Recapture 11,Recapture 12,Recapture 13,Recapture 14,Recapture 15,Recapture 16,Recapture 17,Comments
4000-47780,06/02/04,MCGC,BTLH,F,AHY,2006,6/8 3.8g E8,7/24 3.9g,7/27 4.0g,7/31 3.8g,8/3 3.9g,8/4 3.6g,8/12 3.4g,8/27 3.5g,,,,,,,,,,
4000-47796,06/12/04,MCGC,BTLH,F,AHY,2006,6/7 3.5g,6/14 3.7g,6/16 3.5g E6,,,,,,,,,,,,,,,
5000-29451,06/14/04,MCGC,BTLH,F,AHY,2006,6/2 3.5g,6/5 3.3g,6/13 3.6g,,,,,,,,,,,,,,,
5000-29452,06/14/04,MCGC,BTLH,F,AHY,2006,6/15 3.7g,,,,,,,,,,,,,,,,,
5000-29473,06/16/04,MCGC,BTLH,M,AHY,2006,6/3 3.1g,6/23 3.2g,6/25 3.1g,7/7 3.2g,7/8 3.0g,,,,,,,,,,,,,
5000-29482,06/18/04,MCGC,BTLH,F,AHY,2006,6/6 4.1g,6/25 3.8g,8/1 3.6g,,,,,,,,,,,,,,,
5000-29484,06/18/04,MCGC,BTLH,F,AHY,2006,8/16 3.3g,,,,,,,,,,,,,,,,,
5000-29486,06/18/04,MCGC,BTLH,F,AHY,2006,5/29 3.5g,6/5 3.2g,7/13 4.0g E8,7/17 3.7g,7/18 3.9g E8,7/19 3.4g,7/27 3.7g,,,,,,,,,,,
5000-29497,06/25/04,KV1,BTLH,M,AHY,2006,6/17 3.2g,,,,,,,,,,,,,,,,,
5000-29498,06/25/04,KV1,BTLH,F,AHY,2006,6/8 3.8g E7,,,,,,,,,,,,,,,,,
5000-29500,06/25/04,KV1,BTLH,F,AHY,2006,6/17 3.6g,,,,,,,,,,,,,,,,,
5000-29523,06/25/04,GNMTN,BTLH,F,AHY,2006,6/17 3.5g,6/24 3.6g E7,,,,,,,,,,,,,,,,
5000-29526,06/26/04,MCGC,BTLH,F,AHY,2006,7/20 3.7g at CC3,7/28 4.0g,8/1 3.8g,8/3 3.4g,8/18 3.4g,,,,,,,,,,,,,HTW
5000-29530,06/28/04,MCGC,BTLH,F,AHY,2006,7/21 4.4g,8/7 3.7g,8/26 3.5g,,,,,,,,,,,,,,,HTW
5000-29531,06/28/04,MCGC,BTLH,M,AHY,2006,6/8 3.3g,,,,,,,,,,,,,,,,,
5000-29547,07/06/04,GNMTN,BTLH,F,AHY,2006,6/17 3.4g E7,,,,,,,,,,,,,,,,,
5000-29551,07/06/04,GNMTN,BTLH,F,AHY,2006,7/25 3.5g,,,,,,,,,,,,,,,,,
5000-29552,07/06/04,GNMTN,BTLH,F,AHY,2006,6/24 3.7g,,,,,,,,,,,,,,,,,
5000-29555,07/06/04,KV1,BTLH,F,AHY,2006,6/17 4.1g E9,,,,,,,,,,,,,,,,,
5000-29557,07/06/04,KV1,BTLH,M,AHY,2006,6/24 3.2g,,,,,,,,,,,,,,,,,
5000-29561,07/06/04,KV1,BTLH,F,AHY,2006,6/17 3.4g,,,,,,,,,,,,,,,,,
5000-29564,07/06/04,KV1,BTLH,F,AHY,2006,6/30 3.6g E6,,,,,,,,,,,,,,,,,
5000-29595,07/12/04,CC2,BTLH,F,AHY,2006,7/17 3.4g at CC3,,,,,,,,,,,,,,,,,
5000-29606,07/13/04,KV1,BTLH,F,AHY,2006,6/8 3.5g,,,,,,,,,,,,,,,,,
5000-29608,07/13/04,GNMTN,BTLH,F,AHY,2006,6/30 3.2g,,,,,,,,,,,,,,,,,
5000-29613,07/13/04,GNMTN,BTLH,F,AHY,2006,6/24 3.7 E7,,,,,,,,,,,,,,,,,
5000-29635,07/15/04,MCGC,BTLH,M,AHY,2006,6/5 3.2g,6/9 3.7g,,,,,,,,,,,,,,,,
5000-29660,07/19/04,MCGC,BTLH,M,AHY,2006,"5/9, 3.4g","5/14, 3.2 g.",,,,,,,,,,,,,,,,
5000-29676,07/18/04,GNMTN,BTLH,F,AHY,2006,6/17 3.7g E7,,,,,,,,,,,,,,,,,
5000-29687,07/19/04,MCGC,BTLH,F,AHY,2006,6/16 3.5g,,,,,,,,,,,,,,,,,
5000-96616,07/22/04,KV1,BTLH,F,AHY,2006,6/17 3.8g E7,,,,,,,,,,,,,,,,,
5000-96639,07/24/04,MCGC,BTLH,F,AHY,2006,6/18 3.5g,6/22 3.7g,7/27 3.4g,8/8 3.6g,,,,,,,,,,,,,,
5000-96640,07/24/04,MCGC,BTLH,F,AHY,2006,6/6 3.5g,6/9 4.0g,,,,,,,,,,,,,,,,
5000-96650,07/25/04,MCGC,BTLH,F,AHY,2006,6/5 3.5g,6/22 3.5g,7/6 3.7g,8/1 3.4g,,,,,,,,,,,,,,HTW
5000-96665,07/26/04,MCGC,BTLH,F,AHY,2006,6/5 3.5g,7/18 3.5g,,,,,,,,,,,,,,,,MTW
5000-96678,07/26/04,MP1,BTLH,F,AHY,2006,6/3 3.7g,,,,,,,,,,,,,,,,,
5000-96679,07/26/04,MP1,BTLH,F,AHY,2006,8/16 3.8g,,,,,,,,,,,,,,,,,VHTW
5000-96683,07/26/04,MP1,BTLH,F,AHY,2006,6/13 3.4g,8/28 3.3g,,,,,,,,,,,,,,,,LTW
5000-96693,07/27/04,MCGC,BTLH,F,AHY,2006,6/6 3.4g,6/7 3.6g,6/9 3.6g,7/27 4.0g,8/8 3.8g,8/21 3.4g,9/2 3.7g,,,,,,,,,,,HTW
5000-96714,08/03/04,MCGC,BTLH,F,HY,2006,6/5 4.0g,6/7 3.5g,6/13 3.4g,6/14 3.4g,6/15 3.4g,7/7 3.7g,7/8 3.8g,7/17 3.6g,,,,,,,,,,MTW
5000-96722,08/05/04,GNMTN,BTLH,F,AHY,2006,6/24 3.7g,7/25 3.9g,,,,,,,,,,,,,,,,L-MTW
5000-96732,08/06/04,MP1,BTLH,F,AHY,2006,6/3 3.6g E7,6/13 3.7g E7,,,,,,,,,,,,,,,,
5000-96734,08/06/04,MP1,BTLH,F,AHY,2006,7/12 3.7 E8,,,,,,,,,,,,,,,,,HTW
5000-96737,08/06/04,MP1,BTLH,F,AHY,2006,6/4 3.9g E9,,,,,,,,,,,,,,,,,HTW
5000-96754,08/07/04,MP1,BTLH,F,AHY,2006,6/7 n.w .,,,,,,,,,,,,,,,,,
5000-96762,08/07/04,MP1,BTLH,F,AHY,2006,6/23 n.w .,,,,,,,,,,,,,,,,,
5000-96770,08/07/04,MP1,BTLH,F,AHY,2006,6/13 3.5g,,,,,,,,,,,,,,,,,
5000-96783,08/08/04,MCGC,BTLH,F,AHY,2006,7/7 3.2g,,,,,,,,,,,,,,,,,
5000-96822,08/11/04,MP1,BTLH,F,AHY,2006,6/7 3.5g,,,,,,,,,,,,,,,,,
5000-96824,08/12/04,GNMTN,BTLH,F,AHY,2006,6/17 3.6 E7,7/4 3.9g,7/25 3.5g,,,,,,,,,,,,,,,HTW
5000-96829,08/12/04,KV1,BTLH,F,AHY,2006,6/24 4.2g E9,,,,,,,,,,,,,,,,,
5000-96838,08/13/04,MP1,BTLH,F,AHY,2006,6/13 n.w .,,,,,,,,,,,,,,,,,
5000-96839,08/13/04,MP1,BTLH,F,AHY,2006,7/15 4.4g,,,,,,,,,,,,,,,,,MTW
5000-96852,08/14/04,MCGC,BTLH,M,HY,2006,5/5 3.1g 2x,6/9 3.1g,6/13 3.1g,6/23 3.1g,7/4 3.2g,7/7 3.1g 2x,7/16 3.3g 2x,,,,,,,,,,,
5000-96858,08/14/04,MP1,BTLH,F,AHY,2006,5/26 3.6g,,,,,,,,,,,,,,,,,
5000-96861,08/14/04,MP1,BTLH,F,AHY,2006,"5/26, 3.6 g.",,,,,,,,,,,,,,,,,
5000-96868,08/14/04,MP1,BTLH,F,AHY,2006,6/7 3.2g,,,,,,,,,,,,,,,,,
5000-96872,08/14/04,MP1,BTLH,F,AHY,2006,6/7 3.9g,6/13 3.7g E6,,,,,,,,,,,,,,,,
5000-96892,08/16/04,MCGC,BTLH,F,AHY,2006,7/27 3.8g,,,,,,,,,,,,,,,,,HTW
5000-96894,08/16/04,MCGC,BTLH,F,AHY,2006,5/29 3.7g E6,6/2 4.2g,6/4 3.5g,6/13 3.6g,8/19 3.9g,,,,,,,,,,,,,LTW
5000-96940,08/21/04,MP1,BTLH,F,AHY,2006,6/23 3.5g,,,,,,,,,,,,,,,,,
5000-96942,08/21/04,MP1,BTLH,F,AHY,2006,8/25 3.7g,,,,,,,,,,,,,,,,,"HTW, captured with E12354 HY"
5000-96951,08/21/04,MP1,BTLH,F,AHY,2006,6/9 3.8g E7+,,,,,,,,,,,,,,,,,
5000-96954,08/21/04,MP1,BTLH,F,AHY,2006,6/13 4.1g,,,,,,,,,,,,,,,,,
5000-96955,08/21/04,MP1,BTLH,F,AHY,2006,6/9 3.6g,,,,,,,,,,,,,,,,,
5000-96960,08/22/04,MCGC,BTLH,F,AHY,2006,6/6 3.4g,,,,,,,,,,,,,,,,,
5000-96967,08/22/04,GNMTN,BTLH,F,AHY,2006,6/24 3.6g,6/30 3.6g E6,7/14 3.8g,,,,,,,,,,,,,,,LTW
5000-96988,08/25/04,MP1,BTLH,F,HY,2006,8/3 3.5g,,,,,,,,,,,,,,,,,
5000-96989,08/25/04,MP1,BTLH,F,AHY,2006,8/23 3.8g,,,,,,,,,,,,,,,,,HTW
5000-97059,05/14/05,MCGC,BTLH,F,AHY,2006,7/31 4.0g,8/13 3.5g,8/19 3.8g,8/26 3.5g,,,,,,,,,,,,,,HTW
5000-97062,05/14/05,MCGC,BTLH,F,AHY,2006,7/4 3.6g,7/16 3.8g,7/31 3.5g at CC2,,,,,,,,,,,,,,,
5000-97071,05/15/05,MCGC,BTLH,F,AHY,2006,9/4 3.5g at CC2,,,,,,,,,,,,,,,,,LTW
5000-97074,05/16/05,MCGC,BTLH,M,AHY,2006,"5/14, 3.5g",,,,,,,,,,,,,,,,,
5000-97079,05/16/05,MCGC,BTLH,M,AHY,2006,6/16 3.1g,6/18 3.1g,,,,,,,,,,,,,,,,
5000-97095,05/18/05,MP1,BTLH,F,AHY,2006,"5/21, 3.8g E7",,,,,,,,,,,,,,,,,
5000-97098,05/18/05,MP1,BTLH,F,AHY,2006,"5/13, 3.5 g.",,,,,,,,,,,,,,,,,
5000-97099,05/18/05,MP1,BTLH,F,AHY,2006,7/12 3.2g,,,,,,,,,,,,,,,,,HTW
6000-23402,05/18/05,MP1,BTLH,F,AHY,2006,7/6 3.6g,,,,,,,,,,,,,,,,,
6000-23412,05/24/05,MP1,BTLH,F,AHY,2006,"5/21, 3.3g p9*",7/6 3.6g,,,,,,,,,,,,,,,,
6000-23432,05/25/05,MP1,BTLH,F,AHY,2006,"5/21, 3.8 g",,,,,,,,,,,,,,,,,
6000-23441,05/25/05,MP1,BTLH,F,AHY,2006,6/3 3.9g E6,,,,,,,,,,,,,,,,,
6000-23446,05/26/05,MP1,BTLH,F,AHY,2006,"5/18, 3.8 g E7","5/20, 4.2g E9+",6/13 3.5g,6/23 3.4g,,,,,,,,,,,,,,
6000-23447,05/26/05,MP1,BTLH,F,AHY,2006,"5/21, 3.9g. E8",,,,,,,,,,,,,,,,,
6000-23448,05/26/05,MP1,BTLH,F,AHY,2006,"5/20, 3.7g E8",,,,,,,,,,,,,,,,,
6000-23452,06/04/05,MCGC,BTLH,M,AHY,2006,"5/13, 3.5 g.",,,,,,,,,,,,,,,,,
6000-23453,06/04/05,MCGC,BTLH,M,AHY,2006,6/26 2.9g,,,,,,,,,,,,,,,,,
6000-23459,06/12/05,MCGC,BTLH,M,AHY,2006,6/2 3.3g,,,,,,,,,,,,,,,,,
6000-23460,06/12/05,MCGC,BTLH,M,AHY,2006,6/2 3.2g,,,,,,,,,,,,,,,,,
6000-23464,05/31/05,MP1,BTLH,F,AHY,2006,6/23 3.7g,,,,,,,,,,,,,,,,,
6000-23467,05/31/05,MP1,BTLH,F,AHY,2006,6/3 4.3g E9,,,,,,,,,,,,,,,,,
6000-23468,05/31/05,MP1,BTLH,F,AHY,2006,6/13 3.6g,,,,,,,,,,,,,,,,,
6000-23481,06/01/05,MP1,BTLH,F,AHY,2006,5/30 3.3g,,,,,,,,,,,,,,,,,
6000-23482,06/01/05,MP1,BTLH,F,AHY,2006,8/3 3.5g,8/25 3.5g,,,,,,,,,,,,,,,,LTW
6000-23489,06/01/05,MP1,BTLH,F,AHY,2006,6/4 3.6g,,,,,,,,,,,,,,,,,
6000-23497,06/03/05,MP1,BTLH,F,AHY,2006,6/9 3.8g E7,,,,,,,,,,,,,,,,,
6000-23505,06/04/05,MP1,BTLH,F,AHY,2006,6/3 3.8g E8,,,,,,,,,,,,,,,,,
6000-23507,06/04/05,MP1,BTLH,F,AHY,2006,7/6 n.w.,,,,,,,,,,,,,,,,,
6000-23513,06/05/05,MP1,BTLH,F,AHY,2006,7/63.3g,,,,,,,,,,,,,,,,,
6000-23518,06/10/05,MCGC,BTLH,F,AHY,2006,7/27 3.9g,,,,,,,,,,,,,,,,,HTW
6000-23528,06/11/05,MP1,BTLH,F,AHY,2006,6/4 3.9g E9,,,,,,,,,,,,,,,,,
6000-23529,06/11/05,MP1,BTLH,F,AHY,2006,6/3 3.7g E6,,,,,,,,,,,,,,,,,
6000-23531,06/12/05,MP1,BTLH,F,AHY,2006,6/23 4.1g,,,,,,,,,,,,,,,,,within
6000-23532,06/12/05,MP1,BTLH,F,AHY,2006,6/23 3.7g,,,,,,,,,,,,,,,,,6 minutes
6000-23535,06/12/05,MP1,BTLH,F,AHY,2006,6/13 3.9g E7,,,,,,,,,,,,,,,,,
6000-23538,06/12/05,MCGC,BTLH,F,AHY,2006,6/26 3.5g,,,,,,,,,,,,,,,,,
6000-23540,06/13/05,MCGC,BTLH,F,AHY,2006,6/16 3.6g,7/7 3.1g,7/16 3.2g,,,,,,,,,,,,,,,
6000-23541,06/13/05,MCGC,BTLH,M,AHY,2006,"5/12, 3.4g",,,,,,,,,,,,,,,,,
6000-23542,06/13/05,MCGC,BTLH,M,AHY,2006,6/4 3.4g,,,,,,,,,,,,,,,,,
6000-23551,06/13/05,MCGC,BTLH,F,AHY,2006,5/30 3.6g,,,,,,,,,,,,,,,,,
6000-23561,06/13/05,MP1,BTLH,F,AHY,2006,8/25 3.3g ,,,,,,,,,,,,,,,,,HTW
6000-23574,06/18/05,MP1,BTLH,F,AHY,2006,"5/17, 3.3 g.",,,,,,,,,,,,,,,,,
6000-23577,06/19/05,MP1,BTLH,F,AHY,2006,6/4 3.7g E6-,6/13 3.7g,,,,,,,,,,,,,,,,
6000-23582,06/19/05,MP1,BTLH,F,AHY,2006,6/12 3.4g,,,,,,,,,,,,,,,,,
6000-23594,06/25/05,MP1,BTLH,F,AHY,2006,"5/26, 3.8g E8",,,,,,,,,,,,,,,,,
6000-23599,06/25/05,MP1,BTLH,F,AHY,2006,6/13 3.8g,,,,,,,,,,,,,,,,,Captured w/C81041
6000-23604,06/27/05,GNMTN,BTLH,M,AHY,2006,6/17 3.1g,,,,,,,,,,,,,,,,,
6000-23608,06/30/05,MCGC,BTLH,M,AHY,2006,6/22 3.2g,,,,,,,,,,,,,,,,,
6000-23610,07/01/05,KV1,BTLH,M,AHY,2006,6/30 3.5g,,,,,,,,,,,,,,,,,
6000-23631,06/27/05,KV1,BTLH,F,AHY,2006,6/8 3.4g,6/30 3.6g,,,,,,,,,,,,,,,,Banded 1 min apart
6000-23632,06/27/05,KV1,BTLH,F,AHY,2006,6/24 4.4g E9,6/30 3.8g,,,,,,,,,,,,,,,,Recaptured 3 min apart
6000-23633,06/27/05,KV1,BTLH,F,AHY,2006,6/8 3.4g,,,,,,,,,,,,,,,,,
6000-23635,06/27/05,KV1,BTLH,F,AHY,2006,6/17 3.5g E6,,,,,,,,,,,,,,,,,
6000-23636,06/27/05,KV1,BTLH,F,AHY,2006,6/17 3.7g,,,,,,,,,,,,,,,,,
6000-23641,06/27/05,GNMTN,BTLH,F,AHY,2006,7/14 3.9g,,,,,,,,,,,,,,,,,
6000-23644,06/27/05,GNMTN,BTLH,F,AHY,2006,7/14 3.6g,,,,,,,,,,,,,,,,,"NTW. During feeding prior to release, she aspirated sugar water and died"
6000-23645,06/27/05,GNMTN,BTLH,F,AHY,2006,6/17 3.4g,,,,,,,,,,,,,,,,,
6000-23646,06/27/05,GNMTN,BTLH,F,AHY,2006,7/4 3.3g,7/25 3.9g,,,,,,,,,,,,,,,,LTW
6000-23648,06/27/05,GNMTN,BTLH,F,AHY,2006,6/7 3.6g,,,,,,,,,,,,,,,,,
6000-23651,06/28/05,MCGC,BTLH,F,AHY,2006,6/25 3.5g,7/4 3.5g,7/31 3.6g,,,,,,,,,,,,,,,
6000-23653,06/29/05,MP1,BTLH,F,AHY,2006,7/6 3.7g,,,,,,,,,,,,,,,,,HTW
6000-23663,07/01/05,KV1,BTLH,F,AHY,2006,6/17 3.4g,7/25 3.4g,,,,,,,,,,,,,,,,
6000-23665,07/01/05,KV1,BTLH,F,AHY,2006,6/17 4.1g E8+,6/30 3.4g,,,,,,,,,,,,,,,,
6000-23666,07/01/05,KV1,BTLH,F,AHY,2006,6/30 3.6g,,,,,,,,,,,,,,,,,
6000-23667,07/01/05,KV1,BTLH,F,AHY,2006,6/8 3.9g,,,,,,,,,,,,,,,,,
6000-23671,07/01/05,KV1,BTLH,F,AHY,2006,61/7 3.6g E6,,,,,,,,,,,,,,,,,
6000-23675,07/01/05,GNMTN,BTLH,F,AHY,2006,7/14 3.2g at HOLZ,,,,,,,,,,,,,,,,,
6000-23679,07/07/05,MCGC,BTLH,F,AHY,2006,6/13 3.5g,,,,,,,,,,,,,,,,,
6000-23694,07/08/05,MCGC,BTLH,f,AHY,2006,5/18 3.7g,6/2 3.7g 2x,6/3 3.6g 2x,6/5 4.0g,6/6 3.7g,6/7 3.4g,6/8 3.4g,6/16 3.6g,,,,,,,,,,
6000-23699,07/09/05,KV1,BTLH,F,AHY,2006,6/24 3.5g,,,,,,,,,,,,,,,,,
6000-23700,07/09/05,KV1,BTLH,F,AHY,2006,7/25 3.7g,,,,,,,,,,,,,,,,,
6000-23714,07/08/05,MCGC,BTLH,M,AHY,2006,6/5 3.7g,6/7 3.3g,,,,,,,,,,,,,,,,
6000-23724,07/09/05,GNMTN,BTLH,F,AHY,2006,6/17 3.7g E6 2x,7/14 3.8g,,,,,,,,,,,,,,,,
6000-23725,07/09/05,GNMTN,BTLH,F,AHY,2006,6/30 3.7g E6-,7/14 3.6g,7/25 3.5g,8/2 3.7g,,,,,,,,,,,,,,
6000-23730,07/09/05,GNMTN,BTLH,F,AHY,2006,6/17 3.5g E6,,,,,,,,,,,,,,,,,
6000-23731,07/09/05,GNMTN,BTLH,F,AHY,2006,6/24 3.8g,,,,,,,,,,,,,,,,,
6000-23736,07/10/05,MCGC,BTLH,F,AHY,2006,6/18 3.7g E6,,,,,,,,,,,,,,,,,
6000-23738,07/10/05,MCGC,BTLH,F,AHY,2006,6/2 3.2g,6/9 3.4g,6/25 3.3g,,,,,,,,,,,,,,,
6000-23740,07/10/05,MCGC,BTLH,F,AHY,2006,7/7 3.5g,7/21 3.5g,,,,,,,,,,,,,,,,
6000-23742,07/11/05,MCGC,BTLH,F,AHY,2006,6/5 3.9g,,,,,,,,,,,,,,,,,
6000-23745,07/11/05,MCGC,BTLH,F,AHY,2006,6/18 3.5g,,,,,,,,,,,,,,,,,
6000-23755,07/11/05,MP1,BTLH,F,AHY,2006,6/4 3.7g,,,,,,,,,,,,,,,,,
6000-23757,07/11/05,MP1,BTLH,F,AHY,2006,6/9 3.4g,,,,,,,,,,,,,,,,,
6000-23761,07/12/05,MCGC,BTLH,F,AHY,2006,6/15 3.5g,,,,,,,,,,,,,,,,,
6000-23762,07/12/05,MCGC,BTLH,F,AHY,2006,7/5 4.2g,7/6 3.4g,,,,,,,,,,,,,,,,MTW
6000-23764,07/12/05,MCGC,BTLH,F,AHY,2006,7/24 3.7g,,,,,,,,,,,,,,,,,
6000-23769,07/12/05,MCGC,BTLH,F,AHY,2006,6/5 3.5g,,,,,,,,,,,,,,,,,
6000-23770,07/12/05,MCGC,BTLH,F,AHY,2006,7/4 3.7g E7,7/5 3.6g,7/7 3.4g,7/13 3.6g,,,,,,,,,,,,,,
6000-23772,07/10/05,MCGC,BTLH,M,AHY,2006,"5/9, 3.3 g.","5/13, 3.1g.",6/25 3.1g,,,,,,,,,,,,,,,
6000-23780,07/11/05,MCGC,BTLH,M,AHY,2006,5/29 3.4g,,,,,,,,,,,,,,,,,
6000-23784,07/11/05,MCGC,BTLH,M,AHY,2006,6/5 3.2g,,,,,,,,,,,,,,,,,
6000-23792,07/13/05,MCGC,BTLH,F,AHY,2006,6/22 3.8g,6/26 3.4g,,,,,,,,,,,,,,,,
6000-23801,07/14/05,MCGC,BTLH,F,AHY,2006,7/4 3.7g E7,7/7 3.6g E8,7/13 3.3g,,,,,,,,,,,,,,,HTW
6000-23804,07/14/05,MCGC,BTLH,F,AHY,2006,6/25 3.5g,,,,,,,,,,,,,,,,,
6000-23815,07/18/05,MCGC,BTLH,F,AHY,2006,6/2 3.6g,,,,,,,,,,,,,,,,,
6000-23817,07/19/05,MCGC,BTLH,F,AHY,2006,6/2 3.6g,7/7 3.5g,7/8 3.6g E8,7/31 3.8g,8/1 3.2g,8.10 3.3g,8/13 3.6g,8/28 3.6g MTW,,,,,,,,,,
6000-23818,07/19/05,MCGC,BTLH,F,AHY,2006,7/31 3.8g at CC2 ,,,,,,,,,,,,,,,,,M-HTW
6000-23820,07/19/05,MCGC,BTLH,F,AHY,2006,7/17 3.9g,8/3 3.9g,,,,,,,,,,,,,,,,HTW
6000-23826,07/19/05,MCGC,BTLH,F,AHY,2006,7/13 4.0g E6,,,,,,,,,,,,,,,,,Band removed due to unknown leg injury. Band is correctly made
6000-23827,07/19/05,MCGC,BTLH,F,HY,2006,5/29 3.6g,,,,,,,,,,,,,,,,,
6000-23831,07/20/05,KV1,BTLH,F,AHY,2006,6/7 3.7g E7,,,,,,,,,,,,,,,,,
6000-23832,07/20/05,KV1,BTLH,F,AHY,2006,6/24 3.3g,,,,,,,,,,,,,,,,,
6000-23872,07/22/05,MCGC,BTLH,M,AHY,2006,"5/9, 3.2g","5/13, 3.2 g.",6/4 3.1g,6/5 3.1g,7/7 3.3g,,,,,,,,,,,,,
6000-23892,07/20/05,KV1,BTLH,F,AHY,2006,6/24 3.4g,,,,,,,,,,,,,,,,,
6000-23896,07/21/05,MCGC,BTLH,F,AHY,2006,6/2 3.9g,,,,,,,,,,,,,,,,,
6000-23898,07/22/05,MCGC,BTLH,F,AHY,2006,7/17 4.1g,7/27 4.0g,8/8 3.3g,8/10 3.3g,8/12 3.5g,8/13 3.4g,8/21 3.4g,8/23 3.3g,8/26 3.7g,8/27 4.0g,8/31 3.4g,,,,,,,
6000-23900,07/22/05,MCGC,BTLH,F,AHY,2006,6/21 3.5g,,,,,,,,,,,,,,,,,
6000-53502,07/22/05,MCGC,BTLH,F,AHY,2006,6/8 4.1g E7,,,,,,,,,,,,,,,,,
6000-53505,07/23/05,MCGC,BTLH,F,AHY,2006,7/13 3.5g,7/16 3.8g,7/27 4.5g,7/28 3.4g,,,,,,,,,,,,,,
6000-53506,07/23/05,MCGC,BTLH,F,AHY,2006,6/25 3.5g,,,,,,,,,,,,,,,,,
6000-53508,07/23/05,MCGC,BTLH,F,AHY,2006,6/22 3.6g,,,,,,,,,,,,,,,,,
6000-53520,07/23/05,MP1,BTLH,F,AHY,2006,7/14 3.3g,,,,,,,,,,,,,,,,,HTW
6000-53523,07/23/05,MP1,BTLH,F,AHY,2006,7/15 3.5g E6,,,,,,,,,,,,,,,,,
6000-53529,07/23/05,MP1,BTLH,F,AHY,2006,6/4 3.5g,,,,,,,,,,,,,,,,,
6000-53535,07/23/05,MCGC,BTLH,F,AHY,2006,6/26 3.5g,7/5 3.7g,,,,,,,,,,,,,,,,M-HTW
6000-53543*,07/25/05,MCGC,BTLH,F,AHY,2006,6/26 4.1g,7/7 3.9g,8/3 3.9g,,,,,,,,,,,,,,,*NEW: E11925
6000-53544,07/25/05,MCGC,BTLH,F,AHY,2006,7/31 3.9g,,,,,,,,,,,,,,,,,LTW
