Band Number,Original Date,Original Site,Species,Original Sex,Original Age,Recapture Year,Recapture 1,Recapture 2,Recapture 3,Recapture 4,Recapture 5,Recapture 6,Recapture 7,Recapture 8,Recapture 9,Recapture 10,Recapture 11,Recapture 12,Recapture 13,Recapture 14,Recapture 15,Recapture 16,Recapture 17,Comments
9000-90143,6/7/2008,GNMTN,BTLH,F,AHY,2011,"6/30, 4.0g E8",,,,,,,,,,,,,,,,,
9000-90146,6/7/2008,KV1,BTLH,F,AHY,2011,"6/22, nw","7/24, 3.6g",,,,,,,,,,,,,,,,
9000-90219,6/16/2008,MP1,BTLH,F,AHY,2011,"7/8, 3.8g E8",,,,,,,,,,,,,,,,,
9000-90235,6/17/2008,HPK1,BTLH,F,AHY,2011,"6/10, 3.6g at HPK2",,,,,,,,,,,,,,,,,
9000-90244,6/17/2008,HPK1,BTLH,F,AHY,2011,"6/12, 3.7g at HPK2",,,,,,,,,,,,,,,,,
9000-90263,6/18/2008,CC3,BTLH,F,AHY,2011,"8/7, 3.7g at MCGC","8/15, 3.4g at MCGC",,,,,,,,,,,,,,,,
9000-90266,6/19/2008,MCGC,BTLH,F,AHY,2011,"5/20, 3.6g",,,,,,,,,,,,,,,,,
9000-90307,6/21/2008,HOLZ,BTLH,F,AHY,2011,"8/3, 3.5g",,,,,,,,,,,,,,,,,
9000-90310,6/23/2008,MCGC,BTLH,F,AHY,2011,"7/16, 3.5g",,,,,,,,,,,,,,,,,
9000-90323,6/24/2008,MCGC,BTLH,F,AHY,2011,"8/9, 3.6g","6/11, 3.5g","6/13, 3.6g","6/29, 3.9g",,,,,,,,,,,,,,new: L59034 
9000-90368,6/28/2008,GNMTN,BTLH,F,AHY,2011,"6/30, 3.85g E6-","8/17, 3.67g",,,,,,,,,,,,,,,,
9000-90401,7/2/2008,MP1,BTLH,F,AHY,2011,"7/14, 4.06g E8",,,,,,,,,,,,,,,,,
9000-90421,7/4/2008,HPK1,BTLH,F,AHY,2011,"6/25, 3.65g at MP1",,,,,,,,,,,,,,,,,
9000-90424,7/4/2008,MCGC,BTLH,F,AHY,2011,"5/22, 4.3g E7+ ",,,,,,,,,,,,,,,,,
9000-90426,7/5/2008,KV1,BTLH,F,AHY,2011,"6/22, 3.5g",,,,,,,,,,,,,,,,,
9000-90449,7/6/2008,MCGC,BTLH,F,AHY,2011,"5/21, 3.8g E8","6/16, 3.57g E7","6/20, 3.9g",,,,,,,,,,,,,,,
9000-90462,7/8/2008,MCGC,BTLH,F,AHY,2011,"5/27, 3.6g","5/28, 3.7g",,,,,,,,,,,,,,,,
9000-90549,7/11/2008,MCGC,BTLH,F,AHY,2011,"5/20, 4.0g","6/20, 4.1g",,,,,,,,,,,,,,,,
9000-90560,7/12/2008,HOLZ,BTLH,M,AHY,2011,"6/22, 3.26g",,,,,,,,,,,,,,,,,
9000-90671,7/20/2008,MP1,BTLH,F,AHY,2011,"7/8, 3.5g",,,,,,,,,,,,,,,,,
9000-90675,7/20/2008,MP1,BTLH,F,AHY,2011,"6/18, 4.1g E7",,,,,,,,,,,,,,,,,
9000-90677,7/20/2008,MP1,BTLH,F,AHY,2011,"7/8, 3.42g",,,,,,,,,,,,,,,,,
9000-90745,7/24/2008,MP1,BTLH,F,AHY,2011,"8/13, 3.46g","9/3, 3.33g",,,,,,,,,,,,,,,,
9000-90869,7/14/2008,MCGC,BTLH,F,AHY,2011,"7/15, 3.5g",,,,,,,,,,,,,,,,,
9000-90886,7/18/2008,MCGC,BTLH,F,AHY,2011,"6/27, 3.5g",,,,,,,,,,,,,,,,,
9000-90910,7/26/2008,MCGC,BTLH,F,AHY,2011,"7/8, 3.3g",,,,,,,,,,,,,,,,,new: L59344
9000-90915,7/26/2008,MP1,BTLH,F,AHY,2011,"8/6, 3.62g",,,,,,,,,,,,,,,,,
9000-90937,7/29/2008,MP1,BTLH,F,AHY,2011,"7/14, 3.61g",,,,,,,,,,,,,,,,,
9000-90938,7/29/2008,MCGC,BTLH,F,AHY,2011,"7/15, 3.9g","7/20, 3.8g",,,,,,,,,,,,,,,,
9000-90941,7/29/2008,MCGC,BTLH,F,AHY,2011,"5/27, 4.0g E7+ 2X","5/28, 3.9g E7+","6/8, 3.6g",,,,,,,,,,,,,,,
9000-90946,7/30/2008,CC3,BTLH,F,AHY,2011,"6/3, 3.3g",,,,,,,,,,,,,,,,,
9000-91022,8/6/2008,HOLZ,BTLH,F,AHY,2011,"8/10, 3.4g","8/17, 3.51g","8/25, 3.8g","8/31, 3.7g",,,,,,,,,,,,,,
9000-91054,8/10/2008,MCGC,BTLH,F,AHY,2011,"6/13, 3.4g","6/24, 3.3g","7/15, 3.6g 2X",7/21. 3.32g,,,,,,,,,,,,,,
9000-91171,7/31/2008,KV1,BTLH,F,AHY,2011,"6/26, 3.51g",,,,,,,,,,,,,,,,,
9000-91173,7/31/2008,KV1,BTLH,M,HY,2011,"8/10, 3.18g, female",,,,,,,,,,,,,,,,,"band removed, not rebanded"
9000-91176,7/31/2008,HOLZ,BTLH,F,AHY,2011,"8/3, 3.66g",,,,,,,,,,,,,,,,,
9000-91190,8/1/2008,MP1,BTLH,F,HY,2011,"7/8, 4.1g E8",,,,,,,,,,,,,,,,,
9000-91273,8/25/2008,HPK1,BTLH,F,AHY,2011,"7/14, nw at MP1",,,,,,,,,,,,,,,,,
9000-91274,8/25/2008,HPK1,BTLH,F,AHY,2011,"6/18, 4.0g E6",,,,,,,,,,,,,,,,,
9000-91316,8/13/2008,HPK1,BTLH,F,HY,2011,"9/8, 3.62g at MP1",,,,,,,,,,,,,,,,,
9000-91329,8/14/2008,MP1,BTLH,F,AHY,2011,"7/14, 3.63g",,,,,,,,,,,,,,,,,
9000-91339,8/14/2008,MP1,BTLH,F,HY,2011,"7/8, 3.8g",,,,,,,,,,,,,,,,,
9000-91347,8/15/2008,KV1,BTLH,F,AHY,2011,"6/26, 3.35g",,,,,,,,,,,,,,,,,
9000-41412,8/26/2008,MP1,BTLH,F,HY,2011,"7/5, 3.65g",,,,,,,,,,,,,,,,,
3100-41414,8/26/2008,HPK1,BTLH,F,AHY,2011,"5/31, 3.8g at MP1","7/13, 3.7g at HPK2",,,,,,,,,,,,,,,,
3100-41452,8/26/2008,MCGC,BTLH,M,AHY,2011,"5/20, 3.4g",,,,,,,,,,,,,,,,,
3100-41515,9/13/2008,MP1,BTLH,F,HY,2011,"6/25, 3.34g",,,,,,,,,,,,,,,,,
3100-41536,5/11/2009,MP1,BTLH,F,AHY,2011,"6/2, 3.5g",,,,,,,,,,,,,,,,,
3100-41540,5/11/2009,MCGC,BTLH,F,AHY,2011,"6/19, 3.7g","7/4, 3.4g",,,,,,,,,,,,,,,,
3100-41588,5/15/2009,MCGC,BTLH,M,AHY,2011,"6/13, 3.3g",,,,,,,,,,,,,,,,,
3100-41599,5/14/2009,MP1,BTLH,F,AHY,2011,"7/5, 3.6g",,,,,,,,,,,,,,,,,
3100-41648,5/17/2009,MP1,BTLH,F,AHY,2011,"7/8, 3.77g",,,,,,,,,,,,,,,,,
3100-41674,5/22/2009,KV1,BTLH,F,AHY,2011,"6/26, 3.4g",,,,,,,,,,,,,,,,,
3100-41688,5/25/2009,MP1,BTLH,F,AHY,2011,"8/23, 3.9g",,,,,,,,,,,,,,,,,
3100-41700,5/30/2009,GNMTN,BTLH,F,AHY,2011,"7/9, 3.42g",,,,,,,,,,,,,,,,,
3100-41739,5/28/2009,MP1,BTLH,F,AHY,2011,"7/8, 3.61g",,,,,,,,,,,,,,,,,
3100-41740,6/4/2009,MP1,BTLH,F,AHY,2011,"6/8, 3.7g",,,,,,,,,,,,,,,,,
3100-41750,6/5/2009,HPK1,BTLH,F,AHY,2011,"6/12, 3.75g at HPK2",,,,,,,,,,,,,,,,,
3100-41753,6/6/2009,HOLZ,BTLH,F,AHY,2011,"6/22, 3.96 3X E6+",,,,,,,,,,,,,,,,,
3100-41779,6/5/2009,HPK1,BTLH,M,AHY,2011,"6/29, 3.3g at HPK2",,,,,,,,,,,,,,,,,
3100-41814,6/3/2009,MP1,BTLH,F,AHY,2011,"7/8, 4.3g E8+","8/23, 3.7g",,,,,,,,,,,,,,,,
3100-41832,6/10/2009,HPK1,BTLH,M,AHY,2011,"6/9, 3.1g at HPK2 ","7/13, 3.0g at HPK2",,,,,,,,,,,,,,,,
3100-41877,6/3/2009,MP1,BTLH,F,AHY,2011,"7/8, 3.9g",,,,,,,,,,,,,,,,,
3100-41878,6/8/2009,MCGC,BTLH,F,AHY,2011,"6/16, 3.29g","7/23, 3.34g","8/1, 3.4g","8/2, 3.25g","8/5, 3.4g","8/15, 4.0g",,,,,,,,,,,,
3100-41884,6/9/2009,MCGC,BTLH,F,AHY,2011,"7/5, 3.2g",,,,,,,,,,,,,,,,,
3100-41893,6/9/2009,MP1,BTLH,F,AHY,2011,"5/30, 4.2g E8","7/8, 4.9g E9",,,,,,,,,,,,,,,,
3100-41930,6/12/2009,MCGC,BTLH,F,AHY,2011,"5/25, 3.7g E6-","6/13, 3.6g","6/16, 3.48g ","7/12, 3.64g","7/14, 3.6g","7/15, 3.9g","7/16, 3.6g","7/20, 3.51g","7/29, 3.9g",,,,,,,,,
3100-41932,6/17/2009,HPK1,BTLH,F,AHY,2011,"7/13, 3.3g at HPK2",,,,,,,,,,,,,,,,,
3100-41952,6/21/2009,KV1,BTLH,M,AHY,2011,"6/22, 3.4g","6/30, 3.3g",,,,,,,,,,,,,,,,
3100-41967,6/12/2009,HPK1,BTLH,F,AHY,2011,"6/18, 3.5g at MP1","7/13, 3.7g E7 at HPK2",,,,,,,,,,,,,,,,
3100-41972,6/12/2009,MP1,BTLH,F,AHY,2011,"6/2, 3.7g E7",,,,,,,,,,,,,,,,,p9 4.5 mm<p10
3100-41974,6/12/2009,MP1,BTLH,F,A,2011,"6/18, 3.3g E6",,,,,,,,,,,,,,,,,
3100-41981,6/13/2009,MCGC,BTLH,F,AHY,2011,"5/22, 3.9g E6-",,,,,,,,,,,,,,,,,
3100-41995,6/17/2009,MCGC,BTLH,F,AHY,2011,"5/25, 3.5g",,,,,,,,,,,,,,,,,
3100-42000,6/17/2009,HPK1,BTLH,F,AHY,2011,"6/18, 3.3g at HPK2",,,,,,,,,,,,,,,,,
3100-42001,6/27/2009,MP1,BTLH,F,AHY,2011,"8/13, 3.26g",,,,,,,,,,,,,,,,,
3100-42018,6/28/2009,KV1,BTLH,F,AHY,2011,"8/10, 3.7g",,,,,,,,,,,,,,,,,
3100-42020,6/28/2009,KV1,BTLH,F,AHY,2011,"6/22, 3.8g",,,,,,,,,,,,,,,,,
3100-42035,6/28/2009,GNMTN,BTLH,F,AHY,2011,"7/9, 3.60g",,,,,,,,,,,,,,,,,
3100-42040,6/29/2009,HPK1,BTLH,F,AHY,2011,"6/29, 3.71g 2X at HPK2",,,,,,,,,,,,,,,,,
3100-42043,6/30/2009,HPK1,BTLH,F,AHY,2011,"8/2, 3.59g at HPK2",,,,,,,,,,,,,,,,,
3100-42056,6/30/2009,MCGC,BTLH,F,AHY,2011,"7/30, 3.4g at CC3",,,,,,,,,,,,,,,,,
3100-42078,7/3/2009,MCGC,BTLH,F,AHY,2011,"7/1, 3.3g","7/3, 3.50g","7/4, 3.2g","7/14, 3.3g","7/20, 3.5g",,,,,,,,,,,,,
3100-42080,7/3/2009,MCGC,BTLH,F,AHY,2011,"6/16, 3.65g E6",,,,,,,,,,,,,,,,,
3100-42089,7/5/2009,KV1,BTLH,F,AHY,2011,"6/22, 3.9g",,,,,,,,,,,,,,,,,
3100-42110,7/9/2009,MCGC,BTLH,F,AHY,2011,"6/13, 3.6g","6/19, 3.9g","8/15, 3.7g",,,,,,,,,,,,,,,
3100-42154,7/11/2009,KV1,BTLH,F,AHY,2011,"6/30, 3.72g",,,,,,,,,,,,,,,,,
3100-42157,7/11/2009,KV1,BTLH,F,AHY,2011,"6/30, 3.5g",,,,,,,,,,,,,,,,,
3100-42160,7/11/2009,KV1,BTLH,F,AHY,2011,"6/30, 3.6g",,,,,,,,,,,,,,,,,
3100-42164,7/11/2009,KV1,BTLH,F,AHY,2011,"7/24, 3.6g",,,,,,,,,,,,,,,,,
3100-42188,7/14/2009,MCGC,BTLH,F,AHY,2011,"6/20, 3.6g",,,,,,,,,,,,,,,,,
3100-42190,7/15/2009,MCGC,BTLH,F,AHY,2011,"5/27, 3.6g","6/16, 3.5g","6/19, 3.4g","7/15, 3.3g","7/20, 3.6g","7/21, 3.55g","7/22, 4.2g","7/23, 3.6g",,,,,,,,,,
3100-42192,7/15/2009,MCGC,BTLH,F,AHY,2011,"7/16, 3.5g","8/2, 3.4g","8/22, 3.7g at CC3","8/27, 3.6g",,,,,,,,,,,,,,
3100-42195,7/15/2009,MCGC,BTLH,F,AHY,2011,"5/25, 3.5g","7/1, 3.4g","7/4, 3.3g",,,,,,,,,,,,,,,
3100-42214,6/19/2009,MCGC,BTLH,F,AHY,2011,"6/23, 3.5g E6-","6/24, 3.4g","7/20, 3.82g","7/30, 3.7g","8/1, 3.24g",,,,,,,,,,,,,
3100-42220,6/20/2009,MCGC,BTLH,F,AHY,2011,"6/13, 3.6g","6/20, 4.1g","6/24, 3.8g",,,,,,,,,,,,,,,
3100-42228,6/21/2009,GNMTN,BTLH,F,AHY,2011,"6/26, 3.59g",,,,,,,,,,,,,,,,,
3100-42237,6/25/2009,MCGC,BTLH,F,AHY,2011,"6/18, 4.2g E9",,,,,,,,,,,,,,,,,
3100-42243,6/26/2009,MCGC,BTLH,F,AHY,2011,"6/20, 4.0g",,,,,,,,,,,,,,,,,
3100-42266,6/21/2009,GNMTN,BTLH,F,AHY,2011,"6/22, 3.6g",,,,,,,,,,,,,,,,,
3100-42278,6/26/2009,MCGC,BTLH,M,AHY,2011,"5/25, 3.5g","5/30, 3.3g","6/11, 3.3g","6/13, 3.3g","6/24, 3.3g",,,,,,,,,,,,,
3100-42301,7/23/2009,MP1,BTLH,F,AHY,2011,"6/25, 3.41g",,,,,,,,,,,,,,,,,
3100-42304,7/23/2009,MP1,BTLH,F,AHY,2011,"6/17, 3.54g","7/8, 3.68g 2X",,,,,,,,,,,,,,,,
3100-42311,7/23/2009,MCGC,BTLH,F,AHY,2011,"6/23, 3.5g","7/10, 3.7g",,,,,,,,,,,,,,,,
3100-42313,7/24/2009,MCGC,BTLH,F,AHY,2011,"5/22, 3.5g E6-",,,,,,,,,,,,,,,,,
3100-42314,7/24/2009,HPK1,BTLH,F,AHY,2011,"6/10, 3.3g at HPK2",,,,,,,,,,,,,,,,,
3100-42320,8/4/2009,HPK1,BTLH,F,AHY,2011,5/29. 3.9g E6 at MP1,,,,,,,,,,,,,,,,,
3100-42324,8/4/2009,MCGC,BTLH,F,AHY,2011,"6/16, 3.97g E7","7/26, 3.4g","7/30, 3.6g","8/12, 3.8g",,,,,,,,,,,,,,"band removed, not rebanded"
3100-42325,8/4/2009,MCGC,BTLH,F,AHY,2011,"6/20, 3.3g 2X","7/5, 4.3g E8","7/23, 3.3g","7/26, 3.3g","7/30, 3.5g","8/1, 3.4g",,,,,,,,,,,,
3100-42327,7/27/2009,MCGC,BTLH,F,AHY,2011,"7/3, 4.0g E8",,,,,,,,,,,,,,,,,
3100-42341,8/9/2009,MCGC,BTLH,F,AHY,2011,"6/26, 3.6g","7/20, 3.3g",,,,,,,,,,,,,,,,
3100-42366,7/28/2009,MCGC,BTLH,F,AHY,2011,"6/13, 3.4g","7/10, 3.4g",,,,,,,,,,,,,,,,
3100-42390,8/10/2009,MCGC,BTLH,M,HY,2011,"6/13, 3.3g",,,,,,,,,,,,,,,,,
3100-42437,7/24/2009,HPK1,BTLH,M,AHY,2011,"6/12, 3.2g at HPK2","6/29, 3.24g at HPK2",,,,,,,,,,,,,,,,
3100-42452,7/26/2009,HOLZ,BTLH,F,AHY,2011,"8/10, 3.6g","8/25, 3.7g",,,,,,,,,,,,,,,,
3100-42464,7/19/2009,KV1,BTLH,F,AHY,2011,"6/22, 3.65 E6",,,,,,,,,,,,,,,,,
3100-42469,7/19/2009,GNMTN,BTLH,F,AHY,2011,"6/30, 4.0g",,,,,,,,,,,,,,,,,
3100-42474,7/19/2009,GNMTN,BTLH,F,AHY,2011,"6/26, 4.21g E8","6/30, 3.71g E6- 2X",,,,,,,,,,,,,,,,p9 and 10 growing in
3100-42475,7/19/2009,GNMTN,BTLH,F,AHY,2011,"6/22, 3.9g E7","6/30, 3.7g","7/9, 3.4g 3X",,,,,,,,,,,,,,,
3100-42511,7/15/2009,MCGC,BTLH,F,AHY,2011,"6/16, 4.4g 2X","6/24, 3.9g","8/7, 4.2g",,,,,,,,,,,,,,,
3100-42512,7/15/2009,MCGC,BTLH,F,AHY,2011,"6/24, 3.8g","7/4, 4.1g E7","7/21, 3.55g","7/22, 3.5g","8/7, 3.8g","8/18, 3.8g",,,,,,,,,,,,
3100-42514,7/15/2009,MCGC,BTLH,F,AHY,2011,"7/20, 4.0g","8/7, 3.6g",,,,,,,,,,,,,,,,New: L59564
3100-42530,7/17/2009,MCGC,BTLH,F,AHY,2011,"5/17, 3.6g","5/25, 4.2g E8","5/28, 3.9g E6 at CC3","7/25, 3.5g",,,,,,,,,,,,,,
3100-42531,7/17/2009,MCGC,BTLH,F,AHY,2011,"6/23, 3.7g E6-","7/10, 3.6g","7/22, 3.55g",,,,,,,,,,,,,,,
3100-42534,7/18/2009,MCGC,BTLH,F,AHY,2011,"5/27, 3.6g E6-","6/16, 3.7g","7/15, 3.9g",,,,,,,,,,,,,,,
3100-42546,7/18/2009,MCGC,BTLH,F,AHY,2011,"7/16, nw",,,,,,,,,,,,,,,,,"band removed, sw and debris"
3100-42550,7/19/2009,KV1,BTLH,F,AHY,2011,"6/22, 3.79g",,,,,,,,,,,,,,,,,
3100-42601,8/17/2009,HOLZ,BTLH,F,AHY,2011,"8/17, 3.42g","8/31, 3.3g","9/8, 3.3g 2X","9/11, nw",,,,,,,,,,,,,,
3100-42623,8/24/2009,HPK1,BTLH,F,HY,2011,"7/14, 3.45g at MP1",,,,,,,,,,,,,,,,,
3100-42625,8/24/2009,HPK1,BTLH,F,HY,2011,"5/20, 3.6g at MP1",,,,,,,,,,,,,,,,,
3100-42657,8/24/2009,MP1,BTLH,M,HY,2011,"7/14, 3.51g",,,,,,,,,,,,,,,,,
3100-42679,8/24/2009,MP1,BTLH,F,AHY,2011,"7/8, 3.53g",,,,,,,,,,,,,,,,,
3100-42685,8/16/2009,MP1,BTLH,F,AHY,2011,"7/8, 3.36g",,,,,,,,,,,,,,,,,
3100-42687,8/16/2009,MP1,BTLH,F,AHY,2011,"7/8, 4.19g E7+",,,,,,,,,,,,,,,,,
3100-42698,8/26/2009,KV1,BTLH,F,AHY,2011,"6/26, 3.29g E6","7/24, 3.05g",,,,,,,,,,,,,,,,
3100-42709,8/16/2009,MCGC,BTLH,M,HY,2011,"5/29, 3.2g","7/1, 3.0g","7/12, 3.13g",,,,,,,,,,,,,,,
3100-42712,8/15/2009,MCGC,BTLH,F,AHY ,2011,"6/16, 3.9g",,,,,,,,,,,,,,,,,
3100-42713,8/15/2009,MCGC,BTLH,F,AHY,2011,"6/23, 4.3g E7","6/27, 4.1g",,,,,,,,,,,,,,,,
3100-42730,8/15/2009,HPK1,BTLH,F,HY,2011,"6/19, 3.4g",,,,,,,,,,,,,,,,,
3100-42738,8/16/2009,MP1,BTLH,F,AHY,2011,"5/30, 3.3g",,,,,,,,,,,,,,,,,
3100-42768,8/13/2009,MP1,BTLH,F,AHY,2011,"9/2, 3.6g",,,,,,,,,,,,,,,,,
3100-42772,8/13/2009,MP1,BTLH,F,AHY,2011,"6/25, 3.43g",,,,,,,,,,,,,,,,,
3100-42792,8/12/2009,KV1,BTLH,F,AHY,2011,"7/9, 3.52g 2X",,,,,,,,,,,,,,,,,
3100-42797,8/12/2009,KV1,BTLH,F,AHY,2011,"7/24, 4.04g",,,,,,,,,,,,,,,,,
3100-42802,8/5/2009,GNMTN,BTLH,F,AHY,2011,"7/9, 4.4g E8",,,,,,,,,,,,,,,,,
3100-42806,8/5/2009,GNMTN,BTLH,F,AHY,2011,"6/26, 3.41g",,,,,,,,,,,,,,,,,
3100-42811,8/5/2009,KV1,BTLH,F,AHY,2011,"6/30, 3.7g E6-",,,,,,,,,,,,,,,,,
