Band Number,Date,Time,Site,Bander,Species,Sex,Age,Mass,Wing Chord,Culmen,r1 Length,r5 Width,r1-5 Wear,Gorget,Throat,Grooves,Comments
5000-97019,9/3/04,1405,MP1,FCE,BTLH,M,HY,3.7,49.8,17.1,30,6.x8.5,N,,VH,90%,"r3, 4.1mm white tip"
5000-97020,9/3/04,1410,MP1,FCE,BTLH,F,HY,3.6,48,18,29.2,6.x8.,N,,L,90%,"r3, 4.0 mm white tip; r1 stress bar"
5000-97021,9/3/04,1415,MP1,FCE,BTLH,F,HY,3.6,49.1,18.1,30.5,5.9x8.5,N,,L-M,90%,"r3, 4.8mm white tip; r2 v small white tip"
5000-97022,9/3/04,1430,MP1,FCE,BTLH,M,HY,3.8,48.2,18,28.8,5.8x9.0,N,1R,M,95%,"r3, 4.2mm white tip"
5000-97023,9/3/04,1457,MP1,FCE,BTLH,M,HY,3.7,4.07,16,29.3,5.9x9.,N,,H,95%,"r3, 3.6mm white tip"
5000-97024,9/3/04,1507,MP1,FCE,BTLH,F,HY,3.8,50.2,16.9,31,5.2x10,N,,L,90%,"r3, 2.9 mm white tip"
5000-97025,9/3/04,1515,MP1,FCE,BTLH,M,HY,4.2,49.3,17,29.9,5.8x8.8,N,1L,M,90%,"r3, 3mm white tip; or. pollen on crown"
5000-97026,8/29/04,1747,MCGC,FCE,RUHU,F,AHY,3.9,45,18,28.1,3.5,L,5C,L,,"r3,4 lt wear"
5000-97027,9/4/04,1000,MCGC,FCE,BTLH,F,HY,3.9,50.9,17.9,29.5,5.9x9.,N,,M,95%,"r3, 4.5 mm white tip; r2 v small white tip"
5000-97028,9/3/04,1558,MP1,FCE,BTLH,M,HY,3.5,49.7,17,29.9,5.6x8.2,N,,VH,90%,"r3, 3.0mm white tip; r3 blk smudges at base; stress bar r1 "
5000-97029,9/5/04,0825,MCGC,FCE,BTLH,M,HY,3.9,50.3,17,31,6.x9.,N,1C,M,80%,"r3, 3.0mm white tip; r4r stress bar; y. pollen on bill "
5000-97030,9/5/04,1332,MP1,TBE,BTLH,F,AHY,3.9,49.9,18,31,6.x8.,N,,,,
5000-97031,9/5/04,1337,MP1,TBE,BTLH,F,HY,3.2,47.6,17,30,5.x6.,N,,L,80%,
5000-97032,9/5/04,1350,MP1,FCE,BTLH,F,HY,4,49,17.1,30.1,5.3x9.0,N,,L,80%,"r3, 4.2 mm white tip"
5000-97033,9/5/04,1410,MP1,FCE,BTLH,M,HY,3.7,48.4,17.1,,5.8x8.5,N,,M,80%,"r3, 4.5 mm white tip; no r1 or r2, not lost in trap or in banding "
5000-97034,9/6/04,0945,MCGC,FCE,BTLH,F,HY,3.7,51.5,16.5,31.2,5.2x8.5,N,,L,90%,"r3, 5mm white tip; r2 white tip; green smudge r3 base"
5000-97035,9/6/04,1144,MP1,FCE,BTLH,F,AHY,3.9,48.1,18.2,29.9,4.8,M,1C gn,,,r3 mod wear; r4 lt wear; r5 mod wear outer web
5000-97036,9/6/04,1154,MP1,FCE,BTLH,F,HY,3.5,48.9,18,30.8,5.9x8.0,N,,,90%,"y. pollen on crown; r3, 5mm white tip; r2 sm white tip"
5000-97037,9/6/04,1235,MP1,FCE,BTLH,F,HY,3.7,49.1,17.5,30,5.5x9.,N,,L,90%,"r2 rounded; r3, 4.5 mm white tip"
5000-97038,9/7/04,1244,MP1,FCE,BTLH,M,HY,3.7,48.3,17,29.9,5.8x8.5,N,,VH,85%,"y. pollen on bill; r3, 4.2 mm white tip"
5000-97039,9/7/04,1300,MP1,FCE,BTLH,M,HY,3.7,49.3,18,29.1,6,N,1L,H,80%,"r3, 5.7 mm white tip"
5000-97040,9/7/04,1612,KV1,FCE,BTLH,M,HY,3.6,49.7,17.5,30.1,5.5x7.5,N,,H,80%,"r3, 3.5 mm white tip"
5000-97041,9/7/04,1330,MP1,FCE,RTHU,M,HY,3.2,41.5,15,23,4.x5.,N,,L-M,80%,1ST RTHU; throat stippling is in stripes
5000-97048,9/11/04,1400,MP1,TBE,BTLH,M,HY,3.5,49.7,16,28,9.x6.,N,,H,70%,"r3, 3.5 mm white tip; r4,5l lost"
5000-97049,9/11/04,1503,MP1,FCE,BTLH,F,HY,3.8,49.7,18,28.7,5.5x7.5,N,,L,85%,"r3, 4.8 mm white tip"
5000-97050,9/11/04,1526,MP1,FCE,BTLH,F,HY,3.9,48.2,17.4,28.1,5.9x10,N,,L,95%,"r3, 4.3 mm white tip; blk smudging, inside web is not visible in image; r2 white edge at tip"
5000-97051,9/11/04,1538,MP1,FCE,BTLH,M,HY,4.2,50.5,17.5,28.5,5.3x9.,N,,H,95%,"r3, 2.8 mm white tip; or. pollen, crown and base of bill"
5000-97052,9/11/04,1609,MP1,FCE,BTLH,F,AHY,3.8,50.8,18.9,30.9,5.3,L,7C,M,,
5000-97053,9/12/04,1717,MP1,TBE,BTLH,F,HY,3.8,48.8,18,29,5.5x11,N,,M,65%,
5000-97054,9/13/04,1205,MP1,FCE,BTLH,M,HY,3.6,49.7,17.2,30.3,5.5x11,N,1L ,M,90%,"r3, 4.0 mm white tip"
