Band Number,Date,Time,Site,Bander,Species,Sex,Age,Mass,Wing Chord,Culmen,r1 Length,r5 Width,r1-5 Wear,Gorget,Throat,Grooves,Comments
6000-81095,6/23/2006,0732,MCGC,FCE,BTLH,F,AHY,3.2,51.6,18.2,30.5,5.1,L,6 c,M,,"p9 very short, r5R missing"
6000-81096,6/23/2006,0743,MCGC,TBE,BTLH,F,AHY,3.6,48.8,19.2,30.0,5.5,L,,M,,E6
6000-81097,6/23/2006,0758,MCGC,FCE,BTLH,F,AHY,3.7,51.1,19.5,30.0,5.5,N,,M,,E6
6000-81098,6/23/2006,1655,MP1,TBE,BTLH,F,AHY,4.3,49.1,19.6,30.0,5.6,H,,L,,E9+
6000-81099,6/23/2006,1718,MP1,TBE,BTLH,F,AHY,3.4,48.3,19.0,31.0,6.0,M,,H,,E6
6000-81100,6/23/2006,1720,MP1,TBE,BTLH,F,AHY,4.4,48.4,18.4,29.0,6.0,H,5 c,H,,E9+
6000-81101,5/20/2006,1034,MP1,TBE,BTLH,M,AHY,3.6,48.8,17.0,31.0,5.0,,,,,"p9 short, silent flight"
6000-81102,5/20/2006,1034,MP1,TBE,BTLH,M,AHY,,,,,,,,,,"escaped, p9 short, silent flight, white tips r3-5"
6000-81103,5/21/2006,1035,MP1,FCE,BTLH,M,AHY,3.5,50.1,18.2,33.0,4.2,,,,,
6000-81104,5/21/2006,1236,MP1,FCE,BTLH,M,AHY,3.3,49.7,17.6,31.2,4.8,,,,,
6000-81105,5/24/2006,0639,MCGC,FCE,BTLH,M,AHY,3.4,49.5,17.6,30.0,5.0,,,,,r5 white inner web at tip
6000-81106,5/24/2006,1505,MCGC,FCE,BTLH,M,AHY,3.3,49.0,16.9,30.7,4.7,,,,,r3-5 faint white tips
6000-81107,5/25/2006,0943,CC3,TBE,BTLH,M,AHY,3.1,48.6,16.7,31.0,5.5,,,,,r5 white inner and outer web at tip
6000-81108,5/25/2006,0957,CC3,TBE,BTLH,M,AHY,3.2,49.2,17.8,31.0,5.0,,,,,
6000-81109,5/25/2006,1037,CC3,FCE,BTLH,M,AHY,3.2,50.1,17.8,31.0,4.5,,,,,r3-5 white tips
6000-81110,5/25/2006,1555,MP1,FCE,BTLH,M,AHY,3.4,48.6,17.8,31.0,5.0,,,,,"p9 short, white tips r4-5"
6000-81111,5/27/2006,0845,CC3,FCE,BTLH,M,AHY,3.2,48.5,17.3,30.1,4.4,,,,,"p9 short, faint wing trill, 10 pin feathers in gorget"
6000-81112,5/27/2006,0859,CC3,FCE,BTLH,M,AHY,3.1,49.3,17.6,31.0,4.8,,,,,"r4-5 sm white tips, inner web"
6000-81113,5/27/2006,0928,CC3,FCE,BTLH,M,AHY,3.4,48.2,17.5,31.0,4.8,,,,,"r3,4 white tips"
6000-81114,5/27/2006,0930,CC3,FCE,BTLH,M,AHY,3.6,46.9,17.1,29.8,4.8,,,,,
6000-81115,5/27/2006,1654,MCGC,FCE,BTLH,M,AHY,3.4,49.2,17.0,30.8,5.0,,,,,r3-5 faint white at tips
6000-81116,5/28/2006,0725,CC3,TBE,BTLH,M,AHY,3.4,49.1,17.2,30.0,4.0,,,,,
6000-81117,7/6/2006,1825,MCGC,TBE,RUHU,M,AHY,4.1,40.0,16.9,25.5,2.0,,,,,
6000-81118,5/28/2006,1255,MP1,TBE,BTLH,M,AHY,3.3,49.0,17.1,29.5,4.5,,,,,
6000-81119,5/28/2006,1308,MP1,FCE,BTLH,M,AHY,3.3,49.2,18.1,31.2,4.5,,,,,p9 short
6000-81120,5/28/2006,1400,MP1,TBE,BTLH,M,AHY,3.4,50.1,19.1,29.5,5.5,,,,,"p9 short, faint wing trill"
6000-81121,5/30/2006,0712,MCGC,FCE,BTLH,M,AHY,3.4,49.6,18.0,30.2,5.0,,,,,"r4,5 small white inner and outer web"
6000-81122,5/30/2006,0750,MCGC,FCE,BTLH,M,AHY,3.4,48.7,17.5,29.0,5.0,,,,,
6000-81123,5/30/2006,0803,MCGC,TBE,BTLH,F,AHY,3.3,51.2,18.0,30.0,5.5,,,VL,,c.p.
6000-81124,5/30/2006,1245,MP1,TBE,BTLH,M,AHY,3.2,47.4,17.4,30.0,4.0,,,,,
6000-81125,5/30/2006,1252,MP1,TBE,BTLH,M,AHY,3.3,49.7,18.4,31.0,4.5,,,,,
6000-81126,5/30/2006,1303,MP1,FCE,BTLH,M,AHY,3.5,49.2,17.9,31.0,4.5,,,,,"p9 short, silent flight, r5 white at tip"
6000-81127,5/30/2006,1335,MP1,FCE,BTLH,M,AHY,3.5,49.6,17.0,30.9,4.8,,,,,r3-5 white at tip
6000-81128,6/2/2006,1927,MCGC,FCE,BTLH,M,AHY,3.4,49.8,17.1,31.4,5.0,"L, r3",,,,"r5 white inner and outer web, r4 white inner web"
6000-81129,6/2/2006,0810,MCGC,TBE,BTLH,M,AHY,3.3,49.1,17.7,31.0,5.0,,,,,"p9 short, silent flight. r5 white dot at tip"
6000-81130,6/2/2006,0803,MCGC,FCE,BTLH,M,AHY,3.4,49.9,17.2,31.0,4.8,,,,,r5 sm. white inner web
6000-81131,6/2/2006,0847,MCGC,TBE,BTLH,M,AHY,3.1,48.2,17.3,30.5,4.9,,,,,
6000-81132,6/2/2006,0911,MCGC,FCE,BTLH,M,AHY,3.2,48.4,17.1,30.9,4.4,,,,,
6000-81133,6/2/2006,1918,MCGC,FCE,BTLH,M,AHY,3.4,50.0,17.9,31.4,4.8,,,,,r3-5 faint white at tips
6000-81134,6/2/2006,1957,MCGC,FCE,BTLH,M,AHY,3.5,49.1,17.4,30.3,4.8,,,,,
6000-81135,6/3/2006,0652,MCGC,FCE,BTLH,M,AHY,3.3,49.1,18.0,32.0,4.8,,,,,
6000-81136,6/3/2006,0842,MCGC,FCE,BTLH,M,AHY,3.2,50.0,17.9,31.0,4.5,,,,,
6000-81137,6/3/2006,0857,MCGC,FCE,BTLH,M,AHY,3.7,48.8,17.8,31.0,4.8,,,,,"r4,5 white inner/outer web at tip"
6000-81138,6/3/2006,1015,CC3,FCE,BTLH,M,AHY,3.0,49.2,16.3,30.0,5.1,,,,,
6000-81139,6/3/2006,1058,CC3,FCE,BTLH,M,AHY,3.3,49.9,16.8,30.2,4.8,,,,,
6000-81140,6/3/2006,1104,CC3,FCE,BTLH,M,AHY,3.3,49.8,16.9,30.1,4.8,,,,,
6000-81141,6/3/2006,1140,CC3,FCE,BTLH,M,AHY,3.2,50.0,17.0,31.3,4.7,,,,,r5 faint white outer web at tip
6000-81142,6/3/2006,1522,MCGC,FCE,BTLH,M,AHY,3.1,47.9,17.6,29.5,4.5,,,,,"r4,5 white tips"
6000-81143,6/3/2006,1615,MCGC,TBE,BTLH,M,AHY,3.3,48.2,,30.0,4.5,,,,,
6000-81144,6/4/2006,0727,MCGC,FCE,BTLH,M,AHY,3.8,50.1,17.6,30.1,4.2,,,,,
6000-81145,6/4/2006,0815,MCGC,FCE,BTLH,M,AHY,3.3,50.2,17.5,31.8,4.8,,,,,"short p9, no wing trill, r5 white at tip"
6000-81146,6/5/2006,0656,MCGC,FCE,BTLH,M,AHY,3.7,48.3,18.2,30.6,4.3,,,,,"r4,5 v small white area at tip"
6000-81147,6/5/2006,0745,MCGC,FCE,BTLH,M,AHY,3.4,50.0,17.5,29.5,4.5,,,,,r5 white inner web at tip
6000-81148,6/5/2006,0750,MCGC,FCE,BTLH,M,AHY,3.2,49.9,17.0,31.0,4.2,,,,,
6000-81149,6/5/2006,0811,MCGC,TBE,BTLH,M,AHY,3.5,49.0,18.5,31.0,5.0,,,,,
6000-81150,6/5/2006,0823,MCGC,FCE,BTLH,M,AHY,3.2,50.1,17.2,31.0,4.8,,,,,
6000-81151,6/4/2006,1820,MP1,TBE,BTLH,M,AHY,3.2,50.0,17.2,31.5,5.0,,,,,
6000-81152,6/5/2006,1305,MCGC,TBE,BTLH,M,AHY,3.2,49.1,16.4,28.9,5.0,,,,,
6000-81153,6/4/2006,1846,MP1,TBE,BTLH,M,AHY,3.2,50.6,17.5,29.9,5.0,,,,,"p9 short, no wing trill, r5 white inner web"
6000-81154,6/4/2006,1900,MP1,FCE,BTLH,M,AHY,3.4,48.6,17.1,31.8,4.8,,,,,"p9 short, faint wing trill, r5 white inner/outer web, new gorget feather growing in under chin"
6000-81155,6/5/2006,0839,MCGC,FCE,BTLH,M,AHY,3.8,48.9,17.5,30.1,4.5,,,,,
6000-81156,6/5/2006,0845,MCGC,FCE,BTLH,M,AHY,3.6,49.3,17.0,29.8,4.1,,,,,"p9 is 2.5 mm,p10, no wing trill"
6000-81157,6/5/2006,0858,MCGC,FCE,BTLH,M,AHY,3.3,48.9,17.2,30.0,4.5,,,,,"r4,5 white smudge on tips"
6000-81158,6/5/2006,0904,MCGC,FCE,BTLH,M,AHY,3.3,49.6,17.1,32.2,4.2,,,,,
6000-81159,6/5/2006,0908,MCGC,TBE,BTLH,M,AHY,3.3,47.9,17.3,31.0,5.2,,,,,
6000-81160,6/5/2006,0910,MCGC,TBE,BTLH,M,AHY,3.0,48.5,18.2,31.0,5.0,,,,,"p9 is 4.8 mm shorter than p10, no wing trill, r5 faint inner/outer web"
6000-81161,6/5/2006,1710,MCGC,FCE,BTLH,M,AHY,3.2,49.6,18.0,30.5,4.6,,,,,"r4,5 white tips"
6000-81162,6/6/2006,0825,CC3,TBE,BTLH,M,AHY,3.2,50.0,16.1,29.5,5.0,,,,,
6000-81163,6/6/2006,0848,CC3,TBE,BTLH,M,AHY,3.3,50.0,18.5,30.2,4.8,,,,,"r4,5 white at tip"
6000-81164,6/6/2006,0853,CC3,FCE,BTLH,M,AHY,3.3,48.8,17.5,30.3,4.6,,,,,
6000-81165,6/6/2006,0906,CC3,FCE,BTLH,M,AHY,3.3,50.1,17.8,30.2,4.2,,,,,"r4,5 white at tip"
6000-81166,6/6/2006,0912,CC3,FCE,BTLH,M,AHY,3.2,49.2,16.2,31.2,4.8,,,,,
6000-81167,6/6/2006,0918,CC3,FCE,BTLH,M,AHY,3.3,48.8,16.3,29.2,4.5,,,,,
6000-81168,6/6/2006,1600,MCGC,FCE,BTLH,M,AHY,3.4,49.2,18.2,31.2,4.6,,,,,r5 white inner web near tip
6000-81169,6/6/2006,1755,MCGC,FCE,BTLH,M,AHY,3.4,49.1,16.9,30.8,4.6,,,,,
6000-81170,6/6/2006,1620,MCGC,TBE,BTLH,M,AHY,3.5,47.4,17.8,30.2,4.8,,,,,
6000-81171,6/7/2006,0702,MCGC,FCE,BTLH,M,AHY,3.3,50.0,18.0,28.2,4.5,,,,,"p9 is 2.1 mm<p10, wing trill OK, r5 white inner/outer web at tip"
6000-81172,6/7/2006,0727,MCGC,FCE,BTLH,M,AHY,3.2,49.6,17.5,30.0,5.1,,,,,
6000-81173,6/7/2006,0730,MCGC,FCE,BTLH,M,AHY,3.3,48.4,17.0,30.5,4.6,,,,,r5 white at tip
6000-81174,6/7/2006,0742,MCGC,TBE,BTLH,M,AHY,3.3,48.2,17.0,30.0,4.8,,,,,
6000-81175,6/7/2006,0800,MCGC,TBE,BTLH,M,AHY,3.3,50.9,17.1,29.5,4.5,,,,,
6000-81176,6/7/2006,1016,MP1,TBE,BTLH,M,AHY,3.5,50.3,17.3,31.0,4.5,,,,,
6000-81177,6/7/2006,1025,MP1,TBE,BTLH,M,AHY,3.4,49.2,18.4,32.0,4.5,,,,,
6000-81178,6/7/2006,1045,MP1,TBE,BTLH,M,AHY,3.0,49.0,18.0,31.0,4.5,,,,,
6000-81179,6/7/2006,1059,MP1,TBE,BTLH,M,AHY,3.1,48.0,18.1,30.0,5.0,,,,,
6000-81181,6/7/2006,1156,MP1,TBE,BTLH,M,AHY,3.5,49.0,17.8,32.0,4.0,,,,,
6000-81182,6/7/2006,1335,MP1,TBE,BTLH,M,AHY,3.2,49.6,17.4,32.0,4.5,,,,,
6000-81183,6/7/2006,1356,MP1,FCE,BTLH,M,AHY,3.3,49.6,16.8,31.5,5.2,,,,,
6000-81184,6/7/2006,1402,MP1,FCE,BTLH,M,AHY,3.3,49.5,17.1,31.0,4.2,,,,,
6000-81185,6/8/2006,0701,MCGC,FCE,BTLH,M,AHY,3.7,49.7,18.4,29.6,4.7,,,,,
6000-81186,6/8/2006,0709,MCGC,FCE,BTLH,M,AHY,3.2,48.8,16.2,30.0,4.5,,,,,r3-5 faint white edges at tip
6000-81187,6/8/2006,0717,MCGC,FCE,BTLH,M,AHY,3.4,48.1,16.4,29.8,4.8,,,,,"r5 small white inner/outer web at tip, one pin feather on crown"
6000-81188,6/8/2006,0717,MCGC,FCE,BTLH,M,AHY,3.4,47.9,17.9,29.9,4.8,,,,,"r5 small white inner/outer web at tip, sm white inner web r4 at tip"
6000-81189,6/8/2006,0726,MCGC,FCE,BTLH,M,AHY,3.4,49.2,17.2,29.8,4.5,,,,,"r4,5 white tips"
6000-81190,6/8/2006,0742,MCGC,FCE,BTLH,M,AHY,3.1,49.2,18.1,31.1,4.6,,,,,
6000-81191,6/8/2006,0800,MCGC,FCE,BTLH,M,AHY,3.4,49.8,17.0,31.2,4.8,,,,,r5 white inner web
6000-81192,6/8/2006,0805,MCGC,FCE,BTLH,M,AHY,3.7,49.6,17.5,31.5,4.5,,,,,"p9 is 6mm<p10, no wing trill, 6+ pin feathers under chin"
6000-81193,6/9/2006,1208,MP1,FCE,BTLH,M,AHY,3.5,49.8,17.2,30.5,4.8,,,,,
6000-81194,6/9/2006,1208,MP1,FCE,BTLH,M,AHY,3.2,49.9,17.1,31.9,5.0,,,,,r4 white inner/outer web at tip
6000-81195,6/9/2006,1325,MP1,FCE,BTLH,M,AHY,3.3,49.9,19.0,31.2,4.5,,,,,r5 white inner/outer web
6000-81196,6/12/2006,1412,MP1,TBE,BTLH,M,AHY,3.2,51.3,17.1,30.5,5.0,,,,,
6000-81197,6/12/2006,1515,MP1,TBE,BTLH,M,AHY,3.3,49.1,17.0,32.0,5.0,,,,,
6000-81198,6/12/2006,1517,MP1,TBE,BTLH,M,AHY,3.2,48.3,17.2,30.0,4.5,,,,,"r4,5 white tips"
6000-81199,6/12/2006,1547,MP1,TBE,BTLH,M,AHY,3.3,48.5,17.5,34.0,5.0,,,,,red-colored urine
6000-81200,6/12/2006,1555,MP1,TBE,BTLH,M,AHY,3.3,49.0,18.0,28.5,4.5,,,,,
9000-11801,6/23/2006,1730,MP1,FCE,BTLH,F,AHY,3.3,48.8,19.8,28.2,5.5,N,,M,,E6
9000-11802,6/23/2006,1804,MP1,TBE,BTLH,F,AHY,3.2,48.6,19.2,28.5,5.5,N,,M,,E6
9000-11803,6/23/2006,1812,MP1,FCE,BTLH,F,AHY,4.4,48.7,18.0,29.5,5.1,"M, r4L",,,,E9+
9000-11804,6/23/2006,1843,MP1,TBE,BTLH,F,AHY,3.6,50.1,19.0,30.0,5.0,N,,L,,c.p.
9000-11805,6/23/2006,1854,MP1,TBE,BTLH,F,AHY,4.1,50.4,19.1,30.0,5.3,N,,L,,c.p.
9000-11806,6/24/2006,0950,HOLZ,FCE,BTLH,F,AHY,3.7,49.4,18.8,29.0,5.2,M,,M,,"r1s old, or. pollen on bill, c.p. squeaker"
9000-11807,6/24/2006,1007,HOLZ,FCE,BTLH,F,AHY,5.1,50.4,19.2,29.8,5.5,N,3 c,M,,E9+
9000-11808,6/24/2006,1018,HOLZ,FCE,BTLH,F,AHY,3.9,50.2,19.0,30.0,5.4,L,2 c,L,,E8
9000-11809,6/24/2006,1041,HOLZ,FCE,BTLH,F,AHY,4.2,51.6,18.5,31.0,5.2,N,5 c,L-M,,"E8, new rectrices"
9000-11810,6/24/2006,1138,KV1,TBE,BTLH,F,AHY,3.8,,,,,,,,,escaped
9000-11811,6/13/2006,1437,MCGC,TBE,BTLH,M,AHY,3.3,47.6,15.6,31.0,,,,,,
9000-11812,6/13/2006,1448,MCGC,FCE,BTLH,M,AHY,3.2,50.3,17.7,30.5,4.8,,,,,
9000-11813,6/13/2006,1505,MCGC,FCE,BTLH,M,AHY,3.3,48.9,17.1,30.3,4.5,,,,,r3-5 white at tips
9000-11814,6/13/2006,1703,MP1,TBE,BTLH,M,AHY,3.5,48.5,18.0,31.0,4.0,,,,,
9000-11815,6/13/2006,1729,MP1,TBE,BTLH,M,AHY,3.5,48.6,18.2,29.0,4.5,,,,,
9000-11816,6/13/2006,1800,MP1,TBE,BTLH,M,AHY,3.2,47.9,18.3,29.0,4.8,,,,,
9000-11817,6/13/2006,1835,MP1,TBE,BTLH,M,AHY,3.6,49.2,18.3,31.0,4.5,,,,,
9000-11818,6/13/2006,1858,MP1,TBE,BTLH,M,AHY,3.0,48.3,17.9,31.0,4.6,,,,,6 rufous/bronze gorget feathers
9000-11819,6/14/2006,0640,MCGC,FCE,BTLH,M,AHY,3.4,48.2,17.2,29.1,4.7,,,,,"r4,5 very faint inner/outer web"
9000-11820,6/14/2006,0700,MCGC,FCE,BTLH,M,AHY,3.0,48.5,17.3,29.2,4.9,,,,,r5 white inner/outer web
9000-11821,6/14/2006,0715,MCGC,FCE,BTLH,M,AHY,3.3,49.3,16.0,29.1,4.6,,,,,
9000-11822,6/15/2006,1812,MCGC,FCE,BTLH,M,AHY,3.3,48.4,17.0,31.1,5.0,,,,,r5R white inner/outer web only
9000-11823,6/15/2006,1859,MCGC,FCE,BTLH,M,AHY,3.5,50.5,17.9,31.2,5.5,,,,,"r4,5 white at tip"
9000-11824,6/15/2006,1928,MCGC,FCE,BTLH,M,AHY,3.5,48.0,18.1,31.3,4.7,,,,,"r4,5 white at tip"
9000-11825,6/16/2006,1732,MCGC,FCE,BTLH,M,AHY,3.6,48.2,17.6,30.0,4.5,,,,,r5 very small white inner web at tip
9000-11826,6/17/2006,1103,HOLZ,FCE,BTLH,M,AHY,3.5,47.6,18.1,30.2,4.9,,,,,"r4,5 white at tip"
9000-11827,6/17/2006,1234,GNMTN,FCE,BTLH,M,AHY,3.2,49.7,17.5,30.2,5.0,,,,,"r4,5 white at tip"
9000-11828,6/17/2006,1258,GNMTN,FCE,BTLH,M,AHY,3.1,49.5,17.6,30.2,5.0,,,,,"r4,5 white at tip"
9000-11829,6/17/2006,1318,GNMTN,FCE,BTLH,M,AHY,3.5,50.2,18.0,30.0,4.5,,,,,
9000-11830,6/17/2006,1354,GNMTN,TBE,BTLH,M,AHY,3.1,48.7,18.0,28.5,4.5,,,,,
9000-11831,6/17/2006,1512,KV1,TBE,BTLH,M,AHY,3.3,49.1,17.7,31.0,5.0,,,,,
9000-11832,6/17/2006,1925,HPE,FCE,BTLH,M,AHY,3.5,50.8,17.0,31.5,4.5,,,,,"r5 white inner web, orange pollen on bill"
9000-11833,6/18/2006,0717,MCGC,FCE,BTLH,M,AHY,3.3,48.0,17.5,30.8,4.5,,,,,"r4,5 white inner/outer web (large) at tip"
9000-11834,6/18/2006,0750,MCGC,TBE,BTLH,M,AHY,3.0,47.9,17.9,30.0,4.5,,,,,
9000-11835,6/18/2006,0759,MCGC,TBE,BTLH,M,AHY,3.5,49.9,17.8,31.0,5.0,,,,,
9000-11836,6/18/2006,1530,MCGC,FCE,BTLH,M,AHY,3.3,49.9,17.8,30.2,4.8,,,,,r5 white inner/outer web at tip
9000-11837,6/21/2006,1931,MCGC,FCE,BTLH,M,AHY,3.5,49.7,18.0,30.2,4.5,,,,,r5 white inner web at tip
9000-11838,6/22/2006,1524,MCGC,FCE,BTLH,M,AHY,3.4,51.2,18.0,30.4,5.0,,,,,sm white inner/outer web at tip r5
9000-11839,6/22/2006,1558,MCGC,FCE,BTLH,M,AHY,3.2,49.5,17.1,30.2,4.8,,,,,r4 faint white at tip
9000-11840,6/22/2006,1610,MCGC,FCE,BTLH,M,AHY,3.5,49.2,17.3,30.0,4.5,,,,,
9000-11841,6/22/2006,1641,MCGC,FCE,BTLH,M,AHY,3.6,48.6,17.8,31.2,5.0,,,,,"p9 is 8mm<p10, both growing in, no wing trill"
9000-11842,6/23/2006,0805,MCGC,FCE,BTLH,M,AHY,3.4,49.4,18.1,31.0,4.6,,,,,
9000-11843,6/23/2006,0815,MCGC,FCE,BTLH,M,AHY,3.3,48.3,17.5,31.2,4.8,"M, r3-5",,,,"r4,5 extensive white area (7mm) at tips"
9000-11844,6/23/2006,1645,MP1,TBE,BTLH,M,AHY,3.4,48.7,17.4,31.0,4.5,,,,,r3-5 white tips
9000-11845,6/23/2006,1700,MP1,TBE,BTLH,M,AHY,3.2,49.0,18.1,31.0,4.8,,,,,
9000-11846,6/23/2006,1709,MP1,TBE,BTLH,M,AHY,3.4,48.8,18.0,31.0,5.0,,,,,"p9 is 9mm shorter than p10, r5 outer web white at tip, 10 pin feathers in gorget "
9000-11847,6/23/2006,1720,MP1,TBE,BTLH,M,AHY,3.2,50.8,18.2,31.8,5.2,,,,,
9000-11848,6/23/2006,1730,MP1,TBE,BTLH,M,AHY,3.2,48.2,17.5,33.0,4.5,,,,,
9000-11849,6/23/2006,1746,MP1,TBE,BTLH,M,AHY,3.2,49.5,17.7,32.0,4.5,,,,,lost r1
9000-11850,6/23/2006,1753,MP1,TBE,BTLH,M,AHY,3.2,48.5,17.0,31.0,4.5,,,,,
9000-11851,6/23/2006,1800,MP1,TBE,BTLH,M,AHY,3.5,,,31.0,5.0,,,,,
9000-11853,6/23/2006,1816,MP1,FCE,BTLH,M,AHY,3.2,49.1,17.1,31.8,4.5,,,,,"r5 rufous inner web, band shortened"
9000-11854,6/25/2006,1250,MCGC,FCE,BTLH,M,AHY,3.4,49.9,17.0,30.2,4.7,,,,,r5 white inner web at tip
9000-11855,6/25/2006,1324,MCGC,FCE,BTLH,M,AHY,3.3,48.5,17.9,30.5,4.9,,,,,"r5 faint white inner web, old injury 3mm long at base of bill"
9000-11856,6/25/2006,1435,MCGC,FCE,BTLH,M,AHY,3.5,48.9,17.0,31.2,5.2,,,,,"r4,5 white inner/outer web at tip"
9000-11857,6/25/2006,1500,MCGC,FCE,BTLH,M,AHY,3.4,49.6,17.5,30.0,4.6,,,,,"r5R white inner web, r5L white inner and outer web at tip"
9000-11858,6/25/2006,1517,MCGC,FCE,BTLH,M,AHY,3.3,50.2,17.3,31.6,4.0,,,,,
9000-11859,6/26/2006,0918,MCGC,FCE,BTLH,M,AHY,3.2,49.5,18.2,30.0,5.0,,,,,
9000-11860,6/26/2006,0958,MCGC,FCE,BTLH,M,AHY,3.2,48.3,17.0,31.1,4.7,,,,,small legs
9000-11861,6/26/2006,1011,MCGC,FCE,BTLH,M,AHY,3.1,48.2,16.9,30.0,4.6,,,,,
9000-11862,6/30/2006,1141,HOLZ,TBE,BTLH,M,AHY,3.2,49.6,18.0,31.0,5.0,,,,,
9000-11863,6/30/2006,1630,GNMTN,TBE,BTLH,M,AHY,3.3,49.4,16.7,30.0,4.0,,,,,
9000-11864,6/30/2006,1647,GNMTN,FCE,BTLH,M,AHY,3.3,49.0,18.0,31.5,4.5,,,,,"r3-5 white tips, r5 white outer web at tip"
9000-11865,6/30/2006,1700,GNMTN,FCE,BTLH,M,AHY,3.2,50.5,17.0,31.0,4.6,,,,,r5 white inner and outer web at tip
9000-11866,7/4/2006,1728,MCGC,FCE,BTLH,M,AHY,3.4,48.8,18.1,29.9,5.0,,,,,"r4,5 white inner and outer web at tip"
9000-11867,7/4/2006,1800,MCGC,TBE,RUHU,F,AHY,3.6,44.5,16.9,27.0,3.5,H,20 c,,,
9000-11868,7/4/2006,1930,MCGC,TBE,RUHU,F,AHY,3.5,44.0,17.2,26.6,3.2,,15 c,L-M,,
9000-11869,7/5/2006,0810,MCGC,FCE,RUHU,F,AHY,3.9,44.9,17.2,27.5,3.5,N,10 lg c ,,,
9000-11870,7/6/2006,0952,MCGC,FCE,BTLH,M,AHY,3.3,49.3,17.5,30.0,4.8,,,,,r5 white inner/outer web at tip
9000-11871,7/6/2006,1310,MP1,FCE,BTLH,M,AHY,3.4,48.8,17.0,33.0,5.0,,,,,r5 sm white inner/outer web at tip
9000-11872,7/6/2006,1352,MP1,FCE,BTLH,M,AHY,3.2,48.7,17.0,30.2,4.6,,,,,
9000-11873,7/6/2006,1410,MP1,FCE,BTLH,M,AHY,3.4,49.5,18.3,31.6,5.0,,,,,
9000-11874,7/6/2006,1410,MP1,FCE,BTLH,M,AHY,3.7,49.5,18.1,31.0,4.1,,,,,gorget feathers faded in center
9000-11875,7/6/2006,1437,MP1,FCE,BTLH,M,AHY,2.9,49.2,17.0,32.0,5.4,,,,,
9000-11876,7/6/2006,1437,MP1,FCE,BTLH,M,AHY,3.5,49.8,17.9,31.0,4.9,,,,,r5 extremely faint white outer edge at tip
9000-11877,7/6/2006,1452,MP1,FCE,BTLH,M,AHY,3.2,49.3,17.1,30.2,4.5,,,,,
9000-11878,7/6/2006,1500,MP1,FCE,BTLH,M,AHY,3.1,50.6,17.1,32.1,4.6,,,,,
9000-11879,7/6/2006,1750,MCGC,TBE,RUHU,F,AHY,4.1,43.9,16.7,28.0,3.5,N,14,L,,
9000-11880,7/7/2006,0924,MCGC,TBE,RUHU,F,AHY,3.4,45.2,17.5,27.0,3.5,N,26,L,,
9000-11881,7/7/2006,0940,MCGC,FCE,BTLH,M,AHY,3.5,50.0,17.0,31.3,4.7,,,,,
9000-11882,7/7/2006,1005,MCGC,TBE,RUHU,F,AHY,3.4,43.0,16.8,27.5,3.0,N,18,L,,
9000-11883,7/7/2006,1028,MCGC,FCE,BTLH,M,AHY,3.1,48.4,17.0,30.7,4.5,,,,,
9000-11884,7/7/2006,1812,MCGC,TBE,RUHU,F,AHY,3.4,45.2,16.5,27.0,3.0,N,20,L,,
9000-11885,7/7/2006,1812,MCGC,TBE,RUHU,F,AHY,3.7,43.8,16.5,27.0,3.0,N,10,L,,
9000-11886,7/8/2006,1105,MCGC,TBE,BTLH,M,AHY,3.7,48.1,18.8,31.5,4.0,,,,,
9000-11887,7/12/2006,1025,MP1,FCE,BTLH,M,AHY,3.1,50.3,16.8,29.5,4.6,,,,,former band N22231 replaced as it did not close correctly. Banded at YMCA by S. Rashid 8/3/2003 as AHY male
9000-11888,7/12/2006,1151,MP1,TBE,BTLH,M,AHY,3.2,47.6,18.0,30.0,4.5,,,,,
9000-11889,7/12/2006,1110,MP1,TBE,BTLH,M,AHY,3.5,49.6,16.9,31.0,4.0,H,,,,
9000-11890,7/12/2006,1150,MP1,FCE,BTLH,M,AHY,3.1,49.6,17.9,32.0,4.7,,,,,r5 iner web small white area
9000-11891,7/12/2006,1158,MP1,FCE,BTLH,M,AHY,3.4,49.2,18.0,31.8,4.3,,,,,"r5 white inner/outer web at tip, r4 white inner web at tip"
9000-11892,7/12/2006,1535,MCGC,FCE,RUHU,F,AHY,3.4,42.8,18.0,27.0,3.2,"M, r3-5L",12 c,L,,
9000-11893,7/13/2006,0800,MCGC,FCE,RUHU,F,AHY,3.5,44.7,18.2,27.3,3.6,,12 c,,,
9000-11894,7/13/2006,0922,MCGC,TBE,RUHU,F,AHY,3.4,44.2,17.0,28.0,3.5,,,,,
9000-11895,7/13/2006,1055,MCGC,FCE,RUHU,F,AHY,3.7,44.7,18.1,27.8,3.5,"M, r3-5",10 c,L,,
9000-11896,7/13/2006,1905,MCGC,FCE,RUHU,F,AHY,3.6,44.5,17.0,29.0,3.5,L,14 c,L,,
9000-11897,7/14/2006,1125,HOLZ,TBE,BTLH,M,AHY,3.4,50.5,18.2,30.0,4.5,,,,,
9000-11898,7/14/2006,1400,GNMTN,FCE,BTLH,M,AHY,3.6,49.1,17.2,30.2,5.0,,,,,
9000-11899,7/14/2006,1625,KV1,FCE,BTLH,M,HY,3.8,48.3,15.3,29.0,6.0,,,VH,,
9000-11900,7/15/2006,1640,MP1,TBE,BTLH,M,AHY,3.4,47.5,17.7,29.5,5.0,,,,,"r4,5 white spot at tip"
