"band","band_status","year","sex","recap_num","obsdate","site","band_year","band_age","band_site","breeding","month","day","location"
"3100-41580","1",2009,"M","r00",2009-05-14,"MP1",2009,"AHY","MP1",NA,5,14,"east"
"3100-41581","1",2009,"M","r00",2009-05-14,"MCGC",2009,"AHY","MCGC",NA,5,14,"east"
"3100-41581","R",2009,"M","r01",2009-05-15,"MCGC",2009,"AHY","MCGC",NA,5,15,"east"
"3100-41582","1",2009,"M","r00",2009-05-14,"MCGC",2009,"AHY","MCGC",NA,5,14,"east"
"3100-41582","R",2010,"M","r01",2010-06-10,"MCGC",2009,"AHY","MCGC",NA,6,10,"east"
"3100-41583","1",2009,"M","r00",2009-05-14,"MCGC",2009,"AHY","MCGC",NA,5,14,"east"
"3100-41583","R",2009,"M","r01",2009-05-14,"MCGC",2009,"AHY","MCGC",NA,5,14,"east"
"3100-41583","R",2009,"M","r02",2009-05-17,"MCGC",2009,"AHY","MCGC",NA,5,17,"east"
"3100-41584","1",2009,"M","r00",2009-05-14,"MCGC",2009,"AHY","MCGC",NA,5,14,"east"
"3100-41584","R",2009,"M","r01",2009-05-14,"MCGC",2009,"AHY","MCGC",NA,5,14,"east"
"3100-41584","R",2010,"M","r01",2010-05-16,"MCGC",2009,"AHY","MCGC",NA,5,16,"east"
"3100-41584","R",2010,"M","r02",2010-05-17,"MCGC",2009,"AHY","MCGC",NA,5,17,"east"
"3100-41584","R",2010,"M","r03",2010-05-21,"MCGC",2009,"AHY","MCGC",NA,5,21,"east"
"3100-41584","R",2010,"M","r04",2010-05-23,"MCGC",2009,"AHY","MCGC",NA,5,23,"east"
"3100-41584","R",2010,"M","r05",2010-06-17,"MCGC",2009,"AHY","MCGC",NA,6,17,"east"
"3100-41585","1",2009,"M","r00",2009-05-14,"MCGC",2009,"AHY","MCGC",NA,5,14,"east"
"3100-41585","R",2009,"M","r01",2009-05-17,"MCGC",2009,"AHY","MCGC",NA,5,17,"east"
"3100-41585","R",2009,"M","r02",2009-06-26,"MCGC",2009,"AHY","MCGC",NA,6,26,"east"
"3100-41586","1",2009,"M","r00",2009-05-15,"MCGC",2009,"AHY","MCGC",NA,5,15,"east"
"3100-41586","R",2009,"M","r01",2009-05-15,"MCGC",2009,"AHY","MCGC",NA,5,15,"east"
"3100-41586","R",2009,"M","r02",2009-05-17,"MCGC",2009,"AHY","MCGC",NA,5,17,"east"
"3100-41587","1",2009,"M","r00",2009-05-15,"MCGC",2009,"AHY","MCGC",NA,5,15,"east"
"3100-41587","R",2009,"M","r01",2009-05-15,"MCGC",2009,"AHY","MCGC",NA,5,15,"east"
"3100-41587","R",2009,"M","r02",2009-06-16,"MCGC",2009,"AHY","MCGC",NA,6,16,"east"
"3100-41588","1",2009,"M","r00",2009-05-15,"MCGC",2009,"AHY","MCGC",NA,5,15,"east"
"3100-41588","R",2009,"M","r01",2009-07-09,"MCGC",2009,"AHY","MCGC",NA,7,9,"east"
"3100-41588","R",2010,"M","r01",2010-05-18,"MCGC",2009,"AHY","MCGC",NA,5,18,"east"
"3100-41588","R",2010,"M","r02",2010-05-21,"MCGC",2009,"AHY","MCGC",NA,5,21,"east"
"3100-41588","R",2010,"M","r03",2010-06-18,"MCGC",2009,"AHY","MCGC",NA,6,18,"east"
"3100-41588","R",2011,"M","r01",2011-06-13,"MCGC",2009,"AHY","MCGC",NA,6,13,"east"
"3100-41589","1",2009,"M","r00",2009-05-15,"MCGC",2009,"AHY","MCGC",NA,5,15,"east"
"3100-41589","R",2009,"M","r01",2009-07-10,"MCGC",2009,"AHY","MCGC",NA,7,10,"east"
"3100-41590","1",2009,"M","r00",2009-05-15,"MCGC",2009,"AHY","MCGC",NA,5,15,"east"
"3100-41590","R",2010,"M","r01",2010-05-17,"MCGC",2009,"AHY","MCGC",NA,5,17,"east"
"3100-41591","1",2005,"F","r00",2005-07-31,"MCGC",2005,"AHY","MCGC",NA,7,31,"east"
"3100-41591","R",2005,"F","r01",2005-08-01,"MCGC",2005,"AHY","MCGC",NA,8,1,"east"
"3100-41591","R",2005,"F","r02",2005-08-17,"MCGC",2005,"AHY","MCGC",NA,8,17,"east"
"3100-41591","R",2006,"F","r01",2006-07-18,"MCGC",2005,"AHY","MCGC",NA,7,18,"east"
"3100-41591","R",2007,"F","r01",2007-06-08,"MCGC",2005,"AHY","MCGC",NA,6,8,"east"
"3100-41591","R",2007,"F","r02",2007-06-09,"MCGC",2005,"AHY","MCGC",NA,6,9,"east"
"3100-41591","R",2007,"F","r03",2007-06-12,"MCGC",2005,"AHY","MCGC",NA,6,12,"east"
"3100-41591","R",2007,"F","r05",2007-07-02,"MCGC",2005,"AHY","MCGC",NA,7,2,"east"
"3100-41591","R",2009,"F","r01",2009-05-11,"MCGC",2005,"AHY","MCGC",NA,5,11,"east"
"3100-41591","R",2009,"F","r01",2009-05-11,"MCGC",2005,"AHY","MCGC",NA,5,11,"east"
"3100-41592","1",2009,"F","r00",2009-05-14,"MCGC",2009,"AHY","MCGC",NA,5,14,"east"
"3100-41592","R",2009,"F","r01",2009-05-15,"MCGC",2009,"AHY","MCGC",NA,5,15,"east"
"3100-41592","R",2009,"F","r02",2009-06-09,"MCGC",2009,"AHY","MCGC",NA,6,9,"east"
"3100-41592","R",2009,"F","r03",2009-06-13,"MCGC",2009,"AHY","MCGC",NA,6,13,"east"
"3100-41593","1",2009,"F","r00",2009-05-14,"MP1",2009,"AHY","MP1",NA,5,14,"east"
"3100-41593","R",2009,"F","r01",2009-06-10,"HPK1",2009,"AHY","MP1",NA,6,10,"east"
"3100-41594","1",2009,"F","r00",2009-05-14,"MP1",2009,"AHY","MP1","E7",5,14,"east"
"3100-41595","1",2005,"F","r00",2005-06-04,"MP1",2005,"AHY","MP1",NA,6,4,"east"
"3100-41595","R",2005,"F","r01",2005-06-05,"MP1",2005,"AHY","MP1",NA,6,5,"east"
"3100-41595","R",2009,"F","r01",2009-05-14,"MP1",2005,"AHY","MP1",NA,5,14,"east"
"3100-41595","R",2009,"F","r01",2009-05-14,"MP1",2005,"AHY","MP1",NA,5,14,"east"
"3100-41596","1",2009,"F","r00",2009-05-14,"MP1",2009,"AHY","MP1",NA,5,14,"east"
"3100-41597","1",2009,"F","r00",2009-05-14,"MP1",2009,"AHY","MP1","E6",5,14,"east"
"3100-41598","1",2009,"F","r00",2009-05-14,"MP1",2009,"AHY","MP1",NA,5,14,"east"
"3100-41599","1",2009,"F","r00",2009-05-14,"MP1",2009,"AHY","MP1",NA,5,14,"east"
"3100-41599","R",2011,"F","r01",2011-07-05,"MP1",2009,"AHY","MP1",NA,7,5,"east"
"3100-41600","1",2009,"F","r00",2009-05-14,"MCGC",2009,"AHY","MCGC","E6",5,14,"east"
"3100-41601","1",2009,"F","r00",2009-05-15,"MCGC",2009,"AHY","MCGC",NA,5,15,"east"
"3100-41601","R",2009,"F","r01",2009-05-17,"MCGC",2009,"AHY","MCGC","E6",5,17,"east"
"3100-41601","R",2009,"F","r02",2009-06-07,"MCGC",2009,"AHY","MCGC",NA,6,7,"east"
"3100-41602","1",2009,"M","r00",2009-05-16,"MP1",2009,"AHY","MP1",NA,5,16,"east"
"3100-41602","R",2009,"M","r01",2009-06-04,"MP1",2009,"AHY","MP1",NA,6,4,"east"
"3100-41603","1",2009,"M","r00",2009-05-16,"MP1",2009,"AHY","MP1",NA,5,16,"east"
"3100-41604","1",2009,"F","r00",2009-05-16,"MP1",2009,"AHY","MP1",NA,5,16,"east"
"3100-41605","1",2009,"M","r00",2009-05-16,"MP1",2009,"AHY","MP1",NA,5,16,"east"
"3100-41606","1",2009,"M","r00",2009-05-16,"MP1",2009,"AHY","MP1",NA,5,16,"east"
"3100-41607","1",2009,"F","r00",2009-05-16,"MP1",2009,"AHY","MP1",NA,5,16,"east"
"3100-41608","1",2009,"F","r00",2009-05-16,"MP1",2009,"AHY","MP1","E6",5,16,"east"
"3100-41609","1",2009,"F","r00",2009-05-16,"MP1",2009,"AHY","MP1",NA,5,16,"east"
"3100-41610","1",2009,"F","r00",2009-05-16,"MP1",2009,"AHY","MP1","E6",5,16,"east"
"3100-41610","R",2009,"F","r01",2009-07-23,"MP1",2009,"AHY","MP1",NA,7,23,"east"
"3100-41611","1",2009,"F","r00",2009-05-16,"MP1",2009,"AHY","MP1","E6",5,16,"east"
"3100-41611","R",2010,"F","r01",2010-07-06,"MP1",2009,"AHY","MP1",NA,7,6,"east"
"3100-41611","R",2012,"F","r01",2012-06-01,"MP1",2009,"AHY","MP1",NA,6,1,"east"
"3100-41612","1",2009,"F","r00",2009-05-16,"MP1",2009,"AHY","MP1","E7",5,16,"east"
"3100-41613","1",2009,"F","r00",2009-05-16,"MP1",2009,"AHY","MP1","E6",5,16,"east"
"3100-41613","R",2012,"F","r01",2012-08-15,"MP1",2009,"AHY","MP1",NA,8,15,"east"
"3100-41614","1",2009,"F","r00",2009-05-16,"MP1",2009,"AHY","MP1",NA,5,16,"east"
"3100-41615","1",2009,"M","r00",2009-05-16,"MP1",2009,"AHY","MP1",NA,5,16,"east"
"3100-41616","1",2009,"M","r00",2009-05-16,"MP1",2009,"AHY","MP1",NA,5,16,"east"
"3100-41617","1",2009,"F","r00",2009-05-16,"MP1",2009,"AHY","MP1",NA,5,16,"east"
"3100-41618","1",2009,"F","r00",2009-05-16,"HPK1",2009,"AHY","HPK1","E7",5,16,"east"
"3100-41618","R",2009,"F","r01",2009-05-21,"MP1",2009,"AHY","HPK1",NA,5,21,"east"
"3100-41619","1",2009,"F","r00",2009-05-16,"HPK1",2009,"AHY","HPK1",NA,5,16,"east"
"3100-41619","R",2012,"F","r01",2012-07-14,"HPK1",2009,"AHY","HPK1",NA,7,14,"east"
"3100-41620","1",2009,"M","r00",2009-05-16,"HPK1",2009,"AHY","HPK1",NA,5,16,"east"
"3100-41621","1",2009,"M","r00",2009-05-16,"HPK1",2009,"AHY","HPK1",NA,5,16,"east"
"3100-41622","1",2009,"F","r00",2009-05-16,"HPK1",2009,"AHY","HPK1","E6",5,16,"east"
"3100-41622","R",2009,"F","r01",2009-05-22,"HPK1",2009,"AHY","HPK1",NA,5,22,"east"
"3100-41623","1",2009,"M","r00",2009-05-09,"MCGC",2009,"AHY","MCGC",NA,5,9,"east"
"3100-41623","R",2009,"M","r01",2009-05-09,"MCGC",2009,"AHY","MCGC",NA,5,9,"east"
"3100-41623","R",2009,"M","r02",2009-05-14,"MCGC",2009,"AHY","MCGC",NA,5,14,"east"
"3100-41623","R",2009,"M","r03",2009-05-15,"MCGC",2009,"AHY","MCGC",NA,5,15,"east"
"3100-41623","R",2010,"M","r01",2010-05-16,"MCGC",2009,"AHY","MCGC",NA,5,16,"east"
"3100-41623","R",2010,"M","r02",2010-05-17,"MCGC",2009,"AHY","MCGC",NA,5,17,"east"
"3100-41623","R",2010,"M","r03",2010-05-25,"MCGC",2009,"AHY","MCGC",NA,5,25,"east"
"3100-41624","1",2009,"M","r00",2009-05-16,"HPK1",2009,"AHY","HPK1",NA,5,16,"east"
"3100-41626","1",2009,"M","r00",2009-05-16,"HPK1",2009,"AHY","HPK1",NA,5,16,"east"
"3100-41627","1",2009,"M","r00",2009-05-16,"HPK1",2009,"AHY","HPK1",NA,5,16,"east"
"3100-41628","1",2009,"F","r00",2009-05-16,"HPK1",2009,"AHY","HPK1",NA,5,16,"east"
"3100-41629","1",2009,"F","r00",2009-05-17,"MCGC",2009,"AHY","MCGC",NA,5,17,"east"
"3100-41630","1",2009,"F","r00",2009-05-17,"MCGC",2009,"AHY","MCGC","E8",5,17,"east"
"3100-41631","1",2009,"F","r00",2009-05-17,"MCGC",2009,"AHY","MCGC",NA,5,17,"east"
"3100-41632","1",2007,"F","r00",2007-07-09,"MCGC",2007,"AHY","MCGC",NA,7,9,"east"
"3100-41632","R",2007,"F","r01",2007-07-14,"MCGC",2007,"AHY","MCGC",NA,7,14,"east"
"3100-41632","R",2008,"F","r01",2008-07-14,"MCGC",2007,"AHY","MCGC",NA,7,14,"east"
"3100-41632","R",2008,"F","r02",2008-08-16,"MCGC",2007,"AHY","MCGC",NA,8,16,"east"
"3100-41632","R",2009,"F","r01",2009-05-17,"MCGC",2007,"AHY","MCGC",NA,5,17,"east"
"3100-41632","R",2009,"F","r01",2009-05-17,"MCGC",2007,"AHY","MCGC","E7",5,17,"east"
"3100-41633","1",2009,"M","r00",2009-05-17,"MCGC",2009,"AHY","MCGC",NA,5,17,"east"
"3100-41634","1",2009,"M","r00",2009-05-17,"MCGC",2009,"AHY","MCGC",NA,5,17,"east"
"3100-41635","1",2009,"F","r00",2009-05-17,"MCGC",2009,"AHY","MCGC",NA,5,17,"east"
"3100-41635","R",2009,"F","r01",2009-06-12,"MCGC",2009,"AHY","MCGC",NA,6,12,"east"
"3100-41635","R",2009,"F","r02",2009-06-16,"MCGC",2009,"AHY","MCGC",NA,6,16,"east"
"3100-41636","1",2009,"M","r00",2009-05-17,"MCGC",2009,"AHY","MCGC",NA,5,17,"east"
"3100-41636","R",2009,"M","r01",2009-05-17,"MCGC",2009,"AHY","MCGC",NA,5,17,"east"
"3100-41637","1",2009,"M","r00",2009-05-17,"MCGC",2009,"AHY","MCGC",NA,5,17,"east"
"3100-41638","1",2009,"F","r00",2009-05-17,"MCGC",2009,"AHY","MCGC","E7",5,17,"east"
"3100-41639","1",2009,"F","r00",2009-05-17,"MCGC",2009,"AHY","MCGC",NA,5,17,"east"
"3100-41640","1",2009,"F","r00",2009-05-17,"MCGC",2009,"AHY","MCGC",NA,5,17,"east"
"3100-41640","R",2009,"F","r01",2009-06-10,"MCGC",2009,"AHY","MCGC",NA,6,10,"east"
"3100-41640","R",2009,"F","r02",2009-06-30,"MCGC",2009,"AHY","MCGC","E6",6,30,"east"
"3100-41640","R",2009,"F","r03",2009-07-20,"MCGC",2009,"AHY","MCGC",NA,7,20,"east"
"3100-41640","R",2009,"F","r04",2009-07-23,"MCGC",2009,"AHY","MCGC",NA,7,23,"east"
"3100-41640","R",2009,"F","r05",2009-08-06,"MCGC",2009,"AHY","MCGC",NA,8,6,"east"
"3100-41640","R",2009,"F","r06",2009-08-16,"MCGC",2009,"AHY","MCGC",NA,8,16,"east"
"3100-41640","R",2010,"F","r01",2010-05-16,"MCGC",2009,"AHY","MCGC","E7",5,16,"east"
"3100-41640","R",2010,"F","r02",2010-05-17,"MCGC",2009,"AHY","MCGC","E7",5,17,"east"
"3100-41640","R",2010,"F","r03",2010-05-22,"MCGC",2009,"AHY","MCGC","E6",5,22,"east"
"3100-41640","R",2010,"F","r04",2010-05-25,"MCGC",2009,"AHY","MCGC","E6",5,25,"east"
"3100-41640","R",2010,"F","r05",2010-05-25,"MCGC",2009,"AHY","MCGC",NA,5,25,"east"
"3100-41640","R",2010,"F","r06",2010-06-12,"MCGC",2009,"AHY","MCGC",NA,6,12,"east"
"3100-41641","1",2009,"M","r00",2009-05-17,"MP1",2009,"AHY","MP1",NA,5,17,"east"
"3100-41642","1",2009,"M","r00",2009-05-17,"MP1",2009,"AHY","MP1",NA,5,17,"east"
"3100-41642","R",2009,"M","r01",2009-06-12,"HPK1",2009,"AHY","MP1",NA,6,12,"east"
"3100-41643","1",2009,"M","r00",2009-05-17,"MP1",2009,"AHY","MP1",NA,5,17,"east"
"3100-41644","1",2009,"M","r00",2009-05-17,"MP1",2009,"AHY","MP1",NA,5,17,"east"
"3100-41645","1",2009,"F","r00",2009-05-17,"MP1",2009,"AHY","MP1",NA,5,17,"east"
"3100-41646","1",2009,"M","r00",2009-05-20,"MCGC",2009,"AHY","MCGC",NA,5,20,"east"
"3100-41646","R",2009,"M","r01",2009-05-20,"MCGC",2009,"AHY","MCGC",NA,5,20,"east"
"3100-41646","R",2009,"M","r02",2009-05-21,"MCGC",2009,"AHY","MCGC",NA,5,21,"east"
"3100-41646","R",2009,"M","r03",2009-05-23,"MCGC",2009,"AHY","MCGC",NA,5,23,"east"
"3100-41646","R",2009,"M","r04",2009-05-26,"MCGC",2009,"AHY","MCGC",NA,5,26,"east"
"3100-41646","R",2009,"M","r05",2009-06-26,"MCGC",2009,"AHY","MCGC",NA,6,26,"east"
"3100-41646","R",2010,"M","r01",2010-05-15,"MCGC",2009,"AHY","MCGC",NA,5,15,"east"
"3100-41647","1",2009,"M","r00",2009-05-17,"MP1",2009,"AHY","MP1",NA,5,17,"east"
"3100-41647","R",2009,"M","r01",2009-05-23,"HPK1",2009,"AHY","MP1",NA,5,23,"east"
"3100-41647","R",2009,"M","r03",2009-05-28,"MP1",2009,"AHY","MP1",NA,5,28,"east"
"3100-41648","1",2009,"F","r00",2009-05-17,"MP1",2009,"AHY","MP1","E7",5,17,"east"
"3100-41648","R",2011,"F","r01",2011-07-08,"MP1",2009,"AHY","MP1",NA,7,8,"east"
"3100-41649","1",2009,"M","r00",2009-05-17,"MP1",2009,"AHY","MP1",NA,5,17,"east"
"3100-41650","1",2009,"F","r00",2009-05-17,"MP1",2009,"AHY","MP1",NA,5,17,"east"
"3100-41653","1",2009,"M","r00",2009-05-11,"MP1",2009,"AHY","MP1",NA,5,11,"east"
"3100-41653","R",2009,"M","r01",2009-05-11,"MP1",2009,"AHY","MP1",NA,5,11,"east"
"3100-41653","R",2009,"M","r02",2009-05-16,"MP1",2009,"AHY","MP1",NA,5,16,"east"
"3100-41654","1",2009,"F","r00",2009-05-21,"MCGC",2009,"AHY","MCGC",NA,5,21,"east"
"3100-41654","R",2009,"F","r01",2009-06-16,"MCGC",2009,"AHY","MCGC",NA,6,16,"east"
"3100-41654","R",2009,"F","r02",2009-06-19,"MCGC",2009,"AHY","MCGC",NA,6,19,"east"
"3100-41654","R",2009,"F","r03",2009-06-30,"MCGC",2009,"AHY","MCGC","E7",6,30,"east"
"3100-41654","R",2009,"F","r04",2009-07-06,"MCGC",2009,"AHY","MCGC",NA,7,6,"east"
"3100-41655","1",2009,"F","r00",2009-05-21,"MP1",2009,"AHY","MP1",NA,5,21,"east"
"3100-41655","R",2009,"F","r01",2009-06-04,"MP1",2009,"AHY","MP1","E6",6,4,"east"
"3100-41655","R",2010,"F","r01",2010-08-17,"MP1",2009,"AHY","MP1",NA,8,17,"east"
"3100-41656","1",2009,"F","r00",2009-05-21,"MP1",2009,"AHY","MP1",NA,5,21,"east"
"3100-41657","1",2009,"F","r00",2009-05-21,"MP1",2009,"AHY","MP1",NA,5,21,"east"
"3100-41658","1",2009,"F","r00",2009-05-21,"MP1",2009,"AHY","MP1","E7",5,21,"east"
"3100-41658","R",2009,"F","r01",2009-06-03,"MP1",2009,"AHY","MP1","E6",6,3,"east"
"3100-41659","1",2009,"F","r00",2009-05-22,"KV1",2009,"AHY","KV1","E6",5,22,"west"
"3100-41660","1",2009,"F","r00",2009-05-22,"KV1",2009,"AHY","KV1","E8",5,22,"west"
"3100-41660","R",2009,"F","r01",2009-05-22,"KV1",2009,"AHY","KV1",NA,5,22,"west"
"3100-41661","1",2009,"F","r00",2009-05-22,"KV1",2009,"AHY","KV1","E6",5,22,"west"
"3100-41662","1",2009,"F","r00",2009-05-22,"KV1",2009,"AHY","KV1","E6",5,22,"west"
"3100-41662","R",2009,"F","r01",2009-06-28,"KV1",2009,"AHY","KV1","E6",6,28,"west"
"3100-41662","R",2010,"F","r01",2010-08-25,"KV1",2009,"AHY","KV1",NA,8,25,"west"
"3100-41663","1",2009,"F","r00",2009-05-22,"KV1",2009,"AHY","KV1","E8",5,22,"west"
"3100-41664","1",2009,"F","r00",2009-05-22,"KV1",2009,"AHY","KV1",NA,5,22,"west"
"3100-41664","R",2009,"F","r01",2009-07-11,"KV1",2009,"AHY","KV1","E9",7,11,"west"
"3100-41665","1",2009,"F","r00",2009-05-22,"KV1",2009,"AHY","KV1",NA,5,22,"west"
"3100-41665","R",2009,"F","r01",2009-05-22,"KV1",2009,"AHY","KV1",NA,5,22,"west"
"3100-41665","R",2009,"F","r02",2009-05-30,"KV1",2009,"AHY","KV1",NA,5,30,"west"
"3100-41666","1",2009,"F","r00",2009-05-22,"KV1",2009,"AHY","KV1","E8",5,22,"west"
"3100-41667","1",2009,"F","r00",2009-05-22,"KV1",2009,"AHY","KV1",NA,5,22,"west"
"3100-41668","1",2009,"F","r00",2009-05-22,"KV1",2009,"AHY","KV1",NA,5,22,"west"
"3100-41668","R",2009,"F","r01",2009-07-05,"KV1",2009,"AHY","KV1",NA,7,5,"west"
"3100-41668","R",2010,"F","r01",2010-06-23,"KV1",2009,"AHY","KV1",NA,6,23,"west"
"3100-41669","1",2009,"F","r00",2009-05-22,"KV1",2009,"AHY","KV1","E7",5,22,"west"
"3100-41669","R",2009,"F","r01",2009-07-05,"KV1",2009,"AHY","KV1",NA,7,5,"west"
"3100-41669","R",2010,"F","r01",2010-08-06,"KV1",2009,"AHY","KV1",NA,8,6,"west"
"3100-41670","1",2009,"F","r00",2009-05-22,"KV1",2009,"AHY","KV1",NA,5,22,"west"
"3100-41671","1",2009,"F","r00",2009-05-22,"KV1",2009,"AHY","KV1",NA,5,22,"west"
"3100-41672","1",2009,"F","r00",2009-05-22,"KV1",2009,"AHY","KV1",NA,5,22,"west"
"3100-41672","R",2009,"F","r01",2009-07-05,"KV1",2009,"AHY","KV1","E6",7,5,"west"
"3100-41673","1",2009,"F","r00",2009-05-22,"KV1",2009,"AHY","KV1","E7",5,22,"west"
"3100-41674","1",2009,"F","r00",2009-05-22,"KV1",2009,"AHY","KV1",NA,5,22,"west"
"3100-41674","R",2011,"F","r01",2011-06-26,"KV1",2009,"AHY","KV1",NA,6,26,"west"
"3100-41675","1",2009,"F","r00",2009-05-22,"KV1",2009,"AHY","KV1","E6",5,22,"west"
"3100-41676","1",2009,"F","r00",2009-05-23,"MCGC",2009,"AHY","MCGC",NA,5,23,"east"
"3100-41677","1",2009,"F","r00",2009-05-23,"MP1",2009,"AHY","MP1","E6",5,23,"east"
"3100-41678","1",2009,"F","r00",2009-05-23,"MP1",2009,"AHY","MP1","E7",5,23,"east"
"3100-41678","R",2009,"F","r01",2009-06-02,"MP1",2009,"AHY","MP1",NA,6,2,"east"
"3100-41679","1",2009,"F","r00",2009-05-23,"MP1",2009,"AHY","MP1",NA,5,23,"east"
"3100-41680","1",2009,"F","r00",2009-05-23,"MP1",2009,"AHY","MP1","E7",5,23,"east"
"3100-41680","R",2009,"F","r01",2009-06-10,"MP1",2009,"AHY","MP1",NA,6,10,"east"
"3100-41681","1",2009,"F","r00",2009-05-23,"HPK1",2009,"AHY","HPK1",NA,5,23,"east"
"3100-41682","1",2009,"F","r00",2009-05-23,"HPK1",2009,"AHY","HPK1",NA,5,23,"east"
"3100-41683","1",2009,"F","r00",2009-05-23,"HPK1",2009,"AHY","HPK1",NA,5,23,"east"
"3100-41684","1",2009,"F","r00",2009-05-23,"HPK1",2009,"AHY","HPK1",NA,5,23,"east"
"3100-41685","1",2009,"F","r00",2009-05-23,"HPK1",2009,"AHY","HPK1",NA,5,23,"east"
"3100-41686","1",2009,"F","r00",2009-05-23,"HPK1",2009,"AHY","HPK1",NA,5,23,"east"
"3100-41686","R",2009,"F","r01",2009-06-12,"HPK1",2009,"AHY","HPK1",NA,6,12,"east"
"3100-41687","1",2009,"F","r00",2009-05-25,"MP1",2009,"AHY","MP1","E6",5,25,"east"
"3100-41688","1",2009,"F","r00",2009-05-25,"MP1",2009,"AHY","MP1","E7",5,25,"east"
"3100-41688","R",2009,"F","r01",2009-05-25,"MP1",2009,"AHY","MP1",NA,5,25,"east"
"3100-41688","R",2009,"F","r02",2009-06-11,"MP1",2009,"AHY","MP1",NA,6,11,"east"
"3100-41688","R",2010,"F","r01",2010-07-03,"MP1",2009,"AHY","MP1",NA,7,3,"east"
"3100-41688","R",2011,"F","r01",2011-08-23,"MP1",2009,"AHY","MP1",NA,8,23,"east"
"3100-41689","1",2009,"F","r00",2009-05-25,"MP1",2009,"AHY","MP1","E6",5,25,"east"
"3100-41689","R",2009,"F","r01",2009-06-04,"MP1",2009,"AHY","MP1",NA,6,4,"east"
"3100-41690","1",2008,"F","r00",2008-06-24,"MP1",2008,"AHY","MP1",NA,6,24,"east"
"3100-41690","R",2009,"F","r01",2009-05-25,"MP1",2008,"AHY","MP1",NA,5,25,"east"
"3100-41690","R",2009,"F","r01",2009-05-25,"MP1",2008,"AHY","MP1","E6",5,25,"east"
"3100-41690","R",2009,"F","r02",2009-07-06,"MP1",2008,"AHY","MP1","E8",7,6,"east"
"3100-41690","R",2010,"F","r01",2010-06-19,"MP1",2008,"AHY","MP1",NA,6,19,"east"
"3100-41691","1",2009,"F","r00",2009-05-28,"HPK1",2009,"AHY","HPK1",NA,5,28,"east"
"3100-41692","1",2009,"F","r00",2009-05-28,"HPK1",2009,"AHY","HPK1","E7",5,28,"east"
"3100-41692","R",2009,"F","r01",2009-06-04,"MP1",2009,"AHY","HPK1",NA,6,4,"east"
"3100-41693","1",2009,"F","r00",2009-05-28,"HPK1",2009,"AHY","HPK1",NA,5,28,"east"
"3100-41693","R",2010,"F","r01",2010-05-28,"MP1",2009,"AHY","HPK1",NA,5,28,"east"
"3100-41693","R",2010,"F","r02",2010-06-20,"HPK2",2009,"AHY","HPK1",NA,6,20,"east"
"3100-41693","R",2010,"F","r03",2010-07-27,"HPK2",2009,"AHY","HPK1",NA,7,27,"east"
"3100-41694","1",2009,"F","r00",2009-05-28,"MP1",2009,"AHY","MP1","E7",5,28,"east"
"3100-41695","1",2009,"F","r00",2009-05-28,"MP1",2009,"AHY","MP1",NA,5,28,"east"
"3100-41696","1",2009,"F","r00",2009-05-28,"MP1",2009,"AHY","MP1","E6",5,28,"east"
"3100-41697","1",2009,"F","r00",2009-05-30,"GNMTN",2009,"AHY","GNMTN","E6",5,30,"west"
"3100-41697","R",2009,"F","r01",2009-06-06,"GNMTN",2009,"AHY","GNMTN",NA,6,6,"west"
"3100-41697","R",2009,"F","r02",2009-07-26,"GNMTN",2009,"AHY","GNMTN",NA,7,26,"west"
"3100-41697","R",2010,"F","r01",2010-07-11,"GNMTN",2009,"AHY","GNMTN","E9",7,11,"west"
"3100-41698","1",2009,"F","r00",2009-05-30,"GNMTN",2009,"AHY","GNMTN","E6",5,30,"west"
"3100-41698","R",2009,"F","r01",2009-07-19,"GNMTN",2009,"AHY","GNMTN",NA,7,19,"west"
"3100-41699","1",2009,"F","r00",2009-05-30,"GNMTN",2009,"AHY","GNMTN","E6",5,30,"west"
"3100-41700","1",2009,"F","r00",2009-05-30,"GNMTN",2009,"AHY","GNMTN","E7",5,30,"west"
"3100-41700","R",2010,"F","r01",2010-07-19,"GNMTN",2009,"AHY","GNMTN",NA,7,19,"west"
"3100-41700","R",2011,"F","r01",2011-07-09,"GNMTN",2009,"AHY","GNMTN",NA,7,9,"west"
"3100-41700","R",2012,"F","r01",2012-06-21,"GNMTN",2009,"AHY","GNMTN",NA,6,21,"west"
"3100-41701","1",2009,"M","r00",2009-05-20,"MCGC",2009,"AHY","MCGC",NA,5,20,"east"
"3100-41701","R",2009,"M","r01",2009-06-13,"MCGC",2009,"AHY","MCGC",NA,6,13,"east"
"3100-41701","R",2009,"M","r02",2009-07-09,"MCGC",2009,"AHY","MCGC",NA,7,9,"east"
"3100-41702","1",2009,"M","r00",2009-05-21,"MCGC",2009,"AHY","MCGC",NA,5,21,"east"
"3100-41702","R",2010,"M","r01",2010-05-23,"MCGC",2009,"AHY","MCGC",NA,5,23,"east"
"3100-41702","R",2010,"M","r02",2010-06-17,"MCGC",2009,"AHY","MCGC",NA,6,17,"east"
"3100-41702","R",2010,"M","r03",2010-07-03,"MCGC",2009,"AHY","MCGC",NA,7,3,"east"
"3100-41703","1",2009,"M","r00",2009-05-21,"MP1",2009,"AHY","MP1",NA,5,21,"east"
"3100-41703","R",2009,"M","r01",2009-05-21,"MP1",2009,"AHY","MP1",NA,5,21,"east"
