"band","band_status","year","sex","recap_num","obsdate","site","band_year","band_age","band_site","breeding","month","day","location"
"3100-42039","R",2009,"F","r02",2009-08-05,"HOLZ",2009,"AHY","HOLZ",NA,8,5,"west"
"3100-42039","R",2009,"F","r03",2009-08-17,"HOLZ",2009,"AHY","HOLZ",NA,8,17,"west"
"3100-42040","1",2009,"F","r00",2009-06-29,"HPK1",2009,"AHY","HPK1",NA,6,29,"east"
"3100-42040","R",2011,"F","r01",2011-06-29,"HPK2",2009,"AHY","HPK1",NA,6,29,"east"
"3100-42041","1",2009,"F","r00",2009-06-29,"MCGC",2009,"AHY","MCGC",NA,6,29,"east"
"3100-42042","1",2009,"F","r00",2009-06-29,"MCGC",2009,"AHY","MCGC",NA,6,29,"east"
"3100-42042","R",2009,"F","r01",2009-07-01,"MCGC",2009,"AHY","MCGC",NA,7,1,"east"
"3100-42042","R",2009,"F","r02",2009-07-28,"MCGC",2009,"AHY","MCGC",NA,7,28,"east"
"3100-42042","R",2009,"F","r03",2009-08-04,"MCGC",2009,"AHY","MCGC",NA,8,4,"east"
"3100-42042","R",2009,"F","r04",2009-08-09,"MCGC",2009,"AHY","MCGC",NA,8,9,"east"
"3100-42042","R",2010,"F","r01",2010-05-24,"CC3",2009,"AHY","MCGC",NA,5,24,"east"
"3100-42042","R",2010,"F","r02",2010-05-25,"MCGC",2009,"AHY","MCGC","E6",5,25,"east"
"3100-42042","R",2010,"F","r03",2010-07-15,"MCGC",2009,"AHY","MCGC",NA,7,15,"east"
"3100-42042","R",2010,"F","r04",2010-07-18,"MCGC",2009,"AHY","MCGC",NA,7,18,"east"
"3100-42042","R",2010,"F","r05",2010-07-22,"MCGC",2009,"AHY","MCGC",NA,7,22,"east"
"3100-42043","1",2009,"F","r00",2009-06-30,"HPK1",2009,"AHY","HPK1",NA,6,30,"east"
"3100-42043","R",2011,"F","r01",2011-08-02,"HPK2",2009,"AHY","HPK1",NA,8,2,"east"
"3100-42044","1",2009,"F","r00",2009-06-30,"HPK1",2009,"AHY","HPK1",NA,6,30,"east"
"3100-42045","1",2009,"F","r00",2009-06-30,"HPK1",2009,"AHY","HPK1",NA,6,30,"east"
"3100-42047","1",2009,"F","r00",2009-06-30,"HPK1",2009,"AHY","HPK1",NA,6,30,"east"
"3100-42048","1",2009,"F","r00",2009-07-01,"MCGC",2009,"AHY","MCGC","E7",7,1,"east"
"3100-42048","R",2009,"F","r01",2009-07-18,"MCGC",2009,"AHY","MCGC",NA,7,18,"east"
"3100-42048","R",2009,"F","r02",2009-08-24,"MCGC",2009,"AHY","MCGC",NA,8,24,"east"
"3100-42049","1",2009,"F","r00",2009-06-30,"HPK1",2009,"AHY","HPK1",NA,6,30,"east"
"3100-42050","1",2009,"M","r00",2009-07-05,"KV1",2009,"AHY","KV1",NA,7,5,"west"
"3100-42051","1",2009,"F","r00",2009-06-30,"HPK1",2009,"AHY","HPK1",NA,6,30,"east"
"3100-42051","R",2010,"F","r01",2010-06-08,"MP1",2009,"AHY","HPK1",NA,6,8,"east"
"3100-42052","1",2009,"F","r00",2009-06-30,"MP1",2009,"AHY","MP1",NA,6,30,"east"
"3100-42053","1",2009,"F","r00",2009-06-30,"MP1",2009,"AHY","MP1","E8",6,30,"east"
"3100-42053","R",2009,"F","r01",2009-07-06,"MP1",2009,"AHY","MP1",NA,7,6,"east"
"3100-42054","1",2009,"F","r00",2009-06-30,"MCGC",2009,"AHY","MCGC",NA,6,30,"east"
"3100-42054","R",2009,"F","r01",2009-07-04,"MCGC",2009,"AHY","MCGC",NA,7,4,"east"
"3100-42054","R",2009,"F","r02",2009-07-06,"MCGC",2009,"AHY","MCGC",NA,7,6,"east"
"3100-42055","1",2009,"F","r00",2009-06-30,"MCGC",2009,"AHY","MCGC",NA,6,30,"east"
"3100-42056","1",2009,"F","r00",2009-06-30,"MCGC",2009,"AHY","MCGC",NA,6,30,"east"
"3100-42056","R",2011,"F","r01",2011-07-30,"CC3",2009,"AHY","MCGC",NA,7,30,"east"
"3100-42057","1",2009,"F","r00",2009-06-30,"MCGC",2009,"AHY","MCGC",NA,6,30,"east"
"3100-42057","R",2009,"F","r01",2009-07-01,"MCGC",2009,"AHY","MCGC",NA,7,1,"east"
"3100-42058","1",2009,"F","r00",2009-07-03,"MCGC",2009,"AHY","MCGC",NA,7,3,"east"
"3100-42059","1",2009,"F","r00",2009-07-06,"WB1",2009,"AHY","WB1",NA,7,6,"east"
"3100-42060","1",2009,"F","r00",2009-07-06,"MP1",2009,"AHY","MP1",NA,7,6,"east"
"3100-42061","1",2009,"M","r00",2009-07-06,"WB1",2009,"AHY","WB1",NA,7,6,"east"
"3100-42062","1",2009,"M","r00",2009-07-06,"MCGC",2009,"AHY","MCGC",NA,7,6,"east"
"3100-42063","1",2009,"M","r00",2009-07-06,"WB1",2009,"AHY","WB1",NA,7,6,"east"
"3100-42064","1",2009,"M","r00",2009-07-06,"MP1",2009,"AHY","MP1",NA,7,6,"east"
"3100-42065","1",2009,"M","r00",2009-07-06,"MP1",2009,"AHY","MP1",NA,7,6,"east"
"3100-42066","1",2009,"M","r00",2009-07-06,"MP1",2009,"AHY","MP1",NA,7,6,"east"
"3100-42067","1",2009,"M","r00",2009-07-06,"MP1",2009,"AHY","MP1",NA,7,6,"east"
"3100-42068","1",2009,"M","r00",2009-07-09,"MCGC",2009,"AHY","MCGC",NA,7,9,"east"
"3100-42068","R",2010,"M","r01",2010-05-26,"MCGC",2009,"AHY","MCGC",NA,5,26,"east"
"3100-42069","1",2009,"M","r00",2009-07-10,"MCGC",2009,"AHY","MCGC",NA,7,10,"east"
"3100-42069","R",2010,"M","r01",2010-05-16,"MCGC",2009,"AHY","MCGC",NA,5,16,"east"
"3100-42069","R",2010,"M","r02",2010-05-17,"MCGC",2009,"AHY","MCGC",NA,5,17,"east"
"3100-42069","R",2010,"M","r03",2010-05-21,"MCGC",2009,"AHY","MCGC",NA,5,21,"east"
"3100-42070","1",2009,"M","r00",2009-07-10,"MCGC",2009,"AHY","MCGC",NA,7,10,"east"
"3100-42072","1",2009,"M","r00",2009-07-10,"MP1",2009,"AHY","MP1",NA,7,10,"east"
"3100-42073","1",2009,"M","r00",2009-07-10,"MP1",2009,"AHY","MP1",NA,7,10,"east"
"3100-42074","1",2009,"M","r00",2009-07-10,"MP1",2009,"AHY","MP1",NA,7,10,"east"
"3100-42075","1",2009,"M","r00",2009-07-10,"MP1",2009,"AHY","MP1",NA,7,10,"east"
"3100-42076","1",2009,"F","r00",2009-07-01,"MCGC",2009,"AHY","MCGC","E6",7,1,"east"
"3100-42076","R",2010,"F","r01",2010-06-03,"MCGC",2009,"AHY","MCGC","E8",6,3,"east"
"3100-42076","R",2010,"F","r02",2010-06-10,"MCGC",2009,"AHY","MCGC","E8",6,10,"east"
"3100-42076","R",2010,"F","r03",2010-06-12,"MCGC",2009,"AHY","MCGC","E6",6,12,"east"
"3100-42076","R",2010,"F","r05",2010-07-14,"MCGC",2009,"AHY","MCGC",NA,7,14,"east"
"3100-42076","R",2010,"F","r06",2010-07-15,"MCGC",2009,"AHY","MCGC",NA,7,15,"east"
"3100-42076","R",2010,"F","r07",2010-08-03,"MCGC",2009,"AHY","MCGC",NA,8,3,"east"
"3100-42076","R",2010,"F","r08",2010-08-06,"MCGC",2009,"AHY","MCGC",NA,8,6,"east"
"3100-42077","1",2009,"F","r00",2009-07-01,"MCGC",2009,"AHY","MCGC",NA,7,1,"east"
"3100-42077","R",2009,"F","r01",2009-07-10,"MCGC",2009,"AHY","MCGC",NA,7,10,"east"
"3100-42077","R",2009,"F","r02",2009-07-17,"MCGC",2009,"AHY","MCGC",NA,7,17,"east"
"3100-42077","R",2009,"F","r03",2009-08-10,"MCGC",2009,"AHY","MCGC",NA,8,10,"east"
"3100-42078","1",2009,"F","r00",2009-07-03,"MCGC",2009,"AHY","MCGC",NA,7,3,"east"
"3100-42078","R",2009,"F","r01",2009-07-06,"MCGC",2009,"AHY","MCGC",NA,7,6,"east"
"3100-42078","R",2009,"F","r02",2009-07-10,"MCGC",2009,"AHY","MCGC",NA,7,10,"east"
"3100-42078","R",2009,"F","r03",2009-07-12,"MCGC",2009,"AHY","MCGC",NA,7,12,"east"
"3100-42078","R",2009,"F","r04",2009-07-28,"MCGC",2009,"AHY","MCGC",NA,7,28,"east"
"3100-42078","R",2010,"F","r01",2010-06-27,"MCGC",2009,"AHY","MCGC","E9",6,27,"east"
"3100-42078","R",2010,"F","r02",2010-07-01,"MCGC",2009,"AHY","MCGC",NA,7,1,"east"
"3100-42078","R",2010,"F","r03",2010-07-05,"MCGC",2009,"AHY","MCGC",NA,7,5,"east"
"3100-42078","R",2010,"F","r04",2010-07-06,"MCGC",2009,"AHY","MCGC",NA,7,6,"east"
"3100-42078","R",2010,"F","r05",2010-07-14,"MCGC",2009,"AHY","MCGC",NA,7,14,"east"
"3100-42078","R",2010,"F","r06",2010-07-17,"MCGC",2009,"AHY","MCGC",NA,7,17,"east"
"3100-42078","R",2010,"F","r07",2010-07-28,"MCGC",2009,"AHY","MCGC",NA,7,28,"east"
"3100-42078","R",2010,"F","r08",2010-08-03,"MCGC",2009,"AHY","MCGC",NA,8,3,"east"
"3100-42078","R",2010,"F","r09",2010-08-13,"MCGC",2009,"AHY","MCGC",NA,8,13,"east"
"3100-42078","R",2010,"F","r10",2010-08-16,"MCGC",2009,"AHY","MCGC",NA,8,16,"east"
"3100-42078","R",2011,"F","r01",2011-07-01,"MCGC",2009,"AHY","MCGC",NA,7,1,"east"
"3100-42078","R",2011,"F","r02",2011-07-03,"MCGC",2009,"AHY","MCGC",NA,7,3,"east"
"3100-42078","R",2011,"F","r03",2011-07-04,"MCGC",2009,"AHY","MCGC",NA,7,4,"east"
"3100-42078","R",2011,"F","r04",2011-07-14,"MCGC",2009,"AHY","MCGC",NA,7,14,"east"
"3100-42078","R",2011,"F","r05",2011-07-20,"MCGC",2009,"AHY","MCGC",NA,7,20,"east"
"3100-42078","R",2012,"F","r01",2012-07-26,"MCGC",2009,"AHY","MCGC",NA,7,26,"east"
"3100-42079","1",2007,"F","r00",2007-08-02,"MCGC",2007,"AHY","MCGC",NA,8,2,"east"
"3100-42079","R",2008,"F","r01",2008-06-18,"MCGC",2007,"AHY","MCGC","E6",6,18,"east"
"3100-42079","R",2008,"F","r02",2008-06-23,"MCGC",2007,"AHY","MCGC",NA,6,23,"east"
"3100-42079","R",2008,"F","r03",2008-07-03,"MCGC",2007,"AHY","MCGC",NA,7,3,"east"
"3100-42079","R",2008,"F","r04",2008-07-14,"MCGC",2007,"AHY","MCGC",NA,7,14,"east"
"3100-42079","R",2008,"F","r05",2008-07-24,"MCGC",2007,"AHY","MCGC",NA,7,24,"east"
"3100-42079","R",2009,"F","r01",2009-07-04,"MCGC",2007,"AHY","MCGC",NA,7,4,"east"
"3100-42079","R",2009,"F","r01",2009-07-10,"MCGC",2007,"AHY","MCGC",NA,7,10,"east"
"3100-42079","R",2009,"F","r02",2009-07-18,"MCGC",2007,"AHY","MCGC",NA,7,18,"east"
"3100-42079","R",2010,"F","r01",2010-05-21,"MCGC",2007,"AHY","MCGC","E9",5,21,"east"
"3100-42079","R",2010,"F","r02",2010-07-01,"MCGC",2007,"AHY","MCGC",NA,7,1,"east"
"3100-42079","R",2010,"F","r03",2010-07-05,"MCGC",2007,"AHY","MCGC",NA,7,5,"east"
"3100-42079","R",2010,"F","r04",2010-07-06,"MCGC",2007,"AHY","MCGC",NA,7,6,"east"
"3100-42079","R",2010,"F","r05",2010-07-14,"MCGC",2007,"AHY","MCGC",NA,7,14,"east"
"3100-42079","R",2010,"F","r06",2010-07-17,"MCGC",2007,"AHY","MCGC",NA,7,17,"east"
"3100-42079","R",2010,"F","r07",2010-07-28,"MCGC",2007,"AHY","MCGC",NA,7,28,"east"
"3100-42079","R",2010,"F","r08",2010-08-08,"MCGC",2007,"AHY","MCGC",NA,8,8,"east"
"3100-42080","1",2009,"F","r00",2009-07-03,"MCGC",2009,"AHY","MCGC",NA,7,3,"east"
"3100-42080","R",2009,"F","r01",2009-07-09,"MCGC",2009,"AHY","MCGC",NA,7,9,"east"
"3100-42080","R",2009,"F","r02",2009-07-15,"MCGC",2009,"AHY","MCGC",NA,7,15,"east"
"3100-42080","R",2010,"F","r01",2010-07-15,"MCGC",2009,"AHY","MCGC",NA,7,15,"east"
"3100-42080","R",2010,"F","r02",2010-07-17,"MCGC",2009,"AHY","MCGC",NA,7,17,"east"
"3100-42080","R",2010,"F","r03",2010-07-23,"MCGC",2009,"AHY","MCGC",NA,7,23,"east"
"3100-42080","R",2011,"F","r01",2011-06-16,"MCGC",2009,"AHY","MCGC","E6",6,16,"east"
"3100-42081","1",2009,"F","r00",2009-07-03,"MCGC",2009,"AHY","MCGC",NA,7,3,"east"
"3100-42082","1",2009,"F","r00",2009-07-04,"HPK1",2009,"AHY","HPK1",NA,7,4,"east"
"3100-42082","R",2010,"F","r01",2010-06-20,"HPK2",2009,"AHY","HPK1",NA,6,20,"east"
"3100-42083","1",2009,"F","r00",2009-07-06,"MCGC",2009,"AHY","MCGC",NA,7,6,"east"
"3100-42084","1",2009,"F","r00",2009-07-04,"HPK1",2009,"AHY","HPK1",NA,7,4,"east"
"3100-42085","1",2009,"F","r00",2009-07-04,"HPK1",2009,"AHY","HPK1",NA,7,4,"east"
"3100-42086","1",2009,"F","r00",2009-07-04,"HPK1",2009,"AHY","HPK1",NA,7,4,"east"
"3100-42087","1",2009,"F","r00",2009-07-05,"POLC",2009,"AHY","POLC",NA,7,5,"west"
"3100-42088","1",2009,"F","r00",2009-07-05,"POLC",2009,"AHY","POLC","E8",7,5,"west"
"3100-42089","1",2009,"F","r00",2009-07-05,"KV1",2009,"AHY","KV1",NA,7,5,"west"
"3100-42089","R",2011,"F","r01",2011-06-22,"KV1",2009,"AHY","KV1",NA,6,22,"west"
"3100-42090","1",2009,"F","r00",2009-07-05,"KV1",2009,"AHY","KV1",NA,7,5,"west"
"3100-42090","R",2009,"F","r01",2009-07-19,"GNMTN",2009,"AHY","KV1",NA,7,19,"west"
"3100-42090","R",2010,"F","r01",2010-06-03,"KV1",2009,"AHY","KV1","E8",6,3,"west"
"3100-42090","R",2010,"F","r02",2010-07-11,"KV1",2009,"AHY","KV1",NA,7,11,"west"
"3100-42090","R",2010,"F","r03",2010-07-25,"KV1",2009,"AHY","KV1",NA,7,25,"west"
"3100-42091","1",2009,"F","r00",2009-07-05,"KV1",2009,"AHY","KV1",NA,7,5,"west"
"3100-42091","R",2010,"F","r01",2010-07-19,"KV1",2009,"AHY","KV1",NA,7,19,"west"
"3100-42091","R",2010,"F","r02",2010-08-06,"KV1",2009,"AHY","KV1",NA,8,6,"west"
"3100-42092","1",2009,"F","r00",2009-07-05,"KV1",2009,"AHY","KV1",NA,7,5,"west"
"3100-42093","1",2009,"F","r00",2009-07-05,"KV1",2009,"AHY","KV1",NA,7,5,"west"
"3100-42093","R",2010,"F","r01",2010-06-23,"KV1",2009,"AHY","KV1",NA,6,23,"west"
"3100-42094","1",2009,"F","r00",2009-07-05,"KV1",2009,"AHY","KV1",NA,7,5,"west"
"3100-42095","1",2009,"F","r00",2009-07-05,"KV1",2009,"AHY","KV1",NA,7,5,"west"
"3100-42096","1",2009,"F","r00",2009-07-05,"KV1",2009,"AHY","KV1","E6",7,5,"west"
"3100-42096","R",2009,"F","r01",2009-07-11,"KV1",2009,"AHY","KV1",NA,7,11,"west"
"3100-42097","1",2009,"F","r00",2009-07-06,"MCGC",2009,"AHY","MCGC",NA,7,6,"east"
"3100-42097","R",2009,"F","r01",2009-07-18,"MCGC",2009,"AHY","MCGC",NA,7,18,"east"
"3100-42097","R",2010,"F","r01",2010-07-10,"MCGC",2009,"AHY","MCGC",NA,7,10,"east"
"3100-42097","R",2010,"F","r02",2010-07-15,"MCGC",2009,"AHY","MCGC",NA,7,15,"east"
"3100-42097","R",2012,"F","r01",2012-05-14,"MCGC",2009,"AHY","MCGC",NA,5,14,"east"
"3100-42097","R",2012,"F","r01",2012-05-31,"MCGC",2009,"AHY","MCGC","E6",5,31,"east"
"3100-42097","R",2012,"F","r01",2012-06-10,"MCGC",2009,"AHY","MCGC",NA,6,10,"east"
"3100-42097","R",2012,"F","r01",2012-06-16,"MCGC",2009,"AHY","MCGC",NA,6,16,"east"
"3100-42098","1",2009,"F","r00",2009-07-06,"MCGC",2009,"AHY","MCGC","E6",7,6,"east"
"3100-42099","1",2009,"F","r00",2009-07-06,"MCGC",2009,"AHY","MCGC","E7",7,6,"east"
"3100-42100","1",2009,"F","r00",2009-07-06,"WB1",2009,"AHY","WB1",NA,7,6,"east"
"3100-42101","1",2009,"F","r00",2009-07-06,"WB1",2009,"AHY","WB1",NA,7,6,"east"
"3100-42102","1",2009,"F","r00",2009-07-06,"WB1",2009,"AHY","WB1",NA,7,6,"east"
"3100-42103","1",2009,"F","r00",2009-07-06,"WB1",2009,"AHY","WB1",NA,7,6,"east"
"3100-42104","1",2009,"F","r00",2009-07-06,"WB1",2009,"AHY","WB1",NA,7,6,"east"
"3100-42105","1",2009,"F","r00",2009-07-06,"WB1",2009,"AHY","WB1",NA,7,6,"east"
"3100-42106","1",2009,"F","r00",2009-07-06,"MP1",2009,"AHY","MP1",NA,7,6,"east"
"3100-42107","1",2009,"F","r00",2009-07-06,"MP1",2009,"AHY","MP1",NA,7,6,"east"
"3100-42108","1",2009,"F","r00",2009-07-06,"MP1",2009,"AHY","MP1",NA,7,6,"east"
"3100-42109","1",2009,"F","r00",2009-07-06,"MP1",2009,"AHY","MP1",NA,7,6,"east"
"3100-42109","R",2010,"F","r01",2010-07-21,"MP1",2009,"AHY","MP1",NA,7,21,"east"
"3100-42110","1",2009,"F","r00",2009-07-09,"MCGC",2009,"AHY","MCGC",NA,7,9,"east"
"3100-42110","R",2009,"F","r01",2009-08-02,"MCGC",2009,"AHY","MCGC",NA,8,2,"east"
"3100-42110","R",2010,"F","r01",2010-06-12,"MCGC",2009,"AHY","MCGC",NA,6,12,"east"
"3100-42110","R",2010,"F","r02",2010-06-26,"MCGC",2009,"AHY","MCGC",NA,6,26,"east"
"3100-42110","R",2010,"F","r03",2010-07-15,"MCGC",2009,"AHY","MCGC",NA,7,15,"east"
"3100-42110","R",2010,"F","r04",2010-07-17,"MCGC",2009,"AHY","MCGC",NA,7,17,"east"
"3100-42110","R",2010,"F","r05",2010-07-20,"MCGC",2009,"AHY","MCGC",NA,7,20,"east"
"3100-42110","R",2010,"F","r06",2010-07-22,"MCGC",2009,"AHY","MCGC",NA,7,22,"east"
"3100-42110","R",2011,"F","r01",2011-06-13,"MCGC",2009,"AHY","MCGC",NA,6,13,"east"
"3100-42110","R",2011,"F","r02",2011-06-19,"MCGC",2009,"AHY","MCGC",NA,6,19,"east"
"3100-42110","R",2011,"F","r03",2011-08-15,"MCGC",2009,"AHY","MCGC",NA,8,15,"east"
"3100-42110","R",2012,"F","r01",2012-06-20,"MCGC",2009,"AHY","MCGC",NA,6,20,"east"
"3100-42111","1",2009,"F","r00",2009-07-10,"MCGC",2009,"AHY","MCGC",NA,7,10,"east"
"3100-42111","R",2009,"F","r01",2009-07-17,"MCGC",2009,"AHY","MCGC",NA,7,17,"east"
"3100-42112","1",2009,"F","r00",2009-07-10,"MCGC",2009,"AHY","MCGC",NA,7,10,"east"
"3100-42112","R",2009,"F","r01",2009-07-12,"MCGC",2009,"AHY","MCGC",NA,7,12,"east"
"3100-42112","R",2009,"F","r02",2009-07-28,"MCGC",2009,"AHY","MCGC",NA,7,28,"east"
"3100-42113","1",2009,"F","r00",2009-07-10,"MCGC",2009,"AHY","MCGC",NA,7,10,"east"
"3100-42113","R",2009,"F","r01",2009-07-28,"MCGC",2009,"AHY","MCGC",NA,7,28,"east"
"3100-42114","1",2009,"F","r00",2009-07-10,"MCGC",2009,"AHY","MCGC",NA,7,10,"east"
"3100-42114","R",2009,"F","r01",2009-07-27,"MCGC",2009,"AHY","MCGC",NA,7,27,"east"
"3100-42114","R",2009,"F","r02",2009-07-28,"MCGC",2009,"AHY","MCGC",NA,7,28,"east"
"3100-42114","R",2009,"F","r03",2009-08-10,"MCGC",2009,"AHY","MCGC",NA,8,10,"east"
"3100-42114","R",2009,"F","r04",2009-08-15,"MCGC",2009,"AHY","MCGC",NA,8,15,"east"
"3100-42115","1",2009,"F","r00",2009-07-10,"MP1",2009,"AHY","MP1",NA,7,10,"east"
"3100-42116","1",2009,"F","r00",2009-07-10,"MP1",2009,"AHY","MP1",NA,7,10,"east"
"3100-42117","1",2009,"F","r00",2009-07-10,"MP1",2009,"AHY","MP1",NA,7,10,"east"
"3100-42118","1",2009,"F","r00",2009-07-10,"MP1",2009,"AHY","MP1",NA,7,10,"east"
"3100-42118","R",2010,"F","r01",2010-05-22,"MP1",2009,"AHY","MP1",NA,5,22,"east"
"3100-42119","1",2009,"F","r00",2009-07-10,"MP1",2009,"AHY","MP1","E6",7,10,"east"
"3100-42120","1",2009,"F","r00",2009-07-10,"MP1",2009,"AHY","MP1",NA,7,10,"east"
"3100-42121","1",2009,"F","r00",2009-07-11,"HOLZ",2009,"AHY","HOLZ",NA,7,11,"west"
"3100-42121","R",2009,"F","r01",2009-08-05,"HOLZ",2009,"AHY","HOLZ",NA,8,5,"west"
"3100-42121","R",2009,"F","r02",2009-08-17,"HOLZ",2009,"AHY","HOLZ",NA,8,17,"west"
"3100-42121","R",2010,"F","r01",2010-06-23,"HOLZ",2009,"AHY","HOLZ",NA,6,23,"west"
"3100-42121","R",2010,"F","r02",2010-07-11,"HOLZ",2009,"AHY","HOLZ",NA,7,11,"west"
"3100-42121","R",2010,"F","r03",2010-08-13,"HOLZ",2009,"AHY","HOLZ",NA,8,13,"west"
"3100-42122","1",2009,"F","r00",2009-07-11,"HOLZ",2009,"AHY","HOLZ",NA,7,11,"west"
"3100-42122","R",2009,"F","r01",2009-07-26,"HOLZ",2009,"AHY","HOLZ",NA,7,26,"west"
"3100-42122","R",2010,"F","r01",2010-06-23,"HOLZ",2009,"AHY","HOLZ","E7",6,23,"west"
"3100-42122","R",2010,"F","r02",2010-07-25,"HOLZ",2009,"AHY","HOLZ",NA,7,25,"west"
"3100-42122","R",2010,"F","r03",2010-08-13,"HOLZ",2009,"AHY","HOLZ",NA,8,13,"west"
"3100-42123","1",2009,"F","r00",2009-07-11,"HOLZ",2009,"AHY","HOLZ",NA,7,11,"west"
"3100-42123","R",2009,"F","r01",2009-07-16,"HOLZ",2009,"AHY","HOLZ",NA,7,16,"west"
"3100-42123","R",2009,"F","r02",2009-08-12,"HOLZ",2009,"AHY","HOLZ",NA,8,12,"west"
"3100-42123","R",2010,"F","r01",2010-06-18,"HOLZ",2009,"AHY","HOLZ","E7",6,18,"west"
"3100-42123","R",2010,"F","r02",2010-08-13,"HOLZ",2009,"AHY","HOLZ",NA,8,13,"west"
"3100-42124","1",2009,"F","r00",2009-07-11,"HOLZ",2009,"AHY","HOLZ",NA,7,11,"west"
"3100-42124","R",2010,"F","r01",2010-07-25,"HOLZ",2009,"AHY","HOLZ",NA,7,25,"west"
"3100-42125","1",2009,"F","r00",2009-07-11,"HOLZ",2009,"AHY","HOLZ",NA,7,11,"west"
"3100-42126","1",2004,"F","r00",2004-06-18,"MCGC",2004,"AHY","MCGC",NA,6,18,"east"
"3100-42126","R",2004,"F","r01",2004-07-10,"MCGC",2004,"AHY","MCGC",NA,7,10,"east"
"3100-42126","R",2004,"F","r02",2004-07-11,"MCGC",2004,"AHY","MCGC",NA,7,11,"east"
"3100-42126","R",2004,"F","r03",2004-07-24,"MCGC",2004,"AHY","MCGC",NA,7,24,"east"
"3100-42126","R",2004,"F","r04",2004-07-28,"MCGC",2004,"AHY","MCGC",NA,7,28,"east"
"3100-42126","R",2005,"F","r01",2005-05-13,"MCGC",2004,"AHY","MCGC",NA,5,13,"east"
"3100-42126","R",2005,"F","r02",2005-05-16,"MCGC",2004,"AHY","MCGC","E6",5,16,"east"
"3100-42126","R",2005,"F","r03",2005-06-05,"MCGC",2004,"AHY","MCGC",NA,6,5,"east"
"3100-42126","R",2005,"F","r04",2005-06-12,"MCGC",2004,"AHY","MCGC",NA,6,12,"east"
"3100-42126","R",2005,"F","r05",2005-06-18,"MCGC",2004,"AHY","MCGC",NA,6,18,"east"
"3100-42126","R",2006,"F","r01",2006-05-29,"MCGC",2004,"AHY","MCGC",NA,5,29,"east"
"3100-42126","R",2006,"F","r02",2006-06-05,"MCGC",2004,"AHY","MCGC",NA,6,5,"east"
"3100-42126","R",2006,"F","r03",2006-07-13,"MCGC",2004,"AHY","MCGC","E8",7,13,"east"
"3100-42126","R",2006,"F","r04",2006-07-17,"MCGC",2004,"AHY","MCGC",NA,7,17,"east"
"3100-42126","R",2006,"F","r05",2006-07-18,"MCGC",2004,"AHY","MCGC","E8",7,18,"east"
"3100-42126","R",2006,"F","r06",2006-07-19,"MCGC",2004,"AHY","MCGC",NA,7,19,"east"
"3100-42126","R",2006,"F","r07",2006-07-27,"MCGC",2004,"AHY","MCGC",NA,7,27,"east"
"3100-42126","R",2007,"F","r01",2007-06-05,"MCGC",2004,"AHY","MCGC",NA,6,5,"east"
"3100-42126","R",2007,"F","r02",2007-06-07,"MCGC",2004,"AHY","MCGC","E7",6,7,"east"
"3100-42126","R",2007,"F","r03",2007-06-08,"MCGC",2004,"AHY","MCGC",NA,6,8,"east"
"3100-42126","R",2007,"F","r04",2007-07-05,"MCGC",2004,"AHY","MCGC",NA,7,5,"east"
"3100-42126","R",2007,"F","r05",2007-07-06,"MCGC",2004,"AHY","MCGC",NA,7,6,"east"
"3100-42126","R",2007,"F","r06",2007-07-08,"MCGC",2004,"AHY","MCGC",NA,7,8,"east"
"3100-42126","R",2007,"F","r07",2007-07-10,"MCGC",2004,"AHY","MCGC",NA,7,10,"east"
"3100-42126","R",2008,"F","r01",2008-06-16,"MCGC",2004,"AHY","MCGC","E8",6,16,"east"
"3100-42126","R",2008,"F","r02",2008-06-18,"MCGC",2004,"AHY","MCGC","E6",6,18,"east"
"3100-42126","R",2008,"F","r03",2008-07-01,"MCGC",2004,"AHY","MCGC",NA,7,1,"east"
"3100-42126","R",2008,"F","r04",2008-07-10,"MCGC",2004,"AHY","MCGC","E8",7,10,"east"
"3100-42126","R",2008,"F","r05",2008-08-02,"MCGC",2004,"AHY","MCGC",NA,8,2,"east"
"3100-42126","R",2008,"F","r06",2008-08-04,"MCGC",2004,"AHY","MCGC",NA,8,4,"east"
"3100-42126","R",2008,"F","r07",2008-08-16,"MCGC",2004,"AHY","MCGC",NA,8,16,"east"
"3100-42126","R",2008,"F","r08",2008-08-23,"MCGC",2004,"AHY","MCGC",NA,8,23,"east"
"3100-42126","R",2009,"F","r01",2009-05-17,"MCGC",2004,"AHY","MCGC",NA,5,17,"east"
"3100-42126","R",2009,"F","r02",2009-05-26,"MCGC",2004,"AHY","MCGC",NA,5,26,"east"
"3100-42126","R",2009,"F","r03",2009-06-07,"MCGC",2004,"AHY","MCGC",NA,6,7,"east"
"3100-42126","R",2009,"F","r04",2009-06-10,"MCGC",2004,"AHY","MCGC",NA,6,10,"east"
"3100-42126","R",2009,"F","r05",2009-06-20,"MCGC",2004,"AHY","MCGC",NA,6,20,"east"
"3100-42126","R",2009,"F","r06",2009-07-06,"MCGC",2004,"AHY","MCGC","E8",7,6,"east"
"3100-42126","R",2009,"F","r07",2009-07-10,"MCGC",2004,"AHY","MCGC",NA,7,10,"east"
"3100-42126","R",2009,"F","r01",2009-07-10,"MCGC",2004,"AHY","MCGC",NA,7,10,"east"
"3100-42127","1",2009,"F","r00",2009-07-10,"MP1",2009,"AHY","MP1",NA,7,10,"east"
