"","gbifID","datasetKey","occurrenceID","kingdom","phylum","class","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","countryCode","locality","stateProvince","occurrenceStatus","individualCount","publishingOrgKey","latitude","longitude","coordinateUncertaintyInMeters","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","eventDate","day","month","year","taxonKey","speciesKey","basisOfRecord","institutionCode","collectionCode","catalogNumber","recordNumber","identifiedBy","dateIdentified","license","rightsHolder","recordedBy","typeStatus","establishmentMeans","lastInterpreted","mediaType","issue","elevation_geonames"
"11",977724193,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD:OBS227458869","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Selasphorus","Selasphorus platycercus","","SPECIES","Selasphorus platycercus (Swainson, 1827)","Selasphorus platycercus","","MX","Valle de Atongo","Morelos","PRESENT",NA,"e2e717bf-551a-4917-bdc9-4fa0f342c530",18.984657,-99.08063,NA,NA,NA,NA,NA,NA,"3/17/2007",17,3,2007,2476844,2476844,"HUMAN_OBSERVATION","CLO","EBIRD","OBS227458869","","",NA,"CC_BY_4_0","","obsr138377",NA,"","06:16.5","","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED",1659
"12",977565899,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD:OBS227039788","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Selasphorus","Selasphorus platycercus","","SPECIES","Selasphorus platycercus (Swainson, 1827)","Selasphorus platycercus","","MX","MX - Morelos - Camino a Tonatico #15 - yard list","Morelos","PRESENT",NA,"e2e717bf-551a-4917-bdc9-4fa0f342c530",18.98417,-99.08007,NA,NA,NA,NA,NA,NA,"1/6/2007",6,1,2007,2476844,2476844,"HUMAN_OBSERVATION","CLO","EBIRD","OBS227039788","","",NA,"CC_BY_4_0","","obsr138377",NA,"","17:36.7","","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED",1658
"13",976676771,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD:OBS223999054","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Selasphorus","Selasphorus platycercus","","SPECIES","Selasphorus platycercus (Swainson, 1827)","Selasphorus platycercus","","MX","PN Volcán Nevado de Colima--Camino El Floripondio","Jalisco","PRESENT",1,"e2e717bf-551a-4917-bdc9-4fa0f342c530",19.637552,-103.61916,NA,NA,NA,NA,NA,NA,"3/11/1994",11,3,1994,2476844,2476844,"HUMAN_OBSERVATION","CLO","EBIRD","OBS223999054","","",NA,"CC_BY_4_0","","obsr302151",NA,"","45:07.3","","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED",2449
"14",976587736,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD:OBS223688713","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Selasphorus","Selasphorus platycercus","","SPECIES","Selasphorus platycercus (Swainson, 1827)","Selasphorus platycercus","","MX","Tenancingo area","Estado de México","PRESENT",NA,"e2e717bf-551a-4917-bdc9-4fa0f342c530",18.885073,-99.59741,NA,NA,NA,NA,NA,NA,"12/25/2002",25,12,2002,2476844,2476844,"HUMAN_OBSERVATION","CLO","EBIRD","OBS223688713","","",NA,"CC_BY_4_0","","obsr138377",NA,"","06:01.4","","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED",1799
"15",972456505,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD:OBS218682445","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Selasphorus","Selasphorus platycercus","","SPECIES","Selasphorus platycercus (Swainson, 1827)","Selasphorus platycercus","","MX","Reserva de la Biosfera Sierra de Manantlan--Estación Científica las Joyas","Jalisco","PRESENT",3,"e2e717bf-551a-4917-bdc9-4fa0f342c530",19.585932,-104.27139,NA,NA,NA,NA,NA,NA,"2/22/2010",22,2,2010,2476844,2476844,"HUMAN_OBSERVATION","CLO","EBIRD","OBS218682445","","",NA,"CC_BY_4_0","","obsr22682",NA,"","23:25.8","","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED",1974
"16",972414727,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD:OBS218682329","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Selasphorus","Selasphorus platycercus","","SPECIES","Selasphorus platycercus (Swainson, 1827)","Selasphorus platycercus","","MX","Rd/ bewteen las Joyas and Los Corralitos","Jalisco","PRESENT",1,"e2e717bf-551a-4917-bdc9-4fa0f342c530",19.600061,-104.299995,NA,NA,NA,NA,NA,NA,"2/23/2010",23,2,2010,2476844,2476844,"HUMAN_OBSERVATION","CLO","EBIRD","OBS218682329","","",NA,"CC_BY_4_0","","obsr22682",NA,"","09:30.7","","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED",1976
"17",971900426,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD:OBS217969242","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Selasphorus","Selasphorus platycercus","","SPECIES","Selasphorus platycercus (Swainson, 1827)","Selasphorus platycercus","","MX","Santa Cruz Etla","Oaxaca","PRESENT",1,"e2e717bf-551a-4917-bdc9-4fa0f342c530",17.14797,-96.758224,NA,NA,NA,NA,NA,NA,"1/11/2002",11,1,2002,2476844,2476844,"HUMAN_OBSERVATION","CLO","EBIRD","OBS217969242","","",NA,"CC_BY_4_0","","obsr141933",NA,"","05:49.3","","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED",1662
"18",971876418,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD:OBS218168644","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Selasphorus","Selasphorus platycercus","","SPECIES","Selasphorus platycercus (Swainson, 1827)","Selasphorus platycercus","","MX","PN Volcán Nevado de Colima--Carretera a Nevado de Colima","Jalisco","PRESENT",1,"e2e717bf-551a-4917-bdc9-4fa0f342c530",19.613722,-103.567795,NA,NA,NA,NA,NA,NA,"1/3/2004",3,1,2004,2476844,2476844,"HUMAN_OBSERVATION","CLO","EBIRD","OBS218168644","","",NA,"CC_BY_4_0","","obsr240895",NA,"","46:48.5","","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED",2487
"19",971872500,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD:OBS218168941","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Selasphorus","Selasphorus platycercus","","SPECIES","Selasphorus platycercus (Swainson, 1827)","Selasphorus platycercus","","MX","El Floripondio Road","Jalisco","PRESENT",1,"e2e717bf-551a-4917-bdc9-4fa0f342c530",19.641796,-103.61832,NA,NA,NA,NA,NA,NA,"1/4/2004",4,1,2004,2476844,2476844,"HUMAN_OBSERVATION","CLO","EBIRD","OBS218168941","","",NA,"CC_BY_4_0","","obsr240895",NA,"","49:58.5","","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED",2398
"20",971426534,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD_CAN:OBS217555991","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Selasphorus","Selasphorus platycercus","","SPECIES","Selasphorus platycercus (Swainson, 1827)","Selasphorus platycercus","","MX","Reserva de la Biosfera Volcán Tacaná","Chiapas","PRESENT",NA,"e2e717bf-551a-4917-bdc9-4fa0f342c530",15.117205,-92.132034,NA,NA,NA,NA,NA,NA,"12/31/2006",31,12,2006,2476844,2476844,"HUMAN_OBSERVATION","CLO","EBIRD_CAN","OBS217555991","","",NA,"CC_BY_4_0","","obsr97834",NA,"","04:16.6","","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED",2528
"21",970963458,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD:OBS217012938","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Selasphorus","Selasphorus platycercus","","SPECIES","Selasphorus platycercus (Swainson, 1827)","Selasphorus platycercus","","MX","Cerro St. Felipe","Oaxaca","PRESENT",NA,"e2e717bf-551a-4917-bdc9-4fa0f342c530",17.107317,-96.69572,NA,NA,NA,NA,NA,NA,"11/30/1999",30,11,1999,2476844,2476844,"HUMAN_OBSERVATION","CLO","EBIRD","OBS217012938","","",NA,"CC_BY_4_0","","obsr336721",NA,"","45:38.6","","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED",1724
"22",966402598,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD:OBS211846627","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Selasphorus","Selasphorus platycercus","","SPECIES","Selasphorus platycercus (Swainson, 1827)","Selasphorus platycercus","","MX","La Cumbre (East & West)","Oaxaca","PRESENT",15,"e2e717bf-551a-4917-bdc9-4fa0f342c530",17.174093,-96.60437,NA,NA,NA,NA,NA,NA,"12/26/2001",26,12,2001,2476844,2476844,"HUMAN_OBSERVATION","CLO","EBIRD","OBS211846627","","",NA,"CC_BY_4_0","","obsr131248",NA,"","45:56.1","","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED",2738
"23",960019883,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD:OBS205080319","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Selasphorus","Selasphorus platycercus","","SPECIES","Selasphorus platycercus (Swainson, 1827)","Selasphorus platycercus","","MX","Camino La Petaca","Sinaloa","PRESENT",1,"e2e717bf-551a-4917-bdc9-4fa0f342c530",23.446255,-105.82359,NA,NA,NA,NA,NA,NA,"11/13/1984",13,11,1984,2476844,2476844,"HUMAN_OBSERVATION","CLO","EBIRD","OBS205080319","","",NA,"CC_BY_4_0","","obsr36330",NA,"","50:37.2","","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED",1589
"24",945987488,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD_MEX:OBS189639655","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Selasphorus","Selasphorus platycercus","","SPECIES","Selasphorus platycercus (Swainson, 1827)","Selasphorus platycercus","","MX","Temascaltepec (abuelos y Camino a Carnicería)","Estado de México","PRESENT",NA,"e2e717bf-551a-4917-bdc9-4fa0f342c530",19.043507,-100.035614,NA,NA,NA,NA,NA,NA,"12/19/1987",19,12,1987,2476844,2476844,"HUMAN_OBSERVATION","CLO","EBIRD_MEX","OBS189639655","","",NA,"CC_BY_4_0","","obsr49359",NA,"","06:56.7","","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED",1778
"25",942114534,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD_MEX:OBS184564149","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Selasphorus","Selasphorus platycercus","","SPECIES","Selasphorus platycercus (Swainson, 1827)","Selasphorus platycercus","","MX","Puerto Oscuro, Mex/Gro border","Guerrero","PRESENT",NA,"e2e717bf-551a-4917-bdc9-4fa0f342c530",18.660559,-99.78418,NA,NA,NA,NA,NA,NA,"11/23/1991",23,11,1991,2476844,2476844,"HUMAN_OBSERVATION","CLO","EBIRD_MEX","OBS184564149","","",NA,"CC_BY_4_0","","obsr49359",NA,"","25:43.7","","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED",2300
"26",942047468,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD_MEX:OBS184617350","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Selasphorus","Selasphorus platycercus","","SPECIES","Selasphorus platycercus (Swainson, 1827)","Selasphorus platycercus","","MX","Puerto Los Mazos--Microondas","Jalisco","PRESENT",1,"e2e717bf-551a-4917-bdc9-4fa0f342c530",19.68769,-104.39525,NA,NA,NA,NA,NA,NA,"12/2/1991",2,12,1991,2476844,2476844,"HUMAN_OBSERVATION","CLO","EBIRD_MEX","OBS184617350","","",NA,"CC_BY_4_0","","obsr49359",NA,"","02:55.2","","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED",1678
"27",937018462,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD:OBS178331212","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Selasphorus","Selasphorus platycercus","","SPECIES","Selasphorus platycercus (Swainson, 1827)","Selasphorus platycercus","","MX","Las Mesas, 19.05396, -99.995788","Estado de México","PRESENT",1,"e2e717bf-551a-4917-bdc9-4fa0f342c530",19.05396,-99.99579,NA,NA,NA,NA,NA,NA,"12/30/2003",30,12,2003,2476844,2476844,"HUMAN_OBSERVATION","CLO","EBIRD","OBS178331212","","",NA,"CC_BY_4_0","","obsr160496",NA,"","50:18.4","","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED",2010
"28",896291938,"905589dd-1f8f-4aee-95e6-5672466e348d","http://arctos.database.museum/guid/MLZ:Bird:55060?seid=1096260","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Selasphorus","Selasphorus platycercus","","SPECIES","Selasphorus platycercus (Swainson, 1827)","Selasphorus platycercus","","MX","Lagunita, 13 mi NE Ario de Rosales","Michoacan","PRESENT",NA,"247b85e0-4e6b-46d1-b1c8-47b00bb8ced7",19.35558,-101.671058,1368,NA,2134,0,NA,NA,"2/27/1953",27,2,1953,2476844,2476844,"PRESERVED_SPECIMEN","MLZ","Bird","MLZ:Bird:55060","55085","Chester C. Lamb",NA,"CC0_1_0","","Collector(s): Chester C. Lamb",NA,"","23:28.1","","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",2280
"29",896290245,"905589dd-1f8f-4aee-95e6-5672466e348d","http://arctos.database.museum/guid/MLZ:Bird:53523?seid=1463865","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Selasphorus","Selasphorus platycercus","","SPECIES","Selasphorus platycercus (Swainson, 1827)","Selasphorus platycercus","","MX","La Puerta, 31 mi SW Orizaba by road","Veracruz","PRESENT",NA,"247b85e0-4e6b-46d1-b1c8-47b00bb8ced7",18.714682,-97.338439,911,NA,1524,0,NA,NA,"3/10/1952",10,3,1952,2476844,2476844,"PRESERVED_SPECIMEN","MLZ","Bird","MLZ:Bird:53523","53269","Chester C. Lamb",NA,"CC0_1_0","","Collector(s): Chester C. Lamb",NA,"","23:20.2","","CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",2075
"30",896265350,"905589dd-1f8f-4aee-95e6-5672466e348d","http://arctos.database.museum/guid/MLZ:Bird:30644?seid=1218444","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Selasphorus","Selasphorus platycercus","","SPECIES","Selasphorus platycercus (Swainson, 1827)","Selasphorus platycercus","","MX","Sierra Ozumatlan, 33 mi W Hidalgo","Michoacan","PRESENT",NA,"247b85e0-4e6b-46d1-b1c8-47b00bb8ced7",19.676056,-100.89939,8678,NA,2899,0,NA,NA,"11/5/1941",5,11,1941,2476844,2476844,"PRESERVED_SPECIMEN","MLZ","Bird","MLZ:Bird:30644","4639","Chester C. Lamb",NA,"CC0_1_0","","Collector(s): Chester C. Lamb",NA,"","23:14.8","","GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY",2352
"31",859240826,"96c93a1e-f762-11e1-a439-00145eb45e9a","","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Selasphorus","Selasphorus platycercus","","SPECIES","Selasphorus platycercus (Swainson, 1827)","Selasphorus platycercus","","MX","3.5 km E of Ixtlan, Boone Halberg's Farm","Oaxaca","PRESENT",1,"ccd1ddc0-6c21-11de-8224-b8a03c50a862",17.32615,-96.46533,NA,NA,2250,NA,NA,NA,"1/25/2009",25,1,2009,2476844,2476844,"PRESERVED_SPECIMEN","AMNH","Birds","SKEL-29261","BRB 1154","",NA,"CC0_1_0","","Brian Barber et al.",NA,"native","14:55.0","","INSTITUTION_COLLECTION_MISMATCH",2229
"32",844803905,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD:OBS174075977","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Selasphorus","Selasphorus platycercus","","SPECIES","Selasphorus platycercus (Swainson, 1827)","Selasphorus platycercus","","MX","Cerro del Estribo","Michoacán","PRESENT",1,"e2e717bf-551a-4917-bdc9-4fa0f342c530",19.513515,-101.64285,NA,NA,NA,NA,NA,NA,"12/23/2012",23,12,2012,2476844,2476844,"HUMAN_OBSERVATION","CLO","EBIRD","OBS174075977","","",NA,"CC_BY_4_0","","obsr176000",NA,"","06:05.2","","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED",2429
"33",844797866,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD:OBS169325942","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Selasphorus","Selasphorus platycercus","","SPECIES","Selasphorus platycercus (Swainson, 1827)","Selasphorus platycercus","","MX","Cerro el Naranjero (al sur de; CBC MXDU)","Durango","PRESENT",1,"e2e717bf-551a-4917-bdc9-4fa0f342c530",23.985643,-104.77459,NA,NA,NA,NA,NA,NA,"11/11/2012",11,11,2012,2476844,2476844,"HUMAN_OBSERVATION","CLO","EBIRD","OBS169325942","","",NA,"CC_BY_4_0","","obsr243104",NA,"","06:02.0","","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED",2130
"34",844788689,"4fa7b334-ce0d-4e88-aaae-2e0c138d049e","URN:catalog:CLO:EBIRD_MEX:OBS164721178","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Selasphorus","Selasphorus platycercus","","SPECIES","Selasphorus platycercus (Swainson, 1827)","Selasphorus platycercus","","MX","LA CIMA","Morelos","PRESENT",5,"e2e717bf-551a-4917-bdc9-4fa0f342c530",19.083334,-99.2,NA,NA,NA,NA,NA,NA,"2/17/2012",17,2,2012,2476844,2476844,"HUMAN_OBSERVATION","CLO","EBIRD_MEX","OBS164721178","","",NA,"CC_BY_4_0","","obsr306297",NA,"","05:05.7","","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED",3012
