"","UBI_band","band_status","year","fixed_sex","site"
"1212","6000-23694","R",2007,"F","MCGC"
"1213","6000-23700","R",2007,"F","KV1"
"1214","6000-23724","R",2007,"F","GNMTN"
"1215","6000-23731","R",2007,"F","GNMTN"
"1216","6000-23740","R",2007,"F","MCGC"
"1217","6000-23742","R",2007,"F","MCGC"
"1218","6000-23745","R",2007,"F","MCGC"
"1219","6000-23749","R",2007,"F","MP1"
"1220","6000-23755","R",2007,"F","MP1"
"1221","6000-23757","R",2007,"F","MP1"
"1222","6000-23758","R",2007,"F","MP1"
"1223","6000-23764","R",2007,"F","MCGC"
"1224","6000-23792","R",2007,"F","MCGC"
"1225","6000-23795","R",2007,"F","MCGC"
"1226","6000-23815","R",2007,"F","MCGC"
"1227","6000-23817","R",2007,"F","MCGC"
"1228","6000-23820","R",2007,"F","MCGC"
"1229","6000-23835","R",2007,"F","GNMTN"
"1230","6000-23872","R",2007,"M","MCGC"
"1231","6000-23896","R",2007,"F","MCGC"
"1232","6000-53504","R",2007,"F","MCGC"
"1233","6000-53508","R",2007,"F","MCGC"
"1234","6000-53532","R",2007,"F","MP1"
"1235","9000-11925","R",2007,"F","MCGC"
"1236","6000-53545","R",2007,"F","MCGC"
"1237","6000-53572","R",2007,"F","MCGC"
"1238","6000-53582","R",2007,"F","MCGC"
"1239","6000-53584","R",2007,"F","MP1"
"1240","9000-39914","R",2007,"F","MCGC"
"1241","6000-53603","R",2007,"F","MP1"
"1242","6000-53611","R",2007,"F","MP1"
"1243","6000-53615","R",2007,"F","GNMTN"
"1244","6000-53620","R",2007,"F","GNMTN"
"1245","6000-53634","R",2007,"F","MCGC"
"1246","6000-53637","R",2007,"F","MCGC"
"1247","6000-53656","R",2007,"F","MP1"
"1248","6000-53666","R",2007,"F","MCGC"
"1249","6000-53668","R",2007,"F","MCGC"
"1250","9000-39312","R",2007,"F","MP1"
"1251","6000-53751","R",2007,"F","MP1"
"1252","6000-53773","R",2007,"F","GNMTN"
"1253","6000-53782","R",2007,"F","MP1"
"1254","6000-53806","R",2007,"F","MCGC"
"1255","6000-53809","R",2007,"F","HOLZ"
"1256","6000-53816","R",2007,"F","MP1"
"1257","6000-53837","R",2007,"F","MP1"
"1258","6000-53839","R",2007,"F","MP1"
"1259","6000-53843","R",2007,"F","MP1"
"1260","6000-53887","R",2007,"F","MP1"
"1261","6000-53890","R",2007,"F","MCGC"
"1262","6000-53892","R",2007,"F","MCGC"
"1263","6000-53897","R",2007,"F","MP1"
"1264","6000-53899","R",2007,"F","MP1"
"1265","6000-53901","R",2007,"F","MP1"
"1266","6000-53902","R",2007,"F","MP1"
"1267","6000-53909","R",2007,"F","HPE"
"1268","6000-53959","R",2007,"F","HOLZ"
"1269","6000-53966","R",2007,"F","MP1"
"1270","6000-53969","R",2007,"F","MP1"
"1271","6000-53995","R",2007,"M","MP1"
"1272","6000-80908","R",2007,"F","MP1"
"1273","6000-80910","R",2007,"F","MP1"
"1274","6000-80916","R",2007,"F","MP1"
"1275","6000-80920","R",2007,"F","CC3"
"1276","6000-80933","R",2007,"F","MCGC"
"1277","6000-80934","R",2007,"F","MCGC"
"1278","6000-80939","R",2007,"F","MCGC"
"1279","6000-80942","R",2007,"F","MCGC"
"1280","6000-80944","R",2007,"F","MCGC"
"1281","6000-80954","R",2007,"F","MCGC"
"1282","6000-80961","R",2007,"F","MP1"
"1283","6000-80966","R",2007,"F","MP1"
"1284","6000-80969","R",2007,"F","MCGC"
"1285","6000-80978","R",2007,"F","MCGC"
"1286","6000-80992","R",2007,"F","MP1"
"1287","6000-80996","R",2007,"F","MP1"
"1288","6000-81011","R",2007,"F","MP1"
"1289","6000-81013","R",2007,"F","MP1"
"1290","6000-81017","R",2007,"F","MP1"
"1291","6000-81022","R",2007,"F","MP1"
"1292","6000-81030","R",2007,"F","MP1"
"1293","6000-81038","R",2007,"F","MP1"
"1294","6000-81041","R",2007,"F","MP1"
"1295","6000-81044","R",2007,"F","MCGC"
"1296","6000-81045","R",2007,"F","MCGC"
"1297","6000-81051","R",2007,"F","MCGC"
"1298","6000-81052","R",2007,"F","MCGC"
"1299","6000-81057","R",2007,"F","MCGC"
"1300","6000-81063","R",2007,"F","HOLZ"
"1301","6000-81065","R",2007,"F","GNMTN"
"1302","6000-81066","R",2007,"F","GNMTN"
"1303","6000-81069","R",2007,"F","GNMTN"
"1304","6000-81070","R",2007,"F","KV1"
"1305","6000-81071","R",2007,"F","KV1"
"1306","6000-81080","R",2007,"F","KV1"
"1307","6000-81082","R",2007,"F","KV1"
"1308","6000-81087","R",2007,"F","MCGC"
"1309","6000-81124","R",2007,"M","MP1"
"1310","6000-81132","R",2007,"M","MCGC"
"1311","6000-81162","R",2007,"M","CC3"
"1312","6000-81164","R",2007,"M","CC3"
"1313","6000-81172","R",2007,"M","MCGC"
"1314","6000-81200","R",2007,"M","MP1"
"1315","9000-11809","R",2007,"F","HOLZ"
"1316","9000-11812","R",2007,"M","MCGC"
"1317","9000-11833","R",2007,"M","MCGC"
"1318","9000-11842","R",2007,"M","MCGC"
"1319","9000-11843","R",2007,"M","MCGC"
"1320","9000-11844","R",2007,"M","MP1"
"1321","9000-11854","R",2007,"M","MCGC"
"1322","9000-11855","R",2007,"M","MCGC"
"1323","9000-11862","R",2007,"M","HOLZ"
"1324","9000-11872","R",2007,"M","MP1"
"1325","9000-11881","R",2007,"M","MCGC"
"1326","9000-11883","R",2007,"M","MCGC"
"1327","9000-11890","R",2007,"M","MP1"
"1328","9000-11900","R",2007,"M","MP1"
"1329","9000-11902","R",2007,"F","KV1"
"1330","9000-11906","R",2007,"F","KV1"
"1331","9000-11910","R",2007,"F","GNMTN"
"1332","9000-11917","R",2007,"F","MCGC"
"1333","9000-11921","R",2007,"F","MCGC"
"1334","9000-11935","R",2007,"F","HOLZ"
"1335","9000-11940","R",2007,"F","KV1"
"1336","9000-11947","R",2007,"F","GNMTN"
"1337","9000-11983","R",2007,"F","MCGC"
"1338","9000-11985","R",2007,"F","MCGC"
"1339","9000-11988","R",2007,"F","MCGC"
"1340","9000-11989","R",2007,"F","MCGC"
"1341","9000-11991","R",2007,"F","MCGC"
"1342","9000-11994","R",2007,"F","MCGC"
"1343","9000-11995","R",2007,"F","MCGC"
"1344","9000-11996","R",2007,"F","MCGC"
"1345","9000-11999","R",2007,"F","MCGC"
"1346","9000-12001","R",2007,"F","MCGC"
"1347","9000-12009","R",2007,"F","MCGC"
"1348","9000-12010","R",2007,"F","MCGC"
"1349","9000-12019","R",2007,"F","MCGC"
"1350","9000-12028","R",2007,"F","MP1"
"1351","9000-12033","R",2007,"F","MP1"
"1352","9000-12037","R",2007,"F","MP1"
"1353","9000-12039","R",2007,"F","MCGC"
"1354","9000-12040","R",2007,"F","MCGC"
"1355","9000-12041","R",2007,"F","MCGC"
"1356","9000-12042","R",2007,"F","HOLZ"
"1357","9000-12045","R",2007,"F","HOLZ"
"1358","9000-12047","R",2007,"F","HOLZ"
"1359","9000-12051","R",2007,"F","GNMTN"
"1360","9000-12060","R",2007,"F","KV1"
"1361","9000-12076","R",2007,"F","MP1"
"1362","9000-12079","R",2007,"F","MCGC"
"1363","9000-39458","R",2007,"F","MCGC"
"1364","9000-12091","R",2007,"F","MCGC"
"1365","9000-12100","R",2007,"F","MCGC"
"1366","9000-12112","R",2007,"F","MCGC"
"1367","9000-12114","R",2007,"F","MCGC"
"1368","9000-12122","R",2007,"F","MP1"
"1369","9000-12126","R",2007,"F","MP1"
"1370","9000-12127","R",2007,"F","MP1"
"1371","9000-12128","R",2007,"F","MP1"
"1372","9000-12130","R",2007,"F","MP1"
"1373","9000-12136","R",2007,"F","MP1"
"1374","9000-12148","R",2007,"F","CC3"
"1375","9000-12150","R",2007,"F","MCGC"
"1376","9000-12164","R",2007,"F","GNMTN"
"1377","9000-12166","R",2007,"F","HOLZ"
"1378","9000-12170","R",2007,"F","MCGC"
"1379","9000-12251","R",2007,"F","MCGC"
"1380","9000-12253","R",2007,"F","MCGC"
"1381","9000-12261","R",2007,"M","MCGC"
"1382","9000-12262","R",2007,"F","MCGC"
"1383","9000-12263","R",2007,"F","CC2"
"1384","9000-12270","R",2007,"F","MCGC"
"1385","9000-12279","R",2007,"M","MP1"
"1386","9000-12297","R",2007,"F","MP1"
"1387","9000-12311","R",2007,"F","MCGC"
"1388","9000-12314","R",2007,"F","HOLZ"
"1389","9000-12318","R",2007,"F","HOLZ"
"1390","9000-12345","R",2007,"F","MP1"
"1391","9000-12354","R",2007,"F","MCGC"
"1392","9000-12381","R",2007,"F","MP1"
"1393","9000-12385","R",2007,"F","MCGC"
"1394","9000-12389","R",2007,"F","GNMTN"
"1395","9000-12393","R",2007,"M","MP1"
"1396","9000-12404","R",2007,"F","KV1"
"1397","9000-12410","R",2007,"F","MCGC"
"1398","9000-12434","R",2007,"F","MP1"
"1399","9000-12437","R",2007,"F","MCGC"
"1400","9000-12439","R",2007,"F","MCGC"
"1401","9000-12441","R",2007,"F","MCGC"
"1402","9000-12454","R",2007,"F","MP1"
"1403","9000-12460","R",2007,"F","HOLZ"
"1404","9000-12462","R",2007,"F","KV1"
"1405","9000-12500","R",2007,"M","HPK1"
"1406","9000-12508","R",2007,"F","MCGC"
"1407","9000-12513","R",2007,"F","HPK1"
"1408","9000-12557","R",2007,"M","MCGC"
"1409","9000-12558","R",2007,"M","MCGC"
"1410","9000-12564","R",2007,"F","MCGC"
"1411","9000-12566","R",2007,"F","HPK1"
"1412","9000-12585","R",2007,"M","HPK1"
"1413","9000-12589","R",2007,"M","CC2"
"1414","9000-12617","R",2007,"F","HPK1"
"1415","9000-12630","R",2007,"F","MCGC"
"1416","9000-39004","R",2007,"M","NCOS"
"1417","9000-12647","R",2007,"F","CC3"
"1418","9000-39020","R",2007,"M","MP1"
"1419","9000-39028","R",2007,"M","HPK1"
"1420","9000-39029","R",2007,"M","MP1"
"1421","9000-39032","R",2007,"M","HPK1"
"1422","9000-39036","R",2007,"M","MP1"
"1423","9000-39041","R",2007,"M","MCGC"
"1424","9000-39046","R",2007,"M","MCGC"
"1425","9000-39048","R",2007,"M","MCGC"
"1426","9000-39053","R",2007,"M","MCGC"
"1427","9000-39054","R",2007,"M","MCGC"
"1428","9000-39058","R",2007,"M","MP1"
"1429","9000-39061","R",2007,"M","MCGC"
"1430","9000-39062","R",2007,"M","MCGC"
"1431","9000-39065","R",2007,"M","MP1"
"1432","9000-39066","R",2007,"M","MP1"
"1433","9000-39068","R",2007,"M","GNMTN"
"1434","9000-39070","R",2007,"M","MCGC"
"1435","9000-39071","R",2007,"M","MCGC"
"1436","9000-39072","R",2007,"M","MCGC"
"1437","9000-39073","R",2007,"M","MCGC"
"1438","9000-39075","R",2007,"M","MCGC"
"1439","9000-39077","R",2007,"M","MCGC"
"1440","9000-39084","R",2007,"M","MCGC"
"1441","9000-39086","R",2007,"M","MCGC"
"1442","9000-39103","R",2007,"M","KV1"
"1443","9000-39105","R",2007,"M","MCGC"
"1444","9000-39112","R",2007,"M","MP1"
"1445","9000-39116","R",2007,"M","GC1"
"1446","9000-39121","R",2007,"M","MCGC"
"1447","9000-39130","R",2007,"M","MCGC"
"1448","9000-39134","R",2007,"M","HOLZ"
"1449","9000-39135","R",2007,"M","HOLZ"
"1450","9000-39140","R",2007,"M","GNMTN"
"1451","9000-39142","R",2007,"M","GC1"
"1452","9000-39145","R",2007,"M","MCGC"
"1453","9000-39149","R",2007,"M","MCGC"
"1454","9000-39152","R",2007,"M","MCGC"
"1455","9000-39158","R",2007,"M","GNMTN"
"1456","9000-39160","R",2007,"M","MCGC"
"1457","9000-39181","R",2007,"M","MCGC"
"1458","9000-39182","R",2007,"M","MCGC"
"1459","9000-39201","R",2007,"F","MP1"
"1460","9000-39204","R",2007,"F","MP1"
"1461","9000-39207","R",2007,"F","MP1"
"1462","9000-39208","R",2007,"F","MP1"
"1463","9000-39210","R",2007,"F","MP1"
"1464","9000-39215","R",2007,"F","MP1"
"1465","9000-39217","R",2007,"F","MP1"
"1466","9000-39218","R",2007,"F","HPK1"
"1467","9000-39224","R",2007,"F","CC3"
"1468","9000-39227","R",2007,"F","MP1"
"1469","9000-39230","R",2007,"F","MCGC"
"1470","9000-39231","R",2007,"F","MP1"
"1471","9000-39232","R",2007,"F","MP1"
"1472","9000-39234","R",2007,"F","MP1"
"1473","9000-39242","R",2007,"F","MP1"
"1474","9000-39247","R",2007,"F","KV1"
"1475","9000-39250","R",2007,"F","MCGC"
"1476","9000-39251","R",2007,"F","MCGC"
"1477","9000-39252","R",2007,"F","MCGC"
"1478","9000-39255","R",2007,"F","MP1"
"1479","9000-39256","R",2007,"F","MP1"
"1480","9000-39258","R",2007,"F","MP1"
"1481","9000-39262","R",2007,"F","MCGC"
"1482","9000-39263","R",2007,"F","MCGC"
"1483","9000-39264","R",2007,"F","MCGC"
"1484","9000-39266","R",2007,"F","MCGC"
"1485","9000-39267","R",2007,"F","MCGC"
"1486","9000-39269","R",2007,"F","MCGC"
"1487","9000-39271","R",2007,"F","CC3"
"1488","9000-39272","R",2007,"F","MCGC"
"1489","9000-39274","R",2007,"F","MCGC"
"1490","9000-39275","R",2007,"F","MCGC"
"1491","9000-39278","R",2007,"F","MP1"
"1492","9000-39295","R",2007,"F","MCGC"
"1493","9000-39296","R",2007,"F","MCGC"
"1494","9000-39299","R",2007,"F","MP1"
"1495","9000-39302","R",2007,"F","MP1"
"1496","9000-39303","R",2007,"F","MP1"
"1497","9000-39304","R",2007,"F","MCGC"
"1498","9000-39306","R",2007,"F","MCGC"
"1499","9000-39307","R",2007,"F","MCGC"
"1500","9000-39308","R",2007,"F","MCGC"
"1501","9000-39332","R",2007,"F","KV1"
"1502","9000-39339","R",2007,"F","GNMTN"
"1503","9000-39340","R",2007,"F","GNMTN"
"1504","9000-39341","R",2007,"F","GNMTN"
"1505","9000-39342","R",2007,"F","GNMTN"
"1506","9000-39343","R",2007,"F","GNMTN"
"1507","9000-39344","R",2007,"F","GNMTN"
"1508","9000-39345","R",2007,"F","GNMTN"
"1509","9000-39349","R",2007,"F","GNMTN"
"1510","9000-39352","R",2007,"F","MCGC"
"1511","9000-39353","R",2007,"F","MCGC"
"1512","9000-39355","R",2007,"F","MCGC"
"1513","9000-39356","R",2007,"F","MCGC"
"1514","9000-39357","R",2007,"F","MCGC"
"1515","9000-39359","R",2007,"F","MCGC"
"1516","9000-39364","R",2007,"F","MCGC"
"1517","9000-39366","R",2007,"F","MCGC"
"1518","9000-39367","R",2007,"F","MCGC"
"1519","9000-39382","R",2007,"F","MCGC"
"1520","9000-39413","R",2007,"F","KV1"
"1521","9000-39414","R",2007,"F","GNMTN"
"1522","9000-39417","R",2007,"F","GNMTN"
"1523","9000-39422","R",2007,"F","GNMTN"
"1524","9000-39425","R",2007,"F","GNMTN"
"1525","9000-39427","R",2007,"F","GNMTN"
"1526","9000-39428","R",2007,"F","GNMTN"
"1527","9000-39429","R",2007,"F","MCGC"
"1528","9000-39430","R",2007,"F","MCGC"
"1529","9000-39431","R",2007,"F","MCGC"
"1530","9000-39432","R",2007,"F","MCGC"
"1531","9000-39436","R",2007,"F","MCGC"
"1532","9000-39446","R",2007,"F","MP1"
"1533","9000-39452","R",2007,"F","GC1"
"1534","9000-39458","R",2007,"F","MCGC"
"1535","9000-39461","R",2007,"F","MCGC"
"1536","9000-39463","R",2007,"F","MCGC"
"1537","9000-39464","R",2007,"F","MCGC"
"1538","9000-39474","R",2007,"F","MCGC"
"1539","9000-39477","R",2007,"F","MCGC"
"1540","9000-39478","R",2007,"F","MCGC"
"1541","9000-39480","R",2007,"F","HOLZ"
"1542","9000-39481","R",2007,"F","HOLZ"
"1543","9000-39483","R",2007,"F","HOLZ"
"1544","9000-39485","R",2007,"F","HOLZ"
"1545","9000-39487","R",2007,"F","HOLZ"
"1546","9000-39488","R",2007,"F","HOLZ"
"1547","9000-39489","R",2007,"F","HOLZ"
"1548","9000-39490","R",2007,"F","HOLZ"
"1549","9000-40106","R",2007,"F","HOLZ"
"1550","9000-39493","R",2007,"F","HOLZ"
"1551","9000-39494","R",2007,"F","HOLZ"
"1552","9000-39500","R",2007,"F","GNMTN"
"1553","9000-39504","R",2007,"F","MCGC"
"1554","9000-39506","R",2007,"F","MCGC"
"1555","9000-39508","R",2007,"F","MCGC"
"1556","9000-39509","R",2007,"F","MCGC"
"1557","9000-39511","R",2007,"F","MCGC"
"1558","9000-39512","R",2007,"F","MCGC"
"1559","9000-39513","R",2007,"F","MCGC"
"1560","9000-39514","R",2007,"F","MCGC"
"1561","9000-39515","R",2007,"F","MCGC"
"1562","9000-39517","R",2007,"F","MCGC"
"1563","9000-39519","R",2007,"F","MCGC"
"1564","9000-39520","R",2007,"F","MCGC"
"1565","9000-39526","R",2007,"F","MCGC"
"1566","9000-39527","R",2007,"F","MCGC"
"1567","9000-39528","R",2007,"F","MCGC"
"1568","9000-39529","R",2007,"F","CC3"
"1569","9000-39537","R",2007,"F","GNMTN"
"1570","9000-39539","R",2007,"F","MCGC"
"1571","9000-39562","R",2007,"F","MCGC"
"1572","9000-39564","R",2007,"F","MCGC"
"1573","9000-39565","R",2007,"F","MCGC"
"1574","9000-39566","R",2007,"F","MCGC"
"1575","9000-39569","R",2007,"F","MCGC"
"1576","9000-39576","R",2007,"F","MCGC"
"1577","9000-39578","R",2007,"F","MCGC"
"1578","9000-39582","R",2007,"F","WC1"
"1579","9000-39583","R",2007,"F","WC1"
"1580","9000-39584","R",2007,"F","WC1"
"1581","9000-39587","R",2007,"F","MCGC"
"1582","9000-39595","R",2007,"F","HPK1"
"1583","9000-39806","R",2007,"F","MCGC"
"1584","9000-39807","R",2007,"F","MCGC"
"1585","9000-39811","R",2007,"F","HOLZ"
"1586","9000-39814","R",2007,"F","HOLZ"
"1587","9000-39815","R",2007,"F","HOLZ"
"1588","9000-39816","R",2007,"F","HOLZ"
"1589","9000-39819","R",2007,"F","HOLZ"
"1590","9000-39820","R",2007,"F","HOLZ"
"1591","9000-39826","R",2007,"F","MCGC"
"1592","9000-39830","R",2007,"F","MCGC"
"1593","9000-39831","R",2007,"F","MCGC"
"1594","9000-39832","R",2007,"F","MCGC"
"1595","9000-39834","R",2007,"F","MCGC"
"1596","9000-39835","R",2007,"F","MCGC"
"1597","9000-39846","R",2007,"F","MCGC"
"1598","9000-39879","R",2007,"F","HOLZ"
"1599","9000-39880","R",2007,"F","HOLZ"
"1600","9000-39881","R",2007,"F","GNMTN"
"1601","9000-39886","R",2007,"F","GNMTN"
"1602","9000-39889","R",2007,"F","GNMTN"
"1603","9000-39890","R",2007,"F","GNMTN"
"1604","9000-39903","R",2007,"F","MCGC"
"1605","9000-39905","R",2007,"F","MCGC"
"1606","9000-39907","R",2007,"F","MCGC"
"1607","9000-39909","R",2007,"F","MCGC"
"1608","9000-39914","R",2007,"F","MCGC"
"1609","9000-39916","R",2007,"F","MCGC"
"1610","9000-39935","R",2007,"F","HOLZ"
"1611","9000-39937","R",2007,"F","HOLZ"
"1612","9000-39938","R",2007,"F","HOLZ"
"1613","9000-39939","R",2007,"F","HOLZ"
"1614","9000-39940","R",2007,"F","HOLZ"
"1615","9000-39941","R",2007,"F","HOLZ"
"1616","9000-39944","R",2007,"F","GNMTN"
"1617","9000-39947","R",2007,"F","HOLZ"
"1618","9000-39958","R",2007,"F","MCGC"
"1619","9000-39961","R",2007,"F","MCGC"
"1620","9000-39963","R",2007,"F","GC1"
"1621","9000-39966","R",2007,"F","GC1"
"1622","9000-39970","R",2007,"F","MCGC"
"1623","9000-39987","R",2007,"F","MCGC"
"1624","9000-39989","R",2007,"F","MCGC"
"1625","9000-39993","R",2007,"F","WC1"
"1626","9000-39994","R",2007,"F","WC1"
"1627","9000-39996","R",2007,"F","GNMTN"
"1628","9000-39998","R",2007,"F","GNMTN"
"1629","9000-40003","R",2007,"M","MCGC"
"1630","9000-40007","R",2007,"M","WC1"
"1631","9000-40018","R",2007,"M","MP1"
"1632","9000-40025","R",2007,"M","MCGC"
"1633","9000-40027","R",2007,"M","MCGC"
"1634","9000-40030","R",2007,"M","MCGC"
"1635","9000-40032","R",2007,"M","MCGC"
"1636","9000-40038","R",2007,"M","MCGC"
"1637","9000-40053","R",2007,"F","HOLZ"
"1638","9000-40054","R",2007,"F","MCGC"
"1639","9000-40056","R",2007,"F","MCGC"
"1640","9000-40070","R",2007,"F","MCGC"
"1641","9000-40097","R",2007,"F","MP1"
"1642","9000-40104","R",2007,"F","HOLZ"
"1643","9000-40108","R",2007,"F","HOLZ"
"1644","9000-40123","R",2007,"F","MP1"
"1645","9000-40127","R",2007,"F","MP1"
"1646","9000-40137","R",2007,"M","MCGC"
"1647","9000-40138","R",2007,"F","MCGC"
"1648","9000-40140","R",2007,"F","MP1"
"1649","9000-40151","R",2007,"M","MP1"
"1650","9000-40171","R",2007,"M","MCGC"
"1651","9000-40200","R",2007,"M","WC1"
"1652","9000-90003","R",2007,"F","HOLZ"
"1653","9000-90007","R",2007,"F","MP1"
"1654","9000-90008","R",2007,"F","MCGC"
"1655","9000-90019","R",2007,"M","MP1"
"1656","9000-90021","R",2007,"F","MP1"
"1657","9000-90028","R",2007,"M","HOLZ"
"1658","9000-90031","R",2007,"M","MCGC"
"1659","9000-90063","R",2007,"M","MP1"
"1660","9000-90069","R",2007,"M","MP1"
"1661","9000-90073","R",2007,"M","MCGC"
"1662","5000-11543","R",2008,"F","MCGC"
"1663","5000-11601","R",2008,"F","MCGC"
"1664","5000-11639","R",2008,"M","MCGC"
"1665","9000-12256","R",2008,"F","MCGC"
"1666","5000-29276","R",2008,"F","MCGC"
"1667","5000-29407","R",2008,"F","MP1"
"1668","4000-47664","R",2008,"F","MP1"
"1669","9000-12075","R",2008,"F","MP1"
"1670","4000-47788","R",2008,"F","MCGC"
"1671","9000-90377","R",2008,"F","MCGC"
"1672","5000-29452","R",2008,"F","MCGC"
"1673","9000-90216","R",2008,"F","MCGC"
"1674","5000-29486","R",2008,"F","MCGC"
"1675","5000-29500","R",2008,"F","KV1"
"1676","9000-90883","R",2008,"F","CC2"
"1677","5000-29608","R",2008,"F","GNMTN"
"1678","5000-29686","R",2008,"F","MCGC"
"1679","5000-29692","R",2008,"F","MCGC"
"1680","5000-96639","R",2008,"F","MCGC"
"1681","5000-96729","R",2008,"F","MP1"
"1682","5000-96732","R",2008,"F","MP1"
"1683","5000-96800","R",2008,"F","MP1"
"1684","5000-96820","R",2008,"F","MP1"
"1685","5000-96822","R",2008,"F","MP1"
"1686","5000-96845","R",2008,"F","MP1"
"1687","5000-96851","R",2008,"F","MCGC"
"1688","5000-96862","R",2008,"F","MP1"
"1689","5000-96894","R",2008,"F","MCGC"
"1690","5000-96922","R",2008,"F","MP1"
"1691","5000-96941","R",2008,"F","MP1"
"1692","5000-96986","R",2008,"F","MP1"
"1693","5000-97012","R",2008,"F","MP1"
"1694","5000-97016","R",2008,"F","MP1"
"1695","5000-97062","R",2008,"F","MCGC"
"1696","6000-23432","R",2008,"F","MP1"
"1697","6000-23447","R",2008,"F","MP1"
"1698","6000-23448","R",2008,"F","MP1"
"1699","6000-23468","R",2008,"F","MP1"
"1700","6000-23482","R",2008,"F","MP1"
"1701","6000-23528","R",2008,"F","MP1"
"1702","6000-23567","R",2008,"F","MP1"
"1703","6000-23631","R",2008,"F","KV1"
"1704","6000-23641","R",2008,"F","GNMTN"
"1705","6000-23645","R",2008,"F","GNMTN"
"1706","6000-23648","R",2008,"F","GNMTN"
"1707","6000-23664","R",2008,"F","KV1"
"1708","6000-23679","R",2008,"F","MCGC"
"1709","9000-90908","R",2008,"F","MCGC"
"1710","6000-23724","R",2008,"F","GNMTN"
"1711","6000-23740","R",2008,"F","MCGC"
"1712","9000-90414","R",2008,"F","MCGC"
"1713","6000-23792","R",2008,"F","MCGC"
"1714","9000-91047","R",2008,"F","MCGC"
"1715","6000-23817","R",2008,"F","MCGC"
"1716","6000-23872","R",2008,"M","MCGC"
"1717","6000-53580","R",2008,"F","MCGC"
"1718","6000-53582","R",2008,"F","MCGC"
"1719","6000-53620","R",2008,"F","GNMTN"
"1720","6000-53625","R",2008,"F","KV1"
"1721","6000-53637","R",2008,"F","MCGC"
"1722","6000-53702","R",2008,"F","MP1"
"1723","6000-53724","R",2008,"F","MP1"
"1724","6000-53739","R",2008,"F","MP1"
"1725","6000-53749","R",2008,"F","MP1"
"1726","6000-53773","R",2008,"F","GNMTN"
"1727","6000-53809","R",2008,"F","HOLZ"
"1728","6000-53813","R",2008,"F","MP1"
"1729","6000-53814","R",2008,"F","MP1"
"1730","6000-53816","R",2008,"F","MP1"
"1731","6000-53837","R",2008,"F","MP1"
"1732","6000-53890","R",2008,"F","MCGC"
"1733","6000-53908","R",2008,"F","MP1"
"1734","6000-53918","R",2008,"F","MCGC"
"1735","6000-80917","R",2008,"F","MP1"
"1736","6000-80918","R",2008,"F","MP1"
"1737","6000-80924","R",2008,"F","CC2"
"1738","6000-80933","R",2008,"F","MCGC"
"1739","6000-80944","R",2008,"F","MCGC"
"1740","6000-80950","R",2008,"F","MP1"
"1741","6000-80951","R",2008,"F","MP1"
"1742","6000-80954","R",2008,"F","MCGC"
"1743","9000-90273","R",2008,"F","MCGC"
"1744","6000-80992","R",2008,"F","MP1"
"1745","6000-81038","R",2008,"F","MP1"
"1746","6000-81040","R",2008,"F","MP1"
"1747","6000-81041","R",2008,"F","MP1"
"1748","6000-81044","R",2008,"F","MCGC"
"1749","6000-81052","R",2008,"F","MCGC"
"1750","6000-81057","R",2008,"F","MCGC"
"1751","6000-81059","R",2008,"F","MCGC"
"1752","6000-81066","R",2008,"F","GNMTN"
"1753","9000-11812","R",2008,"M","MCGC"
"1754","9000-11833","R",2008,"M","MCGC"
"1755","9000-11843","R",2008,"M","MCGC"
"1756","9000-11854","R",2008,"M","MCGC"
"1757","9000-11881","R",2008,"M","MCGC"
"1758","9000-11883","R",2008,"M","MCGC"
"1759","9000-11902","R",2008,"F","KV1"
"1760","9000-11910","R",2008,"F","GNMTN"
"1761","9000-91152","R",2008,"F","MCGC"
"1762","9000-11921","R",2008,"F","MCGC"
"1763","9000-11925","R",2008,"F","MCGC"
"1764","9000-11935","R",2008,"F","HOLZ"
"1765","9000-11936","R",2008,"F","KV1"
"1766","9000-11950","R",2008,"F","GNMTN"
"1767","3100-41493","R",2008,"F","MCGC"
"1768","9000-90668","R",2008,"F","MCGC"
"1769","9000-11996","R",2008,"F","MCGC"
"1770","9000-12001","R",2008,"F","MCGC"
"1771","9000-12008","R",2008,"F","MP1"
"1772","9000-12010","R",2008,"F","MCGC"
"1773","9000-12013","R",2008,"F","MCGC"
"1774","9000-12019","R",2008,"F","MCGC"
"1775","9000-12025","R",2008,"F","MP1"
"1776","9000-12040","R",2008,"F","MCGC"
"1777","9000-12042","R",2008,"F","HOLZ"
"1778","9000-12045","R",2008,"F","HOLZ"
"1779","9000-12112","R",2008,"F","MCGC"
"1780","9000-12128","R",2008,"F","MP1"
"1781","9000-12130","R",2008,"F","MP1"
"1782","9000-12136","R",2008,"F","MP1"
"1783","9000-12145","R",2008,"F","CC2"
"1784","9000-12150","R",2008,"F","MCGC"
"1785","9000-12162","R",2008,"F","GNMTN"
"1786","9000-12170","R",2008,"F","MCGC"
"1787","9000-12261","R",2008,"M","MCGC"
"1788","9000-12267","R",2008,"F","MCGC"
"1789","9000-12270","R",2008,"F","MCGC"
"1790","9000-12279","R",2008,"M","MP1"
"1791","9000-12283","R",2008,"M","MP1"
"1792","9000-12288","R",2008,"F","MP1"
"1793","9000-12297","R",2008,"F","MP1"
"1794","9000-12311","R",2008,"F","MCGC"
"1795","9000-12317","R",2008,"F","HOLZ"
"1796","9000-12340","R",2008,"F","MP1"
"1797","9000-12342","R",2008,"F","MP1"
