"","UBI_band","band_status","year","fixed_sex","site"
"3556","4100-08278","R",2010,"M","MCGC"
"3557","4100-08279","R",2010,"M","MCGC"
"3558","4100-08281","R",2010,"M","CC3"
"3559","4100-08282","R",2010,"M","CC3"
"3560","4100-08283","R",2010,"M","MCGC"
"3561","4100-08285","R",2010,"M","MCGC"
"3562","4100-08289","R",2010,"M","MCGC"
"3563","4100-08292","R",2010,"M","HOLZ"
"3564","4100-08294","R",2010,"M","HOLZ"
"3565","4100-08295","R",2010,"M","HOLZ"
"3566","4100-08299","R",2010,"M","MCGC"
"3567","4100-08301","R",2010,"F","MCGC"
"3568","4100-08304","R",2010,"F","MCGC"
"3569","4100-08312","R",2010,"F","MP1"
"3570","4100-08314","R",2010,"F","MP1"
"3571","4100-08316","R",2010,"F","MCGC"
"3572","4100-08317","R",2010,"F","MCGC"
"3573","4100-08318","R",2010,"F","MCGC"
"3574","4100-08319","R",2010,"F","MCGC"
"3575","4100-08320","R",2010,"F","MCGC"
"3576","4100-08321","R",2010,"F","MCGC"
"3577","4100-08324","R",2010,"F","MCGC"
"3578","4100-08326","R",2010,"F","MCGC"
"3579","4100-08327","R",2010,"F","MCGC"
"3580","4100-08328","R",2010,"F","MCGC"
"3581","4100-08329","R",2010,"F","MCGC"
"3582","4100-08330","R",2010,"F","MCGC"
"3583","4100-08332","R",2010,"F","KV1"
"3584","4100-08334","R",2010,"F","KV1"
"3585","4100-08337","R",2010,"F","KV1"
"3586","4100-08338","R",2010,"F","KV1"
"3587","4100-08342","R",2010,"F","MCGC"
"3588","4100-08343","R",2010,"F","MCGC"
"3589","4100-08344","R",2010,"F","MCGC"
"3590","4100-08349","R",2010,"F","MCGC"
"3591","4100-08351","R",2010,"F","MCGC"
"3592","4100-08352","R",2010,"F","MCGC"
"3593","4100-08354","R",2010,"F","MCGC"
"3594","4100-08356","R",2010,"F","MCGC"
"3595","4100-08359","R",2010,"F","MCGC"
"3596","4100-08361","R",2010,"F","MCGC"
"3597","4100-08362","R",2010,"F","MCGC"
"3598","4100-08363","R",2010,"F","MCGC"
"3599","4100-08364","R",2010,"F","MCGC"
"3600","4100-08365","R",2010,"F","MCGC"
"3601","4100-08369","R",2010,"F","GNMTN"
"3602","4100-08370","R",2010,"F","MCGC"
"3603","4100-08380","R",2010,"F","MP1"
"3604","4100-08387","R",2010,"F","HPK2"
"3605","4100-08396","R",2010,"F","HPK2"
"3606","4100-08397","R",2010,"F","MCGC"
"3607","4100-08399","R",2010,"F","MCGC"
"3608","4100-08400","R",2010,"F","MCGC"
"3609","4100-08403","R",2010,"F","MCGC"
"3610","4100-08404","R",2010,"M","MP1"
"3611","4100-08409","R",2010,"M","GNMTN"
"3612","4100-08420","R",2010,"F","MCGC"
"3613","4100-08432","R",2010,"F","MCGC"
"3614","4100-08440","R",2010,"F","MCGC"
"3615","4100-08442","R",2010,"F","MCGC"
"3616","4100-08453","R",2010,"F","MP1"
"3617","4100-08461","R",2010,"F","MCGC"
"3618","4100-08463","R",2010,"F","MCGC"
"3619","4100-08464","R",2010,"F","MCGC"
"3620","4100-08468","R",2010,"F","MCGC"
"3621","4100-08469","R",2010,"F","MCGC"
"3622","4100-08470","R",2010,"F","MCGC"
"3623","4100-08486","R",2010,"F","MP1"
"3624","4100-08487","R",2010,"F","MCGC"
"3625","4100-08492","R",2010,"F","MCGC"
"3626","4100-08493","R",2010,"F","MCGC"
"3627","4100-08502","R",2010,"M","MCGC"
"3628","4100-08503","R",2010,"M","MCGC"
"3629","4100-08528","R",2010,"F","MCGC"
"3630","4100-08530","R",2010,"F","MCGC"
"3631","4100-08541","R",2010,"F","GNMTN"
"3632","4100-08544","R",2010,"F","HOLZ"
"3633","4100-08545","R",2010,"F","HOLZ"
"3634","4100-08546","R",2010,"F","HOLZ"
"3635","4100-08547","R",2010,"F","HOLZ"
"3636","4100-08550","R",2010,"F","HOLZ"
"3637","4100-08551","R",2010,"F","MCGC"
"3638","4100-08553","R",2010,"F","CC3"
"3639","4100-08554","R",2010,"F","CC3"
"3640","4100-58579","R",2010,"F","MCGC"
"3641","4100-08567","R",2010,"F","MP1"
"3642","4100-08569","R",2010,"F","MP1"
"3643","4100-08574","R",2010,"F","HPK2"
"3644","4100-08575","R",2010,"F","MCGC"
"3645","4100-08577","R",2010,"F","MP1"
"3646","4100-08580","R",2010,"F","MP1"
"3647","4100-08583","R",2010,"F","MP1"
"3648","4100-08588","R",2010,"F","MCGC"
"3649","4100-08590","R",2010,"F","MCGC"
"3650","4100-08591","R",2010,"F","MP1"
"3651","4100-08602","R",2010,"F","HPK2"
"3652","4100-08604","R",2010,"F","MCGC"
"3653","4100-08606","R",2010,"F","MCGC"
"3654","4100-08607","R",2010,"F","MCGC"
"3655","4100-08608","R",2010,"F","MCGC"
"3656","4100-08609","R",2010,"F","MCGC"
"3657","4100-08610","R",2010,"F","MCGC"
"3658","4100-08616","R",2010,"F","KV1"
"3659","4100-08619","R",2010,"F","GNMTN"
"3660","4100-08622","R",2010,"F","GNMTN"
"3661","4100-08632","R",2010,"F","GNMTN"
"3662","4100-08637","R",2010,"F","GNMTN"
"3663","4100-08640","R",2010,"F","GNMTN"
"3664","4100-08641","R",2010,"F","MCGC"
"3665","4100-08642","R",2010,"F","MCGC"
"3666","4100-08643","R",2010,"F","MCGC"
"3667","4100-08655","R",2010,"F","MP1"
"3668","4100-08657","R",2010,"F","MP1"
"3669","4100-08660","R",2010,"F","MP1"
"3670","4100-08663","R",2010,"F","MP1"
"3671","4100-08667","R",2010,"F","MP1"
"3672","4100-08674","R",2010,"F","HOLZ"
"3673","4100-08675","R",2010,"F","HOLZ"
"3674","4100-08676","R",2010,"F","HOLZ"
"3675","4100-08677","R",2010,"F","HOLZ"
"3676","4100-08679","R",2010,"F","KV1"
"3677","4100-08680","R",2010,"F","KV1"
"3678","4100-08699","R",2010,"F","HPK2"
"3679","4100-08701","R",2010,"F","MCGC"
"3680","4100-08702","R",2010,"F","MCGC"
"3681","4100-08707","R",2010,"F","MCGC"
"3682","4100-08709","R",2010,"F","MCGC"
"3683","4100-08711","R",2010,"F","MCGC"
"3684","4100-08717","R",2010,"F","HPK2"
"3685","4100-08721","R",2010,"F","MCGC"
"3686","4100-08723","R",2010,"F","MCGC"
"3687","4100-08724","R",2010,"F","MCGC"
"3688","4100-08727","R",2010,"F","MCGC"
"3689","4100-08728","R",2010,"F","MCGC"
"3690","4100-08761","R",2010,"F","MCGC"
"3691","4100-08765","R",2010,"F","KV1"
"3692","4100-08769","R",2010,"F","GNMTN"
"3693","4100-08777","R",2010,"F","HOLZ"
"3694","4100-08778","R",2010,"F","HOLZ"
"3695","4100-08783","R",2010,"F","HOLZ"
"3696","4100-08785","R",2010,"F","MCGC"
"3697","4100-08795","R",2010,"F","MP1"
"3698","4100-08800","R",2010,"F","MCGC"
"3699","4100-08802","R",2010,"F","MCGC"
"3700","4100-08808","R",2010,"F","MCGC"
"3701","4100-08822","R",2010,"F","MCGC"
"3702","4100-08827","R",2010,"F","MCGC"
"3703","4100-08829","R",2010,"F","MP1"
"3704","4100-08830","R",2010,"F","MP1"
"3705","4100-08852","R",2010,"F","KV1"
"3706","4100-08861","R",2010,"M","MCGC"
"3707","4100-08907","R",2010,"F","GNMTN"
"3708","4100-08909","R",2010,"F","GNMTN"
"3709","4100-08911","R",2010,"F","GNMTN"
"3710","4100-08912","R",2010,"F","GNMTN"
"3711","4100-08913","R",2010,"F","GNMTN"
"3712","4100-08921","R",2010,"F","MCGC"
"3713","4100-08922","R",2010,"F","MCGC"
"3714","4100-08941","R",2010,"F","MCGC"
"3715","4100-08943","R",2010,"F","HOLZ"
"3716","4100-08953","R",2010,"F","MCGC"
"3717","4100-08955","R",2010,"F","MCGC"
"3718","4100-08956","R",2010,"F","MCGC"
"3719","4100-08959","R",2010,"F","MCGC"
"3720","4100-08986","R",2010,"M","KV1"
"3721","4100-08993","R",2010,"F","MCGC"
"3722","4100-08994","R",2010,"F","MCGC"
"3723","4100-08996","R",2010,"F","MCGC"
"3724","4100-08997","R",2010,"F","MCGC"
"3725","4100-08998","R",2010,"F","MCGC"
"3726","4100-09000","R",2010,"F","MCGC"
"3727","4100-58553","R",2010,"M","MCGC"
"3728","4100-58557","R",2010,"M","MCGC"
"3729","4100-58558","R",2010,"M","HPK2"
"3730","4100-58571","R",2010,"F","MCGC"
"3731","4100-58572","R",2010,"F","MCGC"
"3732","4100-58582","R",2010,"F","MCGC"
"3733","4100-58584","R",2010,"F","MCGC"
"3734","4100-58590","R",2010,"F","MCGC"
"3735","4100-58591","R",2010,"F","MCGC"
"3736","4100-58602","R",2010,"F","MCGC"
"3737","4100-58604","R",2010,"F","MCGC"
"3738","4100-58606","R",2010,"F","MCGC"
"3739","4100-58607","R",2010,"F","MCGC"
"3740","4100-58618","R",2010,"F","MP1"
"3741","4100-58625","R",2010,"F","MP1"
"3742","4100-58626","R",2010,"F","MP1"
"3743","4100-58655","R",2010,"M","MCGC"
"3744","4100-58662","R",2010,"M","MCGC"
"3745","4100-58663","R",2010,"M","MCGC"
"3746","4100-58665","R",2010,"M","MCGC"
"3747","4100-58671","R",2010,"F","MP1"
"3748","4100-58681","R",2010,"F","MP1"
"3749","4100-58684","R",2010,"F","MCGC"
"3750","4100-58686","R",2010,"F","MCGC"
"3751","4100-58692","R",2010,"F","MCGC"
"3752","4100-58722","R",2010,"F","HOLZ"
"3753","4100-58723","R",2010,"F","HOLZ"
"3754","4100-58724","R",2010,"F","HOLZ"
"3755","4100-58726","R",2010,"M","MP1"
"3756","4100-58933","R",2010,"F","HOLZ"
"3757","4100-58729","R",2010,"F","KV1"
"3758","4100-58757","R",2010,"F","HOLZ"
"3759","4100-58839","R",2010,"F","MP1"
"3760","4100-58850","R",2010,"F","MP1"
"3761","4100-58864","R",2010,"F","MP1"
"3762","4100-58865","R",2010,"F","CC3"
"3763","4100-58884","R",2010,"F","MP1"
"3764","4100-58936","R",2010,"F","HOLZ"
"3765","4100-58937","R",2010,"F","HOLZ"
"3766","4100-58955","R",2010,"M","KV1"
"3767","4100-58979","R",2010,"F","MP1"
"3768","4100-58981","R",2010,"F","MP1"
"3769","4100-58985","R",2010,"F","MP1"
"3770","4100-58994","R",2010,"M","HPK2"
"3771","4100-58995","R",2010,"M","MP1"
"3772","4100-59092","R",2010,"M","MP1"
"3773","4100-59095","R",2010,"M","MP1"
"3774","4100-08484","R",2011,"F","MCGC"
"3775","5000-96868","R",2011,"F","MP1"
"3776","5000-96894","R",2011,"F","MCGC"
"3777","5000-97012","R",2011,"F","MP1"
"3778","6000-23664","R",2011,"F","KV1"
"3779","6000-23792","R",2011,"F","MCGC"
"3780","6000-53837","R",2011,"F","MP1"
"3781","6000-53887","R",2011,"F","MP1"
"3782","6000-80917","R",2011,"F","MP1"
"3783","6000-80951","R",2011,"F","MP1"
"3784","6000-81022","R",2011,"F","MP1"
"3785","9000-11842","R",2011,"M","MCGC"
"3786","9000-12028","R",2011,"F","MP1"
"3787","9000-12128","R",2011,"F","MP1"
"3788","9000-12157","R",2011,"F","MCGC"
"3789","9000-12271","R",2011,"F","MCGC"
"3790","9000-12390","R",2011,"F","GNMTN"
"3791","9000-12410","R",2011,"F","MCGC"
"3792","9000-39020","R",2011,"M","MP1"
"3793","9000-39028","R",2011,"M","HPK1"
"3794","9000-39084","R",2011,"M","MCGC"
"3795","9000-39201","R",2011,"F","MP1"
"3796","9000-39210","R",2011,"F","MP1"
"3797","4100-08571","R",2011,"F","HPK1"
"3798","9000-39227","R",2011,"F","MP1"
"3799","9000-39246","R",2011,"F","KV1"
"3800","9000-39319","R",2011,"F","MP1"
"3801","9000-39332","R",2011,"F","KV1"
"3802","9000-39369","R",2011,"F","MP1"
"3803","9000-39371","R",2011,"F","MP1"
"3804","9000-39401","R",2011,"F","HPK1"
"3805","9000-39415","R",2011,"F","GNMTN"
"3806","9000-39479","R",2011,"F","HOLZ"
"3807","9000-40106","R",2011,"F","HOLZ"
"3808","9000-39493","R",2011,"F","HOLZ"
"3809","9000-39541","R",2011,"F","MCGC"
"3810","9000-39560","R",2011,"F","MCGC"
"3811","9000-39573","R",2011,"F","HPK1"
"3812","9000-39579","R",2011,"F","MCGC"
"3813","9000-39582","R",2011,"F","WC1"
"3814","9000-39890","R",2011,"F","GNMTN"
"3815","9000-39897","R",2011,"F","GNMTN"
"3816","9000-39930","R",2011,"F","MP1"
"3817","9000-39970","R",2011,"F","MCGC"
"3818","9000-39976","R",2011,"F","MP1"
"3819","9000-39980","R",2011,"F","MP1"
"3820","9000-39990","R",2011,"F","MCGC"
"3821","9000-40091","R",2011,"F","MCGC"
"3822","9000-40108","R",2011,"F","HOLZ"
"3823","9000-40135","R",2011,"F","MCGC"
"3824","9000-89901","R",2011,"M","HPK1"
"3825","9000-89948","R",2011,"M","GNMTN"
"3826","9000-90126","R",2011,"F","MP1"
"3827","9000-90129","R",2011,"F","GNMTN"
"3828","9000-90143","R",2011,"F","GNMTN"
"3829","9000-90146","R",2011,"F","KV1"
"3830","9000-90219","R",2011,"F","MP1"
"3831","9000-90235","R",2011,"F","HPK1"
"3832","9000-90244","R",2011,"F","HPK1"
"3833","9000-90263","R",2011,"F","CC3"
"3834","9000-90266","R",2011,"F","MCGC"
"3835","9000-90307","R",2011,"F","HOLZ"
"3836","9000-90310","R",2011,"F","MCGC"
"3837","4100-59034","R",2011,"F","MCGC"
"3838","9000-90368","R",2011,"F","GNMTN"
"3839","9000-90401","R",2011,"F","MP1"
"3840","9000-90421","R",2011,"F","HPK1"
"3841","9000-90424","R",2011,"F","MCGC"
"3842","9000-90426","R",2011,"F","KV1"
"3843","9000-90449","R",2011,"F","MCGC"
"3844","9000-90462","R",2011,"F","MCGC"
"3845","9000-90549","R",2011,"F","MCGC"
"3846","9000-90560","R",2011,"M","HOLZ"
"3847","9000-90671","R",2011,"F","MP1"
"3848","9000-90675","R",2011,"F","MP1"
"3849","9000-90677","R",2011,"F","MP1"
"3850","9000-90745","R",2011,"F","MP1"
"3851","9000-90869","R",2011,"F","MCGC"
"3852","9000-90886","R",2011,"F","MCGC"
"3853","4100-59344","R",2011,"F","MCGC"
"3854","9000-90915","R",2011,"F","MP1"
"3855","9000-90937","R",2011,"F","MP1"
"3856","9000-90938","R",2011,"F","MCGC"
"3857","9000-90941","R",2011,"F","MCGC"
"3858","9000-90946","R",2011,"F","CC3"
"3859","9000-91022","R",2011,"F","HOLZ"
"3860","9000-91054","R",2011,"F","MCGC"
"3861","9000-91171","R",2011,"F","KV1"
"3862","9000-91173","R",2011,"F","KV1"
"3863","9000-91176","R",2011,"F","HOLZ"
"3864","9000-91190","R",2011,"F","MP1"
"3865","9000-91273","R",2011,"F","HPK1"
"3866","9000-91274","R",2011,"F","HPK1"
"3867","9000-91316","R",2011,"F","HPK1"
"3868","9000-91329","R",2011,"F","MP1"
"3869","9000-91339","R",2011,"F","MP1"
"3870","9000-91347","R",2011,"F","KV1"
"3871","9000-41412","R",2011,"F","MP1"
"3872","3100-41414","R",2011,"F","HPK1"
"3873","3100-41452","R",2011,"M","MCGC"
"3874","3100-41515","R",2011,"F","MP1"
"3875","3100-41536","R",2011,"F","MP1"
"3876","3100-41540","R",2011,"F","MCGC"
"3877","3100-41588","R",2011,"M","MCGC"
"3878","3100-41599","R",2011,"F","MP1"
"3879","3100-41648","R",2011,"F","MP1"
"3880","3100-41674","R",2011,"F","KV1"
"3881","3100-41688","R",2011,"F","MP1"
"3882","3100-41700","R",2011,"F","GNMTN"
"3883","3100-41739","R",2011,"F","MP1"
"3884","3100-41740","R",2011,"F","MP1"
"3885","3100-41750","R",2011,"F","HPK1"
"3886","3100-41753","R",2011,"F","HOLZ"
"3887","3100-41779","R",2011,"M","HPK1"
"3888","3100-41814","R",2011,"F","MP1"
"3889","3100-41832","R",2011,"M","HPK1"
"3890","3100-41877","R",2011,"F","MP1"
"3891","3100-41878","R",2011,"F","MCGC"
"3892","3100-41884","R",2011,"F","MCGC"
"3893","3100-41893","R",2011,"F","MP1"
"3894","3100-41930","R",2011,"F","MCGC"
"3895","3100-41932","R",2011,"F","HPK1"
"3896","3100-41952","R",2011,"M","KV1"
"3897","3100-41967","R",2011,"F","HPK1"
"3898","3100-41972","R",2011,"F","MP1"
"3899","3100-41974","R",2011,"F","MP1"
"3900","3100-41981","R",2011,"F","MCGC"
"3901","3100-41995","R",2011,"F","MCGC"
"3902","3100-42000","R",2011,"F","HPK1"
"3903","3100-42001","R",2011,"F","MP1"
"3904","3100-42018","R",2011,"F","KV1"
"3905","3100-42020","R",2011,"F","KV1"
"3906","3100-42035","R",2011,"F","GNMTN"
"3907","3100-42040","R",2011,"F","HPK1"
"3908","3100-42043","R",2011,"F","HPK1"
"3909","3100-42056","R",2011,"F","MCGC"
"3910","3100-42078","R",2011,"F","MCGC"
"3911","3100-42080","R",2011,"F","MCGC"
"3912","3100-42089","R",2011,"F","KV1"
"3913","3100-42110","R",2011,"F","MCGC"
"3914","3100-42154","R",2011,"F","KV1"
"3915","3100-42157","R",2011,"F","KV1"
"3916","3100-42160","R",2011,"F","KV1"
"3917","3100-42164","R",2011,"F","KV1"
"3918","3100-42188","R",2011,"F","MCGC"
"3919","3100-42190","R",2011,"F","MCGC"
"3920","3100-42192","R",2011,"F","MCGC"
"3921","3100-42195","R",2011,"F","MCGC"
"3922","3100-42214","R",2011,"F","MCGC"
"3923","3100-42220","R",2011,"F","MCGC"
"3924","3100-42228","R",2011,"F","GNMTN"
"3925","3100-42237","R",2011,"F","MCGC"
"3926","3100-42243","R",2011,"F","MCGC"
"3927","3100-42266","R",2011,"F","GNMTN"
"3928","3100-42278","R",2011,"M","MCGC"
"3929","3100-42301","R",2011,"F","MP1"
"3930","3100-42304","R",2011,"F","MP1"
"3931","3100-42311","R",2011,"F","MCGC"
"3932","3100-42313","R",2011,"F","MCGC"
"3933","3100-42314","R",2011,"F","HPK1"
"3934","3100-42320","R",2011,"F","HPK1"
"3935","3100-42324","R",2011,"F","MCGC"
"3936","3100-42325","R",2011,"F","MCGC"
"3937","3100-42327","R",2011,"F","MCGC"
"3938","3100-42341","R",2011,"F","MCGC"
"3939","3100-42366","R",2011,"F","MCGC"
"3940","3100-42390","R",2011,"M","MCGC"
"3941","3100-42437","R",2011,"M","HPK1"
"3942","3100-42452","R",2011,"F","HOLZ"
"3943","3100-42464","R",2011,"F","KV1"
"3944","3100-42469","R",2011,"F","GNMTN"
"3945","3100-42474","R",2011,"F","GNMTN"
"3946","3100-42475","R",2011,"F","GNMTN"
"3947","3100-42511","R",2011,"F","MCGC"
"3948","3100-42512","R",2011,"F","MCGC"
"3949","4100-59564","R",2011,"F","MCGC"
"3950","3100-42530","R",2011,"F","MCGC"
"3951","3100-42531","R",2011,"F","MCGC"
"3952","3100-42534","R",2011,"F","MCGC"
"3953","3100-42546","R",2011,"F","MCGC"
"3954","3100-42550","R",2011,"F","KV1"
"3955","3100-42601","R",2011,"F","HOLZ"
"3956","3100-42623","R",2011,"F","HPK1"
"3957","3100-42625","R",2011,"F","HPK1"
"3958","3100-42657","R",2011,"M","MP1"
"3959","3100-42679","R",2011,"F","MP1"
"3960","3100-42685","R",2011,"F","MP1"
"3961","3100-42687","R",2011,"F","MP1"
"3962","3100-42698","R",2011,"F","KV1"
"3963","3100-42709","R",2011,"M","MCGC"
"3964","3100-42712","R",2011,"F","MCGC"
"3965","3100-42713","R",2011,"F","MCGC"
"3966","3100-42730","R",2011,"F","HPK1"
"3967","3100-42738","R",2011,"F","MP1"
"3968","3100-42768","R",2011,"F","MP1"
"3969","3100-42772","R",2011,"F","MP1"
"3970","3100-42792","R",2011,"F","KV1"
"3971","3100-42797","R",2011,"F","KV1"
"3972","3100-42802","R",2011,"F","GNMTN"
"3973","3100-42806","R",2011,"F","GNMTN"
"3974","3100-42811","R",2011,"F","KV1"
"3975","3100-42821","R",2011,"F","HOLZ"
"3976","3100-42825","R",2011,"F","MCGC"
"3977","3100-42850","R",2011,"F","MCGC"
"3978","4100-08489","R",2011,"F","MP1"
"3979","3100-42889","R",2011,"F","GNMTN"
"3980","4100-07853","R",2011,"F","HPK1"
"3981","3100-42456","R",2011,"F","CC3"
"3982","3100-42457","R",2011,"F","KV1"
"3983","3100-42458","R",2011,"F","MP1"
"3984","3100-42460","R",2011,"F","MCGC"
"3985","4100-07930","R",2011,"M","HPK2"
"3986","4100-07943","R",2011,"M","HPK2"
"3987","4100-07987","R",2011,"M","MP1"
"3988","4100-07997","R",2011,"M","MCGC"
"3989","4100-08000","R",2011,"M","MCGC"
"3990","4100-08002","R",2011,"F","CC3"
"3991","4100-08015","R",2011,"F","MCGC"
"3992","4100-08093","R",2011,"M","MCGC"
"3993","4100-08100","R",2011,"M","MCGC"
"3994","4100-08113","R",2011,"F","MCGC"
"3995","4100-08116","R",2011,"F","MCGC"
"3996","4100-08118","R",2011,"F","MP1"
"3997","4100-08125","R",2011,"F","MP1"
"3998","4100-08127","R",2011,"F","MCGC"
"3999","4100-08135","R",2011,"F","MCGC"
"4000","4100-08136","R",2011,"F","MCGC"
"4001","4100-08138","R",2011,"F","MCGC"
"4002","4100-08152","R",2011,"F","KV1"
"4003","4100-08159","R",2011,"F","KV1"
"4004","4100-08165","R",2011,"F","MP1"
"4005","4100-08172","R",2011,"F","MP1"
"4006","4100-08173","R",2011,"F","MP1"
"4007","4100-08174","R",2011,"F","MP1"
"4008","4100-08185","R",2011,"F","MP1"
"4009","4100-08186","R",2011,"F","MP1"
"4010","4100-08191","R",2011,"F","MP1"
"4011","4100-08193","R",2011,"F","MP1"
"4012","4100-08199","R",2011,"F","CC3"
"4013","4100-08203","R",2011,"F","MP1"
"4014","4100-08212","R",2011,"F","MP1"
"4015","4100-08214","R",2011,"F","MP1"
"4016","4100-58648","R",2011,"F","MCGC"
"4017","4100-08232","R",2011,"F","MCGC"
"4018","4100-08233","R",2011,"F","MCGC"
"4019","4100-08235","R",2011,"F","MCGC"
"4020","4100-08236","R",2011,"F","MCGC"
"4021","4100-08240","R",2011,"F","CC3"
"4022","4100-08269","R",2011,"M","MCGC"
"4023","4100-08279","R",2011,"M","MCGC"
"4024","4100-08289","R",2011,"M","MCGC"
"4025","4100-08299","R",2011,"M","MCGC"
"4026","4100-59347","R",2011,"F","MCGC"
"4027","4100-08321","R",2011,"F","MCGC"
"4028","4100-08326","R",2011,"F","MCGC"
"4029","4100-08328","R",2011,"F","MCGC"
"4030","4100-08330","R",2011,"F","MCGC"
"4031","4100-08332","R",2011,"F","KV1"
"4032","4100-08334","R",2011,"F","KV1"
"4033","4100-08335","R",2011,"F","KV1"
"4034","4100-08337","R",2011,"F","KV1"
"4035","4100-08338","R",2011,"F","KV1"
"4036","4100-08341","R",2011,"F","MCGC"
"4037","4100-08343","R",2011,"F","MCGC"
"4038","4100-08349","R",2011,"F","MCGC"
"4039","4100-08351","R",2011,"F","MCGC"
"4040","4100-08354","R",2011,"F","MCGC"
"4041","4100-08356","R",2011,"F","MCGC"
"4042","4100-08362","R",2011,"F","MCGC"
"4043","4100-08369","R",2011,"F","GNMTN"
"4044","4100-08370","R",2011,"F","MCGC"
"4045","4100-08375","R",2011,"F","MP1"
"4046","4100-58647","R",2011,"F","MP1"
"4047","4100-08383","R",2011,"F","MP1"
"4048","4100-08384","R",2011,"F","MP1"
"4049","4100-08385","R",2011,"F","HPK2"
"4050","4100-08389","R",2011,"F","HPK2"
"4051","4100-08390","R",2011,"F","HPK2"
"4052","4100-08398","R",2011,"F","MCGC"
"4053","4100-08434","R",2011,"F","MP1"
"4054","4100-08449","R",2011,"F","CC3"
"4055","4100-08451","R",2011,"F","MP1"
"4056","4100-08457","R",2011,"F","MP1"
"4057","4100-08468","R",2011,"F","MCGC"
"4058","4100-08470","R",2011,"F","MCGC"
"4059","4100-08482","R",2011,"F","MP1"
"4060","4100-08491","R",2011,"F","MCGC"
"4061","4100-08500","R",2011,"F","HPK2"
"4062","4100-08522","R",2011,"F","MCGC"
"4063","4100-08543","R",2011,"F","GNMTN"
"4064","4100-08546","R",2011,"F","HOLZ"
"4065","4100-08553","R",2011,"F","CC3"
"4066","4100-08554","R",2011,"F","CC3"
"4067","4100-08557","R",2011,"F","CC3"
"4068","4100-08566","R",2011,"F","MP1"
"4069","4100-08567","R",2011,"F","MP1"
"4070","4100-08568","R",2011,"F","MP1"
"4071","4100-08569","R",2011,"F","MP1"
"4072","4100-08574","R",2011,"F","HPK2"
"4073","4100-08580","R",2011,"F","MP1"
"4074","4100-08586","R",2011,"F","MP1"
"4075","4100-08590","R",2011,"F","MCGC"
"4076","4100-08591","R",2011,"F","MP1"
"4077","4100-08594","R",2011,"F","MP1"
"4078","4100-08598","R",2011,"F","MP1"
"4079","4100-08606","R",2011,"F","MCGC"
"4080","4100-08610","R",2011,"F","MCGC"
"4081","4100-08616","R",2011,"F","KV1"
"4082","4100-08619","R",2011,"F","GNMTN"
"4083","4100-08622","R",2011,"F","GNMTN"
"4084","4100-08627","R",2011,"F","GNMTN"
"4085","4100-08629","R",2011,"F","GNMTN"
"4086","4100-08631","R",2011,"F","KV1"
"4087","4100-08632","R",2011,"F","GNMTN"
"4088","4100-08633","R",2011,"F","GNMTN"
"4089","4100-08637","R",2011,"F","GNMTN"
"4090","4100-08643","R",2011,"F","MCGC"
"4091","4100-08646","R",2011,"F","HPK2"
"4092","4100-08649","R",2011,"F","HPK2"
"4093","4100-08650","R",2011,"F","HPK2"
"4094","4100-08655","R",2011,"F","MP1"
"4095","4100-08663","R",2011,"F","MP1"
"4096","4100-08668","R",2011,"F","MP1"
"4097","4100-08669","R",2011,"F","MP1"
"4098","4100-08674","R",2011,"F","HOLZ"
"4099","4100-08675","R",2011,"F","HOLZ"
"4100","4100-08680","R",2011,"F","KV1"
"4101","4100-08696","R",2011,"F","MP1"
"4102","4100-08715","R",2011,"F","HPK2"
"4103","4100-08716","R",2011,"F","HPK2"
"4104","4100-08719","R",2011,"F","HPK2"
"4105","4100-08723","R",2011,"F","MCGC"
"4106","4100-08748","R",2011,"M","MCGC"
"4107","4100-08761","R",2011,"F","MCGC"
"4108","4100-08763","R",2011,"F","KV1"
"4109","4100-08764","R",2011,"F","KV1"
"4110","4100-08767","R",2011,"F","KV1"
"4111","4100-08774","R",2011,"F","GNMTN"
"4112","4100-08784","R",2011,"F","MCGC"
"4113","4100-08798","R",2011,"F","MP1"
"4114","4100-08800","R",2011,"F","MCGC"
"4115","4100-08808","R",2011,"F","MCGC"
"4116","4100-08809","R",2011,"F","MCGC"
"4117","4100-08811","R",2011,"F","MCGC"
"4118","4100-08814","R",2011,"F","GNMTN"
"4119","4100-08817","R",2011,"F","GNMTN"
"4120","4100-08820","R",2011,"F","GNMTN"
"4121","4100-08821","R",2011,"F","GNMTN"
"4122","4100-08822","R",2011,"F","MCGC"
"4123","4100-08826","R",2011,"F","MCGC"
"4124","4100-08834","R",2011,"F","MP1"
"4125","4100-08840","R",2011,"F","MP1"
"4126","4100-08854","R",2011,"F","KV1"
"4127","4100-08861","R",2011,"M","MCGC"
"4128","4100-08915","R",2011,"F","GNMTN"
"4129","4100-08925","R",2011,"F","MCGC"
"4130","4100-08941","R",2011,"F","MCGC"
"4131","4100-08947","R",2011,"F","KV1"
"4132","4100-08950","R",2011,"F","KV1"
"4133","4100-08952","R",2011,"F","MCGC"
"4134","4100-08955","R",2011,"F","MCGC"
"4135","4100-08959","R",2011,"F","MCGC"
"4136","4100-08960","R",2011,"F","MCGC"
"4137","4100-08993","R",2011,"F","MCGC"
"4138","4100-08996","R",2011,"F","MCGC"
"4139","4100-08998","R",2011,"F","MCGC"
"4140","4100-58503","R",2011,"F","MP1"
"4141","4100-58504","R",2011,"F","MP1"
"4142","4100-58508","R",2011,"F","MP1"
