"","band","band_status","year","age","sex","site","site_recap","location"
"6263","6000-23727","1",2005,"AHY","F","GNMTN","GNMTN","west"
"6264","6000-23728","1",2005,"AHY","F","GNMTN","GNMTN","west"
"6265","6000-23729","1",2005,"AHY","F","GNMTN","GNMTN","west"
"6266","6000-23730","1",2005,"AHY","F","GNMTN","GNMTN","west"
"6267","6000-23730","R",2006,"AHY","F","GNMTN","GNMTN","west"
"6268","6000-23731","1",2005,"AHY","F","GNMTN","GNMTN","west"
"6269","6000-23731","R",2006,"AHY","F","GNMTN","GNMTN","west"
"6270","6000-23731","R",2007,"AHY","F","GNMTN","GNMTN","west"
"6271","6000-23732","1",2005,"AHY","F","GNMTN","GNMTN","west"
"6272","6000-23733","1",2005,"AHY","F","HOLZ","HOLZ","west"
"6273","6000-23734","1",2005,"AHY","F","MCGC","MCGC","east"
"6274","6000-23736","1",2005,"AHY","F","MCGC","MCGC","east"
"6275","6000-23736","R",2006,"AHY","F","MCGC","MCGC","east"
"6276","6000-23737","1",2005,"AHY","F","MCGC","MCGC","east"
"6277","6000-23738","1",2005,"AHY","F","MCGC","MCGC","east"
"6278","6000-23738","R",2006,"AHY","F","MCGC","MCGC","east"
"6279","6000-23739","1",2005,"AHY","F","MCGC","MCGC","east"
"6280","6000-23740","1",2005,"AHY","F","MCGC","MCGC","east"
"6281","6000-23740","R",2006,"AHY","F","MCGC","MCGC","east"
"6282","6000-23740","R",2007,"AHY","F","MCGC","MCGC","east"
"6283","6000-23740","R",2008,"AHY","F","MCGC","MCGC","east"
"6284","6000-23741","1",2005,"AHY","F","MCGC","MCGC","east"
"6285","6000-23742","1",2005,"AHY","F","MCGC","MCGC","east"
"6286","6000-23742","R",2006,"AHY","F","MCGC","MCGC","east"
"6287","6000-23742","R",2007,"AHY","F","MCGC","MCGC","east"
"6288","6000-23742","R",2007,"AHY","F","MCGC","WC1","east"
"6289","6000-23743","1",2005,"AHY","F","MCGC","MCGC","east"
"6290","6000-23744","1",2005,"AHY","F","MCGC","MCGC","east"
"6291","6000-23746","1",2005,"AHY","F","MP1","MP1","east"
"6292","6000-23747","1",2005,"AHY","F","MP1","MP1","east"
"6293","6000-23748","1",2005,"AHY","F","MP1","MP1","east"
"6294","6000-23749","1",2005,"AHY","F","MP1","MP1","east"
"6295","6000-23749","R",2007,"AHY","F","MP1","MCGC","east"
"6296","6000-23750","1",2005,"AHY","F","MP1","MP1","east"
"6297","6000-23751","1",2005,"AHY","F","MP1","MP1","east"
"6298","6000-23752","1",2005,"AHY","F","MP1","MP1","east"
"6299","6000-23753","1",2005,"AHY","F","MP1","MP1","east"
"6300","6000-23754","1",2005,"AHY","F","MP1","MP1","east"
"6301","6000-23755","1",2005,"AHY","F","MP1","MP1","east"
"6302","6000-23755","R",2006,"AHY","F","MP1","MP1","east"
"6303","6000-23755","R",2007,"AHY","F","MP1","MP1","east"
"6304","6000-23756","1",2005,"AHY","F","MP1","MP1","east"
"6305","6000-23757","1",2005,"AHY","F","MP1","MP1","east"
"6306","6000-23757","R",2006,"AHY","F","MP1","MP1","east"
"6307","6000-23757","R",2007,"AHY","F","MP1","MP1","east"
"6308","6000-23758","1",2005,"AHY","F","MP1","MP1","east"
"6309","6000-23758","R",2007,"AHY","F","MP1","HPK1","east"
"6310","6000-23759","1",2005,"AHY","F","MP1","MP1","east"
"6311","6000-23760","1",2005,"AHY","F","MP1","MP1","east"
"6312","6000-23761","1",2005,"AHY","F","MCGC","MCGC","east"
"6313","6000-23761","R",2006,"AHY","F","MCGC","MCGC","east"
"6314","6000-23762","1",2005,"AHY","F","MCGC","MCGC","east"
"6315","6000-23762","R",2006,"AHY","F","MCGC","MCGC","east"
"6316","6000-23764","1",2005,"AHY","F","MCGC","MCGC","east"
"6317","6000-23764","R",2006,"AHY","F","MCGC","MCGC","east"
"6318","6000-23764","R",2007,"AHY","F","MCGC","MCGC","east"
"6319","6000-23765","1",2005,"AHY","F","MCGC","MCGC","east"
"6320","6000-23766","1",2005,"AHY","F","MCGC","MCGC","east"
"6321","6000-23767","1",2005,"AHY","F","MCGC","MCGC","east"
"6322","6000-23769","1",2005,"AHY","F","MCGC","MCGC","east"
"6323","6000-23769","R",2006,"AHY","F","MCGC","MCGC","east"
"6324","6000-23770","1",2005,"AHY","F","MCGC","MCGC","east"
"6325","6000-23770","R",2006,"AHY","F","MCGC","MCGC","east"
"6326","6000-23772","1",2005,"AHY","M","MCGC","MCGC","east"
"6327","6000-23772","R",2006,"AHY","M","MCGC","MCGC","east"
"6328","6000-23774","1",2005,"AHY","M","MCGC","MCGC","east"
"6329","6000-23779","1",2005,"HY","M","MCGC","MCGC","east"
"6330","6000-23780","1",2005,"AHY","M","MCGC","MCGC","east"
"6331","6000-23780","R",2006,"AHY","M","MCGC","MCGC","east"
"6332","6000-23783","1",2005,"AHY","M","MCGC","MCGC","east"
"6333","6000-23784","1",2005,"AHY","M","MCGC","MCGC","east"
"6334","6000-23784","R",2006,"AHY","M","MCGC","MCGC","east"
"6335","6000-23791","1",2005,"AHY","F","MCGC","MCGC","east"
"6336","6000-23792","1",2005,"AHY","F","MCGC","MCGC","east"
"6337","6000-23792","R",2006,"AHY","F","MCGC","MCGC","east"
"6338","6000-23792","R",2007,"AHY","F","MCGC","MCGC","east"
"6339","6000-23792","R",2008,"AHY","F","MCGC","MCGC","east"
"6340","6000-23792","R",2009,"AHY","F","MCGC","MCGC","east"
"6341","6000-23792","R",2010,"AHY","F","MCGC","MCGC","east"
"6342","6000-23792","R",2011,"AHY","F","MCGC","MCGC","east"
"6343","6000-23793","1",2005,"AHY","F","MCGC","MCGC","east"
"6344","6000-23794","1",2005,"AHY","F","MCGC","MCGC","east"
"6345","6000-23795","1",2005,"AHY","F","MCGC","MCGC","east"
"6346","6000-23795","R",2007,"AHY","F","MCGC","MCGC","east"
"6347","6000-23797","1",2005,"AHY","F","MCGC","MCGC","east"
"6348","6000-23798","1",2005,"AHY","F","MCGC","MCGC","east"
"6349","6000-23799","1",2005,"AHY","F","MCGC","MCGC","east"
"6350","6000-23800","1",2005,"AHY","F","MCGC","MCGC","east"
"6351","6000-23801","1",2005,"AHY","F","MCGC","MCGC","east"
"6352","6000-23801","R",2006,"AHY","F","MCGC","MCGC","east"
"6353","6000-23804","1",2005,"AHY","F","MCGC","MCGC","east"
"6354","6000-23804","R",2006,"AHY","F","MCGC","MCGC","east"
"6355","6000-23804","R",2009,"AHY","F","MCGC","MCGC","east"
"6356","6000-23806","1",2005,"AHY","F","MCGC","MCGC","east"
"6357","6000-23808","1",2005,"AHY","F","MCGC","MCGC","east"
"6358","6000-23814","1",2005,"AHY","F","MCGC","MCGC","east"
"6359","6000-23815","1",2005,"AHY","F","MCGC","MCGC","east"
"6360","6000-23815","R",2006,"AHY","F","MCGC","MCGC","east"
"6361","6000-23815","R",2007,"AHY","F","MCGC","MCGC","east"
"6362","6000-23815","R",2007,"AHY","F","MCGC","WC1","east"
"6363","6000-23817","1",2005,"AHY","F","MCGC","MCGC","east"
"6364","6000-23817","R",2006,"AHY","F","MCGC","MCGC","east"
"6365","6000-23817","R",2007,"AHY","F","MCGC","MCGC","east"
"6366","6000-23817","R",2007,"AHY","F","MCGC","CC3","east"
"6367","6000-23817","R",2008,"AHY","F","MCGC","MCGC","east"
"6368","6000-23817","R",2009,"AHY","F","MCGC","MCGC","east"
"6369","6000-23818","1",2005,"AHY","F","MCGC","MCGC","east"
"6370","6000-23818","R",2006,"AHY","F","MCGC","CC2","east"
"6371","6000-23818","R",2009,"AHY","F","MCGC","MCGC","east"
"6372","6000-23819","1",2005,"AHY","F","MCGC","MCGC","east"
"6373","6000-23820","1",2005,"AHY","F","MCGC","MCGC","east"
"6374","6000-23820","R",2006,"AHY","F","MCGC","MCGC","east"
"6375","6000-23820","R",2007,"AHY","F","MCGC","MCGC","east"
"6376","6000-23821","1",2005,"AHY","F","MCGC","MCGC","east"
"6377","6000-23823","1",2005,"AHY","F","MCGC","MCGC","east"
"6378","6000-23824","1",2005,"AHY","M","MCGC","MCGC","east"
"6379","6000-23826","1",2005,"AHY","F","MCGC","MCGC","east"
"6380","6000-23826","R",2006,"AHY","F","MCGC","MCGC","east"
"6381","6000-23827","1",2005,"HY","F","MCGC","MCGC","east"
"6382","6000-23827","R",2006,"HY","F","MCGC","MCGC","east"
"6383","6000-23828","1",2005,"AHY","F","KV1","KV1","west"
"6384","6000-23829","1",2005,"AHY","F","KV1","KV1","west"
"6385","6000-23830","1",2005,"AHY","F","KV1","KV1","west"
"6386","6000-23831","1",2005,"AHY","F","KV1","KV1","west"
"6387","6000-23831","R",2006,"AHY","F","KV1","KV1","west"
"6388","6000-23832","1",2005,"AHY","F","KV1","KV1","west"
"6389","6000-23832","R",2006,"AHY","F","KV1","KV1","west"
"6390","6000-23833","1",2005,"AHY","F","KV1","KV1","west"
"6391","6000-23834","1",2005,"AHY","F","KV1","KV1","west"
"6392","6000-23835","1",2005,"AHY","F","GNMTN","GNMTN","west"
"6393","6000-23835","R",2007,"AHY","F","GNMTN","GNMTN","west"
"6394","6000-23835","R",2009,"AHY","F","GNMTN","GNMTN","west"
"6395","6000-23836","1",2005,"AHY","F","GNMTN","GNMTN","west"
"6396","6000-23839","1",2005,"AHY","F","MCGC","MCGC","east"
"6397","6000-23840","1",2005,"AHY","F","MCGC","MCGC","east"
"6398","6000-23843","1",2005,"AHY","M","MCGC","MCGC","east"
"6399","6000-23844","1",2005,"AHY","M","MCGC","MCGC","east"
"6400","6000-23850","1",2005,"AHY","M","MCGC","MCGC","east"
"6401","6000-23860","1",2005,"AHY","M","KV1","KV1","west"
"6402","6000-23861","1",2005,"AHY","M","KV1","KV1","west"
"6403","6000-23862","1",2005,"AHY","M","KV1","KV1","west"
"6404","6000-23863","1",2005,"HY","M","KV1","KV1","west"
"6405","6000-23869","1",2005,"AHY","M","MCGC","MCGC","east"
"6406","6000-23871","1",2005,"AHY","M","MCGC","MCGC","east"
"6407","6000-23872","1",2005,"AHY","M","MCGC","MCGC","east"
"6408","6000-23872","R",2006,"AHY","M","MCGC","MCGC","east"
"6409","6000-23872","R",2007,"AHY","M","MCGC","MCGC","east"
"6410","6000-23872","R",2008,"AHY","M","MCGC","MCGC","east"
"6411","6000-23872","R",2009,"AHY","M","MCGC","MCGC","east"
"6412","6000-23874","1",2005,"HY","M","MCGC","MCGC","east"
"6413","6000-23876","1",2005,"HY","M","MCGC","MCGC","east"
"6414","6000-23878","1",2005,"AHY","M","MP1","MP1","east"
"6415","6000-23880","1",2005,"HY","M","MP1","MP1","east"
"6416","6000-23887","1",2005,"AHY","F","MCGC","MCGC","east"
"6417","6000-23890","1",2005,"HY","M","MP1","MP1","east"
"6418","6000-23891","1",2005,"HY","M","KV1","KV1","west"
"6419","6000-23892","1",2005,"AHY","F","KV1","KV1","west"
"6420","6000-23892","R",2006,"AHY","F","KV1","KV1","west"
"6421","6000-23893","1",2005,"AHY","F","KV1","KV1","west"
"6422","6000-23895","1",2005,"AHY","F","MCGC","MCGC","east"
"6423","6000-23896","1",2005,"AHY","F","MCGC","MCGC","east"
"6424","6000-23896","R",2006,"AHY","F","MCGC","MCGC","east"
"6425","6000-23896","R",2007,"AHY","F","MCGC","MCGC","east"
"6426","6000-23897","1",2005,"AHY","F","MCGC","MCGC","east"
"6427","6000-23898","1",2005,"AHY","F","MCGC","MCGC","east"
"6428","6000-23898","R",2006,"AHY","F","MCGC","MCGC","east"
"6429","6000-23899","1",2005,"AHY","F","MCGC","MCGC","east"
"6430","6000-23900","1",2005,"AHY","F","MCGC","MCGC","east"
"6431","6000-23900","R",2006,"AHY","F","MCGC","MCGC","east"
"6432","6000-53501","1",2005,"AHY","F","MCGC","MCGC","east"
"6433","6000-53502","1",2005,"AHY","F","MCGC","MCGC","east"
"6434","6000-53502","R",2006,"AHY","F","MCGC","MCGC","east"
"6435","6000-53503","1",2005,"AHY","F","MCGC","MCGC","east"
"6436","6000-53504","1",2005,"AHY","F","MCGC","MCGC","east"
"6437","6000-53504","R",2007,"AHY","F","MCGC","MCGC","east"
"6438","6000-53505","1",2005,"AHY","F","MCGC","MCGC","east"
"6439","6000-53505","R",2006,"AHY","F","MCGC","MCGC","east"
"6440","6000-53506","1",2005,"AHY","F","MCGC","MCGC","east"
"6441","6000-53506","R",2006,"AHY","F","MCGC","MCGC","east"
"6442","6000-53507","1",2005,"AHY","F","MCGC","MCGC","east"
"6443","6000-53508","1",2005,"AHY","F","MCGC","MCGC","east"
"6444","6000-53508","R",2006,"AHY","F","MCGC","MCGC","east"
"6445","6000-53508","R",2007,"AHY","F","MCGC","MCGC","east"
"6446","6000-53509","1",2005,"AHY","F","MCGC","MCGC","east"
"6447","6000-53511","1",2005,"AHY","F","MCGC","MCGC","east"
"6448","6000-53512","1",2005,"AHY","F","MP1","MP1","east"
"6449","6000-53513","1",2005,"AHY","F","MP1","MP1","east"
"6450","6000-53514","1",2005,"AHY","F","MP1","MP1","east"
"6451","6000-53515","1",2005,"AHY","F","MP1","MP1","east"
"6452","6000-53516","1",2005,"AHY","F","MP1","MP1","east"
"6453","6000-53517","1",2005,"AHY","F","MP1","MP1","east"
"6454","6000-53518","1",2005,"AHY","F","MP1","MP1","east"
"6455","6000-53519","1",2005,"AHY","F","MP1","MP1","east"
"6456","6000-53520","1",2005,"AHY","F","MP1","MP1","east"
"6457","6000-53520","R",2006,"AHY","F","MP1","MP1","east"
"6458","6000-53521","1",2005,"AHY","F","MP1","MP1","east"
"6459","6000-53522","1",2005,"AHY","F","MP1","MP1","east"
"6460","6000-53523","1",2005,"AHY","F","MP1","MP1","east"
"6461","6000-53523","R",2006,"AHY","F","MP1","MP1","east"
"6462","6000-53524","1",2005,"AHY","F","MP1","MP1","east"
"6463","6000-53525","1",2005,"AHY","F","MP1","MP1","east"
"6464","6000-53526","1",2005,"AHY","F","MP1","MP1","east"
"6465","6000-53529","1",2005,"AHY","F","MP1","MP1","east"
"6466","6000-53529","R",2006,"AHY","F","MP1","MP1","east"
"6467","6000-53530","1",2005,"AHY","F","MP1","MP1","east"
"6468","6000-53531","1",2005,"AHY","F","MP1","MP1","east"
"6469","6000-53532","1",2005,"AHY","F","MP1","MP1","east"
"6470","6000-53532","R",2007,"AHY","F","MP1","MP1","east"
"6471","6000-53533","1",2005,"AHY","F","MCGC","MCGC","east"
"6472","6000-53535","1",2005,"AHY","F","MCGC","MCGC","east"
"6473","6000-53535","R",2006,"AHY","F","MCGC","MCGC","east"
"6474","6000-53537","1",2005,"AHY","F","MCGC","MCGC","east"
"6475","6000-53539","1",2005,"AHY","F","MCGC","MCGC","east"
"6476","6000-53540","1",2005,"AHY","F","MCGC","MCGC","east"
"6477","6000-53542","1",2005,"AHY","F","MCGC","MCGC","east"
"6478","6000-53544","1",2005,"AHY","F","MCGC","MCGC","east"
"6479","6000-53544","R",2006,"AHY","F","MCGC","MCGC","east"
"6480","6000-53545","1",2005,"AHY","F","MCGC","MCGC","east"
"6481","6000-53545","R",2006,"AHY","F","MCGC","MCGC","east"
"6482","6000-53545","R",2007,"AHY","F","MCGC","MCGC","east"
"6483","6000-53546","1",2005,"AHY","F","MCGC","MCGC","east"
"6484","6000-53547","1",2005,"AHY","F","MCGC","MCGC","east"
"6485","6000-53548","1",2005,"HY","F","MCGC","MCGC","east"
"6486","6000-53550","1",2005,"AHY","F","MCGC","MCGC","east"
"6487","6000-53552","1",2005,"AHY","M","MCGC","MCGC","east"
"6488","6000-53553","1",2005,"AHY","M","MCGC","MCGC","east"
"6489","6000-53559","1",2005,"AHY","M","MP1","MP1","east"
"6490","6000-53563","1",2005,"HY","M","KV1","KV1","west"
"6491","6000-53567","1",2005,"HY","M","MCGC","MCGC","east"
"6492","6000-53570","1",2005,"HY","M","MCGC","MCGC","east"
"6493","6000-53572","1",2005,"AHY","F","MCGC","MCGC","east"
"6494","6000-53572","R",2006,"AHY","F","MCGC","CC3","east"
"6495","6000-53572","R",2007,"AHY","F","MCGC","MCGC","east"
"6496","6000-53574","1",2005,"AHY","F","MCGC","MCGC","east"
"6497","6000-53575","1",2005,"AHY","F","MCGC","MCGC","east"
"6498","6000-53576","1",2005,"AHY","F","MCGC","MCGC","east"
"6499","6000-53579","1",2005,"HY","M","MCGC","MCGC","east"
"6500","6000-53580","1",2005,"AHY","F","MCGC","MCGC","east"
"6501","6000-53580","R",2008,"AHY","F","MCGC","MCGC","east"
"6502","6000-53580","R",2009,"AHY","F","MCGC","MCGC","east"
"6503","6000-53581","1",2005,"AHY","F","MCGC","MCGC","east"
"6504","6000-53582","1",2005,"AHY","F","MCGC","MCGC","east"
"6505","6000-53582","R",2006,"AHY","F","MCGC","MCGC","east"
"6506","6000-53582","R",2007,"AHY","F","MCGC","MCGC","east"
"6507","6000-53582","R",2008,"AHY","F","MCGC","MCGC","east"
"6508","6000-53582","R",2009,"AHY","F","MCGC","MCGC","east"
"6509","6000-53583","1",2005,"AHY","F","MCGC","MCGC","east"
"6510","6000-53584","1",2005,"AHY","F","MP1","MP1","east"
"6511","6000-53584","R",2006,"AHY","F","MP1","MP1","east"
"6512","6000-53584","R",2007,"AHY","F","MP1","MP1","east"
"6513","6000-53585","1",2005,"AHY","F","MCGC","MCGC","east"
"6514","6000-53585","R",2006,"AHY","F","MCGC","MCGC","east"
"6515","6000-53586","1",2005,"AHY","F","MCGC","MCGC","east"
"6516","6000-53586","R",2006,"AHY","F","MCGC","MCGC","east"
"6517","6000-53589","1",2005,"AHY","F","MCGC","MCGC","east"
"6518","6000-53589","R",2006,"AHY","F","MCGC","MCGC","east"
"6519","6000-53590","1",2005,"AHY","F","MCGC","MCGC","east"
"6520","6000-53591","1",2005,"AHY","F","MCGC","MCGC","east"
"6521","6000-53592","1",2005,"AHY","F","MCGC","MCGC","east"
"6522","6000-53593","1",2005,"AHY","F","MP1","MP1","east"
"6523","6000-53594","1",2005,"AHY","F","MP1","MP1","east"
"6524","6000-53595","1",2005,"AHY","F","MP1","MP1","east"
"6525","6000-53596","1",2005,"AHY","F","MP1","MP1","east"
"6526","6000-53596","R",2006,"AHY","F","MP1","MP1","east"
"6527","6000-53597","1",2005,"AHY","F","MP1","MP1","east"
"6528","6000-53598","1",2005,"AHY","F","MP1","MP1","east"
"6529","6000-53599","1",2005,"AHY","F","MP1","MP1","east"
"6530","6000-53599","R",2006,"AHY","F","MP1","MP1","east"
"6531","6000-53600","1",2005,"AHY","F","MP1","MP1","east"
"6532","6000-53601","1",2005,"AHY","F","MP1","MP1","east"
"6533","6000-53602","1",2005,"AHY","F","MP1","MP1","east"
"6534","6000-53603","1",2005,"AHY","F","MP1","MP1","east"
"6535","6000-53603","R",2006,"AHY","F","MP1","MP1","east"
"6536","6000-53603","R",2007,"AHY","F","MP1","MP1","east"
"6537","6000-53604","1",2005,"AHY","F","MP1","MP1","east"
"6538","6000-53605","1",2005,"AHY","F","MP1","MP1","east"
"6539","6000-53606","1",2005,"AHY","F","MP1","MP1","east"
"6540","6000-53607","1",2005,"AHY","F","MP1","MP1","east"
"6541","6000-53608","1",2005,"AHY","F","MP1","MP1","east"
"6542","6000-53610","1",2005,"AHY","F","MP1","MP1","east"
"6543","6000-53611","1",2005,"AHY","F","MP1","MP1","east"
"6544","6000-53611","R",2007,"AHY","F","MP1","MP1","east"
"6545","6000-53612","1",2005,"AHY","F","MP1","MP1","east"
"6546","6000-53613","1",2005,"AHY","F","MP1","MP1","east"
"6547","6000-53615","1",2005,"AHY","F","GNMTN","GNMTN","west"
"6548","6000-53615","R",2006,"AHY","F","GNMTN","GNMTN","west"
"6549","6000-53615","R",2007,"AHY","F","GNMTN","GNMTN","west"
"6550","6000-53617","1",2005,"AHY","F","GNMTN","GNMTN","west"
"6551","6000-53618","1",2005,"AHY","F","GNMTN","GNMTN","west"
"6552","6000-53618","R",2006,"AHY","F","GNMTN","GNMTN","west"
"6553","6000-53619","1",2005,"AHY","F","GNMTN","GNMTN","west"
"6554","6000-53620","1",2005,"AHY","F","GNMTN","GNMTN","west"
"6555","6000-53620","R",2006,"AHY","F","GNMTN","GNMTN","west"
"6556","6000-53620","R",2007,"AHY","F","GNMTN","GNMTN","west"
"6557","6000-53620","R",2008,"AHY","F","GNMTN","GNMTN","west"
"6558","6000-53621","1",2005,"AHY","F","GNMTN","GNMTN","west"
"6559","6000-53622","1",2005,"AHY","F","GNMTN","GNMTN","west"
"6560","6000-53623","1",2005,"AHY","F","GNMTN","GNMTN","west"
"6561","6000-53624","1",2005,"AHY","F","GNMTN","GNMTN","west"
"6562","6000-53624","R",2006,"AHY","F","GNMTN","GNMTN","west"
"6563","6000-53625","1",2005,"AHY","F","KV1","KV1","west"
"6564","6000-53625","R",2008,"AHY","F","KV1","KV1","west"
"6565","6000-53625","R",2009,"AHY","F","KV1","KV1","west"
"6566","6000-53626","1",2005,"AHY","F","KV1","KV1","west"
"6567","6000-53627","1",2005,"AHY","F","KV1","KV1","west"
"6568","6000-53627","R",2009,"AHY","F","KV1","KV1","west"
"6569","6000-53628","1",2005,"AHY","M","MCGC","MCGC","east"
"6570","6000-53629","1",2005,"AHY","F","KV1","KV1","west"
"6571","6000-53631","1",2005,"AHY","F","MCGC","MCGC","east"
"6572","6000-53631","R",2006,"AHY","F","MCGC","MCGC","east"
"6573","6000-53632","1",2005,"AHY","F","MCGC","MCGC","east"
"6574","6000-53634","1",2005,"AHY","F","MCGC","MCGC","east"
"6575","6000-53634","R",2006,"AHY","F","MCGC","MCGC","east"
"6576","6000-53634","R",2007,"AHY","F","MCGC","MCGC","east"
"6577","6000-53636","1",2005,"AHY","F","MCGC","MCGC","east"
"6578","6000-53637","1",2005,"AHY","F","MCGC","MCGC","east"
"6579","6000-53637","R",2006,"AHY","F","MCGC","MCGC","east"
"6580","6000-53637","R",2007,"AHY","F","MCGC","MCGC","east"
"6581","6000-53637","R",2008,"AHY","F","MCGC","MCGC","east"
"6582","6000-53637","R",2009,"AHY","F","MCGC","MCGC","east"
"6583","6000-53638","1",2005,"AHY","F","MCGC","MCGC","east"
"6584","6000-53641","1",2005,"AHY","F","MP1","MP1","east"
"6585","6000-53642","1",2005,"AHY","F","MP1","MP1","east"
"6586","6000-53643","1",2005,"AHY","F","MP1","MP1","east"
"6587","6000-53644","1",2005,"HY","F","MP1","MP1","east"
"6588","6000-53645","1",2005,"AHY","F","MP1","MP1","east"
"6589","6000-53646","1",2005,"AHY","F","MP1","MP1","east"
"6590","6000-53646","R",2009,"AHY","F","MP1","MP1","east"
"6591","6000-53647","1",2005,"AHY","F","MP1","MP1","east"
"6592","6000-53648","1",2005,"AHY","F","MP1","MP1","east"
"6593","6000-53649","1",2005,"HY","F","MP1","MP1","east"
"6594","6000-53650","1",2005,"AHY","F","MP1","MP1","east"
"6595","6000-53651","1",2005,"AHY","F","MP1","MP1","east"
"6596","6000-53652","1",2005,"AHY","F","MP1","MP1","east"
"6597","6000-53653","1",2005,"AHY","F","MP1","MP1","east"
"6598","6000-53654","1",2005,"AHY","F","MP1","MP1","east"
"6599","6000-53655","1",2005,"AHY","F","MP1","MP1","east"
"6600","6000-53658","1",2005,"AHY","F","MP1","MP1","east"
"6601","6000-53659","1",2005,"AHY","F","MP1","MP1","east"
"6602","6000-53660","1",2005,"AHY","F","MCGC","MCGC","east"
"6603","6000-53661","1",2005,"AHY","F","MCGC","MCGC","east"
"6604","6000-53661","R",2006,"AHY","F","MCGC","MCGC","east"
"6605","6000-53662","1",2005,"AHY","F","MCGC","MCGC","east"
"6606","6000-53663","1",2005,"AHY","F","MCGC","MCGC","east"
"6607","6000-53664","1",2005,"AHY","F","MCGC","MCGC","east"
"6608","6000-53665","1",2005,"AHY","F","MCGC","MCGC","east"
"6609","6000-53666","1",2005,"AHY","F","MCGC","MCGC","east"
"6610","6000-53666","R",2006,"AHY","F","MCGC","MCGC","east"
"6611","6000-53666","R",2007,"AHY","F","MCGC","MCGC","east"
"6612","6000-53667","1",2005,"AHY","F","MCGC","MCGC","east"
"6613","6000-53669","1",2005,"HY","F","MCGC","MCGC","east"
"6614","6000-53670","1",2005,"AHY","F","MCGC","MCGC","east"
"6615","6000-53671","1",2005,"AHY","F","MCGC","MCGC","east"
"6616","6000-53672","1",2005,"AHY","F","MCGC","MCGC","east"
"6617","6000-53673","1",2005,"AHY","F","MCGC","MCGC","east"
"6618","6000-53674","1",2005,"HY","F","MCGC","MCGC","east"
"6619","6000-53676","1",2005,"HY","M","MP1","MP1","east"
"6620","6000-53677","1",2005,"HY","M","MP1","MP1","east"
"6621","6000-53678","1",2005,"HY","M","MCGC","MCGC","east"
"6622","6000-53682","1",2005,"AHY","M","MP1","MP1","east"
"6623","6000-53684","1",2005,"HY","M","MP1","MP1","east"
"6624","6000-53686","1",2005,"HY","M","MP1","MP1","east"
"6625","6000-53688","1",2005,"HY","M","MCGC","MCGC","east"
"6626","6000-53689","1",2005,"HY","M","MCGC","MCGC","east"
"6627","6000-53691","1",2005,"HY","F","MP1","MP1","east"
"6628","6000-53692","1",2005,"AHY","F","MP1","MP1","east"
"6629","6000-53693","1",2005,"AHY","F","MP1","MP1","east"
"6630","6000-53694","1",2005,"AHY","F","MP1","MP1","east"
"6631","6000-53695","1",2005,"AHY","F","MP1","MP1","east"
"6632","6000-53696","1",2005,"AHY","F","MP1","MP1","east"
"6633","6000-53697","1",2005,"AHY","F","MP1","MP1","east"
"6634","6000-53698","1",2005,"AHY","F","MP1","MP1","east"
"6635","6000-53699","1",2005,"AHY","F","MP1","MP1","east"
"6636","6000-53700","1",2005,"AHY","F","MP1","MP1","east"
"6637","6000-53701","1",2005,"AHY","F","MP1","MP1","east"
"6638","6000-53702","1",2005,"AHY","F","MP1","MP1","east"
"6639","6000-53702","R",2008,"AHY","F","MP1","MP1","east"
"6640","6000-53703","1",2005,"AHY","F","MP1","MP1","east"
"6641","6000-53704","1",2005,"AHY","F","MP1","MP1","east"
"6642","6000-53705","1",2005,"AHY","F","MP1","MP1","east"
"6643","6000-53706","1",2005,"AHY","F","MP1","MP1","east"
"6644","6000-53707","1",2005,"AHY","F","MP1","MP1","east"
"6645","6000-53709","1",2005,"AHY","F","MP1","MP1","east"
"6646","6000-53710","1",2005,"AHY","F","MP1","MP1","east"
"6647","6000-53711","1",2005,"AHY","F","MCGC","MCGC","east"
"6648","6000-53712","1",2005,"AHY","F","MCGC","MCGC","east"
"6649","6000-53713","1",2005,"AHY","F","MCGC","MCGC","east"
"6650","6000-53714","1",2005,"AHY","F","MCGC","MCGC","east"
"6651","6000-53714","R",2006,"AHY","F","MCGC","MCGC","east"
"6652","6000-53715","1",2005,"AHY","F","MCGC","MCGC","east"
"6653","6000-53716","1",2005,"AHY","F","MCGC","MCGC","east"
"6654","6000-53717","1",2005,"AHY","F","MCGC","MCGC","east"
"6655","6000-53718","1",2005,"AHY","F","MCGC","MCGC","east"
"6656","6000-53720","1",2005,"AHY","F","MCGC","MCGC","east"
"6657","6000-53722","1",2005,"AHY","F","MP1","MP1","east"
"6658","6000-53723","1",2005,"AHY","F","MP1","MP1","east"
"6659","6000-53723","R",2006,"AHY","F","MP1","MP1","east"
"6660","6000-53724","1",2005,"AHY","F","MP1","MP1","east"
"6661","6000-53724","R",2008,"AHY","F","MP1","MP1","east"
"6662","6000-53725","1",2005,"AHY","F","MP1","MP1","east"
"6663","6000-53726","1",2005,"AHY","F","MP1","MP1","east"
"6664","6000-53727","1",2005,"AHY","F","MP1","MP1","east"
"6665","6000-53728","1",2005,"AHY","F","MP1","MP1","east"
"6666","6000-53729","1",2005,"AHY","F","MP1","MP1","east"
"6667","6000-53730","1",2005,"AHY","F","MP1","MP1","east"
"6668","6000-53731","1",2005,"AHY","F","MP1","MP1","east"
"6669","6000-53732","1",2005,"AHY","F","MP1","MP1","east"
