"","UBI_band","band_status","year","species","age","fixed_sex","site"
"4081","9000-89990","1",2008,"BTLH","AHY","M","HPK1"
"4082","9000-89991","1",2008,"BTLH","AHY","M","MCGC"
"4083","9000-89992","1",2008,"BTLH","AHY","M","HPK1"
"4084","9000-89993","1",2008,"BTLH","AHY","M","HPK1"
"4085","9000-89994","1",2008,"BTLH","AHY","M","HPK1"
"4086","9000-89995","1",2008,"BTLH","AHY","M","HPK1"
"4087","9000-89996","1",2008,"BTLH","AHY","M","HPK1"
"4088","9000-89997","1",2008,"BTLH","AHY","M","HPK1"
"4089","9000-89998","1",2008,"BTLH","AHY","M","HPK1"
"4090","9000-89999","1",2008,"BTLH","AHY","M","HPK1"
"4091","9000-90000","1",2008,"BTLH","AHY","M","HPK1"
"4092","9000-90074","1",2008,"BTLH","AHY","M","MCGC"
"4093","9000-90094","1",2008,"BTLH","AHY","F","MP1"
"4094","9000-90095","1",2008,"BTLH","AHY","F","MP1"
"4095","9000-90096","1",2008,"BTLH","AHY","F","MP1"
"4096","9000-90097","1",2008,"BTLH","AHY","F","HOLZ"
"4097","9000-90098","1",2008,"BTLH","AHY","F","MCGC"
"4098","9000-90099","1",2008,"BTLH","AHY","F","HPK1"
"4099","9000-90100","1",2008,"BTLH","AHY","F","HPK1"
"4100","9000-90106","1",2008,"BTLH","AHY","M","MCGC"
"4101","9000-90109","1",2008,"BTLH","AHY","M","MCGC"
"4102","9000-90110","1",2008,"BTLH","AHY","M","MCGC"
"4103","9000-90111","1",2008,"BTLH","AHY","M","MP1"
"4104","9000-90112","1",2008,"BTLH","AHY","M","HPK1"
"4105","9000-90113","1",2008,"BTLH","AHY","M","HPK1"
"4106","9000-90114","1",2008,"BTLH","AHY","M","MP1"
"4107","9000-90115","1",2008,"BTLH","AHY","M","MP1"
"4108","9000-90116","1",2008,"BTLH","AHY","M","MP1"
"4109","9000-90117","1",2008,"BTLH","AHY","M","MP1"
"4110","9000-90118","1",2008,"BTLH","AHY","M","MP1"
"4111","9000-90119","1",2008,"BTLH","AHY","M","MP1"
"4112","9000-90120","1",2008,"BTLH","AHY","M","MP1"
"4113","9000-90121","1",2008,"BTLH","AHY","F","MP1"
"4114","9000-90122","1",2008,"BTLH","AHY","F","MP1"
"4115","9000-90123","1",2008,"BTLH","AHY","F","MP1"
"4116","9000-90124","1",2008,"BTLH","AHY","F","MP1"
"4117","9000-90125","1",2008,"BTLH","AHY","F","MP1"
"4118","9000-90126","1",2008,"BTLH","AHY","F","MP1"
"4119","9000-90127","1",2008,"BTLH","AHY","F","MP1"
"4120","9000-90128","1",2008,"BTLH","AHY","F","MP1"
"4121","9100-24000","1",2008,"BTLH","AHY","F","GNMTN"
"4122","9000-90130","1",2008,"BTLH","AHY","F","MP1"
"4123","9000-90131","1",2008,"BTLH","AHY","F","MP1"
"4124","9000-90132","1",2008,"BTLH","AHY","F","MP1"
"4125","9000-90133","1",2008,"BTLH","AHY","F","MP1"
"4126","9000-90134","1",2008,"BTLH","AHY","F","MP1"
"4127","9000-90135","1",2008,"BTLH","AHY","F","MP1"
"4128","9000-90136","1",2008,"BTLH","AHY","F","MP1"
"4129","9000-90137","1",2008,"BTLH","AHY","F","MP1"
"4130","9000-90138","1",2008,"BTLH","AHY","F","HPK1"
"4131","9000-90139","1",2008,"BTLH","AHY","F","MP1"
"4132","9000-90140","1",2008,"BTLH","AHY","M","MP1"
"4133","9000-90141","1",2008,"BTLH","AHY","F","GNMTN"
"4134","9000-90142","1",2008,"BTLH","AHY","F","GNMTN"
"4135","9000-90143","1",2008,"BTLH","AHY","F","GNMTN"
"4136","9000-90144","1",2008,"BTLH","AHY","F","GNMTN"
"4137","9000-90145","1",2008,"BTLH","AHY","F","KV1"
"4138","9000-90146","1",2008,"BTLH","AHY","F","KV1"
"4139","9000-90147","1",2008,"BTLH","AHY","F","KV1"
"4140","9000-90148","1",2008,"BTLH","AHY","F","KV1"
"4141","9000-90149","1",2008,"BTLH","AHY","F","KV1"
"4142","9000-90150","1",2008,"BTLH","AHY","F","MCGC"
"4143","9000-90151","1",2008,"BTLH","AHY","F","MP1"
"4144","9000-90152","1",2008,"BTLH","AHY","F","MP1"
"4145","9000-90153","1",2008,"BTLH","AHY","F","MP1"
"4146","9000-90154","1",2008,"BTLH","AHY","F","CC3"
"4147","9000-90155","1",2008,"BTLH","AHY","F","HPK1"
"4148","9000-90156","1",2008,"BTLH","AHY","F","HPK1"
"4149","9000-90157","1",2008,"BTLH","AHY","F","HPK1"
"4150","9000-90158","1",2008,"BTLH","AHY","F","HPK1"
"4151","9000-90159","1",2008,"BTLH","AHY","F","HPK1"
"4152","9000-90160","1",2008,"BTLH","AHY","F","HPK1"
"4153","9000-90161","1",2008,"BTLH","AHY","F","HPK1"
"4154","9000-90162","1",2008,"BTLH","AHY","F","MCGC"
"4155","9000-90163","1",2008,"BTLH","AHY","F","KV1"
"4156","9000-90164","1",2008,"BTLH","AHY","F","KV1"
"4157","9000-90165","1",2008,"BTLH","AHY","F","KV1"
"4158","9000-90166","1",2008,"BTLH","AHY","F","KV1"
"4159","9000-90167","1",2008,"BTLH","AHY","F","KV1"
"4160","9000-90168","1",2008,"BTLH","AHY","F","KV1"
"4161","9000-90169","1",2008,"BTLH","AHY","F","KV1"
"4162","9000-90170","1",2008,"BTLH","AHY","F","KV1"
"4163","9000-90171","1",2008,"BTLH","AHY","F","KV1"
"4164","9000-90172","1",2008,"BTLH","AHY","F","KV1"
"4165","9000-90173","1",2008,"BTLH","AHY","F","KV1"
"4166","9000-90174","1",2008,"BTLH","AHY","F","KV1"
"4167","9000-90175","1",2008,"BTLH","AHY","M","MCGC"
"4168","9000-90176","1",2008,"BTLH","AHY","F","KV1"
"4169","9000-90177","1",2008,"BTLH","AHY","F","KV1"
"4170","9000-90178","1",2008,"BTLH","AHY","F","GNMTN"
"4171","9000-90179","1",2008,"BTLH","AHY","F","GNMTN"
"4172","9000-90180","1",2008,"BTLH","AHY","F","GNMTN"
"4173","9000-90181","1",2008,"BTLH","AHY","F","GNMTN"
"4174","9000-90182","1",2008,"BTLH","AHY","F","GNMTN"
"4175","9000-90183","1",2008,"BTLH","AHY","F","GNMTN"
"4176","9000-90184","1",2008,"BTLH","AHY","M","GNMTN"
"4177","9000-90185","1",2008,"BTLH","AHY","F","GNMTN"
"4178","9000-90186","1",2008,"BTLH","AHY","M","MCGC"
"4179","9000-90187","1",2008,"BTLH","AHY","F","GNMTN"
"4180","9000-90188","1",2008,"BTLH","AHY","F","HOLZ"
"4181","9000-90189","1",2008,"BTLH","AHY","F","HOLZ"
"4182","9000-90190","1",2008,"BTLH","AHY","F","HOLZ"
"4183","9000-90191","1",2008,"BTLH","AHY","F","HOLZ"
"4184","9000-90192","1",2008,"BTLH","AHY","F","HOLZ"
"4185","9000-90193","1",2008,"BTLH","AHY","F","HOLZ"
"4186","9000-90194","1",2008,"BTLH","AHY","F","HOLZ"
"4187","9000-90195","1",2008,"BTLH","AHY","F","MCGC"
"4188","9000-90196","1",2008,"BTLH","AHY","F","MCGC"
"4189","9000-90197","1",2008,"BTLH","AHY","F","MP1"
"4190","9000-90198","1",2008,"BTLH","AHY","F","MP1"
"4191","9000-90199","1",2008,"BTLH","AHY","F","MP1"
"4192","9000-90200","1",2008,"BTLH","AHY","F","MP1"
"4193","9000-90211","1",2008,"BTLH","AHY","F","MP1"
"4194","9000-90212","1",2008,"BTLH","AHY","F","MP1"
"4195","9000-90213","1",2008,"BTLH","AHY","F","MCGC"
"4196","9000-90214","1",2008,"BTLH","AHY","F","MCGC"
"4197","9000-90215","1",2008,"BTLH","AHY","F","MCGC"
"4198","9000-90217","1",2008,"BTLH","AHY","F","MP1"
"4199","9000-90218","1",2008,"BTLH","AHY","F","MP1"
"4200","9000-90219","1",2008,"BTLH","AHY","F","MP1"
"4201","9000-90220","1",2008,"BTLH","AHY","F","MP1"
"4202","9000-90221","1",2008,"BTLH","AHY","F","MP1"
"4203","9000-90222","1",2008,"BTLH","AHY","F","MP1"
"4204","9000-90223","1",2008,"BTLH","AHY","F","MP1"
"4205","9000-90224","1",2008,"BTLH","AHY","F","MP1"
"4206","9000-90225","1",2008,"BTLH","AHY","F","MP1"
"4207","9000-90226","1",2008,"BTLH","AHY","F","MP1"
"4208","9000-90227","1",2008,"BTLH","AHY","F","MP1"
"4209","9000-90228","1",2008,"BTLH","AHY","F","MP1"
"4210","9000-90229","1",2008,"BTLH","AHY","F","MP1"
"4211","9000-90230","1",2008,"BTLH","AHY","F","MP1"
"4212","9000-90231","1",2008,"BTLH","AHY","F","MP1"
"4213","9000-90232","1",2008,"BTLH","AHY","F","MP1"
"4214","9000-90233","1",2008,"BTLH","AHY","F","HPK1"
"4215","9000-90234","1",2008,"BTLH","AHY","F","HPK1"
"4216","9000-90235","1",2008,"BTLH","AHY","F","HPK1"
"4217","9000-90236","1",2008,"BTLH","AHY","F","HPK1"
"4218","9000-90237","1",2008,"BTLH","AHY","F","HPK1"
"4219","9000-90238","1",2008,"BTLH","AHY","F","HPK1"
"4220","9000-90239","1",2008,"BTLH","AHY","F","HPK1"
"4221","9000-90240","1",2008,"BTLH","AHY","F","HPK1"
"4222","9000-90241","1",2008,"BTLH","AHY","F","HPK1"
"4223","9000-90242","1",2008,"BTLH","AHY","F","HPK1"
"4224","9000-90243","1",2008,"BTLH","AHY","F","HPK1"
"4225","9000-90244","1",2008,"BTLH","AHY","F","HPK1"
"4226","9000-90245","1",2008,"BTLH","AHY","F","HPK1"
"4227","9000-90246","1",2008,"BTLH","AHY","F","HPK1"
"4228","9000-90247","1",2008,"BTLH","AHY","F","MP1"
"4229","9000-90248","1",2008,"BTLH","AHY","F","MP1"
"4230","9000-90249","1",2008,"BTLH","AHY","F","MP1"
"4231","9000-90250","1",2008,"BTLH","AHY","F","MP1"
"4232","9000-90251","1",2008,"BTLH","AHY","F","MP1"
"4233","9000-90252","1",2008,"BTLH","AHY","F","MP1"
"4234","9000-90253","1",2008,"BTLH","AHY","F","MP1"
"4235","9000-90254","1",2008,"BTLH","AHY","F","MCGC"
"4236","9000-90255","1",2008,"BTLH","AHY","F","MCGC"
"4237","9000-90256","1",2008,"BTLH","AHY","F","MCGC"
"4238","9000-90257","1",2008,"BTLH","AHY","F","MCGC"
"4239","9000-90258","1",2008,"BTLH","AHY","F","CC3"
"4240","9000-90259","1",2008,"BTLH","AHY","F","CC3"
"4241","9000-90260","1",2008,"BTLH","AHY","F","CC3"
"4242","9000-90261","1",2008,"BTLH","AHY","F","CC3"
"4243","9000-90262","1",2008,"BTLH","AHY","F","CC3"
"4244","9000-90263","1",2008,"BTLH","AHY","F","CC3"
"4245","9000-90264","1",2008,"BTLH","AHY","F","CC3"
"4246","9000-90265","1",2008,"BTLH","AHY","F","CC3"
"4247","9000-90266","1",2008,"BTLH","AHY","F","MCGC"
"4248","9000-90267","1",2008,"BTLH","AHY","F","MCGC"
"4249","9000-90268","1",2008,"BTLH","AHY","F","MCGC"
"4250","9000-90269","1",2008,"BTLH","AHY","F","MCGC"
"4251","9000-90270","1",2008,"BTLH","AHY","F","MCGC"
"4252","9000-90271","1",2008,"BTLH","AHY","F","MCGC"
"4253","9000-90272","1",2008,"BTLH","AHY","F","MCGC"
"4254","9000-90274","1",2008,"BTLH","AHY","F","KV1"
"4255","9000-90275","1",2008,"BTLH","AHY","F","KV1"
"4256","9000-90276","1",2008,"BTLH","AHY","F","KV1"
"4257","9000-90277","1",2008,"BTLH","AHY","F","KV1"
"4258","9000-90278","1",2008,"BTLH","AHY","F","KV1"
"4259","9000-90279","1",2008,"BTLH","AHY","F","KV1"
"4260","9000-90280","1",2008,"BTLH","AHY","F","KV1"
"4261","9000-90281","1",2008,"BTLH","AHY","F","KV1"
"4262","3100-42160","1",2008,"BTLH","AHY","F","KV1"
"4263","9000-90283","1",2008,"BTLH","AHY","F","KV1"
"4264","9000-90284","1",2008,"BTLH","AHY","F","KV1"
"4265","9000-90285","1",2008,"BTLH","AHY","F","KV1"
"4266","9000-90286","1",2008,"BTLH","AHY","F","GNMTN"
"4267","9000-90287","1",2008,"BTLH","AHY","F","GNMTN"
"4268","9000-90288","1",2008,"BTLH","AHY","F","GNMTN"
"4269","9000-90289","1",2008,"BTLH","AHY","F","GNMTN"
"4270","9000-90290","1",2008,"BTLH","AHY","F","GNMTN"
"4271","9000-90291","1",2008,"BTLH","AHY","F","GNMTN"
"4272","9000-90292","1",2008,"BTLH","AHY","F","GNMTN"
"4273","9000-90293","1",2008,"BTLH","AHY","F","GNMTN"
"4274","9000-90294","1",2008,"BTLH","AHY","F","GNMTN"
"4275","9000-90295","1",2008,"BTLH","AHY","F","GNMTN"
"4276","9000-90296","1",2008,"BTLH","AHY","F","GNMTN"
"4277","9000-90297","1",2008,"BTLH","AHY","F","GNMTN"
"4278","9000-90298","1",2008,"BTLH","AHY","F","GNMTN"
"4279","9000-90299","1",2008,"BTLH","AHY","F","HOLZ"
"4280","9000-90300","1",2008,"BTLH","AHY","F","HOLZ"
"4281","9000-90301","1",2008,"BTLH","AHY","F","MCGC"
"4282","9000-90302","1",2008,"BTLH","AHY","F","HOLZ"
"4283","9000-90303","1",2008,"BTLH","AHY","F","HOLZ"
"4284","9000-90304","1",2008,"BTLH","AHY","F","HOLZ"
"4285","9000-90305","1",2008,"BTLH","AHY","F","HOLZ"
"4286","9000-90306","1",2008,"BTLH","AHY","F","HOLZ"
"4287","9000-90307","1",2008,"BTLH","AHY","F","HOLZ"
"4288","9000-90308","1",2008,"BTLH","AHY","F","MCGC"
"4289","3100-41731","1",2008,"BTLH","AHY","F","MCGC"
"4290","9000-90310","1",2008,"BTLH","AHY","F","MCGC"
"4291","9000-90311","1",2008,"BTLH","AHY","F","MCGC"
"4292","9000-90312","1",2008,"BTLH","AHY","F","MCGC"
"4293","9000-90313","1",2008,"BTLH","AHY","F","MCGC"
"4294","9000-90314","1",2008,"BTLH","AHY","F","MCGC"
"4295","9000-90315","1",2008,"BTLH","AHY","F","MCGC"
"4296","9000-90317","1",2008,"BTLH","AHY","F","MCGC"
"4297","9000-90318","1",2008,"BTLH","AHY","F","MCGC"
"4298","9000-90319","1",2008,"BTLH","AHY","F","MCGC"
"4299","9000-90320","1",2008,"BTLH","AHY","F","MCGC"
"4300","9000-90321","1",2008,"BTLH","AHY","F","MCGC"
"4301","9000-90322","1",2008,"BTLH","AHY","F","MCGC"
"4302","4100-59034","1",2008,"BTLH","AHY","F","MCGC"
"4303","9000-90324","1",2008,"BTLH","AHY","F","MCGC"
"4304","9000-90325","1",2008,"BTLH","AHY","F","MCGC"
"4305","9000-90326","1",2008,"BTLH","AHY","F","MCGC"
"4306","9000-90327","1",2008,"BTLH","AHY","F","MCGC"
"4307","3100-41690","1",2008,"BTLH","AHY","F","MP1"
"4308","9000-90329","1",2008,"BTLH","AHY","F","MP1"
"4309","9000-90330","1",2008,"BTLH","AHY","F","MP1"
"4310","9000-90331","1",2008,"BTLH","AHY","F","MP1"
"4311","9000-90332","1",2008,"BTLH","AHY","F","MP1"
"4312","9000-90333","1",2008,"BTLH","AHY","F","MP1"
"4313","9000-90334","1",2008,"BTLH","AHY","F","MP1"
"4314","9000-90335","1",2008,"BTLH","AHY","F","MP1"
"4315","9000-90336","1",2008,"BTLH","AHY","F","MCGC"
"4316","9000-90337","1",2008,"BTLH","AHY","F","MCGC"
"4317","9000-90338","1",2008,"BTLH","AHY","F","MCGC"
"4318","9000-90339","1",2008,"BTLH","AHY","F","MCGC"
"4319","9000-90340","1",2008,"BTLH","AHY","F","MCGC"
"4320","9000-90341","1",2008,"BTLH","AHY","F","MCGC"
"4321","9000-90342","1",2008,"BTLH","AHY","F","MCGC"
"4322","9000-90343","1",2008,"BTLH","AHY","F","MCGC"
"4323","9000-90344","1",2008,"BTLH","AHY","F","MCGC"
"4324","9000-90345","1",2008,"BTLH","AHY","F","MCGC"
"4325","9000-90346","1",2008,"BTLH","AHY","F","MCGC"
"4326","9000-90347","1",2008,"BTLH","AHY","F","MCGC"
"4327","9000-90348","1",2008,"BTLH","AHY","F","MCGC"
"4328","9000-90349","1",2008,"BTLH","AHY","F","MCGC"
"4329","9000-90350","1",2008,"BTLH","AHY","F","MCGC"
"4330","9000-90351","1",2008,"BTLH","AHY","F","NFPC"
"4331","9000-90352","1",2008,"BTLH","AHY","F","NFPC"
"4332","9000-90353","1",2008,"BTLH","AHY","F","NFPC"
"4333","9000-90354","1",2008,"BTLH","AHY","F","NFPC"
"4334","9000-90355","1",2008,"BTLH","AHY","F","NFPC"
"4335","9000-90356","1",2008,"BTLH","AHY","F","NFPC"
"4336","9000-90357","1",2008,"BTLH","AHY","F","NFPC"
"4337","9000-90358","1",2008,"BTLH","AHY","F","NFPC"
"4338","9000-90359","1",2008,"BTLH","AHY","F","NFPC"
"4339","9000-90360","1",2008,"BTLH","AHY","F","NFPC"
"4340","9000-90361","1",2008,"BTLH","AHY","F","HOLZ"
"4341","9000-90362","1",2008,"BTLH","AHY","F","HOLZ"
"4342","9000-90363","1",2008,"BTLH","AHY","F","HOLZ"
"4343","9000-90364","1",2008,"BTLH","AHY","F","HOLZ"
"4344","9000-90365","1",2008,"BTLH","AHY","F","HOLZ"
"4345","9000-90366","1",2008,"BTLH","AHY","F","HOLZ"
"4346","9000-90367","1",2008,"BTLH","AHY","F","HOLZ"
"4347","9000-90368","1",2008,"BTLH","AHY","F","GNMTN"
"4348","9000-90369","1",2008,"BTLH","AHY","F","GNMTN"
"4349","9000-90370","1",2008,"BTLH","AHY","F","KV1"
"4350","9000-90371","1",2008,"BTLH","AHY","F","KV1"
"4351","9000-90372","1",2008,"BTLH","AHY","F","KV1"
"4352","9000-90373","1",2008,"BTLH","AHY","F","KV1"
"4353","9000-90374","1",2008,"BTLH","AHY","F","KV1"
"4354","9000-90375","1",2008,"BTLH","AHY","F","MCGC"
"4355","9000-90376","1",2008,"BTLH","AHY","F","MCGC"
"4356","9000-90378","1",2008,"BTLH","AHY","F","MCGC"
"4357","9000-90379","1",2008,"BTLH","AHY","F","MCGC"
"4358","9000-90380","1",2008,"BTLH","AHY","F","MCGC"
"4359","9000-90381","1",2008,"BTLH","AHY","F","MCGC"
"4360","9000-90382","1",2008,"BTLH","AHY","F","MCGC"
"4361","9000-90383","1",2008,"BTLH","AHY","F","MCGC"
"4362","9000-90384","1",2008,"BTLH","AHY","F","MCGC"
"4363","9000-90385","1",2008,"BTLH","AHY","F","MCGC"
"4364","9000-90386","1",2008,"BTLH","AHY","F","MCGC"
"4365","9000-90388","1",2008,"BTLH","AHY","F","MP1"
"4366","9000-90389","1",2008,"BTLH","AHY","F","MP1"
"4367","9000-90390","1",2008,"BTLH","AHY","F","MP1"
"4368","9000-90391","1",2008,"BTLH","AHY","F","MP1"
"4369","9000-90392","1",2008,"BTLH","AHY","F","MP1"
"4370","9000-90393","1",2008,"BTLH","AHY","F","MP1"
"4371","9000-90394","1",2008,"BTLH","AHY","F","MP1"
"4372","9000-90395","1",2008,"BTLH","AHY","F","MP1"
"4373","9000-90396","1",2008,"BTLH","AHY","F","MP1"
"4374","9000-90397","1",2008,"BTLH","AHY","F","MP1"
"4375","9000-90398","1",2008,"BTLH","AHY","F","MP1"
"4376","9000-90399","1",2008,"BTLH","AHY","F","MP1"
"4377","9000-90400","1",2008,"BTLH","AHY","F","MP1"
"4378","9000-90401","1",2008,"BTLH","AHY","F","MP1"
"4379","9000-90402","1",2008,"BTLH","AHY","F","MP1"
"4380","9000-90403","1",2008,"BTLH","AHY","F","MP1"
"4381","9000-90404","1",2008,"BTLH","AHY","F","MCGC"
"4382","3100-42617","1",2008,"BTLH","AHY","F","MCGC"
"4383","9000-90406","1",2008,"BTLH","AHY","F","MCGC"
"4384","9000-90407","1",2008,"BTLH","AHY","F","MCGC"
"4385","9000-90408","1",2008,"BTLH","AHY","F","CC3"
"4386","9000-90409","1",2008,"BTLH","AHY","F","CC3"
"4387","9000-90410","1",2008,"BTLH","AHY","F","CC3"
"4388","9000-90411","1",2008,"BTLH","AHY","F","CC2"
"4389","9000-90412","1",2008,"BTLH","AHY","F","CC2"
"4390","9000-90413","1",2008,"BTLH","AHY","F","CC2"
"4391","9000-90415","1",2008,"BTLH","AHY","F","HPK1"
"4392","9000-90416","1",2008,"BTLH","AHY","F","HPK1"
"4393","9000-90417","1",2008,"BTLH","AHY","F","HPK1"
"4394","9000-90418","1",2008,"BTLH","AHY","F","HPK1"
"4395","9000-90419","1",2008,"BTLH","AHY","F","HPK1"
"4396","9000-90420","1",2008,"BTLH","AHY","F","HPK1"
"4397","9000-90421","1",2008,"BTLH","AHY","F","HPK1"
"4398","9000-90422","1",2008,"BTLH","AHY","F","HPK1"
"4399","9000-90423","1",2008,"BTLH","AHY","F","MCGC"
"4400","9000-90424","1",2008,"BTLH","AHY","F","MCGC"
"4401","9000-90425","1",2008,"BTLH","AHY","F","KV1"
"4402","9000-90426","1",2008,"BTLH","AHY","F","KV1"
"4403","9000-90427","1",2008,"BTLH","AHY","F","KV1"
"4404","9000-90428","1",2008,"BTLH","AHY","F","KV1"
"4405","9000-90429","1",2008,"BTLH","AHY","F","KV1"
"4406","9000-90430","1",2008,"BTLH","AHY","F","KV1"
"4407","9000-90431","1",2008,"BTLH","AHY","F","KV1"
"4408","9000-90432","1",2008,"BTLH","AHY","F","KV1"
"4409","9000-90433","1",2008,"BTLH","AHY","F","GNMTN"
"4410","9000-90434","1",2008,"BTLH","AHY","F","GNMTN"
"4411","9000-90435","1",2008,"BTLH","AHY","F","GNMTN"
"4412","9000-90436","1",2008,"BTLH","AHY","F","GNMTN"
"4413","9000-90437","1",2008,"BTLH","AHY","F","GNMTN"
"4414","9000-90438","1",2008,"BTLH","AHY","F","GNMTN"
"4415","9000-90439","1",2008,"BTLH","AHY","F","GNMTN"
"4416","9000-90440","1",2008,"BTLH","AHY","F","GNMTN"
"4417","9000-90441","1",2008,"BTLH","AHY","F","GNMTN"
"4418","9000-90442","1",2008,"BTLH","AHY","F","GNMTN"
"4419","9000-90443","1",2008,"BTLH","AHY","F","GNMTN"
"4420","9000-90444","1",2008,"BTLH","AHY","F","HOLZ"
"4421","9000-90445","1",2008,"BTLH","AHY","F","HOLZ"
"4422","9000-90446","1",2008,"BTLH","AHY","F","HOLZ"
"4423","9000-90447","1",2008,"BTLH","AHY","F","HOLZ"
"4424","9000-90448","1",2008,"BTLH","AHY","F","MCGC"
"4425","9000-90449","1",2008,"BTLH","AHY","F","MCGC"
"4426","9000-90450","1",2008,"BTLH","AHY","F","MCGC"
"4427","9000-90451","1",2008,"BTLH","AHY","F","MCGC"
"4428","9000-90452","1",2008,"BTLH","AHY","F","MCGC"
"4429","9000-90453","1",2008,"BTLH","AHY","F","MCGC"
"4430","9000-90454","1",2008,"BTLH","AHY","F","MCGC"
"4431","9000-90455","1",2008,"BTLH","AHY","F","MCGC"
"4432","9000-90456","1",2008,"BTLH","AHY","F","MCGC"
"4433","9000-90457","1",2008,"BTLH","AHY","F","MCGC"
"4434","9000-90458","1",2008,"BTLH","AHY","F","MCGC"
"4435","9000-90459","1",2008,"BTLH","AHY","F","MCGC"
"4436","9000-90460","1",2008,"BTLH","AHY","F","MCGC"
"4437","9000-90461","1",2008,"BTLH","AHY","F","MCGC"
"4438","9000-90462","1",2008,"BTLH","AHY","F","MCGC"
"4439","9000-90463","1",2008,"BTLH","AHY","F","MCGC"
"4440","9000-90464","1",2008,"BTLH","AHY","F","MCGC"
"4441","9000-90465","1",2008,"BTLH","AHY","F","MCGC"
"4442","9000-90466","1",2008,"BTLH","AHY","F","MCGC"
"4443","9000-90467","1",2008,"BTLH","AHY","F","MCGC"
"4444","9000-90468","1",2008,"BTLH","AHY","F","MCGC"
"4445","9000-90469","1",2008,"BTLH","AHY","F","MCGC"
"4446","9000-90470","1",2008,"BTLH","AHY","F","MCGC"
"4447","9000-90471","1",2008,"BTLH","AHY","M","GNMTN"
"4448","9000-90472","1",2008,"BTLH","AHY","M","GNMTN"
"4449","9000-90473","1",2008,"BTLH","AHY","M","HOLZ"
"4450","9000-90475","1",2008,"BTLH","AHY","M","HOLZ"
"4451","9000-90476","1",2008,"BTLH","AHY","M","HOLZ"
"4452","9000-90477","1",2008,"BTLH","AHY","M","MCGC"
"4453","9000-90478","1",2008,"BTLH","AHY","M","MCGC"
"4454","9000-90481","1",2008,"BTLH","AHY","M","MCGC"
"4455","9000-90483","1",2008,"BTLH","AHY","M","MCGC"
"4456","9000-90484","1",2008,"BTLH","AHY","M","MCGC"
"4457","9000-90486","1",2008,"BTLH","AHY","M","MCGC"
"4458","9000-90487","1",2008,"BTLH","AHY","M","MP1"
"4459","9000-90488","1",2008,"BTLH","AHY","M","MP1"
"4460","9000-90489","1",2008,"BTLH","AHY","M","MP1"
"4461","9000-90491","1",2008,"BTLH","AHY","M","MP1"
"4462","9000-90492","1",2008,"BTLH","AHY","M","MP1"
"4463","9000-90493","1",2008,"BTLH","AHY","M","MP1"
"4464","9000-90494","1",2008,"BTLH","AHY","M","HPK1"
"4465","9000-90495","1",2008,"BTLH","AHY","M","HPK1"
"4466","9000-90496","1",2008,"BTLH","AHY","M","MCGC"
"4467","9000-90497","1",2008,"BTLH","AHY","M","HPK1"
"4468","9000-90498","1",2008,"BTLH","AHY","M","HPK1"
"4469","9000-90499","1",2008,"BTLH","AHY","M","HPK1"
"4470","9000-90500","1",2008,"BTLH","AHY","M","HPK1"
"4471","9000-90501","1",2008,"BTLH","AHY","F","MP1"
"4472","9000-90502","1",2008,"BTLH","AHY","F","MP1"
"4473","9000-90503","1",2008,"BTLH","AHY","F","MP1"
"4474","9000-90504","1",2008,"BTLH","AHY","F","MP1"
"4475","9000-90505","1",2008,"BTLH","AHY","F","MP1"
"4476","9000-90506","1",2008,"BTLH","AHY","F","MP1"
"4477","9000-90507","1",2008,"BTLH","AHY","F","MP1"
"4478","9000-90508","1",2008,"BTLH","AHY","F","MP1"
"4479","9000-90509","1",2008,"BTLH","AHY","F","MP1"
"4480","9000-90510","1",2008,"BTLH","AHY","F","MP1"
"4481","9000-90511","1",2008,"BTLH","AHY","F","MP1"
"4482","9000-90512","1",2008,"BTLH","AHY","F","MP1"
"4483","9000-90513","1",2008,"BTLH","AHY","F","MP1"
"4484","9000-90514","1",2008,"BTLH","AHY","F","MP1"
"4485","9000-90515","1",2008,"BTLH","AHY","F","MP1"
"4486","9000-90516","1",2008,"BTLH","AHY","F","HPK1"
"4487","9000-90517","1",2008,"BTLH","AHY","F","HPK1"
"4488","9000-90518","1",2008,"BTLH","AHY","F","HPK1"
"4489","9000-90519","1",2008,"BTLH","AHY","F","HPK1"
"4490","9000-90520","1",2008,"BTLH","AHY","F","HPK1"
"4491","9000-90521","1",2008,"BTLH","AHY","F","HPK1"
"4492","9000-90522","1",2008,"BTLH","AHY","F","HPK1"
"4493","9000-90523","1",2008,"BTLH","AHY","F","HPK1"
"4494","9000-90524","1",2008,"BTLH","AHY","F","HPK1"
"4495","9000-90525","1",2008,"BTLH","AHY","F","MCGC"
"4496","9000-90526","1",2008,"BTLH","AHY","F","MCGC"
"4497","9000-90527","1",2008,"BTLH","AHY","F","MCGC"
"4498","9000-90528","1",2008,"BTLH","AHY","F","MCGC"
"4499","9000-90529","1",2008,"BTLH","AHY","F","MCGC"
"4500","9000-90530","1",2008,"BTLH","AHY","F","MCGC"
"4501","9000-90531","1",2008,"BTLH","AHY","F","MCGC"
"4502","9000-90532","1",2008,"BTLH","AHY","F","MCGC"
"4503","9000-90533","1",2008,"BTLH","AHY","F","MCGC"
"4504","9000-90534","1",2008,"BTLH","AHY","F","MCGC"
"4505","9000-90535","1",2008,"BTLH","AHY","F","MCGC"
"4506","9000-90536","1",2008,"BTLH","AHY","F","MCGC"
