"","UBI_band","band_status","year","species","age","fixed_sex","site"
"4507","9000-90537","1",2008,"BTLH","AHY","F","MCGC"
"4508","9000-90538","1",2008,"BTLH","AHY","F","MCGC"
"4509","9000-90539","1",2008,"BTLH","AHY","F","MCGC"
"4510","9000-90540","1",2008,"BTLH","AHY","F","MCGC"
"4511","9000-90541","1",2008,"BTLH","AHY","F","CC2"
"4512","9000-90542","1",2008,"BTLH","AHY","F","MCGC"
"4513","9000-90543","1",2008,"BTLH","AHY","F","MCGC"
"4514","9000-90544","1",2008,"BTLH","AHY","F","MCGC"
"4515","9000-90545","1",2008,"BTLH","AHY","F","MCGC"
"4516","9000-90546","1",2008,"BTLH","AHY","F","MCGC"
"4517","9000-90547","1",2008,"BTLH","AHY","F","MCGC"
"4518","9000-90548","1",2008,"BTLH","AHY","F","MCGC"
"4519","9000-90549","1",2008,"BTLH","AHY","F","MCGC"
"4520","9000-90550","1",2008,"BTLH","AHY","F","HOLZ"
"4521","9000-90551","1",2008,"BTLH","AHY","M","HPK1"
"4522","9000-90553","1",2008,"BTLH","AHY","M","MCGC"
"4523","9000-90560","1",2008,"BTLH","AHY","M","HOLZ"
"4524","9000-90561","1",2008,"BTLH","AHY","M","HOLZ"
"4525","9000-90562","1",2008,"BTLH","AHY","M","HOLZ"
"4526","9000-90563","1",2008,"BTLH","AHY","M","HOLZ"
"4527","9000-90564","1",2008,"BTLH","AHY","M","HOLZ"
"4528","9000-90565","1",2008,"BTLH","AHY","M","HOLZ"
"4529","9000-90567","1",2008,"BTLH","AHY","M","HOLZ"
"4530","9000-90568","1",2008,"BTLH","AHY","M","HOLZ"
"4531","9000-90569","1",2008,"BTLH","AHY","M","KV1"
"4532","9000-90570","1",2008,"BTLH","AHY","M","GNMTN"
"4533","9000-90571","1",2008,"BTLH","AHY","M","GNMTN"
"4534","9000-90574","1",2008,"BTLH","AHY","M","MCGC"
"4535","9000-90579","1",2008,"BTLH","AHY","M","MCGC"
"4536","9000-90580","1",2008,"BTLH","AHY","M","MCGC"
"4537","9000-90585","1",2008,"BTLH","AHY","M","MCGC"
"4538","9000-90586","1",2008,"BTLH","AHY","M","HOLZ"
"4539","9000-90588","1",2008,"BTLH","AHY","M","MCGC"
"4540","9000-90591","1",2008,"BTLH","AHY","M","MCGC"
"4541","9000-90601","1",2008,"BTLH","AHY","M","MP1"
"4542","9000-90607","1",2008,"BTLH","AHY","M","MP1"
"4543","9000-90608","1",2008,"BTLH","AHY","M","MP1"
"4544","9000-90609","1",2008,"BTLH","AHY","M","MP1"
"4545","9000-90612","1",2008,"BTLH","AHY","M","KV1"
"4546","9000-90613","1",2008,"BTLH","HY","M","KV1"
"4547","9000-90618","1",2008,"BTLH","AHY","M","MCGC"
"4548","9000-90622","1",2008,"BTLH","AHY","M","MP1"
"4549","9000-90623","1",2008,"BTLH","HY","M","MP1"
"4550","9000-90624","1",2008,"BTLH","AHY","M","MP1"
"4551","9000-90625","1",2008,"BTLH","AHY","M","MP1"
"4552","9000-90626","1",2008,"BTLH","HY","M","MP1"
"4553","9000-90628","1",2008,"BTLH","AHY","M","MP1"
"4554","9000-90631","1",2008,"BTLH","AHY","M","MP1"
"4555","9000-90636","1",2008,"BTLH","AHY","M","MCGC"
"4556","9000-90639","1",2008,"BTLH","AHY","M","MP1"
"4557","9000-90640","1",2008,"BTLH","AHY","M","MP1"
"4558","9000-90641","1",2008,"BTLH","HY","M","MP1"
"4559","9000-90642","1",2008,"BTLH","AHY","M","MP1"
"4560","9000-90645","1",2008,"BTLH","AHY","M","MP1"
"4561","9000-90649","1",2008,"BTLH","AHY","M","MP1"
"4562","9000-90651","1",2008,"BTLH","HY","M","MP1"
"4563","9000-90652","1",2008,"BTLH","AHY","F","MCGC"
"4564","9000-90653","1",2008,"BTLH","AHY","F","MCGC"
"4565","9000-90654","1",2008,"BTLH","AHY","F","MCGC"
"4566","9000-90655","1",2008,"BTLH","AHY","F","MCGC"
"4567","9000-90657","1",2008,"BTLH","AHY","F","MCGC"
"4568","9000-90658","1",2008,"BTLH","AHY","F","MCGC"
"4569","9000-90659","1",2008,"BTLH","AHY","F","MCGC"
"4570","9000-90660","1",2008,"BTLH","AHY","F","MCGC"
"4571","9000-90661","1",2008,"BTLH","HY","F","MCGC"
"4572","9000-90662","1",2008,"BTLH","AHY","F","MCGC"
"4573","9000-90663","1",2008,"BTLH","AHY","F","MCGC"
"4574","9000-90664","1",2008,"BTLH","AHY","F","MCGC"
"4575","9000-90666","1",2008,"BTLH","AHY","F","MCGC"
"4576","9000-90667","1",2008,"BTLH","AHY","F","MCGC"
"4577","9000-90669","1",2008,"BTLH","AHY","F","MP1"
"4578","9000-90670","1",2008,"BTLH","AHY","F","MP1"
"4579","9000-90671","1",2008,"BTLH","AHY","F","MP1"
"4580","9000-90672","1",2008,"BTLH","AHY","F","MP1"
"4581","9000-90673","1",2008,"BTLH","AHY","F","MP1"
"4582","9000-90675","1",2008,"BTLH","AHY","F","MP1"
"4583","9000-90676","1",2008,"BTLH","AHY","F","MP1"
"4584","9000-90677","1",2008,"BTLH","AHY","F","MP1"
"4585","9000-90678","1",2008,"BTLH","AHY","F","MP1"
"4586","9000-90679","1",2008,"BTLH","AHY","F","MP1"
"4587","9000-90680","1",2008,"BTLH","AHY","F","MP1"
"4588","9000-90681","1",2008,"BTLH","AHY","F","MP1"
"4589","9000-90682","1",2008,"BTLH","AHY","F","MP1"
"4590","9000-90683","1",2008,"BTLH","HY","F","MP1"
"4591","9000-90684","1",2008,"BTLH","AHY","F","MP1"
"4592","9000-90685","1",2008,"BTLH","AHY","F","MCGC"
"4593","9000-90686","1",2008,"BTLH","AHY","F","MP1"
"4594","9000-90687","1",2008,"BTLH","AHY","F","MP1"
"4595","9000-90688","1",2008,"BTLH","AHY","F","MP1"
"4596","9000-90689","1",2008,"BTLH","AHY","F","MCGC"
"4597","9000-90690","1",2008,"BTLH","AHY","F","MCGC"
"4598","9000-90691","1",2008,"BTLH","AHY","F","MCGC"
"4599","9000-90692","1",2008,"BTLH","AHY","F","MCGC"
"4600","9000-90693","1",2008,"BTLH","AHY","F","MCGC"
"4601","9000-90694","1",2008,"BTLH","AHY","F","MCGC"
"4602","9000-90695","1",2008,"BTLH","AHY","F","MCGC"
"4603","9000-90696","1",2008,"BTLH","AHY","F","MCGC"
"4604","9000-90697","1",2008,"BTLH","AHY","F","MCGC"
"4605","9000-90698","1",2008,"BTLH","AHY","F","HPK1"
"4606","9000-90699","1",2008,"BTLH","AHY","F","HPK1"
"4607","9000-90700","1",2008,"BTLH","AHY","F","HPK1"
"4608","9000-90726","1",2008,"BTLH","HY","M","MP1"
"4609","9000-90727","1",2008,"BTLH","AHY","F","MP1"
"4610","9000-90728","1",2008,"BTLH","AHY","F","MP1"
"4611","9000-90729","1",2008,"BTLH","AHY","F","MP1"
"4612","9000-90730","1",2008,"BTLH","AHY","F","MP1"
"4613","9000-90731","1",2008,"BTLH","AHY","F","MP1"
"4614","9000-90732","1",2008,"BTLH","AHY","F","MP1"
"4615","9000-90733","1",2008,"BTLH","AHY","F","MP1"
"4616","9000-90734","1",2008,"BTLH","HY","F","MP1"
"4617","9000-90735","1",2008,"BTLH","AHY","F","MP1"
"4618","9000-90736","1",2008,"BTLH","AHY","F","MP1"
"4619","9000-90737","1",2008,"BTLH","AHY","F","MP1"
"4620","9000-90738","1",2008,"BTLH","AHY","F","MP1"
"4621","9000-90739","1",2008,"BTLH","AHY","F","MP1"
"4622","9000-90740","1",2008,"BTLH","AHY","F","MP1"
"4623","9000-90741","1",2008,"BTLH","HY","F","MP1"
"4624","9000-90742","1",2008,"BTLH","AHY","F","MP1"
"4625","9000-90743","1",2008,"BTLH","AHY","F","MP1"
"4626","9000-90744","1",2008,"BTLH","AHY","F","MP1"
"4627","9000-90745","1",2008,"BTLH","AHY","F","MP1"
"4628","9000-90746","1",2008,"BTLH","AHY","F","MP1"
"4629","9000-90747","1",2008,"BTLH","HY","F","MP1"
"4630","9000-90748","1",2008,"BTLH","AHY","F","MCGC"
"4631","9000-90749","1",2008,"BTLH","AHY","F","MCGC"
"4632","9000-90750","1",2008,"BTLH","AHY","F","MCGC"
"4633","9000-90752","1",2008,"BTLH","AHY","F","HPK1"
"4634","9000-90753","1",2008,"BTLH","AHY","F","HPK1"
"4635","9000-90754","1",2008,"BTLH","AHY","F","HPK1"
"4636","9000-90755","1",2008,"BTLH","AHY","F","HPK1"
"4637","9000-90756","1",2008,"BTLH","AHY","F","MCGC"
"4638","9000-90757","1",2008,"BTLH","AHY","F","MCGC"
"4639","9000-90758","1",2008,"BTLH","AHY","F","MP1"
"4640","9000-90759","1",2008,"BTLH","AHY","F","MP1"
"4641","9000-90760","1",2008,"BTLH","AHY","F","MP1"
"4642","9000-90761","1",2008,"BTLH","HY","M","MP1"
"4643","9000-90762","1",2008,"BTLH","AHY","F","KV1"
"4644","9000-90763","1",2008,"BTLH","AHY","F","KV1"
"4645","9000-90764","1",2008,"BTLH","AHY","F","KV1"
"4646","9000-90765","1",2008,"BTLH","AHY","F","KV1"
"4647","9000-90766","1",2008,"BTLH","AHY","F","KV1"
"4648","9000-90767","1",2008,"BTLH","AHY","F","KV1"
"4649","9000-90768","1",2008,"BTLH","AHY","F","KV1"
"4650","9000-90769","1",2008,"BTLH","AHY","F","HPK1"
"4651","9000-90770","1",2008,"BTLH","AHY","F","KV1"
"4652","9000-90781","1",2008,"BTLH","AHY","F","KV1"
"4653","9000-90782","1",2008,"BTLH","AHY","F","KV1"
"4654","9000-90783","1",2008,"BTLH","AHY","F","KV1"
"4655","9000-90784","1",2008,"BTLH","AHY","F","MCGC"
"4656","9000-90785","1",2008,"BTLH","AHY","F","MCGC"
"4657","9000-90786","1",2008,"BTLH","AHY","F","MCGC"
"4658","9000-90787","1",2008,"BTLH","AHY","F","MCGC"
"4659","9000-90788","1",2008,"BTLH","AHY","F","MCGC"
"4660","9000-90789","1",2008,"BTLH","AHY","F","MCGC"
"4661","9000-90790","1",2008,"BTLH","AHY","F","MP1"
"4662","9000-90813","1",2008,"BTLH","AHY","M","HOLZ"
"4663","9000-90851","1",2008,"BTLH","AHY","F","HOLZ"
"4664","9000-90852","1",2008,"BTLH","AHY","F","KV1"
"4665","9000-90853","1",2008,"BTLH","AHY","F","KV1"
"4666","9000-90854","1",2008,"BTLH","AHY","F","KV1"
"4667","9000-90855","1",2008,"BTLH","AHY","F","KV1"
"4668","9000-90856","1",2008,"BTLH","AHY","F","KV1"
"4669","9000-90857","1",2008,"BTLH","AHY","F","KV1"
"4670","9000-90858","1",2008,"BTLH","AHY","F","KV1"
"4671","9000-90859","1",2008,"BTLH","AHY","F","GNMTN"
"4672","9000-90860","1",2008,"BTLH","AHY","F","GNMTN"
"4673","9000-90861","1",2008,"BTLH","AHY","F","GNMTN"
"4674","9000-90862","1",2008,"BTLH","AHY","F","GNMTN"
"4675","9000-90863","1",2008,"BTLH","AHY","F","MCGC"
"4676","9000-90864","1",2008,"BTLH","AHY","F","MCGC"
"4677","9000-90865","1",2008,"BTLH","AHY","F","MCGC"
"4678","9000-90866","1",2008,"BTLH","AHY","F","MCGC"
"4679","9000-90867","1",2008,"BTLH","AHY","F","MCGC"
"4680","9000-90868","1",2008,"BTLH","AHY","F","MCGC"
"4681","9000-90869","1",2008,"BTLH","AHY","F","MCGC"
"4682","9000-90870","1",2008,"BTLH","AHY","F","MCGC"
"4683","9000-90871","1",2008,"BTLH","AHY","F","MCGC"
"4684","9000-90872","1",2008,"BTLH","AHY","F","MCGC"
"4685","9000-90873","1",2008,"BTLH","AHY","F","MCGC"
"4686","9000-90874","1",2008,"BTLH","AHY","F","MCGC"
"4687","9000-90875","1",2008,"BTLH","AHY","F","MCGC"
"4688","9000-90876","1",2008,"BTLH","AHY","F","MCGC"
"4689","9000-90877","1",2008,"BTLH","AHY","F","MCGC"
"4690","9000-90878","1",2008,"BTLH","AHY","F","MCGC"
"4691","9000-90879","1",2008,"BTLH","AHY","F","MCGC"
"4692","9000-90880","1",2008,"BTLH","AHY","F","MCGC"
"4693","9000-90881","1",2008,"BTLH","AHY","F","MCGC"
"4694","9000-90882","1",2008,"BTLH","AHY","F","MCGC"
"4695","9000-90884","1",2008,"BTLH","AHY","F","MCGC"
"4696","9000-90885","1",2008,"BTLH","AHY","F","MCGC"
"4697","9000-90886","1",2008,"BTLH","AHY","F","MCGC"
"4698","9000-90887","1",2008,"BTLH","AHY","F","MCGC"
"4699","9000-90888","1",2008,"BTLH","AHY","F","GNMTN"
"4700","9000-90889","1",2008,"BTLH","AHY","F","GNMTN"
"4701","9000-90890","1",2008,"BTLH","AHY","F","GNMTN"
"4702","9000-90891","1",2008,"BTLH","AHY","F","GNMTN"
"4703","9000-90892","1",2008,"BTLH","AHY","F","GNMTN"
"4704","9000-91230","1",2008,"BTLH","AHY","F","GNMTN"
"4705","9000-90894","1",2008,"BTLH","AHY","F","GNMTN"
"4706","9000-90895","1",2008,"BTLH","AHY","F","GNMTN"
"4707","9000-90896","1",2008,"BTLH","AHY","F","HOLZ"
"4708","9000-90897","1",2008,"BTLH","AHY","F","HOLZ"
"4709","9000-90898","1",2008,"BTLH","AHY","F","HOLZ"
"4710","9000-90899","1",2008,"BTLH","AHY","F","MCGC"
"4711","9000-90900","1",2008,"BTLH","AHY","F","MCGC"
"4712","9000-90901","1",2008,"BTLH","AHY","F","MCGC"
"4713","9000-90902","1",2008,"BTLH","AHY","F","MCGC"
"4714","9000-90903","1",2008,"BTLH","AHY","F","MCGC"
"4715","9000-90904","1",2008,"BTLH","AHY","F","MCGC"
"4716","9000-90905","1",2008,"BTLH","AHY","F","MCGC"
"4717","9000-90906","1",2008,"BTLH","AHY","F","MCGC"
"4718","9000-90907","1",2008,"BTLH","AHY","F","MCGC"
"4719","9000-90909","1",2008,"BTLH","AHY","F","MCGC"
"4720","4100-59344","1",2008,"BTLH","AHY","F","MCGC"
"4721","9000-90911","1",2008,"BTLH","AHY","F","MP1"
"4722","9000-90912","1",2008,"BTLH","AHY","F","MP1"
"4723","9000-90913","1",2008,"BTLH","AHY","F","MP1"
"4724","9000-90914","1",2008,"BTLH","AHY","F","MP1"
"4725","9000-90915","1",2008,"BTLH","AHY","F","MP1"
"4726","9000-90916","1",2008,"BTLH","AHY","F","MP1"
"4727","9000-90917","1",2008,"BTLH","AHY","F","MP1"
"4728","9000-90918","1",2008,"BTLH","AHY","F","MP1"
"4729","9000-90919","1",2008,"BTLH","AHY","F","MP1"
"4730","9000-90922","1",2008,"BTLH","AHY","F","MP1"
"4731","9000-90923","1",2008,"BTLH","HY","F","MP1"
"4732","9000-90924","1",2008,"BTLH","AHY","F","MCGC"
"4733","9000-90925","1",2008,"BTLH","AHY","F","MCGC"
"4734","9000-90926","1",2008,"BTLH","AHY","F","MCGC"
"4735","9000-90927","1",2008,"BTLH","AHY","F","MP1"
"4736","9000-90928","1",2008,"BTLH","AHY","F","MP1"
"4737","9000-90929","1",2008,"BTLH","HY","F","MP1"
"4738","9000-90930","1",2008,"BTLH","AHY","F","MP1"
"4739","9000-90931","1",2008,"BTLH","AHY","F","MP1"
"4740","9000-90932","1",2008,"BTLH","AHY","F","MP1"
"4741","9000-90933","1",2008,"BTLH","AHY","F","MP1"
"4742","9000-90934","1",2008,"BTLH","AHY","F","MP1"
"4743","9000-90935","1",2008,"BTLH","AHY","F","MP1"
"4744","9000-90936","1",2008,"BTLH","AHY","F","MP1"
"4745","9000-90937","1",2008,"BTLH","AHY","F","MP1"
"4746","9000-90938","1",2008,"BTLH","AHY","F","MCGC"
"4747","9000-90939","1",2008,"BTLH","AHY","F","MCGC"
"4748","9000-90940","1",2008,"BTLH","AHY","F","MCGC"
"4749","9000-90941","1",2008,"BTLH","AHY","F","MCGC"
"4750","9000-90942","1",2008,"BTLH","AHY","F","CC3"
"4751","9000-90943","1",2008,"BTLH","AHY","F","CC3"
"4752","9000-90944","1",2008,"BTLH","AHY","F","CC3"
"4753","9000-90945","1",2008,"BTLH","AHY","F","CC3"
"4754","9000-90946","1",2008,"BTLH","AHY","F","CC3"
"4755","9000-90947","1",2008,"BTLH","AHY","F","CC3"
"4756","9000-90948","1",2008,"BTLH","AHY","F","CC3"
"4757","9000-90949","1",2008,"BTLH","AHY","F","CC2"
"4758","9000-90950","1",2008,"BTLH","AHY","F","GNMTN"
"4759","9000-90961","1",2008,"BTLH","HY","M","MCGC"
"4760","9000-90962","1",2008,"BTLH","AHY","M","MCGC"
"4761","9000-90964","1",2008,"BTLH","AHY","M","GNMTN"
"4762","9000-90966","1",2008,"BTLH","AHY","M","GNMTN"
"4763","9000-90968","1",2008,"BTLH","HY","M","MP1"
"4764","9000-90969","1",2008,"BTLH","HY","M","MP1"
"4765","9000-90970","1",2008,"BTLH","AHY","M","MP1"
"4766","9000-90971","1",2008,"BTLH","HY","M","MP1"
"4767","9000-90972","1",2008,"BTLH","HY","M","MP1"
"4768","9000-90979","1",2008,"BTLH","HY","M","HPK1"
"4769","9000-90980","1",2008,"BTLH","HY","M","HPK1"
"4770","9000-90982","1",2008,"BTLH","HY","M","CC3"
"4771","9000-90985","1",2008,"BTLH","HY","M","MCGC"
"4772","9000-90986","1",2008,"BTLH","AHY","M","MCGC"
"4773","9000-90987","1",2008,"BTLH","HY","M","MCGC"
"4774","9000-90988","1",2008,"BTLH","HY","M","MCGC"
"4775","9000-90993","1",2008,"BTLH","AHY","M","MP1"
"4776","9000-90994","1",2008,"BTLH","HY","M","MP1"
"4777","9000-90995","1",2008,"BTLH","HY","M","MP1"
"4778","9000-90997","1",2008,"BTLH","HY","M","MP1"
"4779","9000-90998","1",2008,"BTLH","HY","M","MP1"
"4780","9000-91001","1",2008,"BTLH","HY","F","MCGC"
"4781","9000-91002","1",2008,"BTLH","HY","F","MCGC"
"4782","9000-91003","1",2008,"BTLH","AHY","F","MCGC"
"4783","9000-91004","1",2008,"BTLH","AHY","F","MCGC"
"4784","9000-91005","1",2008,"BTLH","AHY","F","MCGC"
"4785","9000-91006","1",2008,"BTLH","AHY","F","MCGC"
"4786","9000-91007","1",2008,"BTLH","AHY","F","MCGC"
"4787","9000-91008","1",2008,"BTLH","AHY","F","MP1"
"4788","9000-91009","1",2008,"BTLH","HY","F","MP1"
"4789","9000-91010","1",2008,"BTLH","AHY","F","MP1"
"4790","9000-91011","1",2008,"BTLH","AHY","F","MP1"
"4791","9000-91012","1",2008,"BTLH","AHY","F","MP1"
"4792","9000-91013","1",2008,"BTLH","AHY","F","MP1"
"4793","9000-91014","1",2008,"BTLH","AHY","F","MP1"
"4794","9000-91015","1",2008,"BTLH","AHY","F","MP1"
"4795","9000-91016","1",2008,"BTLH","AHY","F","MP1"
"4796","9000-91017","1",2008,"BTLH","AHY","F","MP1"
"4797","9000-91018","1",2008,"BTLH","AHY","F","MP1"
"4798","9000-91019","1",2008,"BTLH","AHY","F","MP1"
"4799","9000-91020","1",2008,"BTLH","AHY","F","MP1"
"4800","9000-91021","1",2008,"BTLH","AHY","F","MP1"
"4801","9000-91022","1",2008,"BTLH","AHY","F","HOLZ"
"4802","9000-91023","1",2008,"BTLH","AHY","F","GNMTN"
"4803","9000-91024","1",2008,"BTLH","AHY","F","GNMTN"
"4804","9000-91025","1",2008,"BTLH","AHY","F","KV1"
"4805","9000-91026","1",2008,"BTLH","AHY","F","KV1"
"4806","9000-91027","1",2008,"BTLH","HY","F","KV1"
"4807","9000-91028","1",2008,"BTLH","AHY","F","KV1"
"4808","9000-91029","1",2008,"BTLH","AHY","F","KV1"
"4809","9000-91030","1",2008,"BTLH","AHY","F","KV1"
"4810","3100-42173","1",2008,"BTLH","AHY","F","MCGC"
"4811","9000-91032","1",2008,"BTLH","AHY","F","MCGC"
"4812","9000-91033","1",2008,"BTLH","AHY","F","MCGC"
"4813","9000-91034","1",2008,"BTLH","AHY","F","MCGC"
"4814","9000-91035","1",2008,"BTLH","AHY","F","MCGC"
"4815","9000-91036","1",2008,"BTLH","AHY","F","MCGC"
"4816","9000-91037","1",2008,"BTLH","AHY","F","MCGC"
"4817","9000-91038","1",2008,"BTLH","AHY","F","MCGC"
"4818","9000-91039","1",2008,"BTLH","AHY","F","MCGC"
"4819","9000-91040","1",2008,"BTLH","AHY","F","MCGC"
"4820","9000-91041","1",2008,"BTLH","AHY","F","MCGC"
"4821","9000-91048","1",2008,"BTLH","AHY","F","MCGC"
"4822","9000-91049","1",2008,"BTLH","AHY","F","MCGC"
"4823","9000-91050","1",2008,"BTLH","AHY","F","MCGC"
"4824","9000-91053","1",2008,"BTLH","HY","F","MCGC"
"4825","9000-91054","1",2008,"BTLH","AHY","F","MCGC"
"4826","9000-91055","1",2008,"BTLH","HY","F","MCGC"
"4827","9000-91056","1",2008,"BTLH","AHY","F","MCGC"
"4828","9000-91057","1",2008,"BTLH","HY","F","MCGC"
"4829","9000-91058","1",2008,"BTLH","AHY","F","MCGC"
"4830","9000-91059","1",2008,"BTLH","AHY","F","MCGC"
"4831","9000-91060","1",2008,"BTLH","AHY","F","MCGC"
"4832","9000-91061","1",2008,"BTLH","AHY","F","MCGC"
"4833","9000-91062","1",2008,"BTLH","AHY","F","MCGC"
"4834","9000-91063","1",2008,"BTLH","AHY","F","HPK1"
"4835","9000-91064","1",2008,"BTLH","AHY","F","HPK1"
"4836","9000-91065","1",2008,"BTLH","AHY","F","HPK1"
"4837","9000-91066","1",2008,"BTLH","HY","F","HPK1"
"4838","9000-91067","1",2008,"BTLH","AHY","F","HPK1"
"4839","9000-91068","1",2008,"BTLH","AHY","F","HPK1"
"4840","9000-91069","1",2008,"BTLH","AHY","F","HPK1"
"4841","9000-91070","1",2008,"BTLH","AHY","F","HPK1"
"4842","9000-91071","1",2008,"BTLH","AHY","F","HPK1"
"4843","9000-91072","1",2008,"BTLH","HY","M","HPK1"
"4844","9000-91073","1",2008,"BTLH","AHY","F","HPK1"
"4845","9000-91074","1",2008,"BTLH","AHY","F","MP1"
"4846","9000-91075","1",2008,"BTLH","HY","F","MP1"
"4847","9000-91081","1",2008,"BTLH","HY","M","HPK1"
"4848","9000-91082","1",2008,"BTLH","AHY","M","HPK1"
"4849","9000-91083","1",2008,"BTLH","AHY","M","HPK1"
"4850","9000-91084","1",2008,"BTLH","AHY","M","MP1"
"4851","9000-91085","1",2008,"BTLH","AHY","M","MP1"
"4852","9000-91086","1",2008,"BTLH","HY","M","MP1"
"4853","9000-91089","1",2008,"BTLH","HY","M","MCGC"
"4854","9000-91091","1",2008,"BTLH","HY","M","HPK1"
"4855","9000-91092","1",2008,"BTLH","HY","M","MCGC"
"4856","9000-91094","1",2008,"BTLH","HY","M","MCGC"
"4857","9000-91095","1",2008,"BTLH","HY","M","MP1"
"4858","9000-91096","1",2008,"BTLH","HY","M","MP1"
"4859","9000-91097","1",2008,"BTLH","HY","M","MP1"
"4860","9000-91098","1",2008,"BTLH","HY","M","MP1"
"4861","9000-91099","1",2008,"BTLH","HY","M","KV1"
"4862","9000-91100","1",2008,"BTLH","HY","M","KV1"
"4863","9000-91121","1",2008,"BTLH","AHY","F","CC3"
"4864","9000-91122","1",2008,"BTLH","AHY","F","CC3"
"4865","9000-91123","1",2008,"BTLH","AHY","F","CC3"
"4866","9000-91124","1",2008,"BTLH","AHY","F","CC3"
"4867","9000-91125","1",2008,"BTLH","AHY","F","CC3"
"4868","9000-91126","1",2008,"BTLH","HY","F","CC3"
"4869","9000-91127","1",2008,"BTLH","AHY","F","CC3"
"4870","9000-91128","1",2008,"BTLH","AHY","F","CC3"
"4871","9000-91129","1",2008,"BTLH","AHY","F","MCGC"
"4872","9000-91130","1",2008,"BTLH","AHY","F","MCGC"
"4873","9000-91141","1",2008,"BTLH","AHY","F","HPK1"
"4874","9000-91142","1",2008,"BTLH","AHY","F","HPK1"
"4875","9000-91143","1",2008,"BTLH","AHY","F","HPK1"
"4876","9000-91144","1",2008,"BTLH","AHY","F","HPK1"
"4877","9000-91145","1",2008,"BTLH","AHY","F","HPK1"
"4878","9000-91146","1",2008,"BTLH","AHY","F","HPK1"
"4879","9000-91147","1",2008,"BTLH","AHY","F","HPK1"
"4880","9000-91148","1",2008,"BTLH","AHY","F","HPK1"
"4881","9000-91149","1",2008,"BTLH","AHY","F","HPK1"
"4882","9000-91150","1",2008,"BTLH","AHY","F","HPK1"
"4883","9000-91151","1",2008,"BTLH","AHY","F","MCGC"
"4884","9000-91153","1",2008,"BTLH","HY","F","MCGC"
"4885","9000-91154","1",2008,"BTLH","AHY","F","MCGC"
"4886","9000-91155","1",2008,"BTLH","AHY","F","GNMTN"
"4887","9000-91156","1",2008,"BTLH","AHY","F","GNMTN"
"4888","9000-91157","1",2008,"BTLH","AHY","F","GNMTN"
"4889","9000-91158","1",2008,"BTLH","AHY","F","GNMTN"
"4890","9000-91159","1",2008,"BTLH","AHY","F","GNMTN"
"4891","9000-91160","1",2008,"BTLH","AHY","F","GNMTN"
"4892","9000-91161","1",2008,"BTLH","AHY","F","GNMTN"
"4893","9000-91162","1",2008,"BTLH","HY","F","GNMTN"
"4894","9000-91163","1",2008,"BTLH","HY","M","MCGC"
"4895","9000-91164","1",2008,"BTLH","AHY","F","KV1"
"4896","9000-91165","1",2008,"BTLH","AHY","F","KV1"
"4897","9000-91166","1",2008,"BTLH","AHY","F","KV1"
"4898","9000-91167","1",2008,"BTLH","HY","M","KV1"
"4899","9000-91168","1",2008,"BTLH","AHY","F","KV1"
"4900","9000-91169","1",2008,"BTLH","AHY","F","KV1"
"4901","9000-91170","1",2008,"BTLH","AHY","F","KV1"
"4902","9000-91171","1",2008,"BTLH","AHY","F","KV1"
"4903","9000-91172","1",2008,"BTLH","AHY","F","KV1"
"4904","9000-91173","1",2008,"BTLH","HY","F","KV1"
"4905","9000-91174","1",2008,"BTLH","AHY","F","HOLZ"
"4906","9000-91175","1",2008,"BTLH","AHY","F","HOLZ"
"4907","9000-91176","1",2008,"BTLH","AHY","F","HOLZ"
"4908","9000-91177","1",2008,"BTLH","AHY","F","HOLZ"
"4909","9000-91178","1",2008,"BTLH","AHY","F","HOLZ"
"4910","9000-91179","1",2008,"BTLH","AHY","F","HOLZ"
"4911","9000-91180","1",2008,"BTLH","HY","F","MP1"
"4912","9000-91181","1",2008,"BTLH","AHY","F","MP1"
"4913","9000-91182","1",2008,"BTLH","AHY","F","MP1"
"4914","9000-91183","1",2008,"BTLH","AHY","F","MP1"
"4915","9000-91184","1",2008,"BTLH","AHY","F","MP1"
"4916","9000-91185","1",2008,"BTLH","AHY","F","MP1"
"4917","9000-91186","1",2008,"BTLH","AHY","F","MP1"
"4918","9000-91187","1",2008,"BTLH","AHY","F","MP1"
"4919","9000-91188","1",2008,"BTLH","AHY","F","MP1"
"4920","9000-91189","1",2008,"BTLH","AHY","F","MP1"
"4921","9000-91190","1",2008,"BTLH","HY","F","MP1"
"4922","9000-91191","1",2008,"BTLH","AHY","F","MP1"
"4923","9000-91192","1",2008,"BTLH","AHY","F","MCGC"
"4924","9000-91193","1",2008,"BTLH","AHY","F","MCGC"
"4925","9000-91194","1",2008,"BTLH","AHY","F","MCGC"
"4926","9000-91195","1",2008,"BTLH","AHY","F","MCGC"
"4927","9000-91196","1",2008,"BTLH","AHY","F","MCGC"
"4928","9000-91197","1",2008,"BTLH","AHY","F","MCGC"
"4929","9000-91198","1",2008,"BTLH","AHY","F","MCGC"
"4930","9000-91199","1",2008,"BTLH","AHY","F","MCGC"
"4931","9000-91200","1",2008,"BTLH","AHY","F","HPK1"
"4932","9000-91201","1",2008,"BTLH","AHY","F","KV1"
"4933","9000-91202","1",2008,"BTLH","AHY","F","KV1"
"4934","9000-91203","1",2008,"BTLH","AHY","F","KV1"
"4935","9000-91204","1",2008,"BTLH","AHY","F","KV1"
