"","band","band_status","recap_yr","recaptured_sex","recapture_age","site_recap","r1","comments"
"422","9100-23138","R",2012,"F","AHY","HOLZ","8/2, 3.84",""
"423","4100-59952","R",2012,"F","AHY","HOLZ","8/2, 3.48","again"
"424","9100-23414","R",2012,"F","AHY","MP1","8/4, 3.48",""
"425","9100-23424","R",2012,"F","AHY","MP1","8/4, 3.9",""
"426","4100-08148","R",2012,"F","AHY","MP1","8/4, 3.72",""
"427","4100-08791","R",2012,"F","AHY","MP1","8/4, 3.63",""
"428","4100-59105","R",2012,"F","AHY","HPK2","8/4, 3.23",""
"429","3100-42876","R",2012,"F","AHY","HPK2","8/4, 3.63",""
"430","9100-23934","R",2012,"F","AHY","HPK2","8/4, 3.12",""
"431","9100-23211","R",2012,"M","AHY","MP1","8/5, 3.46",""
"432","9100-23010","R",2012,"M","AHY","MP1","8/5, 3.53",""
"433","9100-23199","R",2012,"M","AHY","MP1","8/5, 3.62",""
"434","9100-23412","R",2012,"F","AHY","MP1","8/5, 3.96",""
"435","9000-90401","R",2012,"F","AHY","MP1","8/5, 3.66",""
"436","9100-23136","R",2012,"F","AHY","MP1","8/5, 3.52",""
"437","9000-90745","R",2012,"F","AHY","MP1","8/5, 4.25",""
"438","9100-23942","R",2012,"F","AHY","MP1","8/5, 3.79",""
"439","4100-58639","R",2012,"F","AHY","MP1","8/5, 3.8",""
"440","4100-59103","R",2012,"F","AHY","MP1","8/5, 3.66",""
"441","4100-59122","R",2012,"F","AHY","MP1","8/5, 3.9",""
"442","4100-59037","R",2012,"F","AHY","MP1","8/5, 3.97",""
"443","4100-59738","R",2012,"F","AHY","MP1","8/5, ","escaped"
"444","9000-90677","R",2012,"F","AHY","MP1","8/5, 3.82",""
"445","4100-59177","R",2012,"F","AHY","MP1","8/5, 3.46",""
"446","4100-59443","R",2012,"F","AHY","MP1","8/5, 3.7",""
"447","9100-23345","R",2012,"M","AHY","MP1","8/5, 3.57",""
"448","9100-23419","R",2012,"F","AHY","MP1","8/5, 3.4",""
"449","4100-08219","R",2012,"F","AHY","MP1","8/5, 3.58",""
"450","4100-59147","R",2012,"F","AHY","MP1","8/7, 3.37",""
"451","4100-08173","R",2012,"F","AHY","MP1","8/7, 3.66",""
"452","9100-23412","R",2012,"F","AHY","MP1","8/7, 3.49",""
"453","4100-08456","R",2012,"F","AHY","MP1","8/7, 3.4",""
"454","9100-23410","R",2012,"F","AHY","MP1","8/7, 3.3",""
"455","9000-91345","R",2012,"F","AHY","MP1","8/7, 3.8",""
"456","4100-08204","R",2012,"F","AHY","MP1","8/7, 4.16",""
"457","4100-59797","R",2012,"F","AHY","MP1","8/7, 3.89",""
"458","9100-23430","R",2012,"F","AHY","MP1","8/7, 3.58",""
"459","4100-59631","R",2012,"F","AHY","MP1","8/7, 3.67",""
"460","9100-23426","R",2012,"F","AHY","MP1","8/7, 3.69",""
"461","4100-59752","R",2012,"F","AHY","MP1","8/7, 3.83",""
"462","9100-23782","R",2012,"F","AHY","MP1","8/7, ",""
"463","9100-23942","R",2012,"F","AHY","MP1","8/7, ",""
"464","4100-59478","R",2012,"F","AHY","MP1","8/7, ",""
"465","4100-59991","R",2012,"F","AHY","MP1","8/7, ",""
"466","4100-08949","R",2012,"F","AHY","KV1","8/8, 3.65",""
"467","9100-23694","R",2012,"F","AHY","GNMTN","8/8, 3.27",""
"468","9100-23998","R",2012,"F","AHY","GNMTN","8/8, 3.4",""
"469","9100-23630","R",2012,"F","AHY","GNMTN","8/8, 3.9",""
"470","9100-23695","R",2012,"F","AHY","GNMTN","8/8, 3.72",""
"471","9100-57006","R",2012,"F","HY","GNMTN","8/8, ",""
"472","4100-08814","R",2012,"F","AHY","GNMTN","8/8, 3.8",""
"473","9100-23865","R",2012,"F","AHY","GNMTN","8/8, 3.54",""
"474","9100-23995","R",2012,"F","AHY","HOLZ","8/8, 4.06",""
"475","9100-23993","R",2012,"F","AHY","HOLZ","8/8, 3.27",""
"476","9100-23492","R",2012,"F","AHY","HOLZ","8/8, 4.19",""
"477","9100-23804","R",2012,"F","AHY","HOLZ","8/8, 3.6",""
"478","9100-24084","R",2012,"F","AHY","HOLZ","8/8, 3.69",""
"479","9100-23485","R",2012,"F","AHY","HOLZ","8/8, 3.65",""
"480","9100-23569","R",2012,"F","AHY","HOLZ","8/8, 3.49",""
"481","9100-24072","R",2012,"F","AHY","HOLZ","8/8, 3.51",""
"482","9100-57012","R",2012,"F","AHY","HOLZ","8/8, ",""
"483","9100-24090","R",2012,"F","AHY","HOLZ","8/8, 3.42",""
"484","9100-23483","R",2012,"F","AHY","HOLZ","8/8, 3.65",""
"485","9100-23989","R",2012,"F","AHY","HOLZ","8/8, 3.5",""
"486","9100-23808","R",2012,"F","AHY","HOLZ","8/8, 3.73",""
"487","9100-23563","R",2012,"F","AHY","HOLZ","8/8, 3.76",""
"488","9100-57013","R",2012,"F","AHY","HOLZ","8/8, 3.6",""
"489","4100-08778","R",2012,"F","AHY","HOLZ","8/8, 3.7",""
"490","9100-23990","R",2012,"F","AHY","HOLZ","8/8, 3.87",""
"491","9100-24093","R",2012,"F","AHY","HOLZ","8/8, 3.67",""
"492","9100-23490","R",2012,"F","AHY","HOLZ","8/8, 3.79",""
"493","4100-59952","R",2012,"F","AHY","HOLZ","8/8, 3.48",""
"494","9100-23487","R",2012,"F","AHY","HOLZ","8/8, 3.76",""
"495","3100-42601","R",2012,"F","AHY","HOLZ","8/8, 3.28",""
"496","9100-24183","R",2012,"F","AHY","MP1","8/30, 3.3",""
"497","9100-57140","R",2012,"F","AHY","MP1","8/30, 4.2",""
"498","4100-59122","R",2012,"F","AHY","MP1","8/31, 3.71",""
"499","9100-24136","R",2012,"F","AHY","MP1","8/31, 4.38",""
"500","9100-57207","R",2012,"F","HY","MP1","8/31, ","again"
"501","9100-57236","R",2012,"M","HY","MP1","8/31, 3.93",""
"502","9100-57210","R",2012,"F","HY","MP1","8/31, 3.8",""
"503","9100-23690","R",2012,"F","AHY","GNMTN","9/1, 3.57",""
"504","4100-59487","R",2012,"F","AHY","GNMTN","9/1, 3.54",""
"505","9100-24093","R",2012,"F","AHY","HOLZ","9/1, 3.6",""
"506","9000-90307","R",2012,"F","AHY","HOLZ","9/1, 3.65",""
"507","9100-57195","R",2012,"F","HY","MP1","9/2, 3.44",""
"508","9100-57243","R",2012,"F","HY","MP1","9/2, 3.91",""
"509","9100-57236","R",2012,"M","HY","MP1","9/2, 3.4",""
"510","4100-08591","R",2012,"F","AHY","MP1","9/2, 3.96",""
"511","9100-23411","R",2012,"F","AHY","MP1","8/15, 3.89",""
"512","9000-12435","R",2012,"F","AHY","MP1","8/15, 3.48",""
"513","4100-08383","R",2012,"F","AHY","MP1","8/15, 3.66",""
"514","4100-57631","R",2012,"F","AHY","MP1","8/15, 3.68",""
"515","3100-41613","R",2012,"F","AHY","MP1","8/15, 3.63",""
"516","9100-23991","R",2012,"F","AHY","HOLZ","8/16, 4.15",""
"517","9100-24086","R",2012,"F","AHY","HOLZ","8/16, 3.29",""
"518","9100-57018","R",2012,"F","AHY","HOLZ","8/16, 3.25",""
"519","9100-57020","R",2012,"F","AHY","HOLZ","8/16, 4.36",""
"520","9100-24092","R",2012,"F","AHY","HOLZ","8/16, 3.41",""
"521","9100-24084","R",2012,"F","AHY","HOLZ","8/16, 3.76",""
"522","9100-23990","R",2012,"F","AHY","HOLZ","8/16, 4.07",""
"523","9100-57016","R",2012,"F","AHY","HOLZ","8/16, 4.17",""
"524","9100-23993","R",2012,"F","AHY","HOLZ","8/16, 3.8",""
"525","9100-23988","R",2012,"F","AHY","HOLZ","8/16, 3.43",""
"526","9000-90307","R",2012,"F","AHY","HOLZ","8/16, 3.62",""
"527","9100-23801","R",2012,"F","AHY","HOLZ","8/16, 4.62",""
"528","9100-24091","R",2012,"F","AHY","HOLZ","8/16, 4.46",""
"529","9100-23989","R",2012,"F","AHY","HOLZ","8/16, 3.52",""
"530","3100-41757","R",2012,"F","AHY","HOLZ","8/16, 3.68",""
"531","3100-42225","R",2012,"F","AHY","HOLZ","8/16, 3.6",""
"532","9100-57061","R",2012,"M","HY","HOLZ","8/16, ","banded today"
"533","9100-23560","R",2012,"F","AHY","HOLZ","8/16, 3.73",""
"534","9100-23808","R",2012,"F","AHY","HOLZ","8/16, 3.86",""
"535","9100-23375","R",2012,"F","AHY","HOLZ","8/16, 3.51",""
"536","9100-23987","R",2012,"F","AHY","HOLZ","8/16, 3.74",""
"537","4100-59834","R",2012,"F","AHY","KV1","8/16, 3.7",""
"538","4100-59395","R",2012,"F","AHY","KV1","8/16, ","found dead in building"
"539","9100-57036","R",2012,"F","AHY","MP1","8/18, 4.38",""
"540","9100-24191","R",2012,"F","AHY","MP1","8/18, 4.65",""
"541","9100-24117","R",2012,"F","AHY","MP1","8/19, 3.6",""
"542","9000-90197","R",2012,"F","AHY","MP1","8/19, 3.83",""
"543","9100-57121","R",2012,"M","HY","MP1","8/22, ","again"
"544","9100-57108","R",2012,"F","AHY","MP1","8/25, 3.78",""
"545","9100-57038","R",2012,"F","AHY","HOLZ","8/26, 3.96",""
"546","9100-24093","R",2012,"F","AHY","HOLZ","8/26, 3.56",""
"547","9100-24084","R",2012,"F","AHY","HOLZ","8/26, 3.78",""
"548","9100-23990","R",2012,"F","AHY","HOLZ","8/26, 3.58",""
"549","9100-57013","R",2012,"F","AHY","HOLZ","8/26, 3.85",""
"550","9100-57038","R",2012,"F","AHY","HOLZ","8/26, 4.01",""
"551","9100-24084","R",2012,"F","AHY","HOLZ","8/26, 3.72","again"
"552","9100-57020","R",2012,"F","AHY","HOLZ","8/26, 3.18",""
"553","4100-08778","R",2012,"F","AHY","HOLZ","8/26, 3.74",""
"554","9100-57038","R",2012,"F","AHY","HOLZ","8/26, 3.7",""
"555","9000-90307","R",2012,"F","AHY","HOLZ","8/26, 3.63",""
"556","9100-23560","R",2012,"F","AHY","HOLZ","8/26, 4.09",""
"557","9100-23990","R",2012,"F","AHY","HOLZ","8/26, ","again"
"558","9100-57038","R",2012,"F","AHY","HOLZ","8/26, ","again"
"559","9100-57081","R",2012,"F","AHY","MP1","9/3, 4.4",""
