"band","band_status","recap_yr","sex","site_orig","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","comments"
"9000-39872","R",2010,"F","HPK1","5/28, 3.4g at MP1","8/17, 3.6g at MP1","","","","","","","","","","","","",NA,NA,NA,""
"9000-39873","R",2010,"F","HPK1","6/2, 3.4g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-39877","R",2010,"F","HPK1","6/29, 4.0g at HPK2","","","","","","","","","","","","","",NA,NA,NA,""
"9000-39881","R",2010,"F","GNMTN","7/11, nw E7","","","","","","","","","","","","","",NA,NA,NA,""
"9000-39890","R",2010,"F","GNMTN","7/11, 4.23g at HOLZ","","","","","","","","","","","","","",NA,NA,NA,""
"4100-08151","R",2010,"F","KV1","6/3, 3.92","","","","","","","","","","","","","",NA,NA,NA,"new: L08151"
"9000-39907","R",2010,"F","MCGC","7/2, 4.3g E7+","7/5, 3.9g E6","","","","","","","","","","","","",NA,NA,NA,""
"9000-39943","R",2010,"F","KV1","6/23, 3.49g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-39947","R",2010,"F","HOLZ","7/11, 3.48g","7/25, nw","","","","","","","","","","","","",NA,NA,NA,""
"3100-42079","R",2010,"F","MCGC","5/21, 4.2g E9","7/1, 3.4g","7/5, 3.3g","7/6, 3.5g","7/14, 3.5g","7/17, 3.4g","7/28, 3.5g","8/8, 3.8g","","","","","","",NA,NA,NA,"*new H42079"
"9000-39970","R",2010,"F","MCGC","5/21, 3.7g ","5/26, 3.9g","6/12, 3.7g","6/21, 3.7g","6/24, 3.6g","7/5, 4.4g E9+","7/18, 3.3g 2X","7/22, 3.6g","7/27, 3.8g","7/28, 3.6g","","","","",NA,NA,NA,""
"9000-39976","R",2010,"F","MP1","8/19, 3.8g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-39995","R",2010,"F","GNMTN","7/11, nw E8","","","","","","","","","","","","","",NA,NA,NA,"band removed"
"9000-40058","R",2010,"F","MP1","5/17, 3.8g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-40135","R",2010,"F","MCGC","6/12, 3.9g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-40150","R",2010,"M","MP1","5/17, 3.3g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-40167","R",2010,"F","HPK1","5/25, 4.1g E8 at HPK2","","","","","","","","","","","","","",NA,NA,NA,""
"9000-40183","R",2010,"M","HPK1","5/22, 3.5g, male","","","","","","","","","","","","","",NA,NA,NA,""
"9000-40187","R",2010,"F","HPK1","6/2, 3.3g at HPK2","","","","","","","","","","","","","",NA,NA,NA,""
"9000-89925","R",2010,"M","HOLZ","7/1, 3.28g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-89926","R",2010,"M","HOLZ","7/11, 3.25g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-89927","R",2010,"M","HOLZ","6/23, 3.64g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-89941","R",2010,"M","MCGC","7/17, nw","","","","","","","","","","","","","",NA,NA,NA,""
"9000-89944","R",2010,"M","GNMTN","6/23, 3.11g, at HOLZ","","","","","","","","","","","","","",NA,NA,NA,""
"9000-89948","R",2010,"M","GNMTN","6/23, 3.29g  2X","","","","","","","","","","","","","",NA,NA,NA,""
"9000-89960","R",2010,"M","MP1","5/25, 3.7g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-89966","R",2010,"M","HOLZ","7/25, 3.14g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-89970","R",2010,"M","HOLZ","7/11, 3.25g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-89980","R",2010,"M","MCGC","5/17, 3.2g","5/21, 3.6g","5/23, 3.4g","5/26, 3.1g","","","","","","","","","","",NA,NA,NA,""
"9000-89983","R",2010,"M","MCGC","5/17, 3.5g 2X","5/23, 3.6g","5/25, 3.3g","6/29, 3.5g","","","","","","","","","","",NA,NA,NA,""
"9000-90097","R",2010,"F","HOLZ","6/3, 3.7g E7","7/13, 3.33g","","","","","","","","","","","","",NA,NA,NA,""
"9000-90098","R",2010,"F","MCGC","6/12, 4.1g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90126","R",2010,"F","MP1","8/17, 3.85g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90129","R",2010,"F","GNMTN","7/11, 4.3g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90141","R",2010,"F","GNMTN","7/25, nw","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90143","R",2010,"F","GNMTN","8/13, 3.44g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90146","R",2010,"F","KV1","6/3, 3.49g","7/14, 4.0g E8","8/13, 3.93g","","","","","","","","","","","",NA,NA,NA,""
"9000-90150","R",2010,"F","MCGC","7/2, 3.6g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90154","R",2010,"F","CC3","6/12, 4.0g E6-","7/9, 3.7g at MCGC","7/22, 3.8g at MCGC","7/30, 3.7g AT MCGC","","","","","","","","","","",NA,NA,NA,""
"9000-90165","R",2010,"F","KV1","7/1, 3.67g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90181","R",2010,"F","GNMTN","7/19, 3.75g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90219","R",2010,"F","MP1","6/30, 3.5g","8/23, 3.57g","","","","","","","","","","","","",NA,NA,NA,""
"9000-90223","R",2010,"F","MP1","7/3, 3.76g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90235","R",2010,"F","HPK1","6/20, 3.6g at HPK2","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90239","R",2010,"F","HPK1","6/20, 3.3g at HPK2","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90252","R",2010,"F","MP1","6/19, 3.47g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90253","R",2010,"F","MP1","5/16, 3.7g E6","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90261","R",2010,"F","CC3","5/17, 3.4g at MCGC","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90263","R",2010,"F","CC3","7/23, 3.4g at MCGC","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90266","R",2010,"F","MCGC","6/19, 3.5g","7/10, 3.7g","","","","","","","","","","","","",NA,NA,NA,""
"9000-90275","R",2010,"F","KV1","8/25, 3.66g","","","","","","","","","","","","","",NA,NA,NA,""
"3100-42160","R",2010,"F","KV1","8/6, 3.7g","","","","","","","","","","","","","",NA,NA,NA,"new H42160"
"9000-90304","R",2010,"F","HOLZ","7/11, 4.24g at KV1","8/25, 3.79g at KV1","","","","","","","","","","","","",NA,NA,NA,""
"9000-90307","R",2010,"F","HOLZ","6/18, 3.9g E6","6/23, 4.44g E8","","","","","","","","","","","","",NA,NA,NA,""
"9000-90310","R",2010,"F","MCGC","7/14, 3.5g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90318","R",2010,"F","MCGC","5/26, 3.8g E6","5/29, 3.6g","6/1, nw","6/5, 3.6g","6/10, 3.9g E7","6/12, 4.3g E8 2X","6/19, 3.4g","6/29, 3.8g","7/1, 3.5g","7/4, 3.8g 3X","7/5, 3.4g","7/9, 3.3g","7/16, 3.4g","7/27, 3.5g",NA,NA,NA,""
"9000-90321","R",2010,"F","MCGC","5/18, 3.6g","5/17, 3.3g","5/23, 3.7g E6-","6/3, 3.8g E7+","6/12, 3.9g","6/19, 3.8g E8","7/5, 3.5g","7/9, 3.5g","8/4, 3.9g","","","","","",NA,NA,NA,""
"3100-41690","R",2010,"F","MP1","6/19, 3.61g","","","","","","","","","","","","","",NA,NA,NA,"new H41690"
"9000-90370","R",2010,"F","KV1","6/3, 3.56g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90374","R",2010,"F","KV1","8/13, 3.74g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90380","R",2010,"F","MCGC","6/7, 3.9g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90386","R",2010,"F","MCGC","6/12, 3.8g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90401","R",2010,"F","MP1","7/9, 3.35g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90404","R",2010,"F","MP1","7/23, 3.4g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90407","R",2010,"F","MCGC","5/17, 3.5g E8","5/25, 3.3g E7","6/10, 3.5g","6/12, 3.6g 2x","6/17, 3.4g","7/3, 3.9g E8","7/9, 3.7g","7/22, 3.4g","","","","","","",NA,NA,NA,""
"9000-90411","R",2010,"F","CC2","5/23, 3.4g E7, at MCGC","6/13, 3.6g","","","","","","","","","","","","",NA,NA,NA,""
"9000-90417","R",2010,"F","HPK1","6/29, 3.71g at HPK2","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90418","R",2010,"F","HPK1","6/29, 3.74g at HPK2","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90426","R",2010,"F","KV1","8/6, 3.9g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90428","R",2010,"F","KV1","6/3, 3.4g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90449","R",2010,"F","MCGC","7/15, 4.2g","7/16, 3.8g","","","","","","","","","","","","",NA,NA,NA,""
"9000-90453","R",2010,"F","MCGC","5/18, 2.9g","6/26, 3.8g","","","","","","","","","","","","",NA,NA,NA,""
"9000-90462","R",2010,"F","MCGC","5/21, 3.5g","5/29, 3.9g E7","6/12, 3.5g","6/17, 3.6g","6/19, 3.6g","6/21, 3.5g","7/8, 3.6g","","","","","","","",NA,NA,NA,""
"9000-90483","R",2010,"M","MCGC","5/23, 3.6g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90511","R",2010,"F","MP1","7/9, 3.6g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90520","R",2010,"F","HPK1","6/8, 3.2g at HPK2","6/20, nw","","","","","","","","","","","","",NA,NA,NA,""
"9000-90531","R",2010,"F","MCGC","7/11, nw","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90538","R",2010,"F","MCGC","6/19, 3.4g","7/15, 3.6g","7/17, 3.8g","","","","","","","","","","","",NA,NA,NA,""
"9000-90549","R",2010,"F","MCGC","6/12, 5.2g E9+ 2X","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90560","R",2010,"M","HOLZ","6/23, 3.27g","7/11, 3.23g","","","","","","","","","","","","",NA,NA,NA,""
"9000-90652","R",2010,"F","MCGC","7/2, 4.0g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90654","R",2010,"F","MCGC","5/26, 3.6g at CC3","7/5, 3.9g at CC3","7/16, 3.8g","7/20, 3.8g","","","","","","","","","","",NA,NA,NA,""
"9000-90658","R",2010,"F","MCGC","7/5, 3.9g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90662","R",2010,"F","MCGC","5/26, 3.5g E7","5/29, 4.1g E9","6/18, 3.5g","7/9, 3.6g","","","","","","","","","","",NA,NA,NA,""
"9000-90677","R",2010,"F","MP1","6/2, 3.5g","","","","","","","","","","","","","",NA,NA,NA,"band to l. leg"
"9000-90683","R",2010,"F","MP1","8/17, 3.8g, female","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90692","R",2010,"F","MP1","5/26, 3.8g E8","6/19, 3.6g E6","","","","","","","","","","","","",NA,NA,NA,""
"9000-90738","R",2010,"F","MP1","8/19, 3.6g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90740","R",2010,"F","MP1","6/28, 3.3g","3/16, 4.3g","","","","","","","","","","","","",NA,NA,NA,""
"9000-90745","R",2010,"F","MP1","7/21, 3.4g","8/19, 3.7g","8/29, 3.2g","","","","","","","","","","","",NA,NA,NA,"w/L59860"
"9000-90752","R",2010,"F","HPK1","7/21, 4.0g, at MP1","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90755","R",2010,"F","HPK1","6/29, 3.6g E6, at HPK2","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90764","R",2010,"F","KV1","6/23, 3.9g E6","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90768","R",2010,"F","KV1","7/19, nw","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90788","R",2010,"F","MCGC","7/16, 4.1g","7/27, 3.2g","","","","","","","","","","","","",NA,NA,NA,""
"9000-90857","R",2010,"F","KV1","6/3, 4.3g E7","7/25, 3.4g","","","","","","","","","","","","",NA,NA,NA,""
"9000-90869","R",2010,"F","MCGC","6/1, 3.9g E7","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90915","R",2010,"F","MP1","8/19, 3.9g ","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90932","R",2010,"F","MP1","7/26, 3.5g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90937","R",2010,"F","MP1","6/19, 3.3g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90938","R",2010,"F","MCGC","6/12, 3.8g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-90940","R",2010,"F","MCGC","7/3, 3.8g E7+","7/5, 3.5g","","","","","","","","","","","","",NA,NA,NA,""
"9000-90941","R",2010,"F","MCGC","7/3, 3.5g","7/4, 3.4g","7/5, 3.5g","7/24, 3.7g","","","","","","","","","","",NA,NA,NA,""
"9000-90945","R",2010,"F","CC3","5/26, 3.6g E6+","","","","","","","","","","","","","",NA,NA,NA,""
"9000-91003","R",2010,"F","MCGC","5/21, 3.9g E6+","5/23, 3.7g E6","","","","","","","","","","","","",NA,NA,NA,""
"9000-91006","R",2010,"F","MCGC","6/1, 3.5g","","","","","","","","","","","","","",NA,NA,NA,""
"3100-42173","R",2010,"F","MCGC","5/21, 3.5g","","","","","","","","","","","","","",NA,NA,NA,"new H42173"
"9000-91054","R",2010,"F","MCGC","7/9, nw","7/10, 3.6g","7/23, 3.5g","7/28, 4.2g","","","","","","","","","","",NA,NA,NA,""
"9000-91084","R",2010,"M","MP1","7/6, 3.4g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-91085","R",2010,"M","MP1","5/17, 3.3g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-91128","R",2010,"F","CC3","5/24, nw","","","","","","","","","","","","","",NA,NA,NA,""
"9000-91171","R",2010,"F","KV1","6/3, 4.0g E7","6/18, 3.6g","","","","","","","","","","","","",NA,NA,NA,""
"9000-91173","R",2010,"F","KV1","6/3, 4.0g E8, female","6/18, 3.3g","","","","","","","","","","","","",NA,NA,NA,""
"9000-91176","R",2010,"F","HOLZ","7/11, 3.8g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-91196","R",2010,"F","MCGC","7/4, 3.6g","7/5, 3.5g","","","","","","","","","","","","",NA,NA,NA,""
"9000-91223","R",2010,"F","CC2","5/26, 3.7g E7 at CC3","","","","","","","","","","","","","",NA,NA,NA,""
"9000-91226","R",2010,"F","HOLZ","8/25, 3.7g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-91227","R",2010,"F","HOLZ","7/11, 4.1g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-91274","R",2010,"F","HPK1","6/22, nw at MP1","","","","","","","","","","","","","",NA,NA,NA,""
"9000-91329","R",2010,"F","MP1","7/6, 3.6g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-91339","R",2010,"F","MP1","7/6, 3.4g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-91347","R",2010,"F","KV1","7/11, 3.5g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-91362","R",2010,"F","MP1","8/17, 4.2g","","","","","","","","","","","","","",NA,NA,NA,""
"9000-41411","R",2010,"F","MP1","7/21, 3.34g","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41414","R",2010,"F","HPK1","7/22, 3.6g at HPK2","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41417","R",2010,"F","GNMTN","7/11, nw E9+","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41422","R",2010,"F","MP1","7/3, 3.8g","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41435","R",2010,"F","MCGC","7/6, 3.8g","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41452","R",2010,"M","MCGC","5/23, 3.2g 2x","6/21, 3.2g","","","","","","","","","","","","",NA,NA,NA,""
"3100-41492","R",2010,"F","HPK1","8/17, 3.9g at MP1","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41515","R",2010,"F","MP1","6/8, 3.3g E6","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41536","R",2010,"F","MP1","7/6, 3.4g","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41539","R",2010,"F","MP1","7/9, 4.5g E9","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41540","R",2010,"F","MCGC","7/3, 3.9g E8","7/15, 3.7g","","","","","","","","","","","","",NA,NA,NA,""
"3100-41550","R",2010,"M","MCGC","5/17, 3.2g","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41564","R",2010,"M","MCGC","5/17, 3.4g","5/18, 3.5g","","","","","","","","","","","","",NA,NA,NA,""
"3100-41573","R",2010,"M","MP1","5/16, 3.1g","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41582","R",2010,"M","MCGC","6/10, 3.2g","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41584","R",2010,"M","MCGC","5/16, 3.2g","5/17, 3.0g","5/21, 3.4g","5/23, 3.2g 2x","6/17, 3.2g","","","","","","","","","",NA,NA,NA,""
"3100-41588","R",2010,"M","MCGC","5/18, 3.4g","5/21, 3.4g","6/18, 3.1g","","","","","","","","","","","",NA,NA,NA,""
"3100-41590","R",2010,"M","MCGC","5/17, nw","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41611","R",2010,"F","MP1","7/6, 3.7g","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41623","R",2010,"M","MCGC","5/16, 3.4g","5/17, 3.2g 2x","5/25, 3.3g","","","","","","","","","","","",NA,NA,NA,""
"3100-41634","R",2010,"F","MCGC","5/21, 3.2g 2x","5/23, 3.0g 2x","5/25, 3.3g","5/28, 3.2g","","","","","","","","","","",NA,NA,NA,""
"3100-41640","R",2010,"F","MCGC","5/16, 3.4g E7","5/17, 3.3g E7","5/22, 4.0g E6","5/25, 3.7g E6","5/25, 3.4g","6/12, 3.8g","","","","","","","","",NA,NA,NA,""
"3100-41646","R",2010,"M","MCGC","5/15, 3.3g","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41655","R",2010,"F","MP1","8/17, 3.8g","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41662","R",2010,"F","KV1","8/25, 3.7g","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41668","R",2010,"F","KV1","6/23, 3.8g","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41669","R",2010,"F","KV1","8/6, 3.3g","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41688","R",2010,"F","MP1","7/3, 3.7g","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41693","R",2010,"F","HPK1","5/28, 3.2g at MP1","6/20, 3.6g at HPK2","7/27, 3.8g at HPK2","","","","","","","","","","","",NA,NA,NA,""
"3100-41697","R",2010,"F","GNMTN","7/11, 4.4g E9","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41700","R",2010,"F","GNMTN","7/19, 4.1g","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41702","R",2010,"M","MCGC","5/23, 2.9g","6/17, 3.2g","7/3, 3.0g","","","","","","","","","","","",NA,NA,NA,""
"3100-41717","R",2010,"M","MP1","7/9, 3.2g","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41727","R",2010,"M","MP1","5/28, 3.2g at MP1","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41740","R",2010,"F","MP1","7/6 3.6g","","","","","","","","","","","","","",NA,NA,NA,"w/H41741"
"3100-41741","R",2010,"F","MP1","7/6, 3.5g","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41752","R",2010,"F","HOLZ","6/3, 4.0g E6+","6/23, 3.4g","","","","","","","","","","","","",NA,NA,NA,""
"3100-41758","R",2010,"F","GNMTN","8/13, 3.9g","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41760","R",2010,"F","GNMTN","7/1, 3.6g","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41764","R",2010,"F","KV1","5/27, 3.4g","6/3, 4.5g E8","","","","","","","","","","","","",NA,NA,NA,""
"3100-41796","R",2010,"M","HOLZ","7/11, 3.3g","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41816","R",2010,"F","MP1","6/30, 3.5g","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41820","R",2010,"F","MP1","7/6, 4.5g E8 at HPK2","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41822","R",2010,"F","MP1","7/6, 4.1g E8","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41824","R",2010,"F","MP1","6/10, 3.5g","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41832","R",2010,"M","HPK1","6/2, 3.1g at HPK2","6/5, nw at HPK2","7/9, 3.2g at HPK2 ","","","","","","","","","","","",NA,NA,NA,"within 12 min"
"3100-41833","R",2010,"M","HPK1","6/2, 3.1g at HPK2","6/24, 3.4g at HPK2","","","","","","","","","","","","",NA,NA,NA,"within 12 min"
"3100-41835","R",2010,"M","HPK1","5/19, 3.7g at MP1","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41849","R",2010,"M","MP1","7/6, 3.3g","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41854","R",2010,"M","MP1","5/28, nw","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41857","R",2010,"M","MCGC","5/17, 2.9g","5/23, 3.7g","5/28, 3.1g","6/1, 3.2g","","","","","","","","","","",NA,NA,NA,""
"3100-41859","R",2010,"M","MCGC","5/18, 3.1g 2x","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41864","R",2010,"M","MP1","5/22, 3.2g","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41876","R",2010,"F","MP1","6/8, 3.9g","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41877","R",2010,"F","MP1","7/21, 4.2g","8/23, 4.2g","","","","","","","","","","","","",NA,NA,NA,""
"3100-41884","R",2010,"F","MCGC","7/3, 3.3g","7/15, 3.7g","7/27, 3.5g","","","","","","","","","","","",NA,NA,NA,""
"3100-41891","R",2010,"F","MP1","6/30, 3.4g","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41892","R",2010,"F","MP1","8/17, 3.5g","","","","","","","","","","","","","",NA,NA,NA,"within 15 min"
"3100-41893","R",2010,"F","MP1","8/17, 4.0g","","","","","","","","","","","","","",NA,NA,NA,"within 15 min"
"3100-41899","R",2010,"F","MCGC","5/25, 3.8 E8","5/28, 3.6g","6/12, 3.5g E6","","","","","","","","","","","",NA,NA,NA,""
"3100-41914","R",2010,"F","MP1","6/10, 3.7g E6","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41918","R",2010,"F","HPK1","5/25, 3.6g at HPK2","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41930","R",2010,"F","MCGC","5/23, 4.0g E6","5/26, 4.3g E7+","7/4, 4.1g E9+","7/9, nw","7/17, 3.9g","7/23, 3.4g","7/24, 3.9g","8/13,4.0g","","","","","","",NA,NA,NA,""
"3100-41932","R",2010,"F","HPK1","6/27, 3.6g","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41935","R",2010,"F","MP1","6/24, 3.4g","","","","","","","","","","","","","",NA,NA,NA,""
"4100-08313","R",2010,"F","MP1","10-Jun","","","","","","","","","","","","","",NA,NA,NA,"new: L08313"
"3100-41952","R",2010,"M","KV1","5/29, 3.2g","6/3, 3.4g","6/23, 3.4g","7/1, 3.3g","","","","","","","","","","",NA,NA,NA,""
"3100-41955","R",2010,"M","MCGC","5/23, 3.6g","6/1, 3.1g 4x","6/3, 3.3g","6/5, 3.1g","6/7, 3.2g","6/10, 3.1g","6/27, 3.2g","7/2, 3.6g","","","","","","",NA,NA,NA,""
"3100-41959","R",2010,"M","MCGC","6/3, 3.1g","6/12, 3.2g","6/19, 3.2g","7/4, 3.2g","7/5, 3.1g","7/14, 3.1g","7/15, 3.2g","7/17, 3.2g","7/27, 3.4g","","","","","",NA,NA,NA,""
"3100-41964","R",2010,"F","HPK1","6/2, 3.9g","6/8, 3.8g","","","","","","","","","","","","",NA,NA,NA,""
"3100-41967","R",2010,"F","HPK1","6/8, 3.6g","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41969","R",2010,"F","HPK1","6/29, 3.5g at HPK2","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41972","R",2010,"F","MP1","6/8, 3.4g","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41981","R",2010,"F","MCGC","5/25, 3.6g","6/12, 4.2g","6/19, 3.4g","6/21, 3.4g","6/29, 3.6g","","","","","","","","","",NA,NA,NA,""
"3100-41988","R",2010,"F","MCGC","5/23, 3.8g E6","5/25, 3.4g E6","5/29, 3.7g E6","6/1, 4.3g E8","","","","","","","","","","",NA,NA,NA,""
"3100-41992","R",2010,"F","MCGC","5/18, 3.1g 2x","","","","","","","","","","","","","",NA,NA,NA,""
"3100-41999","R",2010,"F","HPK1","6/29, 3.5g at HPK2","","","","","","","","","","","","","",NA,NA,NA,""
"3100-42007","R",2010,"F","HPK1","7/3, 3.5g at MP1","","","","","","","","","","","","","",NA,NA,NA,""
"3100-42010","R",2010,"F","CC3","5/23, 3.9g E8 at MCGC","","5/26, 4.5g E8 at MCGC","","","","","","","","","","","",NA,NA,NA,""
"3100-42022","R",2010,"F","KV1","7/11, 3.4g at HOLZ","","","","","","","","","","","","","",NA,NA,NA,""
"3100-42027","R",2010,"F","GNMTN","7/19, 4.1g","","","","","","","","","","","","","",NA,NA,NA,""
"3100-42036","R",2010,"F","GNMTN","7/1, 4.1g E7","7/25, 3.3g","","","","","","","","","","","","",NA,NA,NA,""
"3100-42042","R",2010,"F","MCGC","5/24, nw at CC3","5/25, 3.4g E6","7/15, 4.0g","7/18, nw","7/22, 3.5g","","","","","","","","","",NA,NA,NA,""
"3100-42051","R",2010,"F","HPK1","6/8, 3.3g at MP1","","","","","","","","","","","","","",NA,NA,NA,""
"3100-42068","R",2010,"M","MCGC","5/26, 3.0g","","","","","","","","","","","","","",NA,NA,NA,""
"3100-42069","R",2010,"M","MCGC","5/16, 3.3g","5/17, 3.3g 2x","5/21, 3.4g 2x","","","","","","","","","","","",NA,NA,NA,""
"3100-42076","R",2010,"F","MCGC","6/3, 4.2g E8","6/10, 3.7g E8","6/12, 3.7g E6 2x","","7/14, 3.3g","7/15, 3.5g","8/3, 3.8g","8/6, 3.2g","","","","","","",NA,NA,NA,""
"3100-42078","R",2010,"F","MCGC","6/27, 4.2g E9","7/1, 3.4g","7/5, 3.3g","7/6, 3.5g","7/14, 3.5g","7/17, 3.4g","7/28, 3.5g","8/3, 3.4g 2x","8/13, 3.3g","8/16, 3.6g","","","","",NA,NA,NA,""
"3100-42080","R",2010,"F","MCGC","7/15, 3.4g","7/17, 3.6g","7/23, 3.7g","","","","","","","","","","","",NA,NA,NA,""
"3100-42082","R",2010,"F","HPK1","6/20, nw at HPK2","","","","","","","","","","","","","",NA,NA,NA,""
"3100-42083","R",2010,"M","MCGC","5/25, 3.7g","6/21, 3.3g","","","","","","","","","","","","",NA,NA,NA,""
"3100-42090","R",2010,"F","KV1","6/3, 5.0g E8","7/11, 3.9g","7/25, 3.5g","","","","","","","","","","","",NA,NA,NA,""
"3100-42091","R",2010,"F","KV1","7/19, 3.8g","8/6, 4.1g","","","","","","","","","","","","",NA,NA,NA,""
"3100-42093","R",2010,"F","KV1","6/23, 3.9g","","","","","","","","","","","","","",NA,NA,NA,""
