"UBI_band","band_status","year","date","age","fixed_sex","site","comments"
"3100-41781","1",2009,2009-06-06,"AHY","M","KV1","p10R broken 15 mm from tip"
"3100-41782","1",2009,2009-06-06,"AHY","M","KV1","r5 white tip"
"3100-41783","1",2009,2009-06-07,"AHY","M","MCGC",""
"3100-41784","1",2009,2009-06-07,"AHY","M","MCGC",""
"3100-41785","1",2009,2009-06-07,"AHY","M","MCGC",""
"3100-41786","1",2009,2009-06-08,"AHY","M","MCGC","r5 white tip; L leg banded"
"3100-41787","1",2009,2009-06-09,"AHY","M","MP1",""
"3100-41788","1",2009,2009-06-09,"AHY","M","MP1","r5 white tip"
"3100-41789","1",2009,2009-06-09,"AHY","M","MP1",""
"3100-41790","1",2009,2009-06-09,"AHY","M","MP1",""
"3100-41791","1",2009,2009-05-30,"AHY","M","GNMTN",""
"3100-41792","1",2009,2009-05-30,"AHY","M","GNMTN","old bill injury at base"
"3100-41793","1",2009,2009-05-30,"AHY","M","GNMTN",""
"3100-41794","1",2009,2009-06-06,"AHY","M","HOLZ","r5 white tip"
"3100-41795","1",2009,2009-06-09,"AHY","M","MP1","gn markings, under tail coverts "
"3100-41796","1",2009,2009-06-21,"AHY","M","HOLZ","r5 white tip"
"3100-41797","1",2009,2009-06-21,"AHY","M","HOLZ","r5 white tip; p10R tip absent"
"3100-41798","1",2009,2009-06-21,"AHY","M","HOLZ",""
"3100-41799","1",2009,2009-06-21,"AHY","M","HOLZ",""
"3100-41800","1",2009,2009-06-21,"AHY","M","HOLZ","r5 white tip"
"3100-41801","1",2009,2009-05-30,"AHY","F","GNMTN","E6"
"3100-41802","1",2009,2009-05-30,"AHY","F","GNMTN",""
"3100-41803","1",2009,2009-05-30,"AHY","F","GNMTN","E6"
"3100-41804","1",2009,2009-05-30,"AHY","F","GNMTN","E8, r1 stress bars "
"3100-41805","1",2009,2009-05-30,"AHY","F","KV1",""
"3100-41806","1",2009,2009-05-30,"AHY","F","KV1","E8"
"3100-41807","1",2009,2009-05-30,"AHY","F","KV1",""
"3100-41808","1",2009,2009-05-30,"AHY","F","KV1",""
"3100-41809","1",2009,2009-05-30,"AHY","F","KV1",""
"3100-41810","1",2009,2009-05-30,"AHY","F","KV1",""
"3100-41811","1",2009,2009-05-30,"AHY","F","KV1","E6-"
"3100-41812","1",2009,2009-06-03,"AHY","F","MP1","old r1s"
"3100-41813","1",2009,2009-06-03,"AHY","F","MP1","r1 blk tip"
"3100-41814","R",2009,2009-06-03,"AHY","F","MP1","6.2 mm band, Former N96732"
"3100-41815","1",2009,2009-06-03,"AHY","F","MP1","r1 str bars"
"3100-41816","1",2009,2009-06-03,"AHY","F","MP1",""
"3100-41817","1",2009,2009-06-03,"AHY","F","MP1","E6"
"3100-41818","1",2009,2009-06-03,"AHY","F","MP1","E7, r1 blk tip"
"3100-41819","1",2009,2009-06-04,"AHY","F","MP1",""
"3100-41820","1",2009,2009-06-04,"AHY","F","MP1","old r1s"
"3100-41821","1",2009,2009-06-04,"AHY","F","MP1","old r1s, E7"
"3100-41822","1",2009,2009-06-04,"AHY","F","MP1","E6"
"3100-41823","1",2009,2009-06-04,"AHY","F","MP1","E6"
"3100-41824","1",2009,2009-06-04,"AHY","F","MP1",""
"3100-41825","1",2009,2009-06-04,"AHY","F","MP1",""
"3100-41826","1",2009,2009-06-10,"AHY","M","MP1","r5 white tip"
"3100-41827","1",2009,2009-06-10,"AHY","M","MP1",""
"3100-41828","1",2009,2009-06-10,"AHY","M","MP1","r5 white tip"
"3100-41829","1",2009,2009-06-10,"AHY","M","HPK1","r5 white tip"
"3100-41830","1",2009,2009-06-10,"AHY","M","HPK1","r5 white tip"
"3100-41831","1",2009,2009-06-10,"AHY","M","HPK1","r5 white tip"
"3100-41832","1",2009,2009-06-10,"AHY","M","HPK1",""
"3100-41833","1",2009,2009-06-10,"AHY","M","HPK1","r5 white tip"
"3100-41834","1",2009,2009-06-10,"AHY","M","HPK1",""
"3100-41835","1",2009,2009-06-10,"AHY","M","HPK1","r5 white tip"
"3100-41836","1",2009,2009-06-10,"AHY","M","HPK1",""
"3100-41837","1",2009,2009-06-10,"AHY","M","HPK1",""
"3100-41838","1",2009,2009-06-10,"AHY","M","HPK1","r5 white tip"
"3100-41839","1",2009,2009-06-11,"AHY","M","MP1",""
"3100-41840","1",2009,2009-06-11,"AHY","M","MP1",""
"3100-41841","1",2009,2009-06-11,"AHY","M","MP1",""
"3100-41842","1",2009,2009-06-11,"AHY","M","MP1","r5 white tip"
"3100-41843","1",2009,2009-06-12,"AHY","M","MCGC",""
"3100-41844","1",2009,2009-06-12,"AHY","M","HPK1","r5 white tip"
"3100-41845","1",2009,2009-06-12,"AHY","M","HPK1","missing both r1s"
"3100-41846","1",2009,2009-06-12,"AHY","M","HPK1",""
"3100-41847","1",2009,2009-06-12,"AHY","M","HPK1","r5 white tip"
"3100-41848","1",2009,2009-06-12,"AHY","M","HPK1","r5 white tip"
"3100-41849","1",2009,2009-06-12,"AHY","M","MP1",""
"3100-41850","1",2009,2009-06-12,"AHY","M","MP1",""
"3100-41851","1",2009,2009-06-12,"AHY","M","MP1",""
"3100-41852","1",2009,2009-06-12,"AHY","M","MP1","r5 white tip"
"3100-41853","1",2009,2009-06-12,"AHY","M","MP1","r5 white tip"
"3100-41854","1",2009,2009-06-12,"AHY","M","MP1",""
"3100-41855","1",2009,2009-06-12,"AHY","M","MP1","r1 faint stress bar"
"3100-41856","1",2009,2009-06-12,"AHY","M","MP1",""
"3100-41857","1",2009,2009-06-12,"AHY","M","MCGC","r5 white tip"
"3100-41858","1",2009,2009-06-13,"AHY","M","MCGC",""
"3100-41859","1",2009,2009-06-16,"AHY","M","MCGC","r5 white tip"
"3100-41860","1",2009,2009-06-17,"AHY","M","MCGC","r5 white tip"
"3100-41861","1",2009,2009-06-17,"AHY","M","MCGC",""
"3100-41862","1",2009,2009-06-17,"AHY","M","HPK1","r5 white tip"
"3100-41863","1",2009,2009-06-17,"AHY","M","HPK1","r5 white tip"
"3100-41864","1",2009,2009-06-17,"AHY","M","MP1",""
"3100-41865","1",2009,2009-06-17,"AHY","M","MP1","r5 white tip"
"3100-41866","1",2009,2009-06-17,"AHY","M","MP1","r5 white tip"
"3100-41867","1",2009,2009-06-19,"AHY","M","MP1","r5 white tip"
"3100-41868","1",2009,2009-06-19,"AHY","M","MP1",""
"3100-41870","1",2009,2009-06-19,"AHY","M","MP1",""
"3100-41871","1",2009,2009-06-19,"AHY","M","MCGC",""
"3100-41872","1",2009,2009-06-19,"AHY","M","MP1",""
"3100-41873","1",2009,2009-06-19,"AHY","M","MCGC","r5 white tip"
"3100-41874","1",2009,2009-06-20,"AHY","M","MCGC","r5 white tip"
"3100-41875","1",2009,2009-06-21,"AHY","M","HOLZ",""
"3100-41876","1",2009,2009-06-03,"AHY","F","MP1","possibly related; skel r1 w/str bar E6"
"3100-41877","1",2009,2009-06-03,"AHY","F","MP1","possibly related; skel r1 w/str bar E6"
"3100-41878","1",2009,2009-06-08,"AHY","F","MCGC",""
"3100-41879","1",2009,2009-06-16,"AHY","F","MCGC","p9 2mm<p10"
"3100-41880","1",2009,2009-06-27,"AHY","F","MP1",""
"3100-41881","1",2009,2009-06-08,"AHY","F","MCGC","E8"
"3100-41882","1",2009,2009-06-08,"AHY","F","MCGC","E6+"
"3100-41883","1",2009,2009-06-09,"AHY","F","MCGC",""
"3100-41884","1",2009,2009-06-09,"AHY","F","MCGC",""
"3100-41885","1",2009,2009-06-09,"AHY","F","MCGC",""
"3100-41886","1",2009,2009-06-09,"AHY","F","MCGC","E6-"
"3100-41887","R",2009,2009-06-09,"AHY","F","MCGC","Former E39584"
"3100-41888","1",2009,2009-06-09,"AHY","F","MCGC",""
"3100-41889","1",2009,2009-06-09,"AHY","F","MP1","E6-?"
"3100-41890","1",2009,2009-06-09,"AHY","F","MP1","p9 2.4mm<p10"
"3100-41891","1",2009,2009-06-09,"AHY","F","MP1","E6"
"3100-41892","1",2009,2009-06-09,"AHY","F","MP1",""
"3100-41893","1",2009,2009-06-09,"AHY","F","MP1","E6+"
"3100-41894","1",2009,2009-06-09,"AHY","F","MP1","E6, old r1 w/ str bar"
"3100-41895","1",2009,2009-06-09,"AHY","F","MP1","E8"
"3100-41896","1",2009,2009-06-09,"AHY","F","MP1","r1 blk tip"
"3100-41897","1",2009,2009-06-09,"AHY","F","MP1",""
"3100-41898","1",2009,2009-06-10,"AHY","F","MCGC","E6-"
"3100-41899","1",2009,2009-06-10,"AHY","F","MCGC",""
"3100-41900","1",2009,2009-06-10,"AHY","F","MP1","E6+"
"3100-41901","1",2009,2009-06-10,"AHY","F","MP1",""
"3100-41902","1",2009,2009-06-10,"AHY","F","MP1",""
"3100-41903","1",2009,2009-06-10,"AHY","F","MP1","E6"
"3100-41904","1",2009,2009-06-10,"AHY","F","MP1","skel r1; E7"
"3100-41905","1",2009,2009-06-10,"AHY","F","MP1",""
"3100-41906","1",2009,2009-06-10,"AHY","F","MP1","E8"
"3100-41907","1",2009,2009-06-10,"AHY","F","MP1","old r1"
"3100-41908","1",2009,2009-06-10,"AHY","F","MP1","E6"
"3100-41909","1",2009,2009-06-10,"AHY","F","MP1","skel r1"
"3100-41910","1",2009,2009-06-10,"AHY","F","MP1",""
"3100-41911","1",2009,2009-06-10,"AHY","F","MP1",""
"3100-41912","1",2009,2009-06-10,"AHY","F","MP1",""
"3100-41913","1",2009,2009-06-10,"AHY","F","MP1","E6+"
"3100-41914","1",2009,2009-06-10,"AHY","F","MP1","r1 str bar on both"
"3100-41915","1",2009,2009-06-10,"AHY","F","HPK1","E9, lost 1 r1"
"3100-41916","1",2009,2009-06-10,"AHY","F","HPK1",""
"3100-41917","1",2009,2009-06-10,"AHY","F","HPK1",""
"3100-41918","1",2009,2009-06-10,"AHY","F","HPK1",""
"3100-41919","1",2009,2009-06-11,"AHY","F","MP1",""
"3100-41920","1",2009,2009-06-11,"AHY","F","MP1","*g.f. not counted"
"3100-41921","1",2009,2009-06-11,"AHY","F","MP1","E7+"
"3100-41922","1",2009,2009-06-11,"AHY","F","MP1","E8"
"3100-41923","1",2009,2009-06-11,"AHY","F","MP1",""
"3100-41924","1",2009,2009-06-11,"AHY","F","MP1","old r!"
"3100-41925","1",2009,2009-06-11,"AHY","F","MP1",""
"3100-41926","1",2009,2009-06-12,"AHY","F","MCGC",""
"3100-41927","1",2009,2009-06-12,"AHY","F","MCGC",""
"3100-41928","1",2009,2009-06-12,"AHY","F","MCGC",""
"3100-41929","1",2009,2009-06-12,"AHY","F","MCGC",""
"3100-41930","1",2009,2009-06-12,"AHY","F","MCGC","old r!, E6"
"3100-41931","1",2009,2009-06-17,"AHY","F","HPK1","E7"
"3100-41932","1",2009,2009-06-17,"AHY","F","HPK1","E6"
"3100-41933","1",2009,2009-06-17,"AHY","F","HPK1",""
"3100-41934","1",2009,2009-06-17,"AHY","F","HPK1",""
"3100-41935","1",2009,2009-06-17,"AHY","F","MP1","E6-"
"3100-41936","1",2009,2009-06-17,"AHY","F","MP1",""
"3100-41937","1",2009,2009-06-17,"AHY","F","MP1","E7"
"3100-41938","1",2009,2009-06-17,"AHY","F","MP1",""
"3100-41939","1",2009,2009-06-17,"AHY","F","MP1","E6"
"3100-41940","1",2009,2009-06-17,"AHY","F","MP1","E6-"
"3100-41941","1",2009,2009-06-17,"AHY","F","MP1","old r1"
"3100-41942","1",2009,2009-06-17,"AHY","F","MP1","E7"
"3100-41943","1",2009,2009-06-17,"AHY","F","MP1","old bill injury"
"3100-41944","1",2009,2009-06-17,"AHY","F","MP1","E7"
"3100-41945","1",2009,2009-06-17,"AHY","F","MP1",""
"3100-41946","1",2009,2009-06-17,"AHY","F","MP1",""
"3100-41947","1",2009,2009-06-17,"AHY","F","MP1","growth on bottom of rt foot"
"3100-41948","1",2009,2009-06-19,"AHY","F","MP1","e7+, skel r1/old r1 w/str bar"
"3100-41949","1",2009,2009-06-19,"AHY","F","MP1",""
"3100-41950","1",2009,2009-06-19,"AHY","F","MP1",""
"3100-41951","1",2009,2009-06-21,"AHY","M","KV1","r5 white tip"
"3100-41952","1",2009,2009-06-21,"AHY","M","KV1","r5 white tip"
"3100-41953","1",2009,2009-06-21,"AHY","M","GNMTN",""
"3100-41954","1",2009,2009-06-24,"AHY","M","MCGC","r5 white tip"
"3100-41955","1",2009,2009-06-24,"AHY","M","MCGC","r5 white tip"
"3100-41956","1",2009,2009-06-25,"AHY","M","MCGC","r5 white tip, missing r1s and r2-3L"
"3100-41957","1",2009,2009-06-25,"AHY","M","MCGC",""
"3100-41958","1",2009,2009-06-25,"AHY","M","MCGC","r5 white tip"
"3100-41959","1",2009,2009-06-25,"AHY","M","MCGC",""
"3100-41960","1",2009,2009-06-26,"AHY","M","MCGC",""
"3100-41961","R",2009,2009-06-12,"AHY","F","HPK1","Former E39321; debris under band"
"3100-41962","1",2009,2009-06-12,"AHY","F","HPK1","skel r1, E8"
"3100-41963","1",2009,2009-06-12,"AHY","F","HPK1","old r1, 2 str bars E6"
"3100-41964","1",2009,2009-06-12,"AHY","F","HPK1","skel r1 w/2 str bars"
"3100-41965","1",2009,2009-06-12,"AHY","F","HPK1",""
"3100-41966","1",2009,2009-06-12,"AHY","F","HPK1","E7"
"3100-41967","1",2009,2009-06-12,"AHY","F","HPK1","E6-"
"3100-41968","1",2009,2009-06-12,"AHY","F","HPK1","old r1"
"3100-41969","1",2009,2009-06-12,"AHY","F","HPK1","E6-"
"9100-57026","1",2009,2009-06-12,"AHY","F","HPK1",""
"3100-41971","1",2009,2009-06-12,"AHY","F","MP1","E6-"
"3100-41972","1",2009,2009-06-12,"AHY","F","MP1","old r1, skel r1; E7 "
"3100-41973","1",2009,2009-06-12,"AHY","F","MP1",""
"3100-41974","1",2009,2009-06-12,"AHY","F","MP1",""
"3100-41975","1",2009,2009-06-12,"AHY","F","MP1",""
"3100-41976","1",2009,2009-06-12,"AHY","F","MP1",""
"3100-41977","1",2009,2009-06-12,"AHY","F","MP1",""
"3100-41978","1",2009,2009-06-12,"AHY","F","MCGC","skel r1; E7"
"3100-41979","1",2009,2009-06-12,"AHY","F","MCGC","E6-"
"3100-41980","1",2009,2009-06-12,"AHY","F","MCGC",""
"3100-41981","1",2009,2009-06-13,"AHY","F","MCGC",""
"3100-41982","1",2009,2009-06-13,"AHY","F","MCGC","E6-"
"3100-41983","1",2009,2009-06-13,"AHY","F","MCGC",""
"3100-41984","1",2009,2009-06-13,"AHY","F","MCGC","E6; old r1 w/str bar"
"3100-41985","1",2009,2009-06-13,"AHY","F","MCGC",""
"3100-41986","1",2009,2009-06-13,"AHY","F","MCGC",""
"3100-41987","1",2009,2009-06-16,"AHY","F","MCGC",""
"3100-41988","1",2009,2009-06-16,"AHY","F","MCGC","E7+; p9 2mm<p10"
"3100-41989","1",2009,2009-06-17,"AHY","F","MCGC",""
"3100-41990","1",2009,2009-06-17,"AHY","F","MCGC",""
"3100-41991","1",2009,2009-06-17,"AHY","F","MCGC","band is upside down"
"3100-41992","1",2009,2009-06-17,"AHY","F","MCGC",""
"3100-41993","1",2009,2009-06-17,"AHY","F","MCGC",""
"3100-41994","1",2009,2009-06-17,"AHY","F","MCGC",""
"3100-41995","1",2009,2009-06-17,"AHY","F","MCGC","E6"
"3100-41996","1",2009,2009-06-17,"AHY","F","MCGC",""
"3100-41997","1",2009,2009-06-17,"AHY","F","MCGC","E6+"
"3100-41998","1",2009,2009-06-17,"AHY","F","HPK1","E6-"
"3100-41999","1",2009,2009-06-17,"AHY","F","HPK1","E6-"
"3100-42000","1",2009,2009-06-17,"AHY","F","HPK1",""
"3100-42001","1",2009,2009-06-27,"AHY","F","MP1",""
"3100-42002","1",2009,2009-06-27,"AHY","F","MP1","E8"
"3100-42003","1",2009,2009-06-27,"AHY","F","HPK1",""
"3100-42004","1",2009,2009-06-27,"AHY","F","MP1","E7"
"3100-42005","1",2009,2009-06-27,"AHY","F","HPK1","2 skel r1s, E6"
"3100-42006","1",2009,2009-06-27,"AHY","F","HPK1","E8, missing r2l"
"3100-42007","1",2009,2009-06-27,"AHY","F","HPK1",""
"3100-42008","1",2009,2009-06-27,"AHY","F","HPK1",""
"3100-42009","1",2009,2009-06-27,"AHY","F","HPK1",""
"3100-42010","1",2009,2009-06-27,"AHY","F","CC3","old r1, e6"
"3100-42011","1",2009,2009-06-27,"AHY","F","CC3",""
"3100-42012","1",2009,2009-06-27,"AHY","F","CC3","E6"
"3100-42013","1",2009,2009-06-28,"AHY","F","POLC",""
"3100-42014","1",2009,2009-06-28,"AHY","F","POLC",""
"3100-42015","1",2009,2009-06-28,"AHY","F","KV1",""
"3100-42016","1",2009,2009-06-28,"AHY","F","KV1",""
"3100-42017","1",2009,2009-06-28,"AHY","F","KV1",""
"3100-42018","1",2009,2009-06-28,"AHY","F","KV1",""
"3100-42019","R",2009,2009-06-28,"AHY","F","KV1","Former E12462; debris/sw"
"3100-42020","1",2009,2009-06-28,"AHY","F","KV1","E7"
"3100-42021","1",2009,2009-06-28,"AHY","F","KV1",""
"3100-42022","1",2009,2009-06-28,"AHY","F","KV1",""
"3100-42023","1",2009,2009-06-28,"AHY","F","KV1",""
"3100-42024","1",2009,2009-06-28,"AHY","F","KV1","E6"
"3100-42025","1",2009,2009-06-28,"AHY","F","KV1","E8"
"3100-42026","1",2009,2009-06-28,"AHY","F","KV1","E8"
"3100-42027","1",2009,2009-06-28,"AHY","F","GNMTN","old r1s"
"3100-42028","1",2009,2009-06-28,"AHY","F","GNMTN","E7"
"3100-42029","1",2009,2009-06-28,"AHY","F","GNMTN","E9"
"3100-42030","1",2009,2009-06-28,"AHY","F","GNMTN",""
"3100-42031","1",2009,2009-06-28,"AHY","F","GNMTN","E7"
"3100-42032","1",2009,2009-06-28,"AHY","F","GNMTN","E7"
"3100-42033","1",2009,2009-06-28,"AHY","F","GNMTN",""
"3100-42034","1",2009,2009-06-28,"AHY","F","GNMTN","E9"
"3100-42035","1",2009,2009-06-28,"AHY","F","GNMTN","E7"
"3100-42036","1",2009,2009-06-28,"AHY","F","GNMTN","E9+"
"3100-42037","1",2009,2009-06-28,"AHY","F","GNMTN","skel r1s"
"3100-42038","1",2009,2009-06-28,"AHY","F","HOLZ",""
"3100-42039","1",2009,2009-06-28,"AHY","F","HOLZ",""
"3100-42040","1",2009,2009-06-29,"AHY","F","HPK1",""
"3100-42041","1",2009,2009-06-29,"AHY","F","MCGC",""
"3100-42042","1",2009,2009-06-29,"AHY","F","MCGC",""
"3100-42043","1",2009,2009-06-30,"AHY","F","HPK1",""
"3100-42044","1",2009,2009-06-30,"AHY","F","HPK1",""
"3100-42045","1",2009,2009-06-30,"AHY","F","HPK1",""
"3100-42047","1",2009,2009-06-30,"AHY","F","HPK1",""
"3100-42048","1",2009,2009-07-01,"AHY","F","MCGC","E7"
"3100-42049","1",2009,2009-06-30,"AHY","F","HPK1","old r1s"
"3100-42050","1",2009,2009-07-05,"AHY","M","KV1","band is upside down"
"3100-42051","1",2009,2009-06-30,"AHY","F","HPK1",""
"3100-42052","1",2009,2009-06-30,"AHY","F","MP1",""
"3100-42053","1",2009,2009-06-30,"AHY","F","MP1","E8"
"3100-42054","1",2009,2009-06-30,"AHY","F","MCGC","fat"
"3100-42055","1",2009,2009-06-30,"AHY","F","MCGC",""
"3100-42056","1",2009,2009-06-30,"AHY","F","MCGC",""
"3100-42057","1",2009,2009-06-30,"AHY","F","MCGC",""
"3100-42058","1",2009,2009-07-03,"AHY","F","MCGC",""
"3100-42059","1",2009,2009-07-06,"AHY","F","WB1","old r1"
"3100-42060","1",2009,2009-07-06,"AHY","F","MP1",""
"3100-42061","1",2009,2009-07-06,"AHY","M","WB1","r5 white tip"
"3100-42062","1",2009,2009-07-06,"AHY","M","MCGC","r5 white tip"
"3100-42063","1",2009,2009-07-06,"AHY","M","WB1","r5 white tip"
"3100-42064","1",2009,2009-07-06,"AHY","M","MP1",""
"3100-42065","1",2009,2009-07-06,"AHY","M","MP1","v faint white tip r4"
"3100-42066","1",2009,2009-07-06,"AHY","M","MP1","r5 white tip"
"3100-42067","1",2009,2009-07-06,"AHY","M","MP1","r5 white tip"
"3100-42068","1",2009,2009-07-09,"AHY","M","MCGC",""
"3100-42069","1",2009,2009-07-10,"AHY","M","MCGC","r5 white tip"
"3100-42070","1",2009,2009-07-10,"AHY","M","MCGC","wear on r4,5s "
"3100-42072","1",2009,2009-07-10,"AHY","M","MP1",""
"3100-42073","1",2009,2009-07-10,"AHY","M","MP1",""
"3100-42074","1",2009,2009-07-10,"AHY","M","MP1","r5 white tip"
"3100-42075","1",2009,2009-07-10,"AHY","M","MP1","r5 white tip"
"3100-42076","1",2009,2009-07-01,"AHY","F","MCGC","E6-"
"3100-42077","1",2009,2009-07-01,"AHY","F","MCGC",""
"3100-42078","1",2009,2009-07-03,"AHY","F","MCGC",""
"3100-42079","R",2009,2009-07-04,"AHY","F","MCGC","Former E39959; sw under band"
"3100-42080","1",2009,2009-07-03,"AHY","F","MCGC",""
"3100-42081","1",2009,2009-07-03,"AHY","F","MCGC",""
"3100-42082","1",2009,2009-07-04,"AHY","F","HPK1","old r1s"
"3100-42083","1",2009,2009-07-06,"AHY","F","MCGC","r5 white tip"
"3100-42084","1",2009,2009-07-04,"AHY","F","HPK1",""
"3100-42085","1",2009,2009-07-04,"AHY","F","HPK1","early release - wx"
"3100-42086","1",2009,2009-07-04,"AHY","F","HPK1",""
"3100-42087","1",2009,2009-07-05,"AHY","F","POLC",""
"3100-42088","1",2009,2009-07-05,"AHY","F","POLC","E8"
"3100-42089","1",2009,2009-07-05,"AHY","F","KV1",""
"3100-42090","1",2009,2009-07-05,"AHY","F","KV1",""
"3100-42091","1",2009,2009-07-05,"AHY","F","KV1",""
"3100-42092","1",2009,2009-07-05,"AHY","F","KV1",""
"3100-42093","1",2009,2009-07-05,"AHY","F","KV1",""
"3100-42094","1",2009,2009-07-05,"AHY","F","KV1",""
"3100-42095","1",2009,2009-07-05,"AHY","F","KV1",""
"3100-42096","1",2009,2009-07-05,"AHY","F","KV1","E6-"
"3100-42097","1",2009,2009-07-06,"AHY","F","MCGC",""
"3100-42098","1",2009,2009-07-06,"AHY","F","MCGC","E6-"
"3100-42099","1",2009,2009-07-06,"AHY","F","MCGC","E7"
"3100-42100","1",2009,2009-07-06,"AHY","F","WB1",""
"3100-42101","1",2009,2009-07-06,"AHY","F","WB1",""
"3100-42102","1",2009,2009-07-06,"AHY","F","WB1",""
"3100-42103","1",2009,2009-07-06,"AHY","F","WB1",""
"3100-42104","1",2009,2009-07-06,"AHY","F","WB1",""
"3100-42105","1",2009,2009-07-06,"AHY","F","WB1",""
"3100-42106","1",2009,2009-07-06,"AHY","F","MP1",""
"3100-42107","1",2009,2009-07-06,"AHY","F","MP1",""
"3100-42108","1",2009,2009-07-06,"AHY","F","MP1",""
"3100-42109","1",2009,2009-07-06,"AHY","F","MP1",""
"3100-42110","1",2009,2009-07-09,"AHY","F","MCGC",""
"3100-42111","1",2009,2009-07-10,"AHY","F","MCGC",""
"3100-42112","1",2009,2009-07-10,"AHY","F","MCGC",""
"3100-42113","1",2009,2009-07-10,"AHY","F","MCGC",""
"3100-42114","1",2009,2009-07-10,"AHY","F","MCGC","missing 1 toe on L foot"
"3100-42115","1",2009,2009-07-10,"AHY","F","MP1",""
"3100-42116","1",2009,2009-07-10,"AHY","F","MP1",""
"3100-42117","1",2009,2009-07-10,"AHY","F","MP1","old r1s"
"3100-42118","1",2009,2009-07-10,"AHY","F","MP1",""
"3100-42119","1",2009,2009-07-10,"AHY","F","MP1","E6-"
"3100-42120","1",2009,2009-07-10,"AHY","F","MP1",""
"3100-42121","1",2009,2009-07-11,"AHY","F","HOLZ",""
"3100-42122","1",2009,2009-07-11,"AHY","F","HOLZ",""
"3100-42123","1",2009,2009-07-11,"AHY","F","HOLZ","1 r1 growing in"
"3100-42124","1",2009,2009-07-11,"AHY","F","HOLZ",""
"3100-42125","1",2009,2009-07-11,"AHY","F","HOLZ",""
"3100-42126","R",2009,2009-07-10,"AHY","F","MCGC","Former N29486; band to L leg"
"3100-42127","1",2009,2009-07-10,"AHY","F","MP1",""
"3100-42128","1",2009,2009-07-11,"AHY","F","GNMTN",""
"3100-42129","1",2009,2009-07-11,"AHY","F","GNMTN",""
"3100-42130","1",2009,2009-07-11,"AHY","F","GNMTN",""
"3100-42131","1",2009,2009-07-10,"AHY","M","MP1",""
"3100-42132","1",2009,2009-07-10,"AHY","M","MP1","small r5 white tip"
"3100-42133","1",2009,2009-07-10,"AHY","M","MP1",""
"3100-42134","1",2009,2009-07-10,"AHY","M","MP1","r5 white tip"
"3100-42135","1",2009,2009-07-10,"AHY","M","MP1",""
"3100-42136","1",2009,2009-07-10,"AHY","M","MP1",""
"3100-42137","1",2009,2009-07-10,"AHY","M","MP1",""
"3100-42138","1",2009,2009-07-10,"AHY","M","MP1",""
"3100-42140","1",2009,2009-07-11,"AHY","M","HOLZ",""
"3100-42141","1",2009,2009-07-11,"AHY","M","HOLZ","r1 str bar"
"3100-42142","1",2009,2009-07-11,"AHY","M","HOLZ",""
"3100-42144","1",2009,2009-07-11,"AHY","M","HOLZ",""
"3100-42146","1",2009,2009-07-11,"AHY","M","HOLZ","r5 white tip"
"3100-42147","1",2009,2009-07-11,"AHY","M","HOLZ",""
"3100-42148","1",2009,2009-07-11,"AHY","M","HOLZ",""
"3100-42149","1",2009,2009-07-11,"AHY","M","KV1",""
"3100-42150","1",2009,2009-07-11,"AHY","M","KV1",""
"3100-42151","1",2009,2009-07-11,"AHY","F","HOLZ",""
"3100-42152","1",2009,2009-07-11,"AHY","F","KV1","skel r1; l leg banded"
"3100-42153","1",2009,2009-07-11,"AHY","F","KV1",""
"3100-42154","1",2009,2009-07-11,"AHY","F","KV1","skel r1"
"3100-42155","1",2009,2009-07-11,"AHY","F","KV1",""
"3100-42156","1",2009,2009-07-11,"AHY","F","KV1",""
"3100-42157","1",2009,2009-07-11,"AHY","F","KV1",""
"3100-42158","1",2009,2009-07-11,"AHY","F","KV1","E7+"
"3100-42159","1",2009,2009-07-11,"AHY","F","KV1",""
"3100-42160","R",2009,2009-07-11,"AHY","F","KV1","Former E90282; pine pitch and debris"
"3100-42161","1",2009,2009-07-11,"AHY","F","KV1",""
"3100-42162","1",2009,2009-07-10,"AHY","M","MP1","r5 white tip"
"3100-42163","1",2009,2009-07-11,"AHY","F","KV1",""
"3100-42164","1",2009,2009-07-11,"AHY","F","KV1",""
"3100-42165","1",2009,2009-07-11,"AHY","F","KV1",""
"3100-42166","1",2009,2009-07-11,"AHY","F","GNMTN",""
"3100-42167","1",2009,2009-07-11,"AHY","F","GNMTN",""
"3100-42168","1",2009,2009-07-11,"AHY","F","GNMTN",""
"3100-42169","1",2009,2009-07-11,"AHY","F","GNMTN",""
"3100-42170","1",2009,2009-07-11,"AHY","F","GNMTN",""
"3100-42171","1",2009,2009-07-12,"AHY","F","MCGC","old r1"
"3100-42172","1",2009,2009-07-12,"AHY","F","MCGC",""
"3100-42173","R",2009,2009-07-15,"AHY","F","MCGC","6.2 mm; Former E91031; band to l leg"
"3100-42174","1",2009,2009-07-15,"AHY","F","MP1",""
