"UBI_band","band_status","year","date","age","fixed_sex","site","comments"
"6000-81026","1",2006,2006-06-07,"AHY","F","MCGC","c.p."
"6000-81027","1",2006,2006-06-13,"AHY","F","MCGC","E6"
"6000-81028","1",2006,2006-06-13,"AHY","F","MP1","E6"
"6000-81029","1",2006,2006-06-13,"AHY","F","MP1","E8"
"6000-81030","1",2006,2006-06-13,"AHY","F","MP1","E6, poss. blood in urine"
"6000-81031","1",2006,2006-06-13,"AHY","F","MP1",""
"6000-81032","1",2006,2006-06-13,"AHY","F","MP1","white feathers on crown"
"6000-81033","1",2006,2006-06-13,"AHY","F","MP1","E6, skeleton r1s"
"6000-81034","1",2006,2006-06-13,"AHY","F","MP1","E6"
"6000-81035","1",2006,2006-06-13,"AHY","F","MP1","E7, small scar at base of bill"
"6000-81036","1",2006,2006-06-13,"AHY","F","MP1","c.p."
"6000-81037","1",2006,2006-06-13,"AHY","F","MP1","E6, escaped"
"6000-81038","1",2006,2006-06-13,"AHY","F","MP1","c.p."
"6000-81039","1",2006,2006-06-13,"AHY","F","MP1","c.p."
"6000-81040","1",2006,2006-06-13,"AHY","F","MP1","c.p."
"6000-81041","1",2006,2006-06-13,"AHY","F","MP1","E6"
"6000-81042","1",2006,2006-06-13,"AHY","F","MP1","c.p."
"6000-81043","1",2006,2006-06-13,"AHY","F","MP1","p10s growing in, p9 tips missing"
"6000-81044","1",2006,2006-06-14,"AHY","F","MCGC","c.p., white pollen on bill"
"6000-81045","1",2006,2006-06-14,"AHY","F","MCGC","c.p."
"6000-81046","1",2006,2006-06-14,"AHY","F","MCGC","c.p., old r1s"
"6000-81047","1",2006,2006-06-14,"AHY","F","MCGC","c.p., new plumage"
"6000-81048","1",2006,2006-06-14,"AHY","F","MCGC","c.p., old r1s"
"6000-81049","1",2006,2006-06-15,"AHY","F","MCGC","E6, p10 is 11 mm<p9"
"6000-81050","1",2006,2006-06-15,"AHY","F","MCGC","E7"
"6000-81051","1",2006,2006-06-15,"AHY","F","MCGC","c.p."
"6000-81052","1",2006,2006-06-15,"AHY","F","MCGC","c.p."
"6000-81053","1",2006,2006-06-15,"AHY","F","MCGC","c.p."
"6000-81054","1",2006,2006-06-15,"AHY","F","MCGC","E9"
"6000-81055","1",2006,2006-06-15,"AHY","F","MCGC","E7, old r1s"
"6000-81056","1",2006,2006-06-15,"AHY","F","MCGC","skeleton r1s, feisty"
"6000-81057","1",2006,2006-06-16,"AHY","F","MCGC","E6, *1 skeleton r1"
"6000-81058","1",2006,2006-06-16,"AHY","F","MCGC","E6"
"6000-81059","1",2006,2006-06-16,"AHY","F","MCGC","c.p."
"6000-81060","1",2006,2006-06-16,"AHY","F","MCGC","E6"
"6000-81061","1",2006,2006-06-16,"AHY","F","MCGC","E7"
"6000-81062","1",2006,2006-06-17,"AHY","F","HOLZ","E6"
"6000-81063","1",2006,2006-06-17,"AHY","F","HOLZ","E7, orange pollen on bill"
"6000-81064","1",2006,2006-06-17,"AHY","F","HOLZ","c.p."
"6000-81065","1",2006,2006-06-17,"AHY","F","GNMTN",""
"6000-81066","1",2006,2006-06-17,"AHY","F","GNMTN","E6"
"6000-81067","1",2006,2006-06-17,"AHY","F","GNMTN","old tail coverts, pin feathers on crown"
"6000-81068","1",2006,2006-06-17,"AHY","F","GNMTN","E6"
"6000-81069","1",2006,2006-06-17,"AHY","F","GNMTN","E8"
"6000-81070","1",2006,2006-06-17,"AHY","F","KV1","E9+"
"6000-81071","1",2006,2006-06-17,"AHY","F","KV1","c.p."
"6000-81072","1",2006,2006-06-17,"AHY","F","KV1","cactus spine 11 mm long, 6.5 mm under skin on top of skull - removed"
"6000-81073","1",2006,2006-06-17,"AHY","F","KV1","E7, lost r5 (saved)"
"6000-81074","1",2006,2006-06-17,"AHY","F","KV1","E7"
"6000-81075","1",2006,2006-06-17,"AHY","F","KV1","E8, *skeleton r1"
"6000-81076","1",2006,2006-06-17,"AHY","F","KV1","r5 black spot at tip"
"6000-81077","1",2006,2006-06-17,"AHY","F","KV1","old r1"
"6000-81078","1",2006,2006-06-17,"AHY","F","KV1","E6, yellow pollen on bill"
"6000-81079","1",2006,2006-06-17,"AHY","F","KV1","E7"
"6000-81080","1",2006,2006-06-17,"AHY","F","KV1","E6, old r1"
"6000-81081","1",2006,2006-06-17,"AHY","F","KV1","E9+"
"6000-81082","1",2006,2006-06-17,"AHY","F","KV1","E8, new r1s (short)"
"6000-81083","1",2006,2006-06-17,"AHY","F","KV1","E9+, new r1s"
"6000-81084","1",2006,2006-06-17,"AHY","F","HPE","c.p."
"6000-81085","1",2006,2006-06-17,"AHY","F","HPE",""
"6000-81086","1",2006,2006-06-17,"AHY","F","HPE","E6"
"6000-81087","1",2006,2006-06-18,"AHY","F","MCGC","c.p."
"6000-81088","1",2006,2006-06-18,"AHY","F","MCGC","E7"
"6000-81089","1",2006,2006-06-18,"AHY","F","MCGC","c.p., yellow pollen on crown"
"6000-81090","1",2006,2006-06-18,"AHY","F","MCGC","E6"
"6000-81091","1",2006,2006-05-18,"AHY","M","MP1",""
"6000-81092","1",2006,2006-06-22,"AHY","F","MCGC","c.p., new plumage"
"6000-81093","1",2006,2006-06-22,"AHY","F","MCGC","c.p."
"6000-81094","1",2006,2006-06-22,"AHY","F","MCGC","E6"
"6000-81095","1",2006,2006-06-23,"AHY","F","MCGC","p9 very short, r5R missing"
"6000-81096","1",2006,2006-06-23,"AHY","F","MCGC","E6"
"6000-81097","1",2006,2006-06-23,"AHY","F","MCGC","E6"
"6000-81098","1",2006,2006-06-23,"AHY","F","MP1","E9+"
"6000-81099","1",2006,2006-06-23,"AHY","F","MP1","E6"
"6000-81100","1",2006,2006-06-23,"AHY","F","MP1","E9+"
"6000-81101","1",2006,2006-05-20,"AHY","M","MP1","p9 short, silent flight"
"6000-81102","1",2006,2006-05-20,"AHY","M","MP1","escaped, p9 short, silent flight, white tips r3-5"
"6000-81103","1",2006,2006-05-21,"AHY","M","MP1",""
"6000-81104","1",2006,2006-05-21,"AHY","M","MP1",""
"6000-81105","1",2006,2006-05-24,"AHY","M","MCGC","r5 white inner web at tip"
"6000-81106","1",2006,2006-05-24,"AHY","M","MCGC","r3-5 faint white tips"
"6000-81107","1",2006,2006-05-25,"AHY","M","CC3","r5 white inner and outer web at tip"
"6000-81108","1",2006,2006-05-25,"AHY","M","CC3",""
"6000-81109","1",2006,2006-05-25,"AHY","M","CC3","r3-5 white tips"
"6000-81110","1",2006,2006-05-25,"AHY","M","MP1","p9 short, white tips r4-5"
"6000-81111","1",2006,2006-05-27,"AHY","M","CC3","p9 short, faint wing trill, 10 pin feathers in gorget"
"6000-81112","1",2006,2006-05-27,"AHY","M","CC3","r4-5 sm white tips, inner web"
"6000-81113","1",2006,2006-05-27,"AHY","M","CC3","r3,4 white tips"
"6000-81114","1",2006,2006-05-27,"AHY","M","CC3",""
"6000-81115","1",2006,2006-05-27,"AHY","M","MCGC","r3-5 faint white at tips"
"6000-81116","1",2006,2006-05-28,"AHY","M","CC3",""
"6000-81118","1",2006,2006-05-28,"AHY","M","MP1",""
"6000-81119","1",2006,2006-05-28,"AHY","M","MP1","p9 short"
"6000-81120","1",2006,2006-05-28,"AHY","M","MP1","p9 short, faint wing trill"
"6000-81121","1",2006,2006-05-30,"AHY","M","MCGC","r4,5 small white inner and outer web"
"6000-81122","1",2006,2006-05-30,"AHY","M","MCGC",""
"6000-81123","1",2006,2006-05-30,"AHY","F","MCGC","c.p."
"6000-81124","1",2006,2006-05-30,"AHY","M","MP1",""
"6000-81125","1",2006,2006-05-30,"AHY","M","MP1",""
"6000-81126","1",2006,2006-05-30,"AHY","M","MP1","p9 short, silent flight, r5 white at tip"
"6000-81127","1",2006,2006-05-30,"AHY","M","MP1","r3-5 white at tip"
"6000-81128","1",2006,2006-06-02,"AHY","M","MCGC","r5 white inner and outer web, r4 white inner web"
"6000-81129","1",2006,2006-06-02,"AHY","M","MCGC","p9 short, silent flight. r5 white dot at tip"
"6000-81130","1",2006,2006-06-02,"AHY","M","MCGC","r5 sm. white inner web"
"6000-81131","1",2006,2006-06-02,"AHY","M","MCGC",""
"6000-81132","1",2006,2006-06-02,"AHY","M","MCGC",""
"6000-81133","1",2006,2006-06-02,"AHY","M","MCGC","r3-5 faint white at tips"
"6000-81134","1",2006,2006-06-02,"AHY","M","MCGC",""
"6000-81135","1",2006,2006-06-03,"AHY","M","MCGC",""
"6000-81136","1",2006,2006-06-03,"AHY","M","MCGC",""
"6000-81137","1",2006,2006-06-03,"AHY","M","MCGC","r4,5 white inner/outer web at tip"
"6000-81138","1",2006,2006-06-03,"AHY","M","CC3",""
"6000-81139","1",2006,2006-06-03,"AHY","M","CC3",""
"6000-81140","1",2006,2006-06-03,"AHY","M","CC3",""
"6000-81141","1",2006,2006-06-03,"AHY","M","CC3","r5 faint white outer web at tip"
"6000-81142","1",2006,2006-06-03,"AHY","M","MCGC","r4,5 white tips"
"6000-81143","1",2006,2006-06-03,"AHY","M","MCGC",""
"6000-81144","1",2006,2006-06-04,"AHY","M","MCGC",""
"6000-81145","1",2006,2006-06-04,"AHY","M","MCGC","short p9, no wing trill, r5 white at tip"
"6000-81146","1",2006,2006-06-05,"AHY","M","MCGC","r4,5 v small white area at tip"
"6000-81147","1",2006,2006-06-05,"AHY","M","MCGC","r5 white inner web at tip"
"6000-81148","1",2006,2006-06-05,"AHY","M","MCGC",""
"6000-81149","1",2006,2006-06-05,"AHY","M","MCGC",""
"6000-81150","1",2006,2006-06-05,"AHY","M","MCGC",""
"6000-81151","1",2006,2006-06-04,"AHY","M","MP1",""
"6000-81152","1",2006,2006-06-05,"AHY","M","MCGC",""
"6000-81153","1",2006,2006-06-04,"AHY","M","MP1","p9 short, no wing trill, r5 white inner web"
"6000-81154","1",2006,2006-06-04,"AHY","M","MP1","p9 short, faint wing trill, r5 white inner/outer web, new gorget feather growing in under chin"
"6000-81155","1",2006,2006-06-05,"AHY","M","MCGC",""
"6000-81156","1",2006,2006-06-05,"AHY","M","MCGC","p9 is 2.5 mm,p10, no wing trill"
"6000-81157","1",2006,2006-06-05,"AHY","M","MCGC","r4,5 white smudge on tips"
"6000-81158","1",2006,2006-06-05,"AHY","M","MCGC",""
"6000-81159","1",2006,2006-06-05,"AHY","M","MCGC",""
"6000-81160","1",2006,2006-06-05,"AHY","M","MCGC","p9 is 4.8 mm shorter than p10, no wing trill, r5 faint inner/outer web"
"6000-81161","1",2006,2006-06-05,"AHY","M","MCGC","r4,5 white tips"
"6000-81162","1",2006,2006-06-06,"AHY","M","CC3",""
"6000-81163","1",2006,2006-06-06,"AHY","M","CC3","r4,5 white at tip"
"6000-81164","1",2006,2006-06-06,"AHY","M","CC3",""
"6000-81165","1",2006,2006-06-06,"AHY","M","CC3","r4,5 white at tip"
"6000-81166","1",2006,2006-06-06,"AHY","M","CC3",""
"6000-81167","1",2006,2006-06-06,"AHY","M","CC3",""
"6000-81168","1",2006,2006-06-06,"AHY","M","MCGC","r5 white inner web near tip"
"6000-81169","1",2006,2006-06-06,"AHY","M","MCGC",""
"6000-81170","1",2006,2006-06-06,"AHY","M","MCGC",""
"6000-81171","1",2006,2006-06-07,"AHY","M","MCGC","p9 is 2.1 mm<p10, wing trill OK, r5 white inner/outer web at tip"
"6000-81172","1",2006,2006-06-07,"AHY","M","MCGC",""
"6000-81173","1",2006,2006-06-07,"AHY","M","MCGC","r5 white at tip"
"6000-81174","1",2006,2006-06-07,"AHY","M","MCGC",""
"6000-81175","1",2006,2006-06-07,"AHY","M","MCGC",""
"6000-81176","1",2006,2006-06-07,"AHY","M","MP1",""
"6000-81177","1",2006,2006-06-07,"AHY","M","MP1",""
"6000-81178","1",2006,2006-06-07,"AHY","M","MP1",""
"6000-81179","1",2006,2006-06-07,"AHY","M","MP1",""
"6000-81181","1",2006,2006-06-07,"AHY","M","MP1",""
"6000-81182","1",2006,2006-06-07,"AHY","M","MP1",""
"6000-81183","1",2006,2006-06-07,"AHY","M","MP1",""
"6000-81184","1",2006,2006-06-07,"AHY","M","MP1",""
"6000-81185","1",2006,2006-06-08,"AHY","M","MCGC",""
"6000-81186","1",2006,2006-06-08,"AHY","M","MCGC","r3-5 faint white edges at tip"
"6000-81187","1",2006,2006-06-08,"AHY","M","MCGC","r5 small white inner/outer web at tip, one pin feather on crown"
"6000-81188","1",2006,2006-06-08,"AHY","M","MCGC","r5 small white inner/outer web at tip, sm white inner web r4 at tip"
"6000-81189","1",2006,2006-06-08,"AHY","M","MCGC","r4,5 white tips"
"6000-81190","1",2006,2006-06-08,"AHY","M","MCGC",""
"6000-81191","1",2006,2006-06-08,"AHY","M","MCGC","r5 white inner web"
"6000-81192","1",2006,2006-06-08,"AHY","M","MCGC","p9 is 6mm<p10, no wing trill, 6+ pin feathers under chin"
"6000-81193","1",2006,2006-06-09,"AHY","M","MP1",""
"6000-81194","1",2006,2006-06-09,"AHY","M","MP1","r4 white inner/outer web at tip"
"6000-81195","1",2006,2006-06-09,"AHY","M","MP1","r5 white inner/outer web"
"6000-81196","1",2006,2006-06-12,"AHY","M","MP1",""
"6000-81197","1",2006,2006-06-12,"AHY","M","MP1",""
"6000-81198","1",2006,2006-06-12,"AHY","M","MP1","r4,5 white tips"
"6000-81199","1",2006,2006-06-12,"AHY","M","MP1","red-colored urine"
"6000-81200","1",2006,2006-06-12,"AHY","M","MP1",""
"9000-11801","1",2006,2006-06-23,"AHY","F","MP1","E6"
"9000-11802","1",2006,2006-06-23,"AHY","F","MP1","E6"
"9000-11803","1",2006,2006-06-23,"AHY","F","MP1","E9+"
"9000-11804","1",2006,2006-06-23,"AHY","F","MP1","c.p."
"9000-11805","1",2006,2006-06-23,"AHY","F","MP1","c.p."
"9000-11806","1",2006,2006-06-24,"AHY","F","HOLZ","r1s old, or. pollen on bill, c.p. squeaker"
"9000-11807","1",2006,2006-06-24,"AHY","F","HOLZ","E9+"
"9000-11808","1",2006,2006-06-24,"AHY","F","HOLZ","E8"
"9000-11809","1",2006,2006-06-24,"AHY","F","HOLZ","E8, new rectrices"
"9000-11810","1",2006,2006-06-24,"AHY","F","KV1","escaped"
"9000-11811","1",2006,2006-06-13,"AHY","M","MCGC",""
"3100-41563","1",2006,2006-06-13,"AHY","M","MCGC",""
"9000-11813","1",2006,2006-06-13,"AHY","M","MCGC","r3-5 white at tips"
"9000-11814","1",2006,2006-06-13,"AHY","M","MP1",""
"9000-11815","1",2006,2006-06-13,"AHY","M","MP1",""
"9000-11816","1",2006,2006-06-13,"AHY","M","MP1",""
"9000-11817","1",2006,2006-06-13,"AHY","M","MP1",""
"9000-11818","1",2006,2006-06-13,"AHY","M","MP1","6 rufous/bronze gorget feathers"
"9000-11819","1",2006,2006-06-14,"AHY","M","MCGC","r4,5 very faint inner/outer web"
"9000-11820","1",2006,2006-06-14,"AHY","M","MCGC","r5 white inner/outer web"
"9000-11821","1",2006,2006-06-14,"AHY","M","MCGC",""
"9000-11822","1",2006,2006-06-15,"AHY","M","MCGC","r5R white inner/outer web only"
"9000-11823","1",2006,2006-06-15,"AHY","M","MCGC","r4,5 white at tip"
"9000-11824","1",2006,2006-06-15,"AHY","M","MCGC","r4,5 white at tip"
"9000-11825","1",2006,2006-06-16,"AHY","M","MCGC","r5 very small white inner web at tip"
"9000-11826","1",2006,2006-06-17,"AHY","M","HOLZ","r4,5 white at tip"
"9000-11827","1",2006,2006-06-17,"AHY","M","GNMTN","r4,5 white at tip"
"9000-11828","1",2006,2006-06-17,"AHY","M","GNMTN","r4,5 white at tip"
"9000-11829","1",2006,2006-06-17,"AHY","M","GNMTN",""
"9000-11830","1",2006,2006-06-17,"AHY","M","GNMTN",""
"9000-11831","1",2006,2006-06-17,"AHY","M","KV1",""
"9000-11832","1",2006,2006-06-17,"AHY","M","HPE","r5 white inner web, orange pollen on bill"
"9000-11833","1",2006,2006-06-18,"AHY","M","MCGC","r4,5 white inner/outer web (large) at tip"
"9000-11834","1",2006,2006-06-18,"AHY","M","MCGC",""
"9000-11835","1",2006,2006-06-18,"AHY","M","MCGC",""
"9000-11836","1",2006,2006-06-18,"AHY","M","MCGC","r5 white inner/outer web at tip"
"9000-11837","1",2006,2006-06-21,"AHY","M","MCGC","r5 white inner web at tip"
"9000-11838","1",2006,2006-06-22,"AHY","M","MCGC","sm white inner/outer web at tip r5"
"9000-11839","1",2006,2006-06-22,"AHY","M","MCGC","r4 faint white at tip"
"9000-11840","1",2006,2006-06-22,"AHY","M","MCGC",""
"9000-11841","1",2006,2006-06-22,"AHY","M","MCGC","p9 is 8mm<p10, both growing in, no wing trill"
"9000-11842","1",2006,2006-06-23,"AHY","M","MCGC",""
"9000-11843","1",2006,2006-06-23,"AHY","M","MCGC","r4,5 extensive white area (7mm) at tips"
"9000-11844","1",2006,2006-06-23,"AHY","M","MP1","r3-5 white tips"
"9000-11845","1",2006,2006-06-23,"AHY","M","MP1",""
"9000-11846","1",2006,2006-06-23,"AHY","M","MP1","p9 is 9mm shorter than p10, r5 outer web white at tip, 10 pin feathers in gorget "
"9000-11847","1",2006,2006-06-23,"AHY","M","MP1",""
"9000-11848","1",2006,2006-06-23,"AHY","M","MP1",""
"9000-11849","1",2006,2006-06-23,"AHY","M","MP1","lost r1"
"9000-11850","1",2006,2006-06-23,"AHY","M","MP1",""
"9000-11851","1",2006,2006-06-23,"AHY","M","MP1",""
"9000-11853","1",2006,2006-06-23,"AHY","M","MP1","r5 rufous inner web, band shortened"
"9000-11854","1",2006,2006-06-25,"AHY","M","MCGC","r5 white inner web at tip"
"9000-11855","1",2006,2006-06-25,"AHY","M","MCGC","r5 faint white inner web, old injury 3mm long at base of bill"
"9000-11856","1",2006,2006-06-25,"AHY","M","MCGC","r4,5 white inner/outer web at tip"
"9000-11857","1",2006,2006-06-25,"AHY","M","MCGC","r5R white inner web, r5L white inner and outer web at tip"
"9000-11858","1",2006,2006-06-25,"AHY","M","MCGC",""
"9000-11859","1",2006,2006-06-26,"AHY","M","MCGC",""
"9000-11860","1",2006,2006-06-26,"AHY","M","MCGC","small legs"
"9000-11861","1",2006,2006-06-26,"AHY","M","MCGC",""
"9000-11862","1",2006,2006-06-30,"AHY","M","HOLZ",""
"9000-11863","1",2006,2006-06-30,"AHY","M","GNMTN",""
"9000-11864","1",2006,2006-06-30,"AHY","M","GNMTN","r3-5 white tips, r5 white outer web at tip"
"9000-11865","1",2006,2006-06-30,"AHY","M","GNMTN","r5 white inner and outer web at tip"
"9000-11866","1",2006,2006-07-04,"AHY","M","MCGC","r4,5 white inner and outer web at tip"
"9000-11870","1",2006,2006-07-06,"AHY","M","MCGC","r5 white inner/outer web at tip"
"9000-11871","1",2006,2006-07-06,"AHY","M","MP1","r5 sm white inner/outer web at tip"
"9000-11872","1",2006,2006-07-06,"AHY","M","MP1",""
"9000-11873","1",2006,2006-07-06,"AHY","M","MP1",""
"9000-11874","1",2006,2006-07-06,"AHY","M","MP1","gorget feathers faded in center"
"9000-11875","1",2006,2006-07-06,"AHY","M","MP1",""
"9000-11876","1",2006,2006-07-06,"AHY","M","MP1","r5 extremely faint white outer edge at tip"
"9000-11877","1",2006,2006-07-06,"AHY","M","MP1",""
"9000-11878","1",2006,2006-07-06,"AHY","M","MP1",""
"9000-11881","1",2006,2006-07-07,"AHY","M","MCGC",""
"9000-11883","1",2006,2006-07-07,"AHY","M","MCGC",""
"9000-11886","1",2006,2006-07-08,"AHY","M","MCGC",""
"9000-11888","1",2006,2006-07-12,"AHY","M","MP1",""
"9000-11889","1",2006,2006-07-12,"AHY","M","MP1",""
"9000-11890","1",2006,2006-07-12,"AHY","M","MP1","r5 iner web small white area"
"9000-11891","1",2006,2006-07-12,"AHY","M","MP1","r5 white inner/outer web at tip, r4 white inner web at tip"
"9000-11897","1",2006,2006-07-14,"AHY","M","HOLZ",""
"9000-11898","1",2006,2006-07-14,"AHY","M","GNMTN",""
"9000-11899","1",2006,2006-07-14,"HY","M","KV1",""
"9000-11900","1",2006,2006-07-15,"AHY","M","MP1","r4,5 white spot at tip"
"9000-11901","1",2006,2006-06-24,"AHY","F","KV1",""
"9000-11902","1",2006,2006-06-24,"AHY","F","KV1","c.p., skeleton r1"
"9000-11903","1",2006,2006-06-24,"AHY","F","KV1","E6, skeleton r1s"
"9000-11904","1",2006,2006-06-24,"AHY","F","KV1","E6"
"9000-11905","1",2006,2006-06-24,"AHY","F","KV1","E6, p9 is 2mm <p10 "
"9000-11906","1",2006,2006-06-24,"AHY","F","KV1","E6"
"9000-11907","1",2006,2006-06-24,"AHY","F","KV1","c.p."
"9000-11908","1",2006,2006-06-24,"AHY","F","KV1","E8"
"9000-11909","1",2006,2006-06-24,"AHY","F","KV1",""
"9000-11910","1",2006,2006-06-24,"AHY","F","GNMTN","E9+"
"9000-11911","1",2006,2006-06-24,"AHY","F","GNMTN","E8"
"9000-11912","1",2006,2006-06-24,"AHY","F","GNMTN","E9+, *skeleton r1, black spot on tip of r5"
"9000-11913","1",2006,2006-06-24,"AHY","F","GNMTN","c.p., new r1s, spider webs on rectrices"
"9000-11914","1",2006,2006-06-24,"AHY","F","GNMTN","c.p."
"9000-11915","R",2006,2006-06-25,"AHY","F","MCGC","Former C53578, 7/26/05, u/i substance inside band could not be cleaned quickly "
"9000-11916","1",2006,2006-06-25,"AHY","F","MCGC","c.p., pin feathers on crown"
"9000-91152","1",2006,2006-06-25,"AHY","F","MCGC","new r5R growing in"
"9000-11918","1",2006,2006-06-25,"AHY","F","MCGC","possible E6"
"9000-11919","1",2006,2006-06-26,"AHY","F","MCGC","c.p."
"9000-11920","1",2006,2006-06-26,"AHY","F","MCGC","MTW r3-5L, r3-4R; new r5R; c.p."
"9000-11921","1",2006,2006-06-26,"AHY","F","MCGC","E8"
"9000-11922","1",2006,2006-06-26,"AHY","F","MCGC","E7+, skeleton r1"
"9000-11923","1",2006,2006-06-26,"AHY","F","MCGC","r1 black tip"
"9000-11924","1",2006,2006-06-26,"AHY","F","MCGC","c.p., new rectrices"
"9000-11925","R",2006,2006-06-26,"AHY","F","MCGC","former C53543, 7/25/2005, top edge of band did not close tightly "
"9000-11926","1",2006,2006-06-28,"AHY","F","NFPC","c.p."
"9000-11927","1",2006,2006-06-28,"AHY","F","NFPC","E6"
"9000-11928","1",2006,2006-06-28,"AHY","F","NFPC","c.p."
"9000-11929","1",2006,2006-06-28,"AHY","F","NFPC","c.p., r2 brown tip"
"9000-11930","1",2006,2006-06-28,"AHY","F","NFPC","E7, cleaned pine sap off toes"
"9000-11931","1",2006,2006-06-29,"AHY","F","NFPC","c.p."
"9000-11932","1",2006,2006-06-29,"AHY","F","NFPC","c.p."
"9000-11933","1",2006,2006-06-30,"AHY","F","HOLZ","c.p."
"9000-11934","1",2006,2006-06-30,"AHY","F","HOLZ","E8"
"9000-11935","1",2006,2006-06-30,"AHY","F","HOLZ","c.p."
"9000-11936","1",2006,2006-06-30,"AHY","F","KV1","c.p."
"9000-11937","1",2006,2006-06-30,"AHY","F","KV1","E6"
"9000-11938","1",2006,2006-06-30,"AHY","F","KV1","E7, old bill injury"
"9000-11939","1",2006,2006-06-30,"AHY","F","KV1","E9"
"9000-11940","1",2006,2006-06-30,"AHY","F","KV1","c.p."
"9000-11941","1",2006,2006-06-30,"AHY","F","KV1","E9+"
"9000-11942","1",2006,2006-06-30,"AHY","F","KV1","c.p."
"9000-11943","1",2006,2006-06-30,"AHY","F","KV1","E7, yellow pollen on bill, escaped"
"9000-11944","1",2006,2006-06-30,"AHY","F","KV1","c.p."
"9000-11945","1",2006,2006-06-30,"AHY","F","GNMTN",""
"9000-11946","1",2006,2006-06-30,"AHY","F","GNMTN","E7, p9 is 7mm<p10, spider web on toes"
"9000-11947","1",2006,2006-06-30,"AHY","F","GNMTN","c.p."
"9000-11948","1",2006,2006-06-30,"AHY","F","GNMTN","E7"
"9000-11949","1",2006,2006-06-30,"AHY","F","GNMTN","E6"
"9000-11950","1",2006,2006-06-30,"AHY","F","GNMTN","c.p."
"9000-11951","1",2006,2006-07-15,"AHY","M","MP1",""
"9000-11954","1",2006,2006-07-15,"AHY","M","MP1",""
"9000-11958","1",2006,2006-07-16,"AHY","M","MCGC",""
"9000-11963","1",2006,2006-07-17,"AHY","M","MCGC",""
"9000-11965","1",2006,2006-07-18,"AHY","M","MCGC",""
"9000-11966","1",2006,2006-07-18,"HY","M","CC2","r3 white, 3x3; r5 white, 6x6, pointed rectrices"
"9000-11970","1",2006,2006-07-19,"AHY","M","MCGC",""
"9000-11972","1",2006,2006-07-19,"AHY","M","MP1",""
"9000-11975","1",2006,2006-07-20,"HY","M","CC3","r3 white, 4WX6.5L; r5, 6WX10L"
"9000-11978","1",2006,2006-07-24,"AHY","M","MCGC",""
"9000-11981","1",2006,2006-06-30,"AHY","F","GNMTN","E6, old r1 (missing tip), r5 black spot"
"9000-11982","1",2006,2006-07-04,"AHY","F","MCGC","E7"
"9000-11983","1",2006,2006-07-04,"AHY","F","MCGC","E9"
"9000-11984","1",2006,2006-07-04,"AHY","F","MCGC",""
"3100-41493","1",2006,2006-07-04,"AHY","F","MCGC",""
"9000-11986","1",2006,2006-07-04,"AHY","F","MCGC","c.p."
"9000-11987","1",2006,2006-07-04,"AHY","F","MCGC","c.p."
"9000-11988","1",2006,2006-07-04,"AHY","F","MCGC","MTW, r3-4, r5L; r5R new"
"9000-11989","1",2006,2006-07-04,"AHY","F","MCGC","E7"
"9000-11990","1",2006,2006-07-04,"AHY","F","MCGC","skeleton r1"
"9000-11991","1",2006,2006-07-04,"AHY","F","MCGC","E6"
"9000-11992","1",2006,2006-07-04,"AHY","F","MCGC","E6"
"9000-11993","1",2006,2006-07-04,"AHY","F","MCGC",""
"9000-90668","1",2006,2006-07-04,"AHY","F","MCGC","E7, old r1"
"9000-11995","1",2006,2006-07-04,"AHY","F","MCGC","E6"
"9000-11996","1",2006,2006-07-04,"AHY","F","MCGC","E6"
"9000-11997","1",2006,2006-07-05,"AHY","F","MCGC",""
"9000-11998","1",2006,2006-07-05,"AHY","F","MCGC","top r1 growing in, 2.5 mm shorter than other r1"
"9000-11999","1",2006,2006-07-06,"AHY","F","MCGC","c.p."
"9000-12000","1",2006,2006-07-06,"AHY","F","MCGC",""
"9000-12001","1",2006,2006-07-06,"AHY","F","MCGC",""
"9000-12002","1",2006,2006-07-06,"AHY","F","MP1","banded on left leg, abdomen slightly swollen"
"9000-12003","1",2006,2006-07-06,"AHY","F","MP1","c.p."
"9000-12004","1",2006,2006-07-06,"AHY","F","MP1","c.p., skeleton r1s"
"9000-12005","1",2006,2006-07-06,"AHY","F","MP1",""
"9000-12006","1",2006,2006-07-06,"AHY","F","MP1","old r1s"
"9000-12007","1",2006,2006-07-06,"AHY","F","MP1","c.p."
"9000-12008","1",2006,2006-07-06,"AHY","F","MP1","E9, new r5s"
"9000-12009","1",2006,2006-07-07,"AHY","F","MCGC","c.p."
"9000-12010","1",2006,2006-07-07,"AHY","F","MCGC","E6"
"9000-12011","1",2006,2006-07-07,"AHY","F","MCGC","c.p."
"9000-12012","1",2006,2006-07-07,"AHY","F","MCGC",""
"9000-12013","1",2006,2006-07-07,"AHY","F","MCGC","c.p."
"9000-12014","1",2006,2006-07-07,"AHY","F","MCGC","r3,4 growing in"
"9000-12015","1",2006,2006-07-07,"AHY","F","MCGC","r4,5L shaft 15 mm, missing vanes on base "
"9000-12016","1",2006,2006-07-08,"AHY","F","MCGC","c.p."
"9000-12017","1",2006,2006-07-08,"AHY","F","MCGC",""
"9000-12018","1",2006,2006-07-08,"AHY","F","MCGC","E9+"
"9000-12019","1",2006,2006-07-08,"AHY","F","MCGC","c.p."
"9000-12020","1",2006,2006-07-08,"AHY","F","MCGC",""
"9000-12021","1",2006,2006-07-08,"AHY","F","MCGC",""
