"site_name","tile","calendar_date","ndvi","qa_value","re_value"
"ws57","h08v06",2005-01-17,0.2956,2116,0
"ws57","h08v06",2005-02-02,0.4497,2116,0
"ws57","h08v06",2005-02-18,0.4317,2116,0
"ws57","h08v06",2005-03-06,0.4263,2116,0
"ws57","h08v06",2005-03-22,0.4132,2116,0
"ws57","h08v06",2005-04-07,0.34,2116,0
"ws57","h08v06",2005-04-23,0.2995,2116,0
"ws57","h08v06",2005-05-09,0.33,2120,1
"ws57","h08v06",2005-05-25,0.3998,2120,0
"ws57","h08v06",2005-06-10,0.4303,2116,0
"ws57","h08v06",2005-06-26,0.3456,2116,0
"ws57","h08v06",2005-07-12,0.5521,2120,1
"ws57","h08v06",2005-07-28,0.4481,2116,0
"ws57","h08v06",2005-08-13,0.5057,2116,0
"ws57","h08v06",2005-08-29,0.6501,2120,1
"ws57","h08v06",2005-09-14,0.6019,2116,0
"ws57","h08v06",2005-09-30,0.5946,2116,0
"ws57","h08v06",2005-10-16,0.4625,2116,0
"ws57","h08v06",2005-11-01,0.4389,2116,0
"ws57","h08v06",2005-11-17,0.4016,2116,0
"ws57","h08v06",2005-12-03,0.2874,2116,0
"ws57","h08v06",2005-12-19,0.2167,2116,0
"ws57","h08v06",2006-01-01,0.21,2116,0
"ws57","h08v06",2006-01-17,0.3296,2116,0
"ws57","h08v06",2006-02-02,0.292,2116,0
"ws57","h08v06",2006-02-18,0.4327,2116,0
"ws57","h08v06",2006-03-06,0.4505,2116,0
"ws57","h08v06",2006-03-22,0.4397,2120,0
"ws57","h08v06",2006-04-07,0.482,2116,0
"ws57","h08v06",2006-04-23,0.39,2376,1
"ws57","h08v06",2006-05-09,0.2924,2376,1
"ws57","h08v06",2006-05-25,0.3011,2120,1
"ws57","h08v06",2006-06-10,0.2445,2116,0
"ws57","h08v06",2006-06-26,0.3698,2120,0
"ws57","h08v06",2006-07-12,0.6071,2120,1
"ws57","h08v06",2006-07-28,0.3474,2376,1
"ws57","h08v06",2006-08-13,0.5145,2120,0
"ws57","h08v06",2006-08-29,0.4713,2116,0
"ws57","h08v06",2006-09-14,0.6348,2120,0
"ws57","h08v06",2006-09-30,0.5802,2376,1
"ws57","h08v06",2006-10-16,0.5399,2116,0
"ws57","h08v06",2006-11-01,0.4686,2116,0
"ws57","h08v06",2006-11-17,0.3113,2116,0
"ws57","h08v06",2006-12-03,0.3123,2116,0
"ws57","h08v06",2006-12-19,0.2845,2116,0
"ws57","h08v06",2007-01-01,0.3158,2116,0
"ws57","h08v06",2007-01-17,0.3676,2116,0
"ws57","h08v06",2007-02-02,0.3,2116,0
"ws57","h08v06",2007-02-18,0.357,2116,0
"ws57","h08v06",2007-03-06,0.3095,2116,0
"ws57","h08v06",2007-03-22,0.3166,2120,1
"ws57","h08v06",2007-04-07,0.3416,2116,0
"ws57","h08v06",2007-04-23,0.4094,2120,1
"ws57","h08v06",2007-05-09,0.3473,2120,0
"ws57","h08v06",2007-05-25,0.2892,2116,0
"ws57","h08v06",2007-06-10,0.3988,2120,1
"ws57","h08v06",2007-06-26,0.4977,2116,0
"ws57","h08v06",2007-07-12,0.5315,2120,1
"ws57","h08v06",2007-07-28,0.6176,2120,1
"ws57","h08v06",2007-08-13,0.5348,2376,1
"ws57","h08v06",2007-08-29,0.511,2376,1
"ws57","h08v06",2007-09-14,0.6228,2116,0
"ws57","h08v06",2007-09-30,0.5081,2116,0
"ws57","h08v06",2007-10-16,0.5237,2116,0
"ws57","h08v06",2007-11-01,0.3657,2116,0
"ws57","h08v06",2007-11-17,0.3297,2116,0
"ws57","h08v06",2007-12-03,0.3706,2116,0
"ws57","h08v06",2007-12-19,0.2816,2116,0
"ws57","h08v06",2008-01-01,0.2816,2116,0
"ws57","h08v06",2008-01-17,0.2645,2120,0
"ws57","h08v06",2008-02-02,0.3503,2120,0
"ws57","h08v06",2008-02-18,0.3143,2116,0
"ws57","h08v06",2008-03-05,0.2569,2116,0
"ws57","h08v06",2008-03-21,0.2682,2116,0
"ws57","h08v06",2008-04-06,0.3975,2120,0
"ws57","h08v06",2008-04-22,0.3619,2116,0
"ws57","h08v06",2008-05-08,0.3439,2116,0
"ws57","h08v06",2008-05-24,0.2413,2116,0
"ws57","h08v06",2008-06-09,0.2276,2116,0
"ws57","h08v06",2008-06-25,0.3449,2376,1
"ws57","h08v06",2008-07-11,0.6355,2120,0
"ws57","h08v06",2008-07-27,0.6267,2116,0
"ws57","h08v06",2008-08-12,0.5871,2116,0
"ws57","h08v06",2008-08-28,0.7465,2376,1
"ws57","h08v06",2008-09-13,0.6939,2376,1
"ws57","h08v06",2008-09-29,0.5584,2120,0
"ws57","h08v06",2008-10-15,0.538,2116,0
"ws57","h08v06",2008-10-31,0.5457,2116,0
"ws57","h08v06",2008-11-16,0.3712,2116,0
"ws57","h08v06",2008-12-02,0.293,2116,0
"ws57","h08v06",2008-12-18,0.2293,2116,0
"ws57","h08v06",2009-01-01,0.2512,2116,0
"ws57","h08v06",2009-01-17,0.3829,2120,0
"ws57","h08v06",2009-02-02,0.2837,2116,0
"ws57","h08v06",2009-02-18,0.2814,2116,0
"ws57","h08v06",2009-03-06,0.3264,2116,0
"ws57","h08v06",2009-03-22,0.3658,2120,0
"ws57","h08v06",2009-04-07,0.3819,2116,0
"ws57","h08v06",2009-04-23,0.3249,2120,1
"ws57","h08v06",2009-05-09,0.3747,2189,1
"ws57","h08v06",2009-05-25,0.3572,2376,1
"ws57","h08v06",2009-06-10,0.3499,2116,0
"ws57","h08v06",2009-06-26,0.6292,2380,1
"ws57","h08v06",2009-07-12,0.5512,2120,0
"ws57","h08v06",2009-07-28,0.375,2116,0
"ws57","h08v06",2009-08-13,0.4186,2376,1
"ws57","h08v06",2009-08-29,0.5549,2120,1
"ws57","h08v06",2009-09-14,0.6193,2380,1
"ws57","h08v06",2009-09-30,0.5989,2120,0
"ws57","h08v06",2009-10-16,0.6392,2116,0
"ws57","h08v06",2009-11-01,0.4817,2116,0
"ws57","h08v06",2009-11-17,0.4489,2116,0
"ws57","h08v06",2009-12-03,0.2681,2116,0
"ws57","h08v06",2009-12-19,0.3021,2116,0
"ws57","h08v06",2010-01-01,0.2672,2120,0
"ws57","h08v06",2010-01-17,0.2354,2116,0
"ws57","h08v06",2010-02-02,0.2914,2120,0
"ws57","h08v06",2010-02-18,0.3721,2116,0
"ws57","h08v06",2010-03-06,0.4124,2120,1
"ws57","h08v06",2010-03-22,0.3906,2120,0
"ws57","h08v06",2010-04-07,0.3401,2116,0
"ws57","h08v06",2010-04-23,0.3451,2120,1
"ws57","h08v06",2010-05-09,0.2607,2116,0
"ws57","h08v06",2010-05-25,0.3256,2116,0
"ws57","h08v06",2010-06-10,0.2594,2116,0
"ws57","h08v06",2010-06-26,0.2433,2062,3
"ws57","h08v06",2010-07-12,0.6398,2380,1
"ws57","h08v06",2010-07-28,0.6411,2376,1
"ws57","h08v06",2010-08-13,0.4658,2116,0
"ws57","h08v06",2010-08-29,0.7325,35221,1
"ws57","h08v06",2010-09-14,0.6018,2116,0
"ws57","h08v06",2010-09-30,0.5774,2116,0
"ws57","h08v06",2010-10-16,0.3989,2116,0
"ws57","h08v06",2010-11-01,0.3478,2116,0
"ws57","h08v06",2010-11-17,0.3503,2116,0
"ws57","h08v06",2010-12-03,0.3035,2116,0
"ws57","h08v06",2010-12-19,0.3374,2116,0
"ws57","h08v06",2011-01-01,0.2614,2116,0
"ws57","h08v06",2011-01-17,0.2952,2116,0
"ws57","h08v06",2011-02-02,0.2117,2116,0
"ws57","h08v06",2011-02-18,0.2307,2116,0
"ws57","h08v06",2011-03-06,0.3588,2116,0
"ws57","h08v06",2011-03-22,0.2343,2116,0
"ws57","h08v06",2011-04-07,0.2416,2120,0
"ws57","h08v06",2011-04-23,0.2497,2376,1
"ws57","h08v06",2011-05-09,0.2143,2380,1
"ws57","h08v06",2011-05-25,0.4082,2380,1
"ws57","h08v06",2011-06-10,0.2369,2116,0
"ws57","h08v06",2011-06-26,0.2098,2376,1
"ws57","h08v06",2011-07-12,0.3418,2120,1
"ws57","h08v06",2011-07-28,0.5045,2116,0
"ws57","h08v06",2011-08-13,0.3079,2376,1
"ws57","h08v06",2011-08-29,0.5152,2376,1
"ws57","h08v06",2011-09-14,0.3966,2116,0
"ws57","h08v06",2011-09-30,0.2615,2376,1
"ws57","h08v06",2011-10-16,0.3865,2116,0
"ws57","h08v06",2011-11-01,0.2946,2116,0
"ws57","h08v06",2011-11-17,0.2222,2116,0
"ws57","h08v06",2011-12-03,0.1752,2116,0
"ws57","h08v06",2011-12-19,0.19,2116,0
"ws57","h08v06",2012-01-01,0.2,2116,0
"ws57","h08v06",2012-01-17,0.2443,2116,0
"ws57","h08v06",2012-02-02,0.2049,2120,0
"ws57","h08v06",2012-02-18,0.261,2116,0
"ws57","h08v06",2012-03-05,0.1708,2120,0
"ws57","h08v06",2012-03-21,0.1931,2120,1
"ws57","h08v06",2012-04-06,0.2201,2116,0
"ws57","h08v06",2012-04-22,0.253,2120,0
"ws57","h08v06",2012-05-08,0.3333,2189,1
"ws57","h08v06",2012-05-24,0.2596,2380,1
"ws57","h08v06",2012-06-09,0.2439,2116,0
"ws57","h08v06",2012-06-25,0.3132,2376,1
"ws57","h08v06",2012-07-11,0.394,2376,1
"ws57","h08v06",2012-07-27,0.4207,2120,1
"ws57","h08v06",2012-08-12,0.3784,2376,1
"ws57","h08v06",2012-08-28,0.5919,2120,0
"ws57","h08v06",2012-09-13,0.3235,2120,0
"ws57","h08v06",2012-09-29,0.3647,2116,0
"ws57","h08v06",2012-10-15,0.3323,2116,0
"ws57","h08v06",2012-10-31,0.306,2116,0
"ws57","h08v06",2012-11-16,0.2399,2376,1
"ws57","h08v06",2012-12-02,0.2076,2116,0
"ws57","h08v06",2012-12-18,0.2445,2116,0
"ws36","h08v06",2001-12-03,0.7856,2189,1
"ws36","h08v06",2001-12-19,0.7471,2116,0
"ws36","h08v06",2002-01-01,0.7441,2116,0
"ws36","h08v06",2002-01-17,0.7394,2116,0
"ws36","h08v06",2002-02-02,0.7753,2116,0
"ws36","h08v06",2002-02-18,0.6456,2116,0
"ws36","h08v06",2002-03-06,0.6627,2116,0
"ws36","h08v06",2002-03-22,0.6471,2116,0
"ws36","h08v06",2002-04-07,0.6326,2116,0
"ws36","h08v06",2002-04-23,0.6259,2116,0
"ws36","h08v06",2002-05-09,0.6493,2116,0
"ws36","h08v06",2002-05-25,0.704,2116,0
"ws36","h08v06",2002-06-10,0.692,2116,0
"ws36","h08v06",2002-06-26,0.7729,2116,0
"ws36","h08v06",2002-07-12,0.2852,2062,3
"ws36","h08v06",2002-07-28,0.7599,2116,0
"ws36","h08v06",2002-08-13,0.7696,2116,0
"ws36","h08v06",2002-08-29,0.7129,2449,1
"ws36","h08v06",2002-09-14,0.8181,2116,0
"ws36","h08v06",2002-09-30,0.8097,2116,0
"ws36","h08v06",2002-10-16,0.7987,2116,0
"ws36","h08v06",2002-11-01,0.8057,2116,0
"ws36","h08v06",2002-11-17,0.7912,2116,0
"ws36","h08v06",2002-12-03,0.7911,2116,0
"ws36","h08v06",2002-12-19,0.765,2116,0
"ws36","h08v06",2003-01-01,0.7827,2116,0
"ws36","h08v06",2003-01-17,0.7726,2116,0
"ws36","h08v06",2003-02-02,0.753,2116,0
"ws36","h08v06",2003-02-18,0.6961,2116,0
"ws36","h08v06",2003-03-06,0.7327,2116,0
"ws36","h08v06",2003-03-22,0.6507,2116,0
"ws36","h08v06",2003-04-07,0.6235,2116,0
"ws36","h08v06",2003-04-23,0.6554,2116,0
"ws36","h08v06",2003-05-09,0.66,2116,0
"ws36","h08v06",2003-05-25,0.6386,2116,0
"ws36","h08v06",2003-06-10,0.6662,2116,0
"ws36","h08v06",2003-06-26,0.6938,2120,1
"ws36","h08v06",2003-07-12,0.7614,2116,0
"ws36","h08v06",2003-07-28,0.7708,2116,0
"ws36","h08v06",2003-08-13,0.7854,2376,1
"ws36","h08v06",2003-08-29,0.7762,2062,3
"ws36","h08v06",2003-09-14,0.8643,2120,1
"ws36","h08v06",2003-09-30,0.8162,2116,0
"ws36","h08v06",2003-10-16,0.813,2116,0
"ws36","h08v06",2003-11-01,0.804,2116,0
"ws36","h08v06",2003-11-17,0.8045,2116,0
"ws36","h08v06",2003-12-03,0.7585,2116,0
"ws36","h08v06",2003-12-19,0.783,2116,0
"ws36","h08v06",2004-01-01,0.7847,2120,1
"ws36","h08v06",2004-01-17,0.7532,2116,0
"ws36","h08v06",2004-02-02,0.7364,2116,0
"ws36","h08v06",2004-02-18,0.7205,2116,0
"ws36","h08v06",2004-03-05,0.6627,2116,0
"ws36","h08v06",2004-03-21,0.6487,2116,0
"ws36","h08v06",2004-04-06,0.6688,2116,0
"ws36","h08v06",2004-04-22,0.6735,2116,0
"ws36","h08v06",2004-05-08,0.7585,2116,0
"ws36","h08v06",2004-05-24,0.708,2116,0
"ws36","h08v06",2004-06-09,0.7666,2120,1
"ws36","h08v06",2004-06-25,0.6115,2376,1
"ws36","h08v06",2004-07-11,0.5968,2062,3
"ws36","h08v06",2004-07-27,0.851,2376,1
"ws36","h08v06",2004-08-12,0.8045,2120,1
"ws36","h08v06",2004-08-28,0.8511,2116,0
"ws36","h08v06",2004-09-13,0.1716,3102,3
"ws36","h08v06",2004-09-29,0.8508,2116,0
"ws36","h08v06",2004-10-15,0.8164,2116,0
"ws36","h08v06",2004-10-31,0.8299,2116,0
"ws36","h08v06",2004-11-16,0.8093,2116,0
"ws36","h08v06",2004-12-02,0.8036,2116,0
"ws36","h08v06",2004-12-18,0.789,2116,0
"ws36","h08v06",2005-01-01,0.7606,2116,0
"ws36","h08v06",2005-01-17,0.7966,2116,0
"ws36","h08v06",2005-02-02,0.7172,2116,0
"ws36","h08v06",2005-02-18,0.7457,2116,0
"ws36","h08v06",2005-03-06,0.748,2116,0
"ws36","h08v06",2005-03-22,0.6653,2116,0
"ws36","h08v06",2005-04-07,0.7437,2116,0
"ws36","h08v06",2005-04-23,0.6676,2116,0
"ws36","h08v06",2005-05-09,0.6983,2116,0
"ws36","h08v06",2005-05-25,0.6118,2116,0
"ws36","h08v06",2005-06-10,0.7457,2116,0
"ws36","h08v06",2005-06-26,0.2714,2062,3
"ws36","h08v06",2005-07-12,0.3094,2062,3
"ws36","h08v06",2005-07-28,0.7661,2116,0
"ws36","h08v06",2005-08-13,0.8148,2116,0
"ws36","h08v06",2005-08-29,0.8127,2116,0
"ws36","h08v06",2005-09-14,0.5415,2116,0
"ws36","h08v06",2005-09-30,0.869,2120,0
"ws36","h08v06",2005-10-16,0.8289,2116,0
"ws36","h08v06",2005-11-01,0.8271,2116,0
"ws36","h08v06",2005-11-17,0.8053,2116,0
"ws36","h08v06",2005-12-03,0.8234,2116,0
"ws36","h08v06",2005-12-19,0.7619,2116,0
"ws36","h08v06",2006-01-01,0.7654,2116,0
"ws36","h08v06",2006-01-17,0.7807,2116,0
"ws36","h08v06",2006-02-02,0.7669,2116,0
"ws36","h08v06",2006-02-18,0.6681,2116,0
"ws36","h08v06",2006-03-06,0.6727,2116,0
"ws36","h08v06",2006-03-22,0.644,2116,0
"ws36","h08v06",2006-04-07,0.6661,2116,0
"ws36","h08v06",2006-04-23,0.6534,2116,0
"ws36","h08v06",2006-05-09,0.6332,2116,0
"ws36","h08v06",2006-05-25,0.5601,2116,0
"ws36","h08v06",2006-06-10,0.6947,2116,0
"ws36","h08v06",2006-06-26,0.7387,2116,0
"ws36","h08v06",2006-07-12,0.74,2116,0
"ws36","h08v06",2006-07-28,0.7662,2116,0
"ws36","h08v06",2006-08-13,0.8191,2376,1
"ws36","h08v06",2006-08-29,0.8368,2116,0
"ws36","h08v06",2006-09-14,0.8104,2116,0
"ws36","h08v06",2006-09-30,0.8152,2116,0
"ws36","h08v06",2006-10-16,0.7993,2116,0
"ws36","h08v06",2006-11-01,0.8318,2116,0
"ws36","h08v06",2006-11-17,0.7733,2116,0
"ws36","h08v06",2006-12-03,0.8001,2116,0
"ws36","h08v06",2006-12-19,0.8078,2116,0
"ws36","h08v06",2007-01-01,0.7501,2116,0
"ws36","h08v06",2007-01-17,0.7586,2120,1
"ws36","h08v06",2007-02-02,0.7586,2116,0
"ws36","h08v06",2007-02-18,0.7033,2116,0
"ws36","h08v06",2007-03-06,0.6779,2116,0
"ws36","h08v06",2007-03-22,0.6986,2116,0
"ws36","h08v06",2007-04-07,0.6861,2116,0
"ws36","h08v06",2007-04-23,0.6831,2116,0
"ws36","h08v06",2007-05-09,0.6993,2116,0
"ws36","h08v06",2007-05-25,0.6763,2116,0
"ws36","h08v06",2007-06-10,0.6897,2116,0
"ws36","h08v06",2007-06-26,0.6734,3102,3
"ws36","h08v06",2007-07-12,0.7697,2116,0
"ws36","h08v06",2007-07-28,0.7532,2116,0
"ws36","h08v06",2007-08-13,0.3629,2066,3
"ws36","h08v06",2007-08-29,0.8541,35225,1
"ws36","h08v06",2007-09-14,0.7416,2445,1
"ws36","h08v06",2007-09-30,0.8253,2120,1
"ws36","h08v06",2007-10-16,0.8329,2116,0
"ws36","h08v06",2007-11-01,0.7849,2116,0
"ws36","h08v06",2007-11-17,0.7609,2116,0
"ws36","h08v06",2007-12-03,0.7768,2116,0
"ws36","h08v06",2007-12-19,0.8465,2120,0
"ws36","h08v06",2008-01-01,0.7847,2116,0
"ws36","h08v06",2008-01-17,0.7732,2116,0
"ws36","h08v06",2008-02-02,0.7491,2116,0
"ws36","h08v06",2008-02-18,0.7522,2116,0
"ws36","h08v06",2008-03-05,0.6667,2116,0
"ws36","h08v06",2008-03-21,0.6368,2116,0
"ws36","h08v06",2008-04-06,0.5851,2116,0
"ws36","h08v06",2008-04-22,0.6432,2116,0
"ws36","h08v06",2008-05-08,0.6004,2116,0
"ws36","h08v06",2008-05-24,0.6655,2116,0
"ws36","h08v06",2008-06-09,0.668,2116,0
"ws36","h08v06",2008-06-25,0.7098,35225,1
"ws36","h08v06",2008-07-11,0.4562,3102,3
"ws36","h08v06",2008-07-27,0.8112,2380,1
"ws36","h08v06",2008-08-12,0.7328,3098,3
"ws36","h08v06",2008-08-28,0.8058,2116,0
"ws36","h08v06",2008-09-13,0.7992,2116,0
"ws36","h08v06",2008-09-29,0.8188,2116,0
"ws36","h08v06",2008-10-15,0.8106,2116,0
"ws36","h08v06",2008-10-31,0.8061,2116,0
"ws36","h08v06",2008-11-16,0.8025,2116,0
"ws36","h08v06",2008-12-02,0.7642,2116,0
"ws36","h08v06",2008-12-18,0.7949,2116,0
"ws36","h08v06",2009-01-01,0.7949,2116,0
"ws36","h08v06",2009-01-17,0.7761,2116,0
"ws36","h08v06",2009-02-02,0.736,2116,0
"ws36","h08v06",2009-02-18,0.728,2116,0
"ws36","h08v06",2009-03-06,0.7484,2120,0
"ws36","h08v06",2009-03-22,0.7094,2116,0
"ws36","h08v06",2009-04-07,0.7401,2116,0
"ws36","h08v06",2009-04-23,0.6943,2116,0
"ws36","h08v06",2009-05-09,0.7181,2116,0
"ws36","h08v06",2009-05-25,0.7056,2116,0
"ws36","h08v06",2009-06-10,0.6365,2116,0
"ws36","h08v06",2009-06-26,0.7478,2116,0
"ws36","h08v06",2009-07-12,0.7586,2116,0
"ws36","h08v06",2009-07-28,0.7719,2116,0
"ws36","h08v06",2009-08-13,0.75,2445,1
"ws36","h08v06",2009-08-29,0.5614,3558,3
"ws36","h08v06",2009-09-14,0.764,2185,1
"ws36","h08v06",2009-09-30,0.8246,2116,0
"ws36","h08v06",2009-10-16,0.8188,2116,0
"ws36","h08v06",2009-11-01,0.7617,2116,0
"ws36","h08v06",2009-11-17,0.78,2116,0
"ws36","h08v06",2009-12-03,0.7798,2116,0
"ws36","h08v06",2009-12-19,0.7743,2116,0
"ws36","h08v06",2010-01-01,0.7585,2116,0
"ws36","h08v06",2010-01-17,0.7245,2116,0
"ws36","h08v06",2010-02-02,0.7502,2120,0
"ws36","h08v06",2010-02-18,0.7214,2116,0
"ws36","h08v06",2010-03-06,0.6714,2116,0
"ws36","h08v06",2010-03-22,0.6375,2116,0
"ws36","h08v06",2010-04-07,0.6801,2116,0
"ws36","h08v06",2010-04-23,0.6898,2116,0
"ws36","h08v06",2010-05-09,0.6624,2116,0
"ws36","h08v06",2010-05-25,0.6531,2116,0
"ws36","h08v06",2010-06-10,0.7216,2116,0
"ws36","h08v06",2010-06-26,0.2896,2062,3
"ws36","h08v06",2010-07-12,0.6417,3098,3
"ws36","h08v06",2010-07-28,0.8092,2116,0
"ws36","h08v06",2010-08-13,0.8096,2120,1
"ws36","h08v06",2010-08-29,0.8338,2120,1
"ws36","h08v06",2010-09-14,0.8093,2116,0
"ws36","h08v06",2010-09-30,0.8431,2116,0
"ws36","h08v06",2010-10-16,0.8084,2116,0
"ws36","h08v06",2010-11-01,0.7977,2116,0
"ws36","h08v06",2010-11-17,0.8041,2116,0
"ws36","h08v06",2010-12-03,0.7593,2116,0
"ws36","h08v06",2010-12-19,0.7751,2116,0
"ws36","h08v06",2011-01-01,0.7819,2116,0
"ws36","h08v06",2011-01-17,0.6905,2116,0
"ws36","h08v06",2011-02-02,0.7443,2116,0
"ws36","h08v06",2011-02-18,0.6502,2116,0
"ws36","h08v06",2011-03-06,0.6917,2116,0
"ws36","h08v06",2011-03-22,0.6516,2116,0
"ws36","h08v06",2011-04-07,0.6208,2116,0
"ws36","h08v06",2011-04-23,0.6619,2116,0
"ws36","h08v06",2011-05-09,0.6369,2116,0
"ws36","h08v06",2011-05-25,0.6229,2116,0
"ws36","h08v06",2011-06-10,0.6242,2116,0
"ws36","h08v06",2011-06-26,0.2234,2062,3
"ws36","h08v06",2011-07-12,0.8146,2120,0
"ws36","h08v06",2011-07-28,0.7696,2120,1
"ws36","h08v06",2011-08-13,0.4331,35152,1
"ws36","h08v06",2011-08-29,0.8462,2120,1
"ws36","h08v06",2011-09-14,0.8486,2116,0
"ws36","h08v06",2011-09-30,0.8281,2116,0
"ws36","h08v06",2011-10-16,0.8157,2116,0
"ws36","h08v06",2011-11-01,0.8162,2116,0
"ws36","h08v06",2011-11-17,0.8214,2116,0
"ws36","h08v06",2011-12-03,0.8091,2116,0
"ws36","h08v06",2011-12-19,0.7679,2116,0
"ws36","h08v06",2012-01-01,0.7679,2116,0
"ws36","h08v06",2012-01-17,0.7762,2116,0
"ws36","h08v06",2012-02-02,0.7072,2116,0
"ws36","h08v06",2012-02-18,0.6679,2116,0
"ws36","h08v06",2012-03-05,0.6788,2116,0
"ws36","h08v06",2012-03-21,0.6671,2116,0
"ws36","h08v06",2012-04-06,0.6675,2116,0
"ws36","h08v06",2012-04-22,0.676,2116,0
"ws36","h08v06",2012-05-08,0.6133,2116,0
"ws36","h08v06",2012-05-24,0.6569,2116,0
"ws36","h08v06",2012-06-09,0.5879,2120,1
"ws36","h08v06",2012-06-25,0.6653,2116,0
"ws36","h08v06",2012-07-11,0.56,2376,1
"ws36","h08v06",2012-07-27,0.7712,2116,0
"ws36","h08v06",2012-08-12,0.8115,2120,1
"ws36","h08v06",2012-08-28,0.8199,2116,0
"ws36","h08v06",2012-09-13,0.8272,2116,0
"ws36","h08v06",2012-09-29,0.8285,2116,0
"ws36","h08v06",2012-10-15,0.8311,2116,0
"ws36","h08v06",2012-10-31,0.8499,2116,0
"ws36","h08v06",2012-11-16,0.811,2116,0
"ws36","h08v06",2012-12-02,0.8596,2116,0
"ws36","h08v06",2012-12-18,0.7986,2116,0
"ws55","h08v06",2001-12-03,0.6658,34892,1
"ws55","h08v06",2001-12-19,0.677,2116,0
"ws55","h08v06",2002-01-01,0.6361,2116,0
"ws55","h08v06",2002-01-17,0.6044,2116,0
"ws55","h08v06",2002-02-02,0.6503,2116,0
"ws55","h08v06",2002-02-18,0.6047,2116,0
"ws55","h08v06",2002-03-06,0.5262,2116,0
"ws55","h08v06",2002-03-22,0.4993,2116,0
